symbol,phase_hours,start_ts,end_ts,days,equity_multiple,net_return_pct,max_drawdown_pct,sharpe,closed_trades,long_trades,short_trades,win_rate,profit_factor,turnover_multiple,cost_pct_initial,funding_pct_initial,max_intraday_leverage,bankrupt_intraday
BTCUSDT,0,2024-07-31T00:00:00+00:00,2026-07-30T00:00:00+00:00,729.0,0.9672310635601051,-3.276893643989487,-42.3338905928101,0.06392748558428776,49,22,27,0.3673469387755102,0.9664318960139873,106.29728603886704,14.88162004544148,2.147340127824184,1.0247316250672736,False
BTCUSDT,12,2024-07-31T12:00:00+00:00,2026-07-29T12:00:00+00:00,728.0,0.9661495233352828,-3.385047666471719,-42.21286660275112,0.040272425947777114,46,21,25,0.41304347826086957,0.955935179385396,95.12658156154671,13.317721418616546,1.7689332427247053,1.0433416873778492,False
ETHUSDT,0,2024-07-31T00:00:00+00:00,2026-07-30T00:00:00+00:00,729.0,1.6739311262877652,67.39311262877652,-36.72580076534556,0.815837253992802,54,23,31,0.3888888888888889,1.2724776553516026,171.02119134017497,23.942966787624464,3.1882191603078334,1.070397075868587,False
ETHUSDT,12,2024-07-31T12:00:00+00:00,2026-07-29T12:00:00+00:00,728.0,1.0884615686458938,8.846156864589382,-43.59758177821889,0.2949259247227844,41,19,22,0.4146341463414634,1.0645755499670995,94.43258410700992,13.220561774981443,2.2032066613642454,1.0948010554466248,False
