ts,buy_hold,v10,v10_no_mfeu,v10_no_range,melt_long,rs4_w1,rs4_w0_5,rs4_no_er,rs4_melt_both,rs4_no_donchian
2025-08-01 00:00:00+00:00,1.1938712923000352,1.2898805272910419,1.1177394251467854,1.4641202442058037,1.1147834513391892,1.4331124367900714,1.3634246164636017,1.3588545036315405,1.345129463871124,1.4503207654496098
2025-08-01 06:00:00+00:00,1.1820065776759185,1.2886551407901154,1.116677572692896,1.4786706978308568,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3438515908804465,1.4489429607224327
2025-08-01 12:00:00+00:00,1.1307161950170515,1.2886551407901154,1.116677572692896,1.5428341190423696,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3438515908804465,1.4489429607224327
2025-08-01 18:00:00+00:00,1.1099446705865774,1.2886551407901154,1.116677572692896,1.5711763473902831,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.367261804024933,1.420949039388079
2025-08-02 00:00:00+00:00,1.1301635095112392,1.2886551407901154,1.116677572692896,1.5425556761694965,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3423556560736,1.4468331582174956
2025-08-02 06:00:00+00:00,1.133058025448673,1.2886551407901154,1.116677572692896,1.5386049628864402,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3389176846583932,1.4505387119714646
2025-08-02 12:00:00+00:00,1.0793420215713188,1.2886551407901154,1.116677572692896,1.6115471320391608,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.4023930812622776,1.3817715867876879
2025-08-02 18:00:00+00:00,1.0894454559973106,1.2886551407901154,1.116677572692896,1.5964618667131159,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.389265651538592,1.3947059841703489
2025-08-03 00:00:00+00:00,1.1169792557578653,1.2886551407901154,1.116677572692896,1.556114127299947,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3541544286195304,1.4299547018382195
2025-08-03 06:00:00+00:00,1.1384069533410137,1.2886551407901154,1.116677572692896,1.526262236360375,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.328176854346987,1.4573863992047036
2025-08-03 12:00:00+00:00,1.1353068057819797,1.2886551407901154,1.116677572692896,1.5248122872358327,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3317937895922303,1.4534175962429825
2025-08-03 18:00:00+00:00,1.128179949504317,1.2886551407901154,1.116677572692896,1.5137917496712727,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3401540873386795,1.4442938084993555
2025-08-04 00:00:00+00:00,1.1188249668607406,1.2886551407901154,1.116677572692896,1.501239234843841,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3512667810470544,1.432317577653671
2025-08-04 06:00:00+00:00,1.1101844356352542,1.2886551407901154,1.116677572692896,1.489645370861712,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.36170242841052,1.4212559861437364
2025-08-04 12:00:00+00:00,1.1387827407942877,1.2886551407901154,1.116677572692896,1.5280185740225614,1.1147834513391892,1.431750979975121,1.3621293630779612,1.3575635918530906,1.3266250301571407,1.457867481581955
2025-08-04 18:00:00+00:00,1.1466457127648868,1.2963287168088362,1.1233270710507,1.538569109069935,1.1147834513391892,1.4402766511473017,1.3702404572598397,1.36564749816176,1.3332644123236066,1.4651636950094515
2025-08-05 00:00:00+00:00,1.147447111825178,1.2972347304134866,1.124112172542048,1.5396444262533293,1.1147834513391892,1.4412832710142225,1.3711981283195194,1.366601959168793,1.334196240555519,1.4661877086130275
2025-08-05 06:00:00+00:00,1.172682388378335,1.3257642171662776,1.1488342545086379,1.573505117948503,1.1147834513391892,1.4729807510642001,1.4013542580624183,1.3966570074776037,1.36353860480013,1.498432900504126
2025-08-05 12:00:00+00:00,1.1454418540137399,1.2949677064699667,1.1221476944482933,1.5369537715113686,1.1147834513391892,1.4387645104474729,1.3688018472800665,1.3642137103113876,1.3318646233456333,1.4636254255017351
2025-08-05 18:00:00+00:00,1.1372901826495594,1.2937374871488203,1.1210816541385675,1.5260158596449596,1.1147834513391892,1.4373976841625478,1.3675014855251504,1.3629177072865917,1.330599351953455,1.4622349813475084
2025-08-06 00:00:00+00:00,1.1019350130681185,1.252289758005408,1.0851653347847952,1.4785762964404112,1.1147834513391892,1.3913474842755251,1.3236905642692678,1.3192536374598223,1.2879706718031187,1.4153890639547302
2025-08-06 06:00:00+00:00,1.1072148328798013,1.2582899886867756,1.090364804232268,1.4856607581649686,1.1147834513391892,1.3980139972053205,1.3300329053174094,1.3255747193830667,1.294141864286529,1.4221707698924517
2025-08-06 12:00:00+00:00,1.1473111443362771,1.2103319405670956,1.0488070010076302,1.4290367757998574,1.1147834513391892,1.3447305544752928,1.2793404714210381,1.2750522033096838,1.2448173696476421,1.367966623924409
2025-08-06 18:00:00+00:00,1.1247151999137517,1.2091821252235568,1.047810634356673,1.4276791908628477,1.1147834513391892,1.3434530604485413,1.2781250979731882,1.2738409037165397,1.2436347931464768,1.366667055631681
2025-08-07 00:00:00+00:00,1.1245141146479363,1.2078172152898194,1.0466278785801233,1.4260676441246436,1.1147834513391892,1.3419365871320201,1.276682366058457,1.2724030077476738,1.24223099346428,1.3651243786424736
2025-08-07 06:00:00+00:00,1.1572121609689032,1.2429375065679529,1.077061188761688,1.4675341097536845,1.1147834513391892,1.3809567329125654,1.313805082971273,1.3094012916681002,1.2783519509840997,1.4048187671657408
2025-08-07 12:00:00+00:00,1.1568897050687144,1.2425911633941795,1.0767610668420482,1.4671251829826226,1.1147834513391892,1.3805719308326594,1.3134389926250156,1.3090364284334624,1.277995739614209,1.4044273159561462
2025-08-07 18:00:00+00:00,1.2076539757157676,1.2971160103573844,1.1240092962799035,1.5315025730965866,1.1147834513391892,1.4411513679539805,1.371072639296674,1.3664768907771923,1.3340741378636802,1.466053526353686
2025-08-08 00:00:00+00:00,1.1901700653999656,1.2783369060358523,1.1077363587286997,1.5093301179274057,1.1147834513391892,1.420286979829999,1.3512228217628848,1.346693608572698,1.314759969194451,1.4448286151718708
2025-08-08 06:00:00+00:00,1.2234023965307763,1.314031061512568,1.138666948019348,1.55147414399801,1.1147834513391892,1.4599447132805776,1.3889521224315602,1.38429644301871,1.3514711417604666,1.4851716084654607
2025-08-08 12:00:00+00:00,1.2217897439073409,1.3122989448805973,1.1375852144187297,1.5494290369624135,1.1147834513391892,1.4580202576160972,1.3871212470871785,1.3793318846651221,1.3496896727291505,1.4832138994586488
2025-08-08 18:00:00+00:00,1.210272530190178,1.2999285452399343,1.1375852144187297,1.5348233280446055,1.1147834513391892,1.444276214506671,1.3740455342372497,1.3533273119768938,1.3369668090038775,1.469232368222594
2025-08-09 00:00:00+00:00,1.2340369068433812,1.3254533677908338,1.1375852144187297,1.564960440764204,1.1147834513391892,1.4726353841123843,1.4010256852360787,1.4064739862583175,1.3632188985369738,1.4980815658359887
2025-08-09 06:00:00+00:00,1.2789367659444868,1.373679372320249,1.1375852144187297,1.62190079878709,1.1147834513391892,1.5262165378747008,1.4520013533990679,1.5088217903834074,1.4128189843438423,1.5525885670893447
2025-08-09 12:00:00+00:00,1.286218463447194,1.381500492113891,1.1375852144187297,1.6311351810573074,1.1200714885501584,1.542145829397487,1.463712228269996,1.5260029116954552,1.427564733005352,1.5687931064101874
2025-08-09 18:00:00+00:00,1.2888402312428668,1.3843164783579565,1.1375852144187297,1.634460011021747,1.1223545900923815,1.5484327058288976,1.4681875724956486,1.5322239781840572,1.4333844958988202,1.5751886159777249
2025-08-10 00:00:00+00:00,1.2932567920878644,1.3890602144760515,1.1375852144187297,1.640060931843742,1.1262006427035924,1.5590449556545922,1.4757342872729449,1.542725140801069,1.4432082578934446,1.5859842385788356
2025-08-10 06:00:00+00:00,1.290093271120254,1.3856623424210561,1.1375852144187297,1.6360490703342656,1.1234457688311132,1.551417589710203,1.4703194504180703,1.5351776168135014,1.4361476035633738,1.5782250767113093
2025-08-10 12:00:00+00:00,1.3336117042725393,1.4324045860790877,1.1375852144187297,1.6912375545276412,1.1223784953507236,1.6022773720332157,1.5192190119798383,1.6387492359975466,1.4832285152311302,1.6299636829967072
2025-08-10 18:00:00+00:00,1.3357876773476502,1.4347417534884528,1.1375852144187297,1.6939970439430976,1.1231435524806035,1.6059838855265958,1.5222156087880572,1.6440969308370048,1.486659635586087,1.6337342426327583
2025-08-11 00:00:00+00:00,1.372951108170537,1.4746582213588164,1.1375852144187297,1.7411263467689457,1.1543909343996095,1.6953451995206688,1.5857407731169877,1.735578958394861,1.5693814235785994,1.724639662017402
2025-08-11 06:00:00+00:00,1.3221056338398354,1.4200461552084285,1.1375852144187297,1.676645977115351,1.111639554344407,1.569775351751262,1.497651975240452,1.6070290998415433,1.4531413879170616,1.5969000489416485
2025-08-11 12:00:00+00:00,1.2902284907342947,1.3858075789952848,1.1375852144187297,1.636220550899892,1.08483693566658,1.4940779910403896,1.4434873928707588,1.5295352971086478,1.3830683244800932,1.519894687066722
2025-08-11 18:00:00+00:00,1.273349148852284,1.3844910617952393,1.1375852144187297,1.654517495461218,1.0838063405776965,1.4912392428574128,1.4414304233359179,1.5080721788188345,1.380440494663581,1.5170068871612952
2025-08-12 00:00:00+00:00,1.2717764017407263,1.3844910617952393,1.1375852144187297,1.65656103364896,1.0838063405776965,1.4912392428574128,1.4414304233359179,1.5062095191033937,1.380440494663581,1.513692035409172
2025-08-12 06:00:00+00:00,1.2610650258936806,1.3844910617952393,1.1375852144187297,1.6705132093778836,1.0838063405776965,1.4912392428574128,1.4414304233359179,1.4935236599842656,1.380440494663581,1.5009431557430963
2025-08-12 12:00:00+00:00,1.300549049423021,1.3398272949811314,1.1008866454282644,1.618209338038333,1.0838063405776965,1.4431317731561162,1.394929789216145,1.4439236473689563,1.3359073993942925,1.4510967412172602
2025-08-12 18:00:00+00:00,1.3189453304725633,1.3208754227028379,1.0853145913469737,1.5953197486047361,1.0838063405776965,1.4227186578627848,1.3751984915321522,1.423499331005906,1.3170109740835179,1.430570961360398
2025-08-13 00:00:00+00:00,1.28065408214907,1.3592227049188432,1.11682313803669,1.6416346209787946,1.0838063405776965,1.4640226241182874,1.4151228657399024,1.4648259615436137,1.3552460647186464,1.472102893473311
2025-08-13 06:00:00+00:00,1.3723103693001328,1.2619432691361332,1.0368922154997744,1.5241429920409781,1.0838063405776965,1.3592426683892127,1.3138426609256304,1.3599885110337382,1.2582512366853407,1.3667446336583904
2025-08-13 12:00:00+00:00,1.39476188123389,1.2607444230304539,1.0359071678950496,1.5226950561985393,1.0838063405776965,1.3579513878542429,1.312594510397751,1.358696521948256,1.2570558980104896,1.3654462262564149
2025-08-13 18:00:00+00:00,1.4043046832709485,1.2607444230304539,1.0359071678950496,1.5316666021537302,1.0838063405776965,1.3579513878542429,1.312594510397751,1.3667018072062567,1.2570558980104896,1.3654462262564149
2025-08-14 00:00:00+00:00,1.4043427011257954,1.2607444230304539,1.0359071678950496,1.5317080679974664,1.0828060657595353,1.3566980969971014,1.311988795526906,1.36673880706216,1.2558957263887487,1.3641860182058239
2025-08-14 06:00:00+00:00,1.3900330061982806,1.2607444230304539,1.0359071678950496,1.5161005705159145,1.07177270157125,1.3428738816818475,1.3053044728906802,1.3528122808951664,1.2430986472349312,1.3502855039444137
2025-08-14 12:00:00+00:00,1.3357393998670737,1.2607444230304539,1.0359071678950496,1.4568828633340984,1.0707545175047573,1.3415981514942497,1.304684453266057,1.2999724870978764,1.2419177035200581,1.3490027327156666
2025-08-14 18:00:00+00:00,1.33938668471399,1.2607444230304539,1.0359071678950496,1.450136714428851,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3035221090930589,1.2419177035200581,1.3490027327156666
2025-08-15 00:00:00+00:00,1.4291353913483935,1.2607444230304539,1.0359071678950496,1.3529669455724103,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3908676267808309,1.2419177035200581,1.3490027327156666
2025-08-15 06:00:00+00:00,1.4238466058875328,1.2607444230304539,1.0359071678950496,1.3516816269741165,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3857204584110376,1.2419177035200581,1.3490027327156666
2025-08-15 12:00:00+00:00,1.3781654172006903,1.2607444230304539,1.0359071678950496,1.3070316056056408,1.0707545175047573,1.3415981514942497,1.304684453266057,1.341262468718788,1.2419177035200581,1.3490027327156666
2025-08-15 18:00:00+00:00,1.4085409911155433,1.2607444230304539,1.0359071678950496,1.2757405025586777,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3708246800101869,1.2419177035200581,1.3490027327156666
2025-08-16 00:00:00+00:00,1.3885075714969632,1.2607444230304539,1.0359071678950496,1.2938851252380184,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3513276925519802,1.2419177035200581,1.3490027327156666
2025-08-16 06:00:00+00:00,1.3672215618340546,1.2607444230304539,1.0359071678950496,1.313720559947832,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3306116554831968,1.2419177035200581,1.3490027327156666
2025-08-16 12:00:00+00:00,1.3791364262897274,1.2607444230304539,1.0359071678950496,1.3022719382749763,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3422074772291275,1.2419177035200581,1.3490027327156666
2025-08-16 18:00:00+00:00,1.3639529191322248,1.2607444230304539,1.0359071678950496,1.3166092111646557,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3274305367837298,1.2419177035200581,1.3490027327156666
2025-08-17 00:00:00+00:00,1.3846163933950757,1.2607444230304539,1.0359071678950496,1.2966629797606846,1.0707545175047573,1.3415981514942497,1.304684453266057,1.34754070799844,1.2419177035200581,1.3490027327156666
2025-08-17 06:00:00+00:00,1.4028704551308657,1.2607444230304539,1.0359071678950496,1.2795684500440256,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3653059831985837,1.2419177035200581,1.3490027327156666
2025-08-17 12:00:00+00:00,1.3747458128784333,1.2607444230304539,1.0359071678950496,1.305221142894864,1.0707545175047573,1.3415981514942497,1.304684453266057,1.3379344306777319,1.2419177035200581,1.3490027327156666
2025-08-17 18:00:00+00:00,1.3560325604497672,1.2607444230304539,1.0359071678950496,1.3229880147728608,1.0707545175047573,1.3415981514942497,1.304684453266057,1.319722260471624,1.2419177035200581,1.3490027327156666
2025-08-18 00:00:00+00:00,1.2911893371309926,1.3198334187845484,1.0844584151797723,1.3862511028372986,1.0707545175047573,1.404476627122795,1.3658328452090995,1.3803217132981542,1.3001243222206502,1.4122282487596687
2025-08-18 06:00:00+00:00,1.2692731562757773,1.318579577036703,1.0834281796853515,1.4097808277249213,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-18 12:00:00+00:00,1.30065572451059,1.318579577036703,1.0834281796853515,1.3749242306217242,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-18 18:00:00+00:00,1.2755327812480783,1.318579577036703,1.0834281796853515,1.401481714500988,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-19 00:00:00+00:00,1.2404849380745167,1.318579577036703,1.0834281796853515,1.4399902593714564,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-19 06:00:00+00:00,1.275310172676985,1.318579577036703,1.0834281796853515,1.3995641348223582,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-19 12:00:00+00:00,1.2622882313265567,1.318579577036703,1.0834281796853515,1.4138548089424932,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-19 18:00:00+00:00,1.2157746055341476,1.318579577036703,1.0834281796853515,1.4659534595326498,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-20 00:00:00+00:00,1.231989337052663,1.318579577036703,1.0834281796853515,1.4464021038317159,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.410886631923347
2025-08-20 06:00:00+00:00,1.2275423864971353,1.318579577036703,1.0834281796853515,1.4516229920697086,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.4044535969324907
2025-08-20 12:00:00+00:00,1.2570266243662804,1.318579577036703,1.0834281796853515,1.416756580884808,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.4381870503623944
2025-08-20 18:00:00+00:00,1.265291765700472,1.318579577036703,1.0834281796853515,1.4074411907807498,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.43682077266455
2025-08-21 00:00:00+00:00,1.2542187369113396,1.318579577036703,1.0834281796853515,1.4197582209290482,1.0707545175047573,1.4031423743270284,1.364535304006151,1.379010407670521,1.2988892041145406,1.43682077266455
2025-08-21 06:00:00+00:00,1.2080296612649024,1.2687676360713702,1.042499545974864,1.3647752870710712,1.0707545175047573,1.3501359071155394,1.3129872949273065,1.326915573036546,1.2498211057740027,1.3825420376134776
2025-08-21 12:00:00+00:00,1.2211291256554986,1.2525988911502417,1.029214284938846,1.3473830531710644,1.0707545175047573,1.3329302325141583,1.2962550296544493,1.3100058105060852,1.2338938090162803,1.3649233902635762
2025-08-21 18:00:00+00:00,1.1896870371018782,1.2848512749729362,1.055714878535225,1.3820759749787486,1.0707545175047573,1.367251017700582,1.3296314880274265,1.3437363291173576,1.265664567401908,1.400067947218221
2025-08-22 00:00:00+00:00,1.230400807456544,1.2408807700268794,1.0195859372387028,1.3347782217855555,1.0707545175047573,1.3204606079408447,1.2841285033166285,1.297750644971233,1.2223506748098127,1.3521544682054292
2025-08-22 06:00:00+00:00,1.2273030256051352,1.2397019332953538,1.0186173305983262,1.3335101824748592,1.0707545175047573,1.319206170363301,1.2829085812384777,1.2965177818585103,1.2211894416687434,1.3508699214606341
2025-08-22 12:00:00+00:00,1.3067434552526866,1.3187671981521198,1.083582341032218,1.4185583161712434,1.0707545175047573,1.4033420279102815,1.3647294641768544,1.3792066275084167,1.299074023480412,1.4370252183580194
2025-08-22 18:00:00+00:00,1.3328153392408753,1.345078977453132,1.1052017591157615,1.4468611078944629,1.0707545175047573,1.4313412272943344,1.3919582734142433,1.4067242822122523,1.3249928885002495,1.4656964580191256
2025-08-23 00:00:00+00:00,1.310205335334837,1.3222609320429803,1.1041518174446014,1.4223164209165797,1.0707545175047573,1.407059821020581,1.3683449632486628,1.3828604800942086,1.3025155853792287,1.4408322464024184
2025-08-23 06:00:00+00:00,1.2837036839705787,1.2955154309459123,1.1041518174446014,1.3935470876676368,1.0707545175047573,1.3785990845087628,1.3406673159486024,1.354889226016311,1.2761694753388422,1.4116883917418208
2025-08-23 12:00:00+00:00,1.3027567391299844,1.3147437990451032,1.1041518174446014,1.4142304664411833,1.0707545175047573,1.3990606012340303,1.3605658397591538,1.3749988350176083,1.2951107058657914,1.432641028344495
2025-08-23 18:00:00+00:00,1.3189223991007948,1.3310582041567502,1.1041518174446014,1.431779382638782,1.0707545175047573,1.4164212774668097,1.3774488418368365,1.3920609333814207,1.311181487667745,1.4504183976942908
2025-08-24 00:00:00+00:00,1.2917130465592195,1.3035984901091695,1.1041518174446014,1.4022417919431216,1.0707545175047573,1.38720052428811,1.3490320895160968,1.3633427337954913,1.2841318300318887,1.4204962843519464
2025-08-24 06:00:00+00:00,1.2818631734661972,1.2936579853461077,1.1041518174446014,1.3915490891534708,1.0707545175047573,1.3766225176981723,1.3387451338214527,1.352946653221752,1.2743397670081258,1.4096643831280278
2025-08-24 12:00:00+00:00,1.338827682115638,1.3511466417183782,1.1041518174446014,1.4533879123336848,1.0707545175047573,1.4377980214021957,1.3982374106365802,1.413070029042966,1.3309699442241303,1.4723082289047724
2025-08-24 18:00:00+00:00,1.3513476370435118,1.3637817965491557,1.1041518174446014,1.4669791693701244,1.0707545175047573,1.4512434906465244,1.4113129315519932,1.4381560667666207,1.3434164180569006,1.4860764179794836
2025-08-25 00:00:00+00:00,1.3425596021784094,1.3549129003096307,1.1041518174446014,1.4574391637243465,1.0707545175047573,1.4418058166950185,1.402134932561901,1.419450938182751,1.334679961207008,1.4764122198002627
2025-08-25 06:00:00+00:00,1.3386956550706959,1.3510133998525484,1.1041518174446014,1.4532445880554499,1.0707545175047573,1.4376562345042065,1.3980995249654666,1.4112804504990264,1.3308386920615183,1.472163038819967
2025-08-25 12:00:00+00:00,1.3342714300501362,1.3465484661955975,1.1041518174446014,1.4484417928546778,1.0707545175047573,1.4329049569008432,1.3934789774376133,1.4019522327574148,1.3264404333404674,1.4672977204587547
2025-08-25 18:00:00+00:00,1.259861920771567,1.271454292451909,1.0415266503785683,1.367665242748349,1.0707545175047573,1.3529948634337179,1.3157675878613264,1.322436452945336,1.2524676422657095,1.3854696149579147
2025-08-26 00:00:00+00:00,1.3224080485563066,1.2059168956179738,0.9878409254538074,1.2971686308904995,1.0707545175047573,1.283254439569849,1.2479460522710808,1.2542711692077624,1.1879089165764525,1.3140552727390096
2025-08-26 06:00:00+00:00,1.326240242989927,1.2024222798525592,0.9849782700881211,1.2934095775391588,1.0707545175047573,1.2795357080288494,1.2443296405892306,1.2506364280262217,1.1844664859721301,1.3102472837395798
2025-08-26 12:00:00+00:00,1.3965961887864184,1.1386347743889333,0.9327259891402807,1.2247952713370966,1.0707545175047573,1.2116573991066273,1.1783189843683812,1.1842912019584595,1.121631520493369,1.2407397511774856
2025-08-26 18:00:00+00:00,1.4299649541171595,1.1375530713532638,0.9318398994505974,1.2236317158293264,1.0707545175047573,1.210506324577476,1.1771995813332312,1.2103372272829254,1.1205659705489002,1.239561048413867
2025-08-27 00:00:00+00:00,1.487374302237571,1.1375530713532638,0.9318398994505974,1.271594874647231,1.1127252905026295,1.2579550024310384,1.2002711517042188,1.2589290973312917,1.1644892220600378,1.2881485953534033
2025-08-27 06:00:00+00:00,1.4571728619760658,1.1375530713532638,0.9318398994505974,1.2457748799184527,1.090131175263429,1.2324119681050936,1.188085275751115,1.2333662838086141,1.140844029573987,1.2619924739305837
2025-08-27 12:00:00+00:00,1.470560985878235,1.1375530713532638,0.9318398994505974,1.257220734340927,1.1001470159539097,1.243735047581836,1.1935431844499254,1.2446981312889434,1.1513258067327201,1.2735873313736983
2025-08-27 18:00:00+00:00,1.3777517525945921,1.1375530713532638,0.9318398994505974,1.177875713261916,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.1661434298220603,1.150232047216324,1.2723774234088934
2025-08-28 00:00:00+00:00,1.4129664799253738,1.1375530713532638,0.9318398994505974,1.2079816971548456,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.195949541723157,1.150232047216324,1.2723774234088934
2025-08-28 06:00:00+00:00,1.4060427420954593,1.1375530713532638,0.9318398994505974,1.211605815008274,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.1900892179275528,1.150232047216324,1.2723774234088934
2025-08-28 12:00:00+00:00,1.369295593048707,1.1375530713532638,0.9318398994505974,1.2432713242684457,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.158986048329066,1.150232047216324,1.2723774234088934
2025-08-28 18:00:00+00:00,1.335464718218476,1.1375530713532638,0.9318398994505974,1.2739885461487073,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.130351243594388,1.150232047216324,1.2723774234088934
2025-08-29 00:00:00+00:00,1.3313489927539615,1.1375530713532638,0.9318398994505974,1.2779148101894966,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.1268676507044815,1.150232047216324,1.2723774234088934
2025-08-29 06:00:00+00:00,1.3003650779476905,1.1375530713532638,0.9318398994505974,1.3076551741542295,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.1006425425792652,1.150232047216324,1.2723774234088934
2025-08-29 12:00:00+00:00,1.3093399683652112,1.1375530713532638,0.9318398994505974,1.2986299687784741,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-29 18:00:00+00:00,1.3006681261499404,1.1375530713532638,0.9318398994505974,1.3072308779826203,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-30 00:00:00+00:00,1.2937177039024572,1.1375530713532638,0.9318398994505974,1.3142163698188982,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-30 06:00:00+00:00,1.2736915810800553,1.1375530713532638,0.9318398994505974,1.334559802051305,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-30 12:00:00+00:00,1.2910661665965921,1.1375530713532638,0.9318398994505974,1.3163549055503714,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-30 18:00:00+00:00,1.2895091189097594,1.1375530713532638,0.9318398994505974,1.317942451885151,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-31 00:00:00+00:00,1.3149561442590931,1.1375530713532638,0.9318398994505974,1.291934326397493,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-31 06:00:00+00:00,1.300406567092551,1.1375530713532638,0.9318398994505974,1.30622917437253,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-31 12:00:00+00:00,1.3212258143656037,1.1375530713532638,0.9318398994505974,1.285316708329438,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-08-31 18:00:00+00:00,1.295502326552031,1.1375530713532638,0.9318398994505974,1.3103410670149889,1.0991018762887534,1.2425534992866334,1.1929762514373117,1.0995969321638148,1.150232047216324,1.2723774234088934
2025-09-01 00:00:00+00:00,1.2933834763869951,1.1346118786183161,0.9294305870313202,1.3057082994199116,1.0991018762887534,1.2393408233975534,1.1898917596698038,1.0967538766706733,1.1472580724401389,1.2690876364722807
2025-09-01 06:00:00+00:00,1.3077105357816214,1.1471801942583324,0.9397260697452156,1.3201718832675287,1.0991018762887534,1.2530692418528462,1.203072421264142,1.108902831887143,1.1599664724196483,1.283145566140221
2025-09-01 12:00:00+00:00,1.277159729002605,1.1203797063089462,0.9177721366717692,1.289329953790613,1.0991018762887534,1.2237949680429365,1.1749661759770413,1.0829965818213063,1.1328672707237253,1.2531686475577988
2025-09-01 18:00:00+00:00,1.2613317166254705,1.1321360013264097,0.9274024431979977,1.302859066488978,1.0991018762887534,1.2366364133174126,1.1872952541659298,1.0943606106832187,1.1447545994349293,1.2663183148039694
2025-09-02 00:00:00+00:00,1.3008040704187476,1.0967067227334482,0.8983801353751217,1.2620871479386242,1.0991018762887534,1.1979368790262215,1.1501398114605814,1.0601134823244054,1.108930432041227,1.2266899094622121
2025-09-02 06:00:00+00:00,1.29582625266357,1.0956648513468514,0.8975266742465153,1.2608881651480826,1.0991018762887534,1.1967988389911466,1.1490471786396939,1.0591063745161973,1.1078769481307877,1.225524554048223
2025-09-02 12:00:00+00:00,1.290345520219113,1.089989825394504,0.8928779103813499,1.2543573605398786,1.0991018762887534,1.1905999867940853,1.1430956574685656,1.0536207041907435,1.1021386692903912,1.219176916227302
2025-09-02 18:00:00+00:00,1.3127945090286797,1.1089530945417225,0.9084118940348572,1.2761802396902442,1.0991018762887534,1.2113136370229574,1.1629828436684437,1.071951235840816,1.1213132998570081,1.2403877380733928
