window_days,start,end,v18_return,v21_return,delta_return,v18_dd,v21_dd,delta_dd,v18_sharpe,v21_sharpe,v18_entries,v21_entries,v21_early
7,2026-01-23T10:30:00+00:00,2026-01-30T10:30:00+00:00,-0.00037475865242686535,-0.00037475865242686535,0.0,-0.07250411559470038,-0.07250411559470038,0.0,0.3429691703241229,0.3429691703241229,4,4,0
7,2026-01-30T10:30:00+00:00,2026-02-06T10:30:00+00:00,-0.0714653991690839,-0.08831461111222583,-0.01684921194314193,-0.12465549751574445,-0.12625541164630627,-0.0015999141305618192,-5.429543040673234,-8.372191880857335,9,10,1
7,2026-02-06T10:30:00+00:00,2026-02-13T10:30:00+00:00,0.04336748792496126,0.04336748792496126,0.0,-0.06101622785738037,-0.06101622785738037,0.0,6.343071456882536,6.343071456882536,7,7,0
7,2026-02-13T10:30:00+00:00,2026-02-20T10:30:00+00:00,0.26309102369338655,0.19577854992412136,-0.06731247376926519,-0.06363044607047352,-0.06363044607047441,-8.881784197001252e-16,16.57418798234379,15.261148045599148,8,8,1
7,2026-02-20T10:30:00+00:00,2026-02-27T10:30:00+00:00,-0.056102329546225294,-0.06711371030384616,-0.01101138075762087,-0.14766603999167394,-0.14766603999167394,0.0,-2.909697712018505,-3.637331926273373,7,7,1
7,2026-02-27T10:30:00+00:00,2026-03-06T10:30:00+00:00,0.13104861655599898,0.13104861655599898,0.0,-0.09997345444646277,-0.09997345444646277,0.0,8.14927875202294,8.14927875202294,8,8,0
7,2026-03-06T10:30:00+00:00,2026-03-13T10:30:00+00:00,0.09585904124062528,0.09585904124062528,0.0,-0.10128800916636616,-0.10128800916636616,0.0,6.31441380705383,6.31441380705383,4,4,0
7,2026-03-13T10:30:00+00:00,2026-03-20T10:30:00+00:00,0.08722333423461648,0.08722333423461648,0.0,-0.10133910700700333,-0.10133910700700333,0.0,5.250925243744691,5.250925243744691,7,7,0
7,2026-03-20T10:30:00+00:00,2026-03-27T10:30:00+00:00,0.32535317605514336,0.32535317605514336,0.0,-0.06998585064347596,-0.06998585064347596,0.0,14.428027481965,14.428027481965,7,7,0
7,2026-03-27T10:30:00+00:00,2026-04-03T10:30:00+00:00,0.13967525820853077,0.034909591791864925,-0.10476566641666585,-0.10601000159349827,-0.12563638096531915,-0.01962637937182088,8.209316423633954,2.583542798919434,7,8,1
7,2026-04-03T10:30:00+00:00,2026-04-10T10:30:00+00:00,0.15151975709711585,0.254930899693105,0.10341114259598916,-0.09576768505640865,-0.08893115498762183,0.006836530068786817,7.866813677818378,11.230890158921477,5,5,1
7,2026-04-10T10:30:00+00:00,2026-04-17T10:30:00+00:00,0.23592665518181022,0.23592665518181022,0.0,-0.07554003804906984,-0.07554003804906984,0.0,11.045418863098224,11.045418863098224,6,6,0
7,2026-04-17T10:30:00+00:00,2026-04-24T10:30:00+00:00,0.06921736955564972,0.06921736955564972,0.0,-0.11107614239903252,-0.11107614239903252,0.0,4.209495426100327,4.209495426100327,4,4,0
7,2026-04-24T10:30:00+00:00,2026-05-01T10:30:00+00:00,-0.15232201735207296,-0.13407672658927272,0.018245290762800237,-0.16546302982455985,-0.14750058419680623,0.01796244562775362,-13.613671117083442,-14.552005275836686,4,5,2
7,2026-05-01T10:30:00+00:00,2026-05-08T10:30:00+00:00,0.3181675825235599,0.3181675825235599,0.0,-0.07056538174501026,-0.07056538174501026,0.0,12.161255254540789,12.161255254540789,5,5,0
7,2026-05-08T10:30:00+00:00,2026-05-15T10:30:00+00:00,0.10999578241587571,0.08170894474803903,-0.028286837667836684,-0.14349606709909235,-0.15475733818046344,-0.011261271081371094,7.936570070008588,6.004561928554996,7,7,1
14,2025-05-30T10:30:00+00:00,2025-06-13T10:30:00+00:00,0.1330822439261501,0.08107166851181047,-0.05201057541433962,-0.08186562609684322,-0.081865626096843,2.220446049250313e-16,5.397378376644034,3.635238043965696,10,10,2
14,2025-06-06T10:30:00+00:00,2025-06-20T10:30:00+00:00,0.14629864542901916,0.09368141268618069,-0.05261723274283847,-0.09038980856268009,-0.09038980856267897,1.1102230246251565e-15,5.389041256522205,3.779672678285102,16,16,2
