strategy,trades,return_sum,win_rate,avg_raw_pnl,median_raw_pnl,avg_mfe,avg_mae,avg_capture,median_capture,avg_giveback,avg_post_96_follow,early_exit_rate,late_exit_rate,bad_entry_rate,good_capture_rate
V13_1_age256_dist06_cd16,33,3.6387328649705397,0.8181818181818182,0.04575904267414402,0.04212553547383879,0.08088579722166941,0.021160363729595788,0.3783832085387961,0.6166345655488749,0.035126754547525396,0.050515844900081236,0.6363636363636364,0.06060606060606061,0.15151515151515152,0.06060606060606061
