strategy,entry_ts,exit_ts,side,exit_reason,entry_price,exit_price,allocation,raw_pnl_pct,pnl_pct,hold_bars,entry_atr_pct,mfe_pct,mfe_atr,mae_pct,mae_atr,capture_ratio,giveback_pct,giveback_atr,post_32_follow_pct,post_96_follow_pct,post_32_reverse_pct,post_96_follow_atr,diagnosis
V6_dynamic_3x,2025-06-09 17:30:00+00:00,2025-06-10 16:45:00+00:00,long,trend_break,38.143062,40.17690150000001,1.9997658353822731,0.05332134845388148,0.10663021093458558,94,0.008000936768149886,0.09784054568036504,12.22863628542204,0.02024121713144056,2.5298559053755754,0.5449821245690597,0.044519197226483564,5.564248102010442,0.05560654048944014,0.09734694199850114,0.011297573557284113,12.166943049221393,early_exit
V6_dynamic_3x,2025-06-16 11:15:00+00:00,2025-06-16 19:30:00+00:00,long,trend_break,43.951964999999994,45.0244765,1.6859373619196163,0.02440190102990858,0.04114007664818764,34,0.009490269544642112,0.04309329514618976,4.54078727094941,0.021295179862834246,2.2438962099719064,0.5662574873220424,0.01869139411628118,1.969532480437683,0.0,0.0,0.08463122275280643,-0.8646883374941714,mixed
V6_dynamic_3x,2025-06-29 11:30:00+00:00,2025-06-29 20:00:00+00:00,long,trend_break,38.751366,38.242869000000006,1.7449774466961916,-0.01312204065270861,-0.022897664993607098,35,0.00916917294850612,0.017073823926619713,1.8620898550508256,0.02029260078212458,2.213133168726056,-0.7685472632905687,0.030195864579328324,3.293193917151269,0.07588685357262293,0.07912928812950693,0.0057754296624557,8.62992644744464,bad_entry
V6_dynamic_3x,2025-06-30 00:30:00+00:00,2025-06-30 12:30:00+00:00,long,trend_break,39.807894,39.866057000000005,1.9264742416600633,0.0014610921140416622,0.00281475632239391,49,0.008305327760942513,0.03670392611073581,4.419323013757922,0.009919992250783216,1.1944130967875812,0.03980751567648498,0.035242833996694145,4.243400743608303,0.02974818904212162,0.034915492144106386,0.017811066692650535,4.203987265656578,early_exit
V6_dynamic_3x,2025-07-10 03:30:00+00:00,2025-07-10 13:45:00+00:00,long,trend_break,41.43370649999999,41.413283,3.0,-0.0004929199370563575,-0.0014787598111690725,42,0.005296926258490256,0.013136490697495562,2.4800214419522164,0.0172735330835051,3.261048434612048,-0.03752295406796363,0.01362941063455192,2.573079172606154,0.06226787188062333,0.11935100629428486,0.004981083001799225,22.532125325131975,bad_entry
V6_dynamic_3x,2025-07-10 22:15:00+00:00,2025-07-11 22:30:00+00:00,long,trend_break,43.89493649999999,45.367305,3.0,0.033543014693733664,0.10062904408120099,98,0.004922878755313555,0.0693488530277293,14.087052814956488,0.011662768893628273,2.3690952943011148,0.48368521221715677,0.03580583833399564,7.273353684639964,0.027700455206673524,0.045069792001089626,0.0,9.155170021695765,early_exit
V6_dynamic_3x,2025-07-13 19:45:00+00:00,2025-07-14 00:30:00+00:00,long,trend_break,49.143559499999995,49.17240150000001,2.967281357455893,0.0005868927748307051,0.0017414759895807105,20,0.005392141179937916,0.006235618728431813,1.1564272003174088,0.026322055487250418,4.88155903357736,0.09411941306717801,0.005648725953601108,1.0475849509686144,0.015264629692735232,0.015264629692735232,0.013593021280443485,2.8309031947325582,early_exit
V6_dynamic_3x,2025-08-01 08:30:00+00:00,2025-08-02 08:30:00+00:00,short,trend_break,39.581199500000004,38.4562185,1.8153650100624212,0.02842210479245344,0.05159649455254743,97,0.007711947692281791,0.08231684590559218,10.673937271122295,0.020606732815360962,2.672052980336527,0.34527689295882735,0.053894741113138744,6.988473374511765,0.03544858421271957,0.07705433907912695,0.007093300138181879,9.991553645552322,early_exit
V6_dynamic_3x,2025-08-09 13:45:00+00:00,2025-08-10 00:30:00+00:00,long,trend_break,43.691835,43.844067,2.46878054166601,0.0034842207931986557,0.008601776497116952,44,0.006480932480617618,0.024012839012140352,3.70515185645816,0.00940301546044009,1.450873850107447,0.1450982447946747,0.020528618218941697,3.1675408253883504,0.01603256832902833,0.036537053006510334,0.02351668242820626,5.637622844518269,early_exit
V6_dynamic_3x,2025-08-18 04:00:00+00:00,2025-08-18 20:15:00+00:00,short,trend_break,44.127925,43.7228505,1.6605162497301702,0.009179550137469628,0.015242792168481135,66,0.00843111291580252,0.026920028530686646,3.192938915600355,0.014055343298254974,1.6670804244491735,0.34099332870341076,0.01774047839321702,2.104168046423131,0.0487353975240018,0.0487353975240018,0.01324592274696279,5.780422823261749,early_exit
V6_dynamic_3x,2025-08-23 02:30:00+00:00,2025-08-23 05:45:00+00:00,long,trend_break,43.9569675,44.365806,2.2770569180934754,0.00930088045768862,0.021178634190540283,14,0.007026613991448405,0.01626664760256724,2.315005153600899,0.011374021649696253,1.6187059177491137,0.5717761080790078,0.006965767144878621,0.9913405166921312,0.007938410946484398,0.016030228324940055,0.024113300229460455,2.281358894120171,early_exit
V6_dynamic_3x,2025-08-26 21:00:00+00:00,2025-08-27 13:45:00+00:00,long,trend_break,48.968472,49.649163,2.271843483291098,0.013900597102560308,0.031579980941306755,68,0.007042738691145069,0.04667345960886826,6.627174690941102,0.016714264639501097,2.3732620749533373,0.2978265853667103,0.032772862506307954,4.653425882109429,0.022655709221120146,0.022655709221120146,0.03682162778856923,3.2168890845837397,early_exit
V6_dynamic_3x,2025-09-08 06:30:00+00:00,2025-09-09 00:15:00+00:00,long,trend_break,49.72985249999999,50.820577,3.0,0.021932992863793688,0.06579897859138106,72,0.004772227363564425,0.04510665902337041,9.45190905357028,0.003536155672289376,0.7409864205732616,0.48624733772523226,0.023173666159576722,4.855943439850711,0.0852100321489857,0.08930286249996722,0.005560287125429553,18.713036009513598,early_exit
