parameter,value,name,return,max_dd,calmar,risk_score,sharpe,trades,late_trades,win_rate,avg_trade_pct,median_trade_pct,best_trade_pct,worst_trade_pct,avg_hold_bars,exit_reasons,return_delta,max_dd_delta,sharpe_delta,trades_delta,win_rate_delta
exit_rvol,3.0,V14__exit_rvol=3.0,14.527964766753296,-0.2850552753047968,50.96543030547039,13.957854216143703,3.6001355950879157,32,6,0.71875,0.10325068807016963,0.10307120850880638,0.5920380316936312,-0.11459479038984854,151.40625,"{'hard_swing96': 13, 'warning_confirm_volume': 19}",-7.39121233671769,-0.038501855362028214,-0.6980147234765184,-1,-0.09943181818181823
segment_exit_min_capture,0.65,V14__segment_exit_min_capture=0.65,14.459394059254155,-0.24655341994276858,58.64609001412576,13.966287219368617,3.865445766175814,33,6,0.8181818181818182,0.09646707425362736,0.0998102340136185,0.46748999857471724,-0.1223496346958749,118.27272727272727,"{'warning_confirm_volume': 24, 'hard_swing96': 7, 'stop_loss': 1, 'segment_ema55': 1}",-7.459783044216831,0.0,-0.43270455238861993,0,0.0
stop_atr,7.0,V14__stop_atr=7.0,14.402012971057815,-0.25079000583075095,57.42658254403172,13.900432959396312,3.897689115945353,33,5,0.7575757575757576,0.09760307060502979,0.09087448897893635,0.5920380316936312,-0.10395457027883959,115.78787878787878,"{'warning_confirm_volume': 23, 'hard_swing96': 7, 'stop_loss': 3}",-7.517164132413171,-0.004236585887982369,-0.400461202619081,0,-0.06060606060606066
entry_max_regime_age,192,V14__entry_max_regime_age=192,14.351479086257845,-0.3765216542764872,38.115946116924455,13.59843577770487,3.645532842534702,37,2,0.7567567567567568,0.08878031101606827,0.07495527710766892,0.5920380316936312,-0.13826903700571208,126.4054054054054,"{'hard_swing96': 10, 'warning_confirm_volume': 25, 'stop_loss': 2}",-7.567698017213141,-0.12996823433371862,-0.6526174760297323,4,-0.061425061425061434
volume_warning_mode,mfi_rvol_exit,V14__volume_warning_mode=mfi_rvol_exit,14.219223292625438,-0.24655341994276836,57.6719775208395,13.726116452739902,3.966987394596331,36,6,0.8055555555555556,0.0877186822292575,0.08632100640548823,0.46748999857471724,-0.1223496346958749,99.19444444444444,"{'warning_confirm_volume': 29, 'hard_swing96': 6, 'stop_loss': 1}",-7.699953810845548,2.220446049250313e-16,-0.3311629239681029,3,-0.012626262626262652
entry_max_move48,0.08,V14__entry_max_move48=0.08,14.076396384029747,-0.24615614510091066,57.1848262340117,13.584084093827926,3.872907781344277,31,6,0.7741935483870968,0.10243028736681051,0.09087448897893635,0.5920380316936312,-0.11857596898504297,126.96774193548387,"{'warning_confirm_volume': 22, 'hard_swing96': 8, 'stop_loss': 1}",-7.8427807194412384,0.0003972748418579197,-0.42524253722015715,-2,-0.04398826979472148
confirm_mode,atr_trail,V14__confirm_mode=atr_trail,13.993219156037703,-0.24021746076135675,58.25229819550554,13.51278423451499,3.6885632107223207,30,4,0.7,0.10802430479139755,0.08466928157124637,0.7007400128925806,-0.11803364457038834,146.83333333333334,"{'hard_swing96': 10, 'warning_confirm_volume': 19, 'stop_loss': 1}",-7.925957947433282,0.006335959181411832,-0.6095871078421133,-3,-0.11818181818181828
volume_warning_mode,all,V14__volume_warning_mode=all,13.44534935939392,-0.24655341994276825,54.53320973002504,12.952242519508383,4.034151909958723,37,7,0.8648648648648649,0.08351382753244346,0.06817646602792897,0.46748999857471724,-0.1223496346958749,85.1891891891892,"{'warning_confirm_volume': 32, 'hard_swing96': 4, 'stop_loss': 1}",-8.473827744077067,3.3306690738754696e-16,-0.263998408605711,4,0.04668304668304668
entry_max_dist_ema96,0.04,V14__entry_max_dist_ema96=0.04,12.997157273762568,-0.17751462110088112,73.2173901685333,12.642128031560805,4.043787856187083,28,5,0.8571428571428571,0.10789299977948016,0.09534236149627742,0.5920380316936312,-0.12605831498301956,126.21428571428571,"{'warning_confirm_volume': 22, 'hard_swing96': 5, 'stop_loss': 1}",-8.922019829708418,0.06903879884188746,-0.25436246237735105,-5,0.03896103896103886
segment_min_mfe_atr,8.0,V14__segment_min_mfe_atr=8.0,12.149054027741734,-0.24655341994276814,49.2755445475543,11.655947187856198,3.8867818578288102,33,6,0.8181818181818182,0.09072623614425442,0.0998102340136185,0.46748999857471724,-0.1223496346958749,103.54545454545455,"{'warning_confirm_volume': 17, 'hard_swing96': 7, 'segment_adx': 8, 'stop_loss': 1}",-9.770123075729252,4.440892098500626e-16,-0.41136846073562383,0,0.0
entry_max_regime_age,64,V14__entry_max_regime_age=64,12.00995113840005,-0.2458948011364851,48.84182619108677,11.51816153612708,3.8391703969331052,27,6,0.7777777777777778,0.11126564732174272,0.09087448897893635,0.5920380316936312,-0.1223496346958749,121.22222222222223,"{'warning_confirm_volume': 20, 'hard_swing96': 6, 'stop_loss': 1}",-9.909225965070936,0.0006586188062834841,-0.45897992163132884,-6,-0.04040404040404044
segment_exit_min_capture,0.5,V14__segment_exit_min_capture=0.5,11.932640567041586,-0.2465534199427687,48.39778969527762,11.439533727156048,3.815556672059422,33,6,0.8181818181818182,0.09013795496565058,0.09335445558109452,0.46748999857471724,-0.1223496346958749,105.66666666666667,"{'warning_confirm_volume': 20, 'segment_ema55': 7, 'hard_swing96': 5, 'stop_loss': 1}",-9.9865365364294,-1.1102230246251565e-16,-0.48259364650501224,0,0.0
segment_exit_min_capture,0.2,V14__segment_exit_min_capture=0.2,11.769421175588628,-0.2465534199427678,47.73578552802331,11.276314335703091,3.9461005723352214,34,7,0.9117647058823529,0.08668324543998594,0.056743866473005,0.46748999857471724,-0.1223496346958749,89.8529411764706,"{'warning_confirm_volume': 17, 'segment_ema55': 14, 'hard_swing96': 2, 'stop_loss': 1}",-10.149755927882358,7.771561172376096e-16,-0.3520497462292127,1,0.09358288770053469
wick_min,0.35,V14__wick_min=0.35,11.714096688523847,-0.24655341994276891,47.51139404694924,11.22098984863831,3.681329565634458,35,6,0.8,0.08515382839681396,0.09087448897893635,0.46748999857471724,-0.1223496346958749,107.97142857142858,"{'warning_confirm_volume': 26, 'hard_swing96': 8, 'stop_loss': 1}",-10.205080414947139,-3.3306690738754696e-16,-0.6168207529299763,2,-0.018181818181818188
min_mfe_atr,8.0,V14__min_mfe_atr=8.0,11.660716157029716,-0.2536917153653916,45.964118852816355,11.153332726298933,3.4166051991087043,33,6,0.6666666666666666,0.0934829919344709,0.07495527710766892,0.5920380316936312,-0.1223496346958749,140.87878787878788,"{'hard_swing96': 13, 'warning_confirm_volume': 19, 'stop_loss': 1}",-10.25846094644127,-0.007138295422623009,-0.8815451194557298,0,-0.1515151515151516
volume_warning_mode,mfi_rvol_exit_wick35,V14__volume_warning_mode=mfi_rvol_exit_wick35,11.529668253908929,-0.24655341994276858,46.76336777881752,11.036561414023392,3.635562390473839,35,6,0.8,0.08483233255885492,0.09087448897893635,0.46748999857471724,-0.1223496346958749,109.14285714285714,"{'warning_confirm_volume': 26, 'hard_swing96': 8, 'stop_loss': 1}",-10.389508849562057,0.0,-0.6625879280905953,2,-0.018181818181818188
segment_min_mfe_atr,6.0,V14__segment_min_mfe_atr=6.0,11.489470074816596,-0.2634190397496303,43.61670320314316,10.962631995317336,3.899773669867783,34,7,0.8529411764705882,0.08619102881836405,0.07454803983015262,0.46748999857471724,-0.13826903700571208,97.6470588235294,"{'warning_confirm_volume': 15, 'segment_adx': 13, 'hard_swing96': 5, 'stop_loss': 1}",-10.42970702865439,-0.016865619806861742,-0.3983766486966509,1,0.03475935828876997
segment_exit_mode,ema55,V14__segment_exit_mode=ema55,11.124039766569833,-0.24655341994276914,45.11817264247231,10.630932926684295,3.842816289618803,34,7,0.8823529411764706,0.08534548892128586,0.056743866473005,0.46748999857471724,-0.1223496346958749,91.38235294117646,"{'warning_confirm_volume': 17, 'segment_ema55': 13, 'hard_swing96': 3, 'stop_loss': 1}",-10.795137336901153,-5.551115123125783e-16,-0.4553340289456309,1,0.06417112299465233
segment_exit_mode,ema21_adx22,V14__segment_exit_mode=ema21_adx22,11.12259020628866,-0.2465534199427688,45.11229334750453,10.629483366403122,3.8789377681124932,34,7,0.8823529411764706,0.08534670566806812,0.06758692654492218,0.46748999857471724,-0.1223496346958749,90.44117647058823,"{'warning_confirm_volume': 17, 'segment_ema21_adx': 13, 'hard_swing96': 3, 'stop_loss': 1}",-10.796586897182326,-2.220446049250313e-16,-0.41921255045194084,1,0.06417112299465233
segment_exit_mode,ema55_adx22,V14__segment_exit_mode=ema55_adx22,11.049911539019538,-0.24655341994276858,44.817514766513916,10.556804699134002,3.8055925850848014,34,7,0.8823529411764706,0.08538389923759518,0.05891550485180833,0.46748999857471724,-0.1223496346958749,94.88235294117646,"{'warning_confirm_volume': 17, 'segment_ema55_adx': 13, 'hard_swing96': 3, 'stop_loss': 1}",-10.869265564451448,0.0,-0.4925577334796327,1,0.06417112299465233
exit_rvol,1.5,V14__exit_rvol=1.5,10.860102073602839,-0.2465534199427688,44.04766348860113,10.3669952337173,3.761684065929046,34,6,0.8529411764705882,0.08465884232226137,0.06758692654492218,0.46748999857471724,-0.1223496346958749,99.02941176470588,"{'warning_confirm_volume': 28, 'hard_swing96': 5, 'stop_loss': 1}",-11.059075029868147,-2.220446049250313e-16,-0.536466252635388,1,0.03475935828876997
segment_exit_mode,ema21,V14__segment_exit_mode=ema21,10.170627519287795,-0.2465534199427688,41.25121250254266,9.677520679402257,3.8263135989955153,37,7,0.8648648648648649,0.07606415552181732,0.05492493390721623,0.46748999857471724,-0.1223496346958749,77.4054054054054,"{'warning_confirm_volume': 14, 'segment_ema21': 18, 'hard_swing96': 4, 'stop_loss': 1}",-11.748549584183191,-2.220446049250313e-16,-0.4718367195689188,4,0.04668304668304668
segment_adx,16.0,V14__segment_adx=16.0,9.588438825979528,-0.24655341994276858,38.88990397377271,9.095331986093992,3.9196617546105257,34,7,0.8235294117647058,0.08076333873784008,0.05051139010502715,0.46748999857471724,-0.1223496346958749,81.55882352941177,"{'warning_confirm_volume': 15, 'segment_adx': 16, 'hard_swing96': 2, 'stop_loss': 1}",-12.330738277491458,0.0,-0.3784885639539084,1,0.005347593582887611
segment_bars,4,V14__segment_bars=4,9.138457691434155,-0.2365388428556967,38.63406779667548,8.665380005722762,3.8131743956119757,35,8,0.8285714285714286,0.07733089851988383,0.0482143013199695,0.46748999857471724,-0.13826903700571208,82.17142857142858,"{'warning_confirm_volume': 14, 'segment_adx': 19, 'hard_swing96': 1, 'stop_loss': 1}",-12.78071941203683,0.010014577087071874,-0.4849759229524584,2,0.010389610389610393
trail_atr,10.0,V14__trail_atr=10.0,8.327324808369285,-0.3790915863745913,21.966524997315073,7.5691416356201024,2.80959089876562,26,3,0.5769230769230769,0.11399935179535246,0.011370943256533636,0.9729045506006668,-0.13826903700571208,225.92307692307693,"{'hard_swing96': 22, 'warning_confirm_volume': 4}",-13.5918522951017,-0.1325381664318227,-1.488559419798814,-7,-0.24125874125874136
segment_exit_mode,adx22,V14__segment_exit_mode=adx22,8.261602186968686,-0.2523965489066544,32.732627378451724,7.756809089155377,3.8551012707015877,35,8,0.8285714285714286,0.07389580901592424,0.055750869442657655,0.46748999857471724,-0.13826903700571208,73.45714285714286,"{'warning_confirm_volume': 13, 'segment_adx': 21, 'hard_swing96': 1}",-13.6575749165023,-0.005843128963885835,-0.4430490478628464,2,0.010389610389610393
segment_adx,22.0,V14__segment_adx=22.0,8.261602186968686,-0.2523965489066544,32.732627378451724,7.756809089155377,3.8551012707015877,35,8,0.8285714285714286,0.07389580901592424,0.055750869442657655,0.46748999857471724,-0.13826903700571208,73.45714285714286,"{'warning_confirm_volume': 13, 'segment_adx': 21, 'hard_swing96': 1}",-13.6575749165023,-0.005843128963885835,-0.4430490478628464,2,0.010389610389610393
segment_adx,26.0,V14__segment_adx=26.0,7.539922427518023,-0.25239654890665375,29.873318237431945,7.035129329704716,3.8215120679979337,36,9,0.8611111111111112,0.06964010821455972,0.055815953414645056,0.46748999857471724,-0.13826903700571208,70.19444444444444,"{'warning_confirm_volume': 10, 'segment_adx': 25, 'hard_swing96': 1}",-14.379254675952962,-0.005843128963885169,-0.47663825056650033,3,0.04292929292929293
trail_atr,12.5,V14__trail_atr=12.5,7.256911504245949,-0.37909158637459206,19.14289782489441,6.498728331496764,2.617818256030303,26,3,0.5384615384615384,0.10987357218908886,0.006177200032516004,0.9193675100118239,-0.13826903700571208,234.6153846153846,"{'hard_swing96': 23, 'warning_confirm_volume': 3}",-14.662265599225037,-0.13253816643182348,-1.6803320625341311,-7,-0.2797202797202798
segment_bars,1,V14__segment_bars=1,6.270031250512927,-0.25591699962143866,24.50025304996454,5.75819725127005,3.404262698661355,35,8,0.8,0.06701683134274376,0.05251728092426311,0.46748999857471724,-0.13826903700571208,77.02857142857142,"{'warning_confirm_volume': 13, 'segment_adx': 20, 'hard_swing96': 1, 'stop_loss': 1}",-15.649145852958059,-0.009363579678670075,-0.893887619903079,2,-0.018181818181818188
segment_exit_mode,adx18,V14__segment_exit_mode=adx18,6.260317943823068,-0.25239654890665364,24.80350056663566,5.755524846009761,3.3868778406883795,35,8,0.8,0.06709615014022745,0.04772701133415401,0.46748999857471724,-0.13826903700571208,78.17142857142858,"{'warning_confirm_volume': 13, 'segment_adx': 20, 'hard_swing96': 1, 'stop_loss': 1}",-15.658859159647918,-0.005843128963885058,-0.9112724778760546,2,-0.018181818181818188
segment_adx,18.0,V14__segment_adx=18.0,6.260317943823068,-0.25239654890665364,24.80350056663566,5.755524846009761,3.3868778406883795,35,8,0.8,0.06709615014022745,0.04772701133415401,0.46748999857471724,-0.13826903700571208,78.17142857142858,"{'warning_confirm_volume': 13, 'segment_adx': 20, 'hard_swing96': 1, 'stop_loss': 1}",-15.658859159647918,-0.005843128963885058,-0.9112724778760546,2,-0.018181818181818188
segment_bars,2,V14__segment_bars=2,6.138206821515238,-0.26706731579944953,22.983744016525925,5.604072189916339,3.3677325083853167,35,8,0.8,0.06655670767575508,0.047310676056493695,0.46748999857471724,-0.13826903700571208,77.6,"{'warning_confirm_volume': 13, 'segment_adx': 20, 'hard_swing96': 1, 'stop_loss': 1}",-15.780970281955748,-0.020513895856680953,-0.9304178101791174,2,-0.018181818181818188
confirm_mode,ema55_or_donchian,V14__confirm_mode=ema55_or_donchian,6.017494444851801,-0.3073296606315542,19.579933913589763,5.402835123588693,2.983683131839927,25,2,0.76,0.09532800118085866,0.08432367791044683,0.8056061432443989,-0.13826903700571208,147.96,"{'hard_swing96': 8, 'warning_confirm_volume': 17}",-15.901682658619185,-0.06077624068878562,-1.314467186724507,-8,-0.05818181818181822
osc_min_score,4,V14__osc_min_score=4,5.811772740896816,-0.3790915863745933,15.330787993680255,5.05358956814763,2.3725868306469104,25,2,0.52,0.10625556664740538,0.0013163545520334323,0.7743867426241053,-0.13826903700571208,251.0,{'hard_swing96': 25},-16.10740436257417,-0.1325381664318247,-1.9255634879175236,-8,-0.2981818181818182
confirm_mode,ema55,V14__confirm_mode=ema55,5.751748445043665,-0.3073296606315523,18.71524028375267,5.1370891237805605,2.9307468216548513,25,2,0.76,0.09375865936584309,0.08432367791044683,0.8056061432443989,-0.13826903700571208,148.24,"{'hard_swing96': 8, 'warning_confirm_volume': 17}",-16.16742865842732,-0.060776240688783734,-1.3674034969095827,-8,-0.05818181818181822
reentry_mode,breakout48,V14__reentry_mode=breakout48,5.731624511157927,-0.24021746076135664,23.860149437063583,5.251189589635214,3.1746897833675303,26,6,0.8076923076923077,0.08490031527225977,0.09860333599146531,0.2710693049850743,-0.07843165229222533,118.6923076923077,"{'warning_confirm_volume': 19, 'hard_swing96': 7}",-16.18755259231306,0.006335959181411943,-1.1234605351969038,-7,-0.010489510489510523
reentry_mode,breakout96,V14__reentry_mode=breakout96,5.731624511157927,-0.24021746076135664,23.860149437063583,5.251189589635214,3.1746897833675303,26,6,0.8076923076923077,0.08490031527225977,0.09860333599146531,0.2710693049850743,-0.07843165229222533,118.6923076923077,"{'warning_confirm_volume': 19, 'hard_swing96': 7}",-16.18755259231306,0.006335959181411943,-1.1234605351969038,-7,-0.010489510489510523
warning_source,osc,V14__warning_source=osc,5.666828516549021,-0.38320897654467223,14.787828217506318,4.900410563459676,2.348983871317071,26,2,0.5384615384615384,0.09979938023809037,0.006177200032516004,0.7743867426241053,-0.13826903700571208,241.30769230769232,"{'hard_swing96': 25, 'warning_confirm_osc': 1}",-16.252348586921965,-0.13665555660190365,-1.949166447247363,-7,-0.2797202797202798
confirm_mode,donchian,V14__confirm_mode=donchian,4.6374070672308365,-0.3073296606315524,15.089357329523992,4.022747745967732,2.6288883878674554,25,2,0.64,0.08735568932063374,0.07500506346615478,0.8056061432443989,-0.13826903700571208,159.56,"{'hard_swing96': 11, 'warning_confirm_volume': 14}",-17.28177003624015,-0.060776240688783845,-1.6692619306969787,-8,-0.17818181818181822
confirm_mode,ema55_and_donchian,V14__confirm_mode=ema55_and_donchian,4.423923695183983,-0.30732966063155276,14.394717666016872,3.809264373920877,2.5778653663010536,25,2,0.64,0.08578634750561816,0.07500506346615478,0.8056061432443989,-0.13826903700571208,159.84,"{'hard_swing96': 11, 'warning_confirm_volume': 14}",-17.495253408287002,-0.06077624068878418,-1.7202849522633805,-8,-0.17818181818181822
confirm_mode,ema96,V14__confirm_mode=ema96,3.866173172697046,-0.3297414351960498,11.724863059440462,3.2066903023049464,2.343987270119205,25,2,0.64,0.08238680160347617,0.06305654149900759,0.7699654101789007,-0.13826903700571208,170.76,"{'hard_swing96': 11, 'warning_confirm_volume': 14}",-18.05300393077394,-0.08318801525328123,-1.954163048445229,-8,-0.17818181818181822
fallback_bars,4,V14__fallback_bars=4,3.7459739858309637,-0.2446966291012792,15.308645646608054,3.256580727628405,3.0498971777216455,32,4,0.75,0.058480198220695445,0.03230302422798416,0.46748999857471724,-0.1223496346958749,62.875,"{'warning_confirm_volume': 12, 'fallback_trend_break': 19, 'stop_loss': 1}",-18.17320311764002,0.0018567908414893752,-1.2482531408427886,-1,-0.06818181818181823
segment_min_mfe_atr,2.0,V14__segment_min_mfe_atr=2.0,3.6957402101237724,-0.215566848874566,17.144288323638524,3.26460651237464,3.101320184267619,30,3,0.7333333333333333,0.061297679754056617,0.0405884258446109,0.46748999857471724,-0.1223496346958749,62.266666666666666,"{'warning_confirm_volume': 11, 'segment_adx': 18, 'stop_loss': 1}",-18.223436893347213,0.030986571068202573,-1.1968301342968153,-3,-0.08484848484848495
fallback_adx,18.0,V14__fallback_adx=18.0,3.17841596102204,-0.2901325267517446,10.955048703455748,2.5981509075185505,2.90158781308016,31,3,0.6774193548387096,0.055675170523927134,0.03723826986278999,0.46748999857471724,-0.1223496346958749,58.806451612903224,"{'warning_confirm_volume': 11, 'fallback_trend_break': 19, 'stop_loss': 1}",-18.740761142448946,-0.04357910680897603,-1.3965625054842743,-2,-0.1407624633431086
trail_atr,7.5,V14__trail_atr=7.5,3.0414168356136466,-0.3235726031017635,9.399488110113952,2.3942716294101194,2.073014547879531,27,3,0.5555555555555556,0.07071873551023113,0.011038045512998576,0.8056061432443989,-0.13826903700571208,180.33333333333334,"{'hard_swing96': 16, 'warning_confirm_volume': 10, 'stop_loss': 1}",-18.87776026785734,-0.07701918315899492,-2.225135770684903,-6,-0.26262626262626265
fallback_bars,2,V14__fallback_bars=2,3.0330529116538676,-0.2744958889079222,11.049538569487591,2.484061133838023,2.840295454629208,31,3,0.6774193548387096,0.054483296054248724,0.035581239652197116,0.46748999857471724,-0.1223496346958749,58.193548387096776,"{'warning_confirm_volume': 11, 'fallback_trend_break': 19, 'stop_loss': 1}",-18.886124191817117,-0.027942468965153622,-1.4578548639352262,-2,-0.1407624633431086
fallback_adx,22.0,V14__fallback_adx=22.0,3.0243281459407,-0.21653349665662103,13.967022158870328,2.591261152627458,2.9314157060162964,33,4,0.6363636363636364,0.05122960317772148,0.015242792168481135,0.46748999857471724,-0.0669860422330954,49.57575757575758,"{'warning_confirm_volume': 10, 'fallback_trend_break': 23}",-18.894848957530286,0.030019923286147554,-1.3667346125481377,0,-0.18181818181818188
hard_exit_mode,ema96,V14__hard_exit_mode=ema96,2.5885088915817147,-0.27966463932078534,9.25576039169043,2.029179612940144,2.4082651462090774,35,6,0.5428571428571428,0.046659397270818644,0.01595739254523318,0.46748999857471724,-0.1223496346958749,63.77142857142857,"{'warning_confirm_volume': 13, 'hard_ema96': 21, 'stop_loss': 1}",-19.33066821188927,-0.033111219378016754,-1.8898851723553567,2,-0.2753246753246754
hard_exit_mode,ema96_or_swing96,V14__hard_exit_mode=ema96_or_swing96,2.5885088915817147,-0.27966463932078534,9.25576039169043,2.029179612940144,2.4082651462090774,35,6,0.5428571428571428,0.046659397270818644,0.01595739254523318,0.46748999857471724,-0.1223496346958749,63.77142857142857,"{'warning_confirm_volume': 13, 'hard_ema96_or_swing96': 21, 'stop_loss': 1}",-19.33066821188927,-0.033111219378016754,-1.8898851723553567,2,-0.2753246753246754
hard_exit_mode,ema96_or_swing48,V14__hard_exit_mode=ema96_or_swing48,2.5833218739725363,-0.27966463932078534,9.237213114416564,2.0239925953309656,2.4119374583183393,35,6,0.5428571428571428,0.04656489663605345,0.01595739254523318,0.46748999857471724,-0.1223496346958749,63.34285714285714,"{'warning_confirm_volume': 13, 'hard_ema96_or_swing48': 21, 'stop_loss': 1}",-19.33585522949845,-0.033111219378016754,-1.8862128602460948,2,-0.2753246753246754
hard_exit_mode,swing48,V14__hard_exit_mode=swing48,2.0996371189639236,-0.36294707713702556,5.78496770252605,1.3737429646898724,2.1301778035589822,32,4,0.5625,0.04611311636746912,0.02918338244553368,0.46748999857471724,-0.1223496346958749,71.46875,"{'warning_confirm_volume': 13, 'hard_swing48': 18, 'stop_loss': 1}",-19.819539984507063,-0.11639365719425698,-2.167972515005452,-1,-0.25568181818181823
hard_exit_mode,swing24,V14__hard_exit_mode=swing24,1.8601867517424315,-0.2669357936124972,6.968667358424062,1.3263151645174371,2.2363351416188317,38,4,0.42105263157894735,0.03581195730571297,-0.010727017624074697,0.46748999857471724,-0.0871546318741032,43.89473684210526,"{'warning_confirm_volume': 10, 'hard_swing24': 28}",-20.058990351728553,-0.020382373669728615,-2.0618151769456023,5,-0.3971291866028709
