parameter,value,name,return,max_dd,calmar,risk_score,sharpe,trades,late_trades,win_rate,avg_trade_pct,median_trade_pct,best_trade_pct,worst_trade_pct,avg_hold_bars,exit_reasons,return_delta,max_dd_delta,sharpe_delta,trades_delta,win_rate_delta
confirm_window,96,V14__confirm_window=96,21.919177103470986,-0.24655341994276858,88.90234460572071,21.426070263585448,4.298150318564434,33,6,0.8181818181818182,0.11026463227183454,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.06060606060606,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",0.0,0.0,0.0,0,0.0
hard_exit_mode,ema96_and_swing96,V14__hard_exit_mode=ema96_and_swing96,21.919177103470986,-0.24655341994276858,88.90234460572071,21.426070263585448,4.298150318564434,33,6,0.8181818181818182,0.11026463227183454,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.06060606060606,"{'warning_confirm_volume': 25, 'hard_ema96_and_swing96': 7, 'stop_loss': 1}",0.0,0.0,0.0,0,0.0
entry_max_move48,0.16,V14__entry_max_move48=0.16,21.919177103470986,-0.24655341994276858,88.90234460572071,21.426070263585448,4.298150318564434,33,6,0.8181818181818182,0.11026463227183454,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.06060606060606,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",0.0,0.0,0.0,0,0.0
late_dist_ema96,0.04,V14__late_dist_ema96=0.04,21.875304890492238,-0.24655341994276814,88.72440258816974,21.382198050606704,4.296016978112801,33,6,0.8181818181818182,0.11020347267072148,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.0,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",-0.04387221297874788,4.440892098500626e-16,-0.002133340451632826,0,0.0
hard_exit_bars,2,V14__hard_exit_bars=2,21.713219648912567,-0.3062672645206157,70.89631235286978,21.100685119871336,4.1026308878125075,34,7,0.8235294117647058,0.10807245438025956,0.10307120850880638,0.5920380316936312,-0.14509854982093964,132.8235294117647,"{'warning_confirm_volume': 27, 'hard_swing96': 5, 'stop_loss': 2}",-0.20595745455841907,-0.05971384457784712,-0.19551943075192657,1,0.005347593582887611
stop_atr,10.0,V14__stop_atr=10.0,21.582362521201407,-0.24655341994276858,87.53625289891023,21.08925568131587,4.27406511646936,33,6,0.8181818181818182,0.10985773114491239,0.0998102340136185,0.5920380316936312,-0.13577737188430583,122.06060606060606,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",-0.3368145822695787,0.0,-0.024085202095074365,0,0.0
volume_warning_mode,blowoff_only,V14__volume_warning_mode=blowoff_only,21.413526077755893,-0.24655341994276825,86.85146643971336,20.920419237870355,4.241507361935891,33,6,0.7878787878787878,0.10972846922612296,0.10633218300399427,0.5920380316936312,-0.1223496346958749,124.72727272727273,"{'warning_confirm_volume': 24, 'hard_swing96': 8, 'stop_loss': 1}",-0.5056510257150926,3.3306690738754696e-16,-0.056642956628542684,0,-0.030303030303030387
warning_exit_min_capture,0.2,V14__warning_exit_min_capture=0.2,21.392590711575124,-0.24655341994276903,86.76655434972615,20.899483871689586,4.300258085849387,34,6,0.8529411764705882,0.106231375019914,0.0786462730406771,0.5920380316936312,-0.1223496346958749,116.8529411764706,"{'warning_confirm_volume': 27, 'hard_swing96': 6, 'stop_loss': 1}",-0.5265863918958615,-4.440892098500626e-16,0.002107767284952544,1,0.03475935828876997
late_dist_ema96,0.08,V14__late_dist_ema96=0.08,21.06778870341401,-0.27454201985747584,76.73793874741294,20.518704663699058,4.232963418411561,33,6,0.8181818181818182,0.10922843472759261,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.39393939393939,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",-0.851388400056976,-0.027988599914707257,-0.06518690015287287,0,0.0
late_dist_ema96,0.1,V14__late_dist_ema96=0.1,21.06778870341401,-0.27454201985747584,76.73793874741294,20.518704663699058,4.232963418411561,33,6,0.8181818181818182,0.10922843472759261,0.0998102340136185,0.5920380316936312,-0.1223496346958749,122.39393939393939,"{'warning_confirm_volume': 25, 'hard_swing96': 7, 'stop_loss': 1}",-0.851388400056976,-0.027988599914707257,-0.06518690015287287,0,0.0
