cross_i,ts,side,direction,mfe,mae,mfe_atr,mae_atr,effective,big_trend,ema96_slope48_same,ema384_slope96_same,h1_same,adx28,adx_slope16,vol_surge192,atr_ratio96_672,churn192,dist_ema96
28374,2026-03-22 00:00:00+00:00,short,-1,0.06376257801553942,0.05922812380588449,8.1648487672749,7.584208303601323,False,False,False,True,True,18.31321713125014,-1.3651790959365506,2.7449163990154335,0.6154693772541707,2,0.014213070086738
28648,2026-03-24 20:30:00+00:00,long,1,0.0373216245883643,0.05495958487176933,4.872586273749498,7.1753392787902355,False,False,True,False,False,21.27445099436558,6.447275599392558,-0.04622543987653138,0.9190044590926728,1,0.03694416873415962
28836,2026-03-26 19:30:00+00:00,short,-1,0.05429430363344212,0.0441610946975588,7.917843042417008,6.440097634500538,False,False,True,False,False,16.804592428882632,0.9243757525563119,-0.33109120055859864,0.8212321293994599,2,0.01921015191070219
29007,2026-03-28 14:15:00+00:00,long,1,0.00957201563596266,0.10639470782800442,1.535696765934018,17.06955096375884,False,False,True,False,True,23.44427484937357,5.345202198341081,-0.6071724788146851,0.8206547099151692,2,0.022556586182759908
29129,2026-03-29 20:45:00+00:00,short,-1,0.11091608373557726,0.001858496166851742,17.96498562842957,0.30101907499348135,True,False,True,False,False,19.39836555147938,0.33693769697085685,-0.7253077736075465,0.6647504572772411,2,0.011833709879295218
29821,2026-04-06 01:45:00+00:00,long,1,0.09200216157795205,0.03423399081329359,18.730998125393988,6.969801651945394,False,False,True,False,False,24.03154112613859,11.38692958275823,1.113561392750452,0.8041814356699051,1,0.02830359281031325
31082,2026-04-19 05:00:00+00:00,short,-1,0.10703947066121411,0.009029086063502056,18.95117610740533,1.598586007772077,True,False,True,False,True,28.258761906591406,8.968688472847536,-0.6309803857466552,0.8017929130903227,1,0.011126841467310133
31681,2026-04-25 10:45:00+00:00,long,1,0.042239380393469306,0.05713192933808242,8.644235109124542,11.69197618042312,False,False,True,False,False,14.229576869837206,7.3080502664010805,1.8117723834399189,0.6273022436410741,1,0.015373406109830068
31953,2026-04-28 06:45:00+00:00,short,-1,0.044626548847311986,0.024312583304536783,10.153823010772458,5.53181176195294,False,False,True,False,False,24.181491620503976,1.8224744465440423,4.975483145292821,1.048329809371788,1,0.02563190121824277
32277,2026-05-01 15:45:00+00:00,long,1,0.07926978083662828,0.0077610191828964,19.30699690402482,1.8902786377708818,True,False,True,False,False,15.537215208264959,-5.469179587142792,0.10560687592496198,1.03857585139319,1,0.017792214584982702
32879,2026-05-07 22:15:00+00:00,short,-1,0.0415130667543262,0.04127826434055759,9.641836345487434,9.587301072040153,False,False,True,True,True,18.80500300415087,-0.6618571782863967,-0.6056620724389687,1.0228204150199274,1,0.0023237505839565076
32961,2026-05-08 18:45:00+00:00,long,1,0.023660034162781063,0.08194450856377833,5.643126331312471,19.54448631820417,False,False,True,False,False,12.17386965509453,-2.172588961844392,0.5323883030934835,0.9350155661150271,2,0.015453936257218581
33180,2026-05-11 01:30:00+00:00,short,-1,0.10589586164877907,0.07306556685569676,23.41035623154663,16.152575952636095,False,False,True,True,True,15.22380471835903,-2.6552711023138578,-0.36440280408415515,0.9269729183851223,1,0.006662448653566022
33539,2026-05-14 19:15:00+00:00,long,1,0.05852981348380015,0.09726607106871765,14.106128742130279,23.441860465116278,False,False,True,False,False,45.59874222721349,16.402705864980156,1.4330633832590265,1.4335249903636118,1,0.09435899212048016
33715,2026-05-16 15:15:00+00:00,short,-1,0.00653898902821326,0.2676577194357368,1.0929891142124561,44.738869023324966,False,False,True,False,False,28.82958869178865,-2.642217102177902,-0.6623373423979657,1.3136593181001355,2,0.03641350982350633
33793,2026-05-17 10:45:00+00:00,long,1,0.3663722528422848,0.019740331619122364,61.57858490076306,3.317886868197481,True,True,True,False,False,29.676781210528844,7.106558817652978,-0.46597567378710614,0.9704625287674548,2,0.025424282610834625
34808,2026-05-28 00:30:00+00:00,short,-1,0.032725211296639856,0.2577131862846147,3.0838980417285975,24.285899434127252,False,False,True,False,False,18.555203108488616,0.9855895396228078,-0.4858232002645315,0.8938548966421027,1,0.03373953444412814
34908,2026-05-29 01:30:00+00:00,long,1,0.20437070012140857,0.022792391744233087,21.23867220748012,2.368637660842135,True,True,True,False,False,25.93425046954377,1.3835500010480075,-0.2730796471611474,1.0101336804686332,2,0.03367065200365227
