strategy,trades,return_sum,win_rate,avg_raw_pnl,median_raw_pnl,avg_mfe,avg_mae,avg_capture,median_capture,avg_giveback,avg_post_96_follow,early_exit_rate,late_exit_rate,bad_entry_rate,good_capture_rate
V13,27,3.2437910150177807,0.8518518518518519,0.05028826656150076,0.042945627473066184,0.08507157048713204,0.02084767412540624,0.40606877444156453,0.6166345655488749,0.034783303925631275,0.05063782145889767,0.6666666666666666,0.07407407407407407,0.1111111111111111,0.037037037037037035
