parameter,value,name,return,max_dd,sharpe,trades,win_rate,avg_trade_pct,median_trade_pct,best_trade_pct,worst_trade_pct,avg_hold_bars,exit_reasons,fitness,return_delta,max_dd_delta,sharpe_delta,trades_delta
entry_min_rvol96,1.2,V12_4_age128__entry_min_rvol96=1.2,12.658464202437575,-0.29471816208027135,3.939051470125738,28,0.8214285714285714,0.1091217911609225,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.46428571428571,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.216386959317168,0.07420117536467963,5.551115123125783e-16,0.0039521238504707235,0
baseline,baseline,V12_4_age128_baseline,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
warning_source,either,V12_4_age128__warning_source=either,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
confirm_mode,ema21_or_donchian,V12_4_age128__confirm_mode=ema21_or_donchian,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
confirm_window,48,V12_4_age128__confirm_window=48,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
confirm_window,96,V12_4_age128__confirm_window=96,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
trail_atr,7.5,V12_4_age128__trail_atr=7.5,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
trail_atr,10.0,V12_4_age128__trail_atr=10.0,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
osc_min_score,2,V12_4_age128__osc_min_score=2,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
osc_min_score,4,V12_4_age128__osc_min_score=4,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
fallback_bars,2,V12_4_age128__fallback_bars=2,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
fallback_bars,4,V12_4_age128__fallback_bars=4,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
hard_exit_mode,ema96_and_swing96,V12_4_age128__hard_exit_mode=ema96_and_swing96,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_ema96_and_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
exit_rvol,2.5,V12_4_age128__exit_rvol=2.5,12.584263027072895,-0.2947181620802719,3.9350993462752673,28,0.8214285714285714,0.10893492897177186,0.08632050909581226,0.5920380316936312,-0.144563902827127,120.32142857142857,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",12.142185783952486,0.0,0.0,0.0,0
warning_exit_min_capture,0.2,V12_4_age128__warning_exit_min_capture=0.2,12.22735194006908,-0.294718162080272,3.898750124306058,29,0.8275862068965517,0.1044154402413555,0.07283078417800604,0.5920380316936312,-0.144563902827127,115.96551724137932,"{'warning_confirm_volume': 22, 'hard_swing96': 5, 'stop_loss': 2}",11.785274696948672,-0.35691108700381413,-1.1102230246251565e-16,-0.0363492219692092,1
stop_atr,10.0,V12_4_age128__stop_atr=10.0,12.142817407099692,-0.30746019864641516,3.881870867874024,28,0.8214285714285714,0.10788422407218505,0.08632050909581226,0.5920380316936312,-0.160555902827127,120.35714285714286,"{'warning_confirm_volume': 21, 'hard_swing96': 5, 'stop_loss': 2}",11.68162710913007,-0.4414456199732033,-0.012742036566143256,-0.05322847840124334,0
hard_exit_bars,2,V12_4_age128__hard_exit_bars=2,12.039402211941146,-0.2947181620802716,3.8558910692028325,28,0.8214285714285714,0.10768166735780929,0.08719615906859687,0.5920380316936312,-0.144563902827127,125.78571428571429,"{'warning_confirm_volume': 22, 'hard_swing96': 4, 'stop_loss': 2}",11.59732496882074,-0.5448608151317487,3.3306690738754696e-16,-0.07920827707243472,0
entry_max_regime_age,192,V12_4_age128__entry_max_regime_age=192,12.145445610931523,-0.37525993318902495,3.5367199424620925,35,0.7428571428571429,0.08878765539845326,0.06817646602792897,0.5920380316936312,-0.144563902827127,122.62857142857143,"{'hard_swing96': 9, 'warning_confirm_volume': 23, 'stop_loss': 3}",11.582555711147986,-0.43881741614137226,-0.08054177110875305,-0.3983794038131747,7
warning_exit_min_capture,0.0,V12_4_age128__warning_exit_min_capture=0.0,11.918656261409101,-0.2929787599447875,3.874263914241055,31,0.8064516129032258,0.09710313505454514,0.06817646602792897,0.5920380316936312,-0.144563902827127,108.3225806451613,"{'warning_confirm_volume': 24, 'hard_swing96': 5, 'stop_loss': 2}",11.47918812149192,-0.6656067656637941,0.0017394021354844025,-0.06083543203421238,3
volume_warning_mode,blowoff_only,V12_4_age128__volume_warning_mode=blowoff_only,11.56274791040797,-0.2947181620802719,3.809511086064842,28,0.7857142857142857,0.10617230658097744,0.08632050909581226,0.5920380316936312,-0.144563902827127,121.60714285714286,"{'warning_confirm_volume': 20, 'hard_swing96': 6, 'stop_loss': 2}",11.12067066728756,-1.0215151166649257,0.0,-0.12558826021042524,0
