name,warning_source,confirm_mode,reentry_mode,min_mfe_atr,confirm_window,trail_atr,osc_min_score,fallback_adx,fallback_bars,stop_atr,exit_rvol,wick_min,return,max_dd,sharpe,trades,win_rate,avg_trade_pct,median_trade_pct,best_trade_pct,worst_trade_pct,avg_hold_bars,exit_reasons,fitness
V12_osc_donchian_none_cw24_ta5_mfe2_adx18,osc,donchian,none,2.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_donchian_none_cw24_ta5_mfe4_adx18,osc,donchian,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_atr_trail_none_cw24_ta7.5_mfe2_adx18,osc,atr_trail,none,2.0,24,7.5,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_atr_trail_none_cw24_ta7.5_mfe4_adx18,osc,atr_trail,none,4.0,24,7.5,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw24_ta5_mfe2_adx18,osc,ema55_or_donchian,none,2.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw48_ta5_mfe2_adx18,osc,ema55_or_donchian,none,2.0,48,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw96_ta5_mfe2_adx18,osc,ema55_or_donchian,none,2.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw24_ta5_mfe4_adx18,osc,ema55_or_donchian,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw48_ta5_mfe4_adx18,osc,ema55_or_donchian,none,4.0,48,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_or_donchian_none_cw96_ta5_mfe4_adx18,osc,ema55_or_donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
