strategy,trades,return_sum,win_rate,avg_raw_pnl,median_raw_pnl,avg_mfe,avg_mae,avg_capture,median_capture,avg_giveback,avg_post_96_follow,early_exit_rate,late_exit_rate,bad_entry_rate,good_capture_rate
V12_4_age128_baseline,28,3.0501780112096117,0.8214285714285714,0.0439422112477162,0.04159146356841381,0.08151496030570508,0.02460248196397372,0.4012060175453578,0.5922987119975374,0.0375727490579889,0.050571363625362534,0.6428571428571429,0.07142857142857142,0.14285714285714285,0.03571428571428571
