name,entry_i,exit_i,entry_ts,exit_ts,direction,side,entry_price,exit_price,allocation,entry_atr,raw_pnl_pct,pnl_pct,hold_bars,mfe_atr,exit_reason,equity_after,symbol,symbol_id
SOXLUSDT_B0w_weekend_filtered,2044,2248,2026-06-05 21:00:00+00:00,2026-06-08 00:00:00+00:00,-1,short,176.14,195.23739583333332,1.162129129735184,2.7281994047619045,-0.1084216863479807,-0.126,205,4.75405132680612,stop_loss,1.089826057846397,SOXL/USDT:USDT,SOXLUSDT
SOXLUSDT_B0_original,2926,3049,2026-06-15 01:30:00+00:00,2026-06-16 08:15:00+00:00,1,long,260.32,276.5705208333333,1.6019178872472035,3.250104166666666,0.0624251722239295,0.0999999999999999,124,5.095221307009393,take_profit,1.195546218095613,SOXL/USDT:USDT,SOXLUSDT
SOXLUSDT_B0w_weekend_filtered,2926,3049,2026-06-15 01:30:00+00:00,2026-06-16 08:15:00+00:00,1,long,260.32,276.5705208333333,1.6019178872472035,3.250104166666666,0.0624251722239295,0.0999999999999999,124,5.095221307009393,take_profit,1.195546218095613,SOXL/USDT:USDT,SOXLUSDT
SPCXUSDT_B0_original,2464,2475,2026-06-15 20:45:00+00:00,2026-06-15 23:30:00+00:00,1,long,193.42,200.7325744047619,2.645032915822997,1.4625148809523811,0.0378067128774786,0.1000000000000001,12,5.982845107396139,take_profit,1.0950593486766662,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2464,2475,2026-06-15 20:45:00+00:00,2026-06-15 23:30:00+00:00,1,long,193.42,200.7325744047619,2.645032915822997,1.4625148809523811,0.0378067128774786,0.1000000000000001,12,5.982845107396139,take_profit,1.0950593486766662,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0_original,2477,2478,2026-06-16 00:00:00+00:00,2026-06-16 00:15:00+00:00,1,long,199.28,206.59056547619048,2.725917723451462,1.4621130952380954,0.036684892995737,0.1,2,7.783255643536137,take_profit,1.198989722453334,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2477,2478,2026-06-16 00:00:00+00:00,2026-06-16 00:15:00+00:00,1,long,199.28,206.59056547619048,2.725917723451462,1.4621130952380954,0.036684892995737,0.1,2,7.783255643536137,take_profit,1.198989722453334,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0_original,2479,2480,2026-06-16 00:30:00+00:00,2026-06-16 00:45:00+00:00,1,long,207.84,215.21418154761903,2.8184822770888616,1.4748363095238095,0.0354800882776129,0.1000000000000003,2,13.669313584033736,take_profit,1.312576914863375,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2479,2480,2026-06-16 00:30:00+00:00,2026-06-16 00:45:00+00:00,1,long,207.84,215.21418154761903,2.8184822770888616,1.4748363095238095,0.0354800882776129,0.1000000000000003,2,13.669313584033736,take_profit,1.312576914863375,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0_original,2481,2481,2026-06-16 01:00:00+00:00,2026-06-16 01:00:00+00:00,1,long,226.41,215.86052083333337,3.0,1.5070684523809523,-0.0465945813641918,-0.1397837440925754,1,0.092895581337951,stop_loss,1.123348931270635,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2481,2481,2026-06-16 01:00:00+00:00,2026-06-16 01:00:00+00:00,1,long,226.41,215.86052083333337,3.0,1.5070684523809523,-0.0465945813641918,-0.1397837440925754,1,0.092895581337951,stop_loss,1.123348931270635,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0_original,2482,2522,2026-06-16 01:15:00+00:00,2026-06-16 11:15:00+00:00,1,long,217.06,206.375625,2.844190699034806,1.5263392857142857,-0.049223141066986,-0.1399999999999997,41,1.513424978063763,stop_loss,0.9614146100836304,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2482,2522,2026-06-16 01:15:00+00:00,2026-06-16 11:15:00+00:00,1,long,217.06,206.375625,2.844190699034806,1.5263392857142857,-0.049223141066986,-0.1399999999999997,41,1.513424978063763,stop_loss,0.9614146100836304,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0_original,2523,2532,2026-06-16 11:30:00+00:00,2026-06-16 13:45:00+00:00,1,long,206.63,214.8019494047619,2.5285276470213325,1.634389880952381,0.0395487073743499,0.1000000000000001,10,8.039697353206298,take_profit,1.0530150546292365,SPCX/USDT:USDT,SPCXUSDT
SPCXUSDT_B0w_weekend_filtered,2523,2532,2026-06-16 11:30:00+00:00,2026-06-16 13:45:00+00:00,1,long,206.63,214.8019494047619,2.5285276470213325,1.634389880952381,0.0395487073743499,0.1000000000000001,10,8.039697353206298,take_profit,1.0530150546292365,SPCX/USDT:USDT,SPCXUSDT
SPYUSDT_B0_original,1955,1969,2026-04-26 22:15:00+00:00,2026-04-27 01:45:00+00:00,1,long,711.82,714.7117410714286,3.0,0.5783482142857176,0.0040624611157715,0.0121873833473147,15,5.39467387109222,take_profit,1.0070318094407036,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,2803,2861,2026-05-05 18:15:00+00:00,2026-05-06 08:45:00+00:00,1,long,724.33,727.1201041666667,3.0,0.5580208333333296,0.003851979300411,0.0115559379012331,59,9.049841329102088,take_profit,1.013480418457256,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,2803,2861,2026-05-05 18:15:00+00:00,2026-05-06 08:45:00+00:00,1,long,724.33,727.1201041666667,3.0,0.5580208333333296,0.003851979300411,0.0115559379012331,59,9.049841329102088,take_profit,1.006403580260423,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,2863,2868,2026-05-06 09:15:00+00:00,2026-05-06 10:30:00+00:00,1,long,727.9,730.7330357142856,3.0,0.5666071428571396,0.0038920671991835,0.0116762015975506,6,5.806492278600863,take_profit,1.0200915857400437,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,2863,2868,2026-05-06 09:15:00+00:00,2026-05-06 10:30:00+00:00,1,long,727.9,730.7330357142856,3.0,0.5666071428571396,0.0038920671991835,0.0116762015975506,6,5.806492278600863,take_profit,1.0129685836901152,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,2869,2902,2026-05-06 10:45:00+00:00,2026-05-06 19:00:00+00:00,1,long,731.09,733.9368005952381,3.0,0.5693601190476159,0.0038939126444597,0.0116817379333791,34,5.023182875512976,take_profit,1.0267514980005132,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,2869,2902,2026-05-06 10:45:00+00:00,2026-05-06 19:00:00+00:00,1,long,731.09,733.9368005952381,3.0,0.5693601190476159,0.0038939126444597,0.0116817379333791,34,5.023182875512976,take_profit,1.019581991725526,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,2906,2991,2026-05-06 20:00:00+00:00,2026-05-07 17:15:00+00:00,1,long,733.97,729.9639583333334,3.0,0.5722916666666636,-0.0054580455150301,-0.0163741365450904,86,4.420822715689819,stop_loss,1.0047952053281126,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,2906,2991,2026-05-06 20:00:00+00:00,2026-05-07 17:15:00+00:00,1,long,733.97,729.9639583333334,3.0,0.5722916666666636,-0.0054580455150301,-0.0163741365450904,86,4.420822715689819,stop_loss,0.9977790134416572,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,4542,4542,2026-05-23 21:00:00+00:00,2026-05-23 21:00:00+00:00,1,long,753.01,757.127931547619,3.0,0.8235863095238135,0.0054686279699061,0.0164058839097183,1,5.208925828891429,take_profit,1.016077872921418,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,4543,4642,2026-05-23 21:15:00+00:00,2026-05-24 22:00:00+00:00,1,long,756.36,750.5514583333334,3.0,0.8297916666666707,-0.0076795992208296,-0.0230387976624888,100,2.940497112729013,stop_loss,0.9876125050577844,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,5612,5670,2026-06-04 00:30:00+00:00,2026-06-04 15:00:00+00:00,-1,short,751.14,754.8753125,3.0,0.5336160714285721,-0.0049728579226242,-0.0149185737678727,59,3.485652137538714,stop_loss,0.9679233796422412,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,5612,5670,2026-06-04 00:30:00+00:00,2026-06-04 15:00:00+00:00,-1,short,751.14,754.8753125,3.0,0.5336160714285721,-0.0049728579226242,-0.0149185737678727,59,3.485652137538714,stop_loss,0.9778872076655644,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,5779,5781,2026-06-05 18:15:00+00:00,2026-06-05 18:45:00+00:00,-1,short,741.77,738.8935863095238,3.0,0.5752827380952374,0.0038777703202828,0.0116333109608484,3,5.840606327116614,take_profit,0.97419606442497,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,5779,5781,2026-06-05 18:15:00+00:00,2026-06-05 18:45:00+00:00,-1,short,741.77,738.8935863095238,3.0,0.5752827380952374,0.0038777703202828,0.0116333109608484,3,5.840606327116614,take_profit,0.9842244636258618,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,5782,5783,2026-06-05 19:00:00+00:00,2026-06-05 19:15:00+00:00,-1,short,738.92,736.0269196428571,3.0,0.578616071428571,0.0039152822459032,0.0117458467377096,2,6.290872617853542,take_profit,0.9806184732139662,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,5782,5783,2026-06-05 19:00:00+00:00,2026-06-05 19:15:00+00:00,-1,short,738.92,736.0269196428571,3.0,0.578616071428571,0.0039152822459032,0.0117458467377096,2,6.290872617853542,take_profit,0.990712984855176,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0_original,5784,5786,2026-06-05 19:30:00+00:00,2026-06-05 20:00:00+00:00,-1,short,738.34,735.4211011904762,3.0,0.5837797619047617,0.0039533261228212,0.0118599783684638,3,8.153759877644648,take_profit,0.987194571396258,SPY/USDT:USDT,SPYUSDT
SPYUSDT_B0w_weekend_filtered,5784,5786,2026-06-05 19:30:00+00:00,2026-06-05 20:00:00+00:00,-1,short,738.34,735.4211011904762,3.0,0.5837797619047617,0.0039533261228212,0.0118599783684638,3,8.153759877644648,take_profit,0.9973567775603308,SPY/USDT:USDT,SPYUSDT
