family,symbol,timeframe,params,annualized,max_drawdown,sharpe,calmar,trades,win_rate,first_half_return,first_half_dd,second_half_return,second_half_dd,robustness,return
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.2, 'lookback': 200, 'band_mult': 2.5, 'mode': 'both', 'stop_pct': 0.05, 'take_pct': 0.12}",0.6639698425609326,-0.15952343562700266,1.803981094218746,4.162208768581348,22,0.5454545454545454,0.3839743546366037,-0.14703929286028716,0.2104468083907456,-0.15952343562700266,strong,0.6928479254933393
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.2, 'lookback': 200, 'band_mult': 2.5, 'mode': 'both', 'stop_pct': 0.05, 'take_pct': 0.1}",0.6564651866431519,-0.15952343562700266,1.8165286699678573,4.115164546594253,23,0.5652173913043478,0.34709488811060063,-0.14703929286028727,0.23778749765231177,-0.15952343562700255,strong,0.6849556462025663
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.2, 'lookback': 150, 'band_mult': 2.0, 'mode': 'long', 'stop_pct': 0.04, 'take_pct': 0.12}",0.763873352055304,-0.1886543282883112,1.580181610367034,4.0490634855083405,35,0.37142857142857144,0.34860553659402393,-0.15917733428194658,0.29880461058711694,-0.1827419996671512,strong,0.7515750887916313
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 200, 'band_mult': 2.8, 'mode': 'both', 'stop_pct': 0.05, 'take_pct': 0.12}",0.6744653519287636,-0.16727400888683253,1.945705259329673,4.032098928083119,20,0.5,0.3220195642897272,-0.16126385186045733,0.2746159737173586,-0.16727400888683253,strong,0.7038875552264623
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 250, 'band_mult': 2.5, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.7178724860588648,-0.17842938211873594,1.5594410016009623,4.0232862857819915,20,0.5,0.023683520508514855,-0.17842938211873594,0.6669710731513192,-0.12498124852666981,strong,0.7064508167493995
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 200, 'band_mult': 2.8, 'mode': 'both', 'stop_pct': 0.05, 'take_pct': 0.1}",0.6473627240105158,-0.17192027108768604,2.076962362154416,3.765482219838611,20,0.55,0.18507114606812491,-0.17192027108768604,0.39902641838551545,-0.10562640103559084,strong,0.6753846536228936
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.2, 'lookback': 150, 'band_mult': 2.8, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.6887442149191685,-0.18578029276487784,1.513390344756688,3.7073050357975164,17,0.5294117647058824,0.1606249724668316,-0.18578029276487784,0.44566072169755033,-0.16090917424797202,strong,0.6778699353165993
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 150, 'band_mult': 2.8, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.6887442149191685,-0.18578029276487784,1.509471306937024,3.7073050357975164,17,0.5294117647058824,0.1606249724668316,-0.18578029276487784,0.44566072169755033,-0.16090917424797202,strong,0.6778699353165993
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 200, 'band_mult': 2.5, 'mode': 'both', 'stop_pct': 0.04, 'take_pct': 0.12}",0.5925223513664997,-0.1623469201293395,1.681077216844986,3.6497295476529246,26,0.4230769230769231,0.3897806226480611,-0.1373385711593541,0.15192327119486304,-0.16234692012933938,strong,0.6177596441250872
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 200, 'band_mult': 2.0, 'mode': 'both', 'stop_pct': 0.06, 'take_pct': 0.08}",0.7211747861514759,-0.20230357716557856,2.009884763999233,3.564814800883224,30,0.5666666666666667,0.2326521487683224,-0.11220006834593899,0.422814983122936,-0.20230357716557867,strong,0.7530467200704409
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 200, 'band_mult': 2.5, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.6120834092802112,-0.1720288101893921,1.4357730269223137,3.558028498868002,21,0.47619047619047616,0.21970802443567727,-0.1720288101893921,0.31393776466942747,-0.12498124852666992,strong,0.6026204351763773
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 250, 'band_mult': 2.5, 'mode': 'both', 'stop_pct': 0.06, 'take_pct': 0.1}",0.6613222123769313,-0.18823442579344307,1.8288110398486714,3.5132904599641397,26,0.5,0.41668980206138806,-0.13475423880790194,0.18054905244731123,-0.18823442579344296,strong,0.6900634048311043
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 150, 'band_mult': 2.5, 'mode': 'both', 'stop_pct': 0.06, 'take_pct': 0.1}",0.6160439700112734,-0.177562017584321,1.7729091978198905,3.4694580428425534,24,0.5833333333333334,0.1155110295190882,-0.177562017584321,0.45742052675726086,-0.10819992002266243,strong,0.6424675433668094
