symbol,symbol_id,base,underlying_type,result_name,rows,start,end,warmup_bars,backtest_start,return_pct,max_dd_pct,sharpe,closed_trades,win_rate_pct,take_profit,stop_loss,indicator_exit,long_trades,long_return_sum_pct,long_win_rate_pct,short_trades,short_return_sum_pct,short_win_rate_pct,buy_hold_return_pct,buy_hold_max_dd_pct,funding_rows,funding_status
WMT/USDT:USDT,WMTUSDT,WMT,EQUITY,WMTUSDT_B0_weekend_filter_diagnostic,2955,2026-05-18 13:30:00+00:00,2026-06-18 08:00:00+00:00,1600,2026-06-04 05:30:00+00:00,-0.26,-0.26,-5.09,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,-0.08,-4.08,0.0,blocked: <HTTPError 403: 'Forbidden'>
XLE/USDT:USDT,XLEUSDT,XLE,EQUITY,XLEUSDT_B0_original,764,2026-06-10 09:15:00+00:00,2026-06-18 08:00:00+00:00,763,2026-06-18 08:00:00+00:00,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,blocked: <HTTPError 403: 'Forbidden'>
XLE/USDT:USDT,XLEUSDT,XLE,EQUITY,XLEUSDT_B0_weekend_filter_diagnostic,764,2026-06-10 09:15:00+00:00,2026-06-18 08:00:00+00:00,763,2026-06-18 08:00:00+00:00,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,blocked: <HTTPError 403: 'Forbidden'>
ZM/USDT:USDT,ZMUSDT,ZM,EQUITY,ZMUSDT_B0_original,765,2026-06-10 09:00:00+00:00,2026-06-18 08:00:00+00:00,764,2026-06-18 08:00:00+00:00,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,blocked: <HTTPError 403: 'Forbidden'>
ZM/USDT:USDT,ZMUSDT,ZM,EQUITY,ZMUSDT_B0_weekend_filter_diagnostic,765,2026-06-10 09:00:00+00:00,2026-06-18 08:00:00+00:00,764,2026-06-18 08:00:00+00:00,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,blocked: <HTTPError 403: 'Forbidden'>
HYUNDAI/USDT:USDT,HYUNDAIUSDT,HYUNDAI,KR_EQUITY,HYUNDAIUSDT_B0_original,1556,2026-06-02 03:15:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:15:00+00:00,15.79,-2.63,7.31,3,66.67,2,0,1,2,7.86,50.0,1,9.0,100.0,-5.19,-13.26,0.0,blocked: <HTTPError 403: 'Forbidden'>
HYUNDAI/USDT:USDT,HYUNDAIUSDT,HYUNDAI,KR_EQUITY,HYUNDAIUSDT_B0_weekend_filter_diagnostic,1556,2026-06-02 03:15:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:15:00+00:00,15.79,-2.63,7.31,3,66.67,2,0,1,2,7.86,50.0,1,9.0,100.0,-5.19,-13.26,0.0,blocked: <HTTPError 403: 'Forbidden'>
SAMSUNG/USDT:USDT,SAMSUNGUSDT,SAMSUNG,KR_EQUITY,SAMSUNGUSDT_B0_original,1557,2026-06-02 03:00:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:00:00+00:00,-29.65,-29.65,-10.15,3,0.0,0,2,1,3,-31.69,0.0,0,0.0,0.0,16.1,-13.57,0.0,blocked: <HTTPError 403: 'Forbidden'>
SAMSUNG/USDT:USDT,SAMSUNGUSDT,SAMSUNG,KR_EQUITY,SAMSUNGUSDT_B0_weekend_filter_diagnostic,1557,2026-06-02 03:00:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:00:00+00:00,-29.65,-29.65,-10.15,3,0.0,0,2,1,3,-31.69,0.0,0,0.0,0.0,16.1,-13.57,0.0,blocked: <HTTPError 403: 'Forbidden'>
SKHYNIX/USDT:USDT,SKHYNIXUSDT,SKHYNIX,KR_EQUITY,SKHYNIXUSDT_B0_original,1557,2026-06-02 03:00:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:00:00+00:00,-27.13,-27.13,-9.24,3,0.0,0,2,1,3,-28.43,0.0,0,0.0,0.0,28.38,-13.97,0.0,blocked: <HTTPError 403: 'Forbidden'>
SKHYNIX/USDT:USDT,SKHYNIXUSDT,SKHYNIX,KR_EQUITY,SKHYNIXUSDT_B0_weekend_filter_diagnostic,1557,2026-06-02 03:00:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 03:00:00+00:00,-26.56,-26.56,-9.0,2,0.0,0,2,0,2,-28.0,0.0,0,0.0,0.0,28.38,-13.97,0.0,blocked: <HTTPError 403: 'Forbidden'>
ANTHROPIC/USDT:USDT,ANTHROPICUSDT,ANTHROPIC,PREMARKET,ANTHROPICUSDT_B0_original,1551,2026-06-02 04:30:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 04:30:00+00:00,-3.2,-7.12,-2.24,2,50.0,1,1,0,2,-1.9,50.0,0,0.0,0.0,1.61,-5.12,0.0,blocked: <HTTPError 403: 'Forbidden'>
ANTHROPIC/USDT:USDT,ANTHROPICUSDT,ANTHROPIC,PREMARKET,ANTHROPICUSDT_B0_weekend_filter_diagnostic,1551,2026-06-02 04:30:00+00:00,2026-06-18 08:00:00+00:00,672,2026-06-09 04:30:00+00:00,-3.2,-7.12,-2.24,2,50.0,1,1,0,2,-1.9,50.0,0,0.0,0.0,1.61,-5.12,0.0,blocked: <HTTPError 403: 'Forbidden'>
OPENAI/USDT:USDT,OPENAIUSDT,OPENAI,PREMARKET,OPENAIUSDT_B0_original,2207,2026-05-26 08:30:00+00:00,2026-06-18 08:00:00+00:00,1600,2026-06-12 00:30:00+00:00,0.97,-9.8,1.07,4,50.0,2,1,1,4,3.77,50.0,0,0.0,0.0,4.98,-5.23,0.0,blocked: <HTTPError 403: 'Forbidden'>
OPENAI/USDT:USDT,OPENAIUSDT,OPENAI,PREMARKET,OPENAIUSDT_B0_weekend_filter_diagnostic,2207,2026-05-26 08:30:00+00:00,2026-06-18 08:00:00+00:00,1600,2026-06-12 00:30:00+00:00,0.97,-9.8,1.07,4,50.0,2,1,1,4,3.77,50.0,0,0.0,0.0,4.98,-5.23,0.0,blocked: <HTTPError 403: 'Forbidden'>
