entry_ts,exit_ts,direction,side,entry_price,exit_price,allocation,raw_pnl_pct,pnl_pct,exit_reason,entry_atr_pct,equity_after
2025-11-27 02:00:00+00:00,2025-11-27 09:15:00+00:00,1,long,36.35817,35.365308500000005,1.6021684018025184,-0.027307796294477882,-0.04375168834587236,trend_break,0.009986465830932137,1.5467805790025775
2025-12-03 06:30:00+00:00,2025-12-03 16:00:00+00:00,1,long,34.701342,34.0319755,1.9630336637415968,-0.019289354861261376,-0.0378656529445137,trend_break,0.008150649831192174,1.4816396612305
2025-12-05 11:45:00+00:00,2025-12-06 08:30:00+00:00,-1,short,31.957013500000002,30.833409,1.5856391527585947,0.03515987186975411,0.055750869442657655,trend_break,0.008829247168653527,1.5585397907889602
2025-12-29 01:15:00+00:00,2025-12-29 09:30:00+00:00,1,long,25.9019445,25.965011000000004,2.816378192415104,0.0024348172006933844,0.006857366066550037,trend_break,0.005681055208810455,1.5602026499107722
2026-01-04 22:15:00+00:00,2026-01-05 07:15:00+00:00,1,long,26.5142505,26.36681,2.66193314523814,-0.00556080210526777,-0.014802483438122307,trend_break,0.006010669362084456,1.5269044177715245
2026-01-10 09:15:00+00:00,2026-01-11 10:00:00+00:00,-1,short,24.573707,24.427207499999998,1.8194256229549457,0.005961636150378147,0.010846753566732485,trend_break,0.0076947360877893285,1.5368115570290988
2026-01-12 16:15:00+00:00,2026-01-13 02:30:00+00:00,-1,short,23.585201500000004,24.1110495,1.9473819004683626,-0.02229567553196432,-0.04341819498966265,trend_break,0.007189139426957227,1.4646458719071567
2026-01-14 04:00:00+00:00,2026-01-14 13:30:00+00:00,1,long,26.079033,26.04697,2.7624230644127934,-0.001229455095209886,-0.003396275111667616,trend_break,0.005792016511200507,1.45065979378082
2026-01-19 02:15:00+00:00,2026-01-21 16:00:00+00:00,-1,short,23.934027000000004,21.5777835,2.1494177988093406,0.09844743218514818,0.21160466298583303,trend_break,0.0065133916764601235,1.7719400482925711
2026-01-26 21:45:00+00:00,2026-01-28 21:00:00+00:00,1,long,24.696342,33.015484,2.380097434977579,0.3368572560260139,0.8017530910211013,trend_break,0.006722413866283892,3.4394934545952625
2026-02-03 04:15:00+00:00,2026-02-03 14:30:00+00:00,1,long,38.435207999999996,35.872055,1.2718056542542382,-0.0666876318192422,-0.08481370721653708,trend_break,0.012580538501680184,3.1416192731530277
2026-02-23 03:30:00+00:00,2026-02-24 12:15:00+00:00,-1,short,26.9155355,26.49324,2.1086505031336604,0.01568965625818597,0.03308400156281803,trend_break,0.006639317411393986,3.2080971707060084
2026-02-25 23:45:00+00:00,2026-02-26 03:30:00+00:00,1,long,27.654820499999996,27.912037,2.399479941548323,0.00930096436532657,0.02231747743165683,trend_break,0.0066681115865780535,3.263261855584866
2026-02-28 21:15:00+00:00,2026-03-02 06:00:00+00:00,1,long,30.363173999999997,30.974505,2.2821924997552143,0.020133962279437645,0.045949577704486995,trend_break,0.007010802113194283,3.3763925953692535
2026-03-09 15:15:00+00:00,2026-03-10 07:30:00+00:00,1,long,32.8214025,34.338822,2.190272915256553,0.046232622143432156,0.10126206008204981,trend_break,0.007305025729236977,3.6986819656248198
2026-03-16 12:15:00+00:00,2026-03-17 10:15:00+00:00,1,long,39.392686499999996,40.8185805,2.380901071954827,0.03619692198449087,0.08618129035433957,trend_break,0.006720144817635484,3.9927665115786013
2026-04-06 04:15:00+00:00,2026-04-06 20:15:00+00:00,1,long,37.1555685,37.119431,3.0,-0.0009725998405865077,-0.002917799521759523,trend_break,0.004881229675735005,3.9516635620004754
2026-04-07 23:15:00+00:00,2026-04-08 19:15:00+00:00,1,long,38.66932499999999,37.900040499999996,3.0,-0.01989392108602872,-0.05968176325808616,trend_break,0.00446540229587656,3.685146590906723
2026-04-10 14:15:00+00:00,2026-04-11 00:30:00+00:00,1,long,41.908944,41.535222,3.0,-0.008917475944991593,-0.02675242783497478,trend_break,0.0046032617592491505,3.5649886633757926
2026-04-13 19:15:00+00:00,2026-04-14 09:00:00+00:00,1,long,43.658818499999995,44.9485145,3.0,0.029540332155346904,0.08862099646604071,trend_break,0.005248453965998713,3.8636011037695295
2026-04-19 11:45:00+00:00,2026-04-19 17:15:00+00:00,-1,short,43.310334000000005,43.00048949999999,2.4527128700957253,0.007154054734373805,0.017546842120367886,trend_break,0.0057079653190116805,3.912365088666166
2026-04-19 22:00:00+00:00,2026-04-20 08:45:00+00:00,-1,short,41.0464665,40.7893845,2.2999025888599864,0.006263194421376128,0.014404737064256382,trend_break,0.006087214331516322,3.945966266978503
2026-04-27 02:15:00+00:00,2026-04-27 10:45:00+00:00,1,long,42.758368499999996,42.326826000000004,3.0,-0.010092585735585136,-0.030277757206755407,trend_break,0.004335101108020891,3.802468726873351
2026-05-05 08:15:00+00:00,2026-05-05 23:15:00+00:00,1,long,43.05651749999999,43.888045,3.0,0.01931246529634012,0.05793739588902036,trend_break,0.004098408272336471,3.997158066181086
2026-05-14 17:00:00+00:00,2026-05-14 19:30:00+00:00,-1,short,43.4852465,44.6833305,3.0,-0.02755150531341699,-0.08265451594025097,opposite_cross,0.004176120536706189,3.658384846285078
2026-05-14 19:45:00+00:00,2026-05-15 12:45:00+00:00,1,long,44.67832799999999,44.895541,3.0,0.004861708343248727,0.014585125029746182,trend_break,0.004151944334254662,3.6563340597634117
2026-05-17 13:15:00+00:00,2026-05-18 06:00:00+00:00,1,long,42.881429999999995,45.3842965,2.6401072472071037,0.058367141674146694,0.15409551373267844,trend_break,0.006060359864897897,4.205249971543607
2026-05-20 17:15:00+00:00,2026-05-21 21:30:00+00:00,1,long,52.076024999999994,57.497237000000005,2.2368306194393157,0.10410187797551784,0.23285826819677363,trend_break,0.007152977905859748,5.183775362451589
2026-05-24 06:15:00+00:00,2026-05-24 19:00:00+00:00,1,long,60.7293495,63.979994000000005,1.8151604909429215,0.05352674656921863,0.09715963558116023,trend_break,0.008814647564132734,5.673270372840023
