name,entry_i,exit_i,entry_ts,exit_ts,direction,side,entry_price,exit_price,allocation,entry_atr,raw_pnl_pct,pnl_pct,hold_bars,mfe_atr,exit_reason,equity_after
B0_skhynix_hype_v35_original,716,719,2026-06-09 14:00:00+00:00,2026-06-09 14:45:00+00:00,1,long,1452.36,1352.5528124999998,2.037232038023313,14.258169642857148,-0.06872069424935967,-0.13999999999999996,4,1.110240682816566,stop_loss,0.857024145558248
B0_skhynix_hype_v35_original,720,848,2026-06-09 15:00:00+00:00,2026-06-10 23:00:00+00:00,1,long,1386.76,1285.4765625,1.916862270793287,14.469062500000003,-0.07303602461853531,-0.14,129,3.795684758428548,stop_loss,0.7344152827264616
B0_skhynix_hype_v35_original,1190,1202,2026-06-14 12:30:00+00:00,2026-06-14 15:30:00+00:00,1,long,1525.27,1522.11,2.0822079523500934,14.650505952380954,-0.0020717643433622035,-0.00431384419114415,12,0.04982763068884873,indicator_exit,0.7286609856299601
B0w_skhynix_hype_v35_weekend_filtered,716,719,2026-06-09 14:00:00+00:00,2026-06-09 14:45:00+00:00,1,long,1452.36,1352.5528124999998,2.037232038023313,14.258169642857148,-0.06872069424935967,-0.13999999999999996,4,1.110240682816566,stop_loss,0.857024145558248
B0w_skhynix_hype_v35_weekend_filtered,720,848,2026-06-09 15:00:00+00:00,2026-06-10 23:00:00+00:00,1,long,1386.76,1285.4765625,1.916862270793287,14.469062500000003,-0.07303602461853531,-0.14,129,3.795684758428548,stop_loss,0.7344152827264616
