candidate_id,variant,quantile,month,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
current_70_20_10__q60,current_70_20_10,0.6,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,66,31.0,2.129032258064516,-0.08594245071982953,-0.6528677965624654,0.5,0.8192417278246336,-12.485936730489051,-0.12015022159653388,-2.306746676767612
current_70_20_10__q60,current_70_20_10,0.6,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,73,31.0,2.3548387096774195,-0.028728746344400813,-0.2905120689815126,0.4794520547945205,0.9705169848820454,-2.3245178754005678,-0.11772133700895726,-0.369190350078435
current_70_20_10__q60,current_70_20_10,0.6,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,66,30.0,2.2,0.3191612331967877,28.081995760433085,0.6060606060606061,1.8369513768788,43.833724529161245,-0.05549085724650704,6.498577684798788
current_70_20_10__q60,current_70_20_10,0.6,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,80,31.0,2.5806451612903225,0.2952287786623826,20.027578549048457,0.5625,1.4414321989728474,34.89971022057492,-0.1615715085159144,4.734245844596241
current_70_20_10__q60,current_70_20_10,0.6,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,70,30.0,2.3333333333333335,0.08455836871340949,1.6847920066807172,0.5714285714285714,1.1777022525765164,13.554654687014509,-0.12974006737823252,1.9838795806188938
current_70_20_10__q60,current_70_20_10,0.6,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,70,31.0,2.2580645161290325,0.06832482758246794,1.1775014938734043,0.5571428571428572,1.1635303217556574,10.954903210695004,-0.11192294424600502,1.7980861426181858
current_70_20_10__q60,current_70_20_10,0.6,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,82,31.0,2.6451612903225805,0.45694419754625626,83.02500608506945,0.6463414634146342,1.9212126774405278,47.51228342878831,-0.07812493331304671,8.418429264593179
current_70_20_10__q60,current_70_20_10,0.6,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,66,28.0,2.357142857142857,0.12129844357260167,3.4478651214497233,0.5454545454545454,1.2837834851575356,18.964911235372483,-0.1345222658459181,3.0738284984108994
current_70_20_10__q60,current_70_20_10,0.6,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,58,31.0,1.8709677419354838,0.0753126290137438,1.3512359190759637,0.5344827586206896,1.22396347398203,13.913208499634106,-0.08568711702527909,2.160685729655361
current_70_20_10__q60,current_70_20_10,0.6,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,50,30.0,1.6666666666666667,-0.13619688898899984,-0.8315854432173184,0.44,0.638660212246922,-28.156511775007328,-0.15203480331269648,-4.653490039681084
current_70_20_10__q60,current_70_20_10,0.6,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,66,31.0,2.129032258064516,0.06732118590820635,1.15353700165804,0.5151515151515151,1.1599948162121745,11.949977603018123,-0.17719897971189658,1.6167166276635156
current_70_20_10__q60,current_70_20_10,0.6,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,63,25.180555555555557,2.501930501930502,-0.14808816834398253,-0.9020400039472543,0.4444444444444444,0.7502587943871607,-23.564445894235785,-0.27114485934022836,-3.6727957816215917
current_70_20_10__q70,current_70_20_10,0.7,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,-0.013182836509062934,-0.6339698977817962,0.5,0.7249234918531267,-15.933614320389053,-0.03902263899068037,-3.2500407378501697
current_70_20_10__q70,current_70_20_10,0.7,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,64,31.0,2.064516129032258,-0.11991308973031767,-0.7777543720393214,0.4375,0.7224983385007734,-18.91296178275708,-0.15469694140461643,-3.5954313509801072
current_70_20_10__q70,current_70_20_10,0.7,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,75,31.0,2.4193548387096775,0.11188009095910689,2.4857421987026367,0.56,1.2382695472186103,15.49913544893405,-0.08473018285111433,2.787970772528491
current_70_20_10__q70,current_70_20_10,0.7,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,56,30.0,1.8666666666666667,0.44656890455763665,88.28791686545568,0.6607142857142857,2.685247895180988,67.91314848607317,-0.04207289640445577,9.274237725609634
current_70_20_10__q70,current_70_20_10,0.7,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,77,31.0,2.4838709677419355,0.12971590840891323,3.204071911502221,0.5194805194805194,1.210627058614616,18.44981855377204,-0.22700606111790922,2.412761401970784
current_70_20_10__q70,current_70_20_10,0.7,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,63,30.0,2.1,0.17059620598373781,5.796518942315488,0.5555555555555556,1.354113734540738,27.174507451810204,-0.1297400673782324,3.5986904829189585
current_70_20_10__q70,current_70_20_10,0.7,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,57,31.0,1.8387096774193548,-0.03396104899448349,-0.33423040179803587,0.49122807017543857,0.941537902061623,-4.3888884847211305,-0.10161998140795192,-0.6148120678863427
current_70_20_10__q70,current_70_20_10,0.7,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,72,31.0,2.3225806451612905,0.24816773103988887,12.599919985139886,0.6111111111111112,1.5552814761438225,32.36533554242422,-0.07043628222543086,5.34505749157443
current_70_20_10__q70,current_70_20_10,0.7,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,57,28.0,2.0357142857142856,0.1694093769226106,6.691177112461123,0.6140350877192983,1.420342493645749,29.25466883881515,-0.10202993339220834,4.207380204086904
current_70_20_10__q70,current_70_20_10,0.7,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,60,31.0,1.935483870967742,0.08973564213846386,1.7505941196399677,0.5833333333333334,1.2557982477004799,15.518367970494218,-0.10459234455466104,2.6557881891438915
current_70_20_10__q70,current_70_20_10,0.7,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,42,30.0,1.4,-0.13069717053501562,-0.8180655395123403,0.40476190476190477,0.609304302865778,-32.10052074024379,-0.14730387409704748,-4.623958528642073
current_70_20_10__q70,current_70_20_10,0.7,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,65,31.0,2.096774193548387,-0.1675281166019985,-0.8845441469841782,0.46153846153846156,0.6907201043237917,-26.68562376646282,-0.22746626182180651,-4.258881529116144
current_70_20_10__q70,current_70_20_10,0.7,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,54,25.180555555555557,2.144511858797573,0.025306550497527835,0.4365747472505499,0.5,1.0794973769715508,7.194043021316043,-0.13661459024015643,0.8785602529996427
current_70_20_10__q80,current_70_20_10,0.8,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,9,4.819444444444445,1.8674351585014408,-0.009927635984973704,-0.5302831662134276,0.4444444444444444,0.8348268835698803,-10.241682469949284,-0.03902263899068037,-1.947547600860621
current_70_20_10__q80,current_70_20_10,0.8,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,58,31.0,1.8709677419354838,-0.15788234225741338,-0.867771644927336,0.43103448275862066,0.6492983799298113,-28.32510336776653,-0.1843420852250921,-4.618839488486727
current_70_20_10__q80,current_70_20_10,0.8,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,60,31.0,1.935483870967742,-0.012404904633077196,-0.13668118231267545,0.55,0.9875018129396747,-0.8726490779298277,-0.14833652613405346,-0.14817913229057433
current_70_20_10__q80,current_70_20_10,0.8,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,55,30.0,1.8333333333333333,0.47531957152750204,112.44384279549654,0.6909090909090909,3.3557794577702036,72.30968389087083,-0.04207289640445566,11.164840780175458
current_70_20_10__q80,current_70_20_10,0.8,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,59,31.0,1.903225806451613,0.01518393690398101,0.194150334121455,0.4745762711864407,1.0545088356770642,4.896358912086021,-0.11548534649172926,0.5896052310631025
current_70_20_10__q80,current_70_20_10,0.8,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,52,30.0,1.7333333333333334,0.10855528725502839,2.503868926582093,0.5961538461538461,1.2827921428055613,22.125418274111233,-0.09949623460708601,2.5742946895808765
current_70_20_10__q80,current_70_20_10,0.8,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,53,31.0,1.7096774193548387,-0.02305118630857239,-0.2401134998463652,0.5471698113207547,0.960905876343107,-2.86879844445469,-0.154808667829333,-0.40491906425066915
current_70_20_10__q80,current_70_20_10,0.8,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,57,31.0,1.8387096774193548,-0.08512641834958401,-0.6492013137054331,0.5087719298245614,0.8454868693179917,-13.807234477696301,-0.18037441780004104,-1.8752641603892155
current_70_20_10__q80,current_70_20_10,0.8,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,46,28.0,1.6428571428571428,0.07546085472523267,1.58141764145046,0.5434782608695652,1.2342843226541502,17.67736773032278,-0.10667181615365073,2.222153836434747
current_70_20_10__q80,current_70_20_10,0.8,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,50,31.0,1.6129032258064515,0.07858283591581294,1.4368204167693515,0.6,1.288357588306134,16.218019571099955,-0.08932738191621015,2.6545964375681548
current_70_20_10__q80,current_70_20_10,0.8,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,37,30.0,1.2333333333333334,-0.11566169516931091,-0.7758574472535456,0.3783783783783784,0.6216352516564934,-31.895674953115282,-0.12628189655861344,-4.16787403532347
current_70_20_10__q80,current_70_20_10,0.8,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,51,31.0,1.6451612903225807,0.0197072714485389,0.25832367711620563,0.5098039215686274,1.0759026457458294,5.123359769775348,-0.1012922410362963,0.772699192518561
current_70_20_10__q80,current_70_20_10,0.8,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,46,25.180555555555557,1.8268063982349696,0.26595650108608093,29.520537823891324,0.5652173913043478,1.694744785506754,54.22899840555875,-0.07735409133069349,5.79404697693861
current_70_20_10__q85,current_70_20_10,0.85,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,0.056592304721389874,63.658722767585445,0.625,2.584832055417986,70.55000267333878,-0.03519423245922548,9.320316839888427
current_70_20_10__q85,current_70_20_10,0.85,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,52,31.0,1.6774193548387097,0.0504187338457418,0.7845376811871458,0.5576923076923077,1.1748684898142934,10.70207123593479,-0.07242034849456713,1.6629730156048166
current_70_20_10__q85,current_70_20_10,0.85,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,49,31.0,1.5806451612903225,-0.02817361302980892,-0.2857227852363716,0.5714285714285714,0.930953826389045,-4.703578599356702,-0.09917206056140004,-0.7465334884189427
current_70_20_10__q85,current_70_20_10,0.85,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,47,30.0,1.5666666666666667,0.5328638937280743,179.70093565436358,0.723404255319149,4.21274873263098,92.92349049314691,-0.022486051444156607,12.060163087168966
current_70_20_10__q85,current_70_20_10,0.85,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,53,31.0,1.7096774193548387,-0.011435659489367866,-0.12665225523427515,0.4528301886792453,1.0031256333530523,0.2917430989599703,-0.09513206934522977,0.03241062060057079
current_70_20_10__q85,current_70_20_10,0.85,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,49,30.0,1.6333333333333333,0.028388572896925757,0.4057662557568107,0.5714285714285714,1.0979340794818955,7.685869302728404,-0.10474558803729628,0.9356908658613328
current_70_20_10__q85,current_70_20_10,0.85,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,48,31.0,1.5483870967741935,-0.24951810518838013,-0.96594102167277,0.3333333333333333,0.46016084333670176,-57.94032762219816,-0.2904608791111827,-7.412511576289526
current_70_20_10__q85,current_70_20_10,0.85,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,54,31.0,1.7419354838709677,-0.03097860420301035,-0.30962284868581524,0.48148148148148145,0.9587095836030277,-3.825035715657648,-0.10214399061525492,-0.47753886414430374
current_70_20_10__q85,current_70_20_10,0.85,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,46,28.0,1.6428571428571428,0.05223170922246112,0.9419484631596078,0.5217391304347826,1.1653367403755286,12.963253891285746,-0.11208140148828905,1.611705564652227
current_70_20_10__q85,current_70_20_10,0.85,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,44,31.0,1.4193548387096775,0.06683486620981904,1.1420119072155073,0.5909090909090909,1.2723603182646959,16.05282090826314,-0.08621580163270326,2.2064651978973076
current_70_20_10__q85,current_70_20_10,0.85,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,32,30.0,1.0666666666666667,-0.07358605066477708,-0.6054259283828614,0.40625,0.6764220485292711,-22.959830438012144,-0.12699050908145515,-3.3262262421640085
current_70_20_10__q85,current_70_20_10,0.85,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,38,31.0,1.2258064516129032,0.0022975557267230773,0.027389209990817287,0.5263157894736842,1.0276684131420912,1.8695614247664643,-0.09448706411117869,0.2454455216443629
current_70_20_10__q85,current_70_20_10,0.85,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,42,25.180555555555557,1.667953667953668,0.21344701752994344,15.51611694768497,0.6190476190476191,1.6028443783961446,49.2422818596102,-0.08468007022629565,4.821027331256847
current_70_20_10__q90,current_70_20_10,0.9,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,7,4.819444444444445,1.4524495677233429,0.03665700723944454,14.27992892254997,0.5714285714285714,2.0805983807809874,53.08054658384931,-0.033995703564953184,6.45146033327285
current_70_20_10__q90,current_70_20_10,0.9,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,35,31.0,1.1290322580645162,0.06471207652259348,1.0923626506846897,0.5428571428571428,1.3207793087193744,19.36468064364744,-0.04537326803356034,2.2754520306448502
current_70_20_10__q90,current_70_20_10,0.9,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,46,31.0,1.4838709677419355,-0.0019836663580921066,-0.02310808998766145,0.5869565217391305,1.0170200913570036,1.219833113564631,-0.08151065037200111,0.15454563254836634
current_70_20_10__q90,current_70_20_10,0.9,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,43,30.0,1.4333333333333333,0.41457758912345954,67.01829518149016,0.6976744186046512,3.6107558778541153,82.53619065577722,-0.02894391422482534,10.495325147268465
current_70_20_10__q90,current_70_20_10,0.9,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,52,31.0,1.6774193548387097,-0.05331545786712877,-0.4753901628545991,0.4230769230769231,0.9244648034521789,-7.893812286139401,-0.13905556381897877,-0.8390936366023866
current_70_20_10__q90,current_70_20_10,0.9,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,44,30.0,1.4666666666666666,0.17373453254248172,6.021559277193749,0.5909090909090909,1.5219289524758075,38.74432380894048,-0.10209587799924325,4.1457152325209075
current_70_20_10__q90,current_70_20_10,0.9,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,43,31.0,1.3870967741935485,-0.1550128196159266,-0.8623680837270532,0.37209302325581395,0.667838558287635,-36.69076697660783,-0.232111108639239,-3.709303884433435
current_70_20_10__q90,current_70_20_10,0.9,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,47,31.0,1.5161290322580645,0.1055631222897464,2.259575759346985,0.5319148936170213,1.2682672404892978,23.80752797319794,-0.0797418198111377,2.5074466433287252
current_70_20_10__q90,current_70_20_10,0.9,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,38,28.0,1.3571428571428572,-0.04813078547004768,-0.47429808815226826,0.47368421052631576,0.8728853762654547,-11.149038927307071,-0.1713018628307834,-1.2793314440132704
current_70_20_10__q90,current_70_20_10,0.9,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,34,31.0,1.096774193548387,0.0337666188960668,0.4784728638104079,0.5588235294117647,1.1574714025753576,11.596510054287418,-0.11226998331331717,1.195695586041394
current_70_20_10__q90,current_70_20_10,0.9,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,22,30.0,0.7333333333333333,-0.05792534878734945,-0.5161567296746464,0.36363636363636365,0.5761692976421731,-26.362910961476572,-0.08969007625966774,-3.5015727049740204
current_70_20_10__q90,current_70_20_10,0.9,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,28,31.0,0.9032258064516129,0.024152469629672435,0.3244482742798307,0.5357142857142857,1.1413003431827509,10.061358497850804,-0.07734556501251999,1.025517738779085
current_70_20_10__q90,current_70_20_10,0.9,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,35,25.180555555555557,1.3899613899613898,0.044293133246242844,0.874290384387401,0.5428571428571428,1.1615033899799854,15.121821594039712,-0.08266989303973615,1.4316524438161826
current_70_20_10__q95,current_70_20_10,0.95,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,4,4.819444444444445,0.829971181556196,0.006688938636409958,0.6568184329836324,0.5,1.2958836542354328,17.620672239520594,-0.013563472072196325,1.9355241845876734
current_70_20_10__q95,current_70_20_10,0.95,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,26,31.0,0.8387096774193549,0.00032789653042120115,0.003867544114521726,0.5,1.0240124728499689,1.8043104113411712,-0.06360250517534705,0.16853613301977857
current_70_20_10__q95,current_70_20_10,0.95,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,32,31.0,1.032258064516129,0.15580630075785473,4.500736480611727,0.5,1.690633861423822,47.595790643767906,-0.10175334152122129,4.265386364735921
current_70_20_10__q95,current_70_20_10,0.95,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,32,30.0,1.0666666666666667,0.11660084754229771,2.826118619282403,0.53125,1.556690699412544,36.69337455895213,-0.08323121264785693,3.3975589998532403
current_70_20_10__q95,current_70_20_10,0.95,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,43,31.0,1.3870967741935485,0.08203369049294484,1.5302160700312237,0.4186046511627907,1.222811396576522,21.215552403910802,-0.1403570952609665,1.9614344300746052
current_70_20_10__q95,current_70_20_10,0.95,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,32,30.0,1.0666666666666667,0.15201808603881628,4.59441634467047,0.5625,1.5773572221170942,47.057306762595424,-0.07338417692287713,3.894583243112311
current_70_20_10__q95,current_70_20_10,0.95,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,30,31.0,0.967741935483871,-0.15015614476884143,-0.8527601583643211,0.36666666666666664,0.5917997390977497,-51.462181704757484,-0.18192263144899856,-4.144539407889803
current_70_20_10__q95,current_70_20_10,0.95,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,18,31.0,0.5806451612903226,-0.028421653710399064,-0.28786634277000356,0.3888888888888889,0.8773058830010769,-13.445601593563856,-0.07822514215165532,-0.8362862071396855
current_70_20_10__q95,current_70_20_10,0.95,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,27,28.0,0.9642857142857143,-0.024100316417604017,-0.2724063218746161,0.48148148148148145,0.9321279698754268,-6.4628800812983584,-0.06862859893619078,-0.522463641101526
current_70_20_10__q95,current_70_20_10,0.95,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,23,31.0,0.7419354838709677,0.09251291805203365,1.8342750925043312,0.5652173913043478,1.669125637402507,40.23367354566881,-0.06098770707795187,3.516107598020082
current_70_20_10__q95,current_70_20_10,0.95,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,18,30.0,0.6,-0.0415836920263396,-0.40354726065947977,0.3888888888888889,0.6611891280891742,-22.679313665509596,-0.0790468018653846,-2.445065252060921
current_70_20_10__q95,current_70_20_10,0.95,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,16,31.0,0.5161290322580645,-0.051692309076893705,-0.4647011921776243,0.4375,0.6580031354996865,-31.704969879116256,-0.0784017914859404,-2.509948363152752
current_70_20_10__q95,current_70_20_10,0.95,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,30,25.180555555555557,1.1913954771097628,0.13910479465184222,5.605537571409569,0.6333333333333333,1.6055150024662115,46.268090173957376,-0.07908712568689402,4.01873490013714
cfg_only__q50,cfg_only,0.5,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,0.004832155909393343,0.44063119128049655,0.5,1.1638554219709996,6.635084615097498,-0.02428271429185236,1.3895648870118578
cfg_only__q50,cfg_only,0.5,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,60,31.0,1.935483870967742,-0.17645096709685482,-0.8983022365615825,0.4,0.6173388463531794,-31.124490437925033,-0.2023272749162528,-5.337983262641912
cfg_only__q50,cfg_only,0.5,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,66,31.0,2.129032258064516,0.013799871113098883,0.175121379851489,0.5606060606060606,1.0507048298029802,3.3817108506262237,-0.1570325434002635,0.5781736969421992
cfg_only__q50,cfg_only,0.5,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,64,30.0,2.1333333333333333,0.28377920500907505,19.891314250287074,0.5625,1.6904985799427124,41.196891668929865,-0.05549085724650704,5.539755806906848
cfg_only__q50,cfg_only,0.5,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,71,31.0,2.2903225806451615,0.19062351070509753,6.801589386982088,0.5915492957746479,1.3657327687847394,26.566248179062054,-0.10209580943623853,3.8446065416296373
cfg_only__q50,cfg_only,0.5,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,75,30.0,2.5,0.11531032878732161,2.7726626937393717,0.6,1.2325359114610377,16.320736243532703,-0.12217720193247461,2.6068887859474863
cfg_only__q50,cfg_only,0.5,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,73,31.0,2.3548387096774195,0.21853089075333543,9.248400176781788,0.589041095890411,1.4932453080704116,28.63105421259583,-0.06880148319782486,4.768088070798969
cfg_only__q50,cfg_only,0.5,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,77,31.0,2.4838709677419355,0.2698560773823744,15.658104630801198,0.5974025974025974,1.5133372202306528,32.89666574910869,-0.0526326028181856,5.143296376082434
