candidate_id,style_set,variant,quantile,window,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
base_all__current_70_20_10__q85,base_all,current_70_20_10,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,117,90.0,1.3,0.10261189177808872,0.48609818382425574,0.5213675213675214,1.1383916915908576,10.175348749230382,-0.14640223885850723,1.151884707631767
base_all__current_70_20_10__q85,base_all,current_70_20_10,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,264,183.0,1.4426229508196722,0.18660162112896628,0.40670760950584506,0.5189393939393939,1.1090951165223615,8.261579060794356,-0.18587845503902745,1.001129005635872
base_all__current_70_20_10__q85,base_all,current_70_20_10,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,562,365.0,1.5397260273972602,0.5460698591717599,0.5460698591717599,0.5320284697508897,1.128911258263113,9.55401628153626,-0.3527963722898678,1.1903456609193692
base_all__current_70_20_10__q90,base_all,current_70_20_10,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.011725382423568353,0.8364572277708477,0.5,1.1745497150092081,18.306856395894762,-0.04138442440370926,1.2765158555188698
base_all__current_70_20_10__q90,base_all,current_70_20_10,0.9,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,39,30.0,1.3,0.11347916309870154,2.6979878614774724,0.5897435897435898,1.3590568291819205,30.170957700500754,-0.08266989303973615,2.852759119140071
base_all__current_70_20_10__q90,base_all,current_70_20_10,0.9,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,90.0,0.9888888888888889,-0.0004490507765322338,-0.0018199013560217248,0.4943820224719101,1.0223309742389295,1.7155130478807594,-0.14447401884259292,0.17210027937942288
base_all__current_70_20_10__q90,base_all,current_70_20_10,0.9,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,209,183.0,1.1420765027322404,0.0646599826844465,0.13311285748031,0.5023923444976076,1.0605819086975872,4.942682224190707,-0.25536532003322876,0.5095649681215333
base_all__current_70_20_10__q90,base_all,current_70_20_10,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,474,365.0,1.2986301369863014,0.6036613581075916,0.6036613581075916,0.5232067510548524,1.1529583645623913,12.00766799300449,-0.2610289519102019,1.2895931403898713
base_all__current_70_20_10__q95,base_all,current_70_20_10,0.95,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.023510109988154948,2.3591767166661652,0.625,1.309035375041447,33.10613910469535,-0.04057123522479511,2.2260575252153436
base_all__current_70_20_10__q95,base_all,current_70_20_10,0.95,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,31,30.0,1.0333333333333334,0.15668363705929922,4.876393480477956,0.6451612903225806,1.6728357101505495,49.75368583774628,-0.07908712568689402,4.079661035799807
base_all__current_70_20_10__q95,base_all,current_70_20_10,0.95,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,69,90.0,0.7666666666666667,0.04381825616548474,0.18996522305131225,0.5072463768115942,1.1071609160518547,8.118925225920687,-0.12157331012513717,0.6887093071285144
base_all__current_70_20_10__q95,base_all,current_70_20_10,0.95,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,134,183.0,0.73224043715847,0.08253663878582973,0.17137782226447307,0.5,1.0984216310026562,8.02773490832091,-0.12157331012513661,0.634438759577609
base_all__current_70_20_10__q95,base_all,current_70_20_10,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,331,365.0,0.9068493150684932,0.476510839508113,0.476510839508113,0.486404833836858,1.1674051770522982,14.109596998831886,-0.2426696592393376,1.1825513868270847
base_all__cfg_only__q50,base_all,cfg_only,0.5,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,18,7.0,2.5714285714285716,0.15978102687697082,2272.780607974331,0.7777777777777778,3.210030386856481,83.9617962295553,-0.045130714063891686,15.649061983845954
base_all__cfg_only__q50,base_all,cfg_only,0.5,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,30.0,2.966666666666667,0.03603468104501206,0.5383455695643828,0.5168539325842697,1.0763461062340798,5.671608238544527,-0.21075237515274636,1.0065000741035297
base_all__cfg_only__q50,base_all,cfg_only,0.5,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,207,90.0,2.3,-0.08106539320750916,-0.29026097612911506,0.4975845410628019,0.9671005222122664,-2.480660902639772,-0.24955454367721552,-0.39953337468456035
base_all__cfg_only__q50,base_all,cfg_only,0.5,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,431,183.0,2.3551912568306013,0.43834964009069677,1.0647443703359603,0.5359628770301624,1.1408886024253804,10.103930187877065,-0.2800540425884326,1.6174342402639688
base_all__cfg_only__q50,base_all,cfg_only,0.5,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,833,365.0,2.282191780821918,1.45443430437162,1.45443430437162,0.5450180072028812,1.1782599906825264,12.454739473723386,-0.28005404258843225,1.960862815233654
base_all__cfg_only__q60,base_all,cfg_only,0.6,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,15,7.0,2.142857142857143,0.1615143624274562,2456.9192544034518,0.7333333333333333,3.06852615581447,102.56956051256705,-0.03545042538658416,12.981953946193672
base_all__cfg_only__q60,base_all,cfg_only,0.6,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,80,30.0,2.6666666666666665,-0.018948825484295884,-0.20765335820534292,0.4875,0.9942221295682488,-0.4751132409924423,-0.22771765734436833,-0.07501789776151559
base_all__cfg_only__q60,base_all,cfg_only,0.6,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,188,90.0,2.088888888888889,-0.0639417053706649,-0.23507773827222223,0.4946808510638298,0.9768968595132468,-1.7868051654625625,-0.3050366543385912,-0.2638957260790746
base_all__cfg_only__q60,base_all,cfg_only,0.6,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,399,183.0,2.180327868852459,0.6370798963407256,1.6728215849928119,0.5388471177944862,1.2057196268437178,14.000897278983674,-0.3050366543385913,2.1718121309225644
base_all__cfg_only__q60,base_all,cfg_only,0.6,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,818,365.0,2.241095890410959,1.7993068106617685,1.7993068106617685,0.539119804400978,1.2056521833770826,14.323322668760857,-0.30503665433859106,2.1935270043423127
base_all__cfg_only__q70,base_all,cfg_only,0.7,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,15,7.0,2.142857142857143,0.1615143624274562,2456.9192544034518,0.7333333333333333,3.06852615581447,102.56956051256705,-0.03545042538658416,12.981953946193672
base_all__cfg_only__q70,base_all,cfg_only,0.7,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,76,30.0,2.533333333333333,-0.027398414625142142,-0.28680409652352434,0.5,0.9786125799059294,-1.785705547730826,-0.24639187806169327,-0.2785621571030482
base_all__cfg_only__q70,base_all,cfg_only,0.7,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,181,90.0,2.011111111111111,-0.2869767279996509,-0.7463388751970879,0.46408839779005523,0.7994751880758375,-17.02508613435842,-0.39363477563708926,-2.5334009537886626
base_all__cfg_only__q70,base_all,cfg_only,0.7,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,372,183.0,2.0327868852459017,0.02606084448472923,0.05265285902218442,0.521505376344086,1.0306014143888833,2.3283020903203964,-0.4078210499696401,0.34973744478223406
base_all__cfg_only__q70,base_all,cfg_only,0.7,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,763,365.0,2.0904109589041098,1.0298913705865655,1.0298913705865655,0.5347313237221494,1.1528898391374542,11.008350503862978,-0.40782104996963964,1.6329594811028818
base_all__cfg_only__q80,base_all,cfg_only,0.8,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,11,7.0,1.5714285714285714,0.14674711381172267,1260.2857192243391,0.7272727272727273,3.8266888472075227,127.7313652660212,-0.023051506776914366,13.029310895345384
base_all__cfg_only__q80,base_all,cfg_only,0.8,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,56,30.0,1.8666666666666667,0.2717894124625091,17.6373858531094,0.5714285714285714,1.5870560010875103,45.651504121592765,-0.10536880954648642,5.132723798533743
base_all__cfg_only__q80,base_all,cfg_only,0.8,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,139,90.0,1.5444444444444445,0.18919338713486322,1.0192525300146658,0.5035971223021583,1.1946926976915917,14.314026957734086,-0.13227935085203468,1.7583265867178177
base_all__cfg_only__q80,base_all,cfg_only,0.8,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,301,183.0,1.644808743169399,0.17013939888678853,0.3680511065813661,0.5116279069767442,1.0917043547923835,6.910518402794934,-0.23491421466566131,0.9176322128062117
base_all__cfg_only__q80,base_all,cfg_only,0.8,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,635,365.0,1.7397260273972603,0.5948057235013746,0.5948057235013746,0.5291338582677165,1.1245927641246918,9.061282453523834,-0.33168718949752163,1.2313050480262238
base_all__cfg_only__q85,base_all,cfg_only,0.85,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,9,7.0,1.2857142857142858,0.06949438352572734,32.223913319097946,0.6666666666666666,2.0447383157600583,78.60554363553362,-0.04057123522479511,5.90100781324682
base_all__cfg_only__q85,base_all,cfg_only,0.85,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,46,30.0,1.5333333333333334,0.18241718516556538,6.680283525126791,0.6086956521739131,1.4757651501652154,39.2201451326529,-0.0970983716155005,3.916532991332682
base_all__cfg_only__q85,base_all,cfg_only,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,117,90.0,1.3,0.0860686792962273,0.3977233786956951,0.5042735042735043,1.1182298539780413,8.939552499237877,-0.10664890293617468,0.9962942445813538
base_all__cfg_only__q85,base_all,cfg_only,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,262,183.0,1.4316939890710383,0.1555455867068598,0.33423112492749674,0.5114503816793893,1.0957805370340807,7.303824710886047,-0.18587845503902733,0.8801782317840455
base_all__cfg_only__q85,base_all,cfg_only,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,565,365.0,1.547945205479452,0.5280877315331551,0.5280877315331551,0.5256637168141592,1.1257492488836385,9.284891141725867,-0.3486052838049103,1.1663544208172896
base_all__cfg_only__q90,base_all,cfg_only,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.011725382423568353,0.8364572277708477,0.5,1.1745497150092081,18.306856395894762,-0.04138442440370926,1.2765158555188698
base_all__cfg_only__q90,base_all,cfg_only,0.9,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,39,30.0,1.3,0.11347916309870154,2.6979878614774724,0.5897435897435898,1.3590568291819205,30.170957700500754,-0.08266989303973615,2.852759119140071
base_all__cfg_only__q90,base_all,cfg_only,0.9,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,90.0,0.9888888888888889,-0.0004490507765322338,-0.0018199013560217248,0.4943820224719101,1.0223309742389295,1.7155130478807594,-0.14447401884259292,0.17210027937942288
base_all__cfg_only__q90,base_all,cfg_only,0.9,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,210,183.0,1.1475409836065573,0.1005735727716437,0.21062805436786403,0.5047619047619047,1.0805274351757308,6.525283154660931,-0.2239912629741162,0.6715545226503952
base_all__cfg_only__q90,base_all,cfg_only,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,477,365.0,1.3068493150684932,0.5966590043928541,0.5966590043928541,0.519916142557652,1.1502396152697534,11.874888097668041,-0.24909476750580395,1.2725902220586838
base_all__cfg_only__q95,base_all,cfg_only,0.95,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.023510109988154948,2.3591767166661652,0.625,1.309035375041447,33.10613910469535,-0.04057123522479511,2.2260575252153436
base_all__cfg_only__q95,base_all,cfg_only,0.95,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,32,30.0,1.0666666666666667,0.1699077219257652,5.748043780122251,0.65625,1.722709585508479,51.7716202360252,-0.07908712568689413,4.379094746610468
base_all__cfg_only__q95,base_all,cfg_only,0.95,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,70,90.0,0.7777777777777778,0.055751978371317845,0.24611065738489057,0.5142857142857142,1.1290304647436817,9.63619181673141,-0.11902949839112498,0.8276110501298632
base_all__cfg_only__q95,base_all,cfg_only,0.95,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,135,183.0,0.7377049180327869,0.09491301891580006,0.19824065394246682,0.5037037037037037,1.108881922141791,8.815141217019804,-0.11902949839112431,0.7011961139714838
base_all__cfg_only__q95,base_all,cfg_only,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,333,365.0,0.9123287671232877,0.4311318202009875,0.4311318202009875,0.4954954954954955,1.155816582608333,13.054690403787898,-0.2426696592393376,1.1086439450588395
base_all__style_only__q50,base_all,style_only,0.5,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,16,7.0,2.2857142857142856,-0.06570803598693287,-0.9711012452812219,0.4375,0.5989660389906635,-40.78638386946809,-0.0946820886905696,-6.392730712725825
base_all__style_only__q50,base_all,style_only,0.5,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,64,30.0,2.1333333333333333,-0.18774687080334218,-0.9203390863470841,0.46875,0.6471197533918512,-31.111050405069626,-0.20750770180608036,-5.2993279000943625
base_all__style_only__q50,base_all,style_only,0.5,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,182,90.0,2.022222222222222,-0.46743437666633003,-0.9223232536706927,0.46703296703296704,0.5901980801646121,-33.47743924177282,-0.4863063501865905,-6.185082588314478
base_all__style_only__q50,base_all,style_only,0.5,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,364,183.0,1.989071038251366,-0.41936625842261044,-0.6618614460102841,0.5247252747252747,0.80505283746691,-13.81402884333791,-0.5244579045288744,-2.5001595370666645
base_all__style_only__q50,base_all,style_only,0.5,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,725,365.0,1.9863013698630136,-0.04746309992802178,-0.04746309992802178,0.5572413793103448,1.0073516280395827,0.460374167440196,-0.5244579045288744,0.08244174706672946
base_all__style_only__q60,base_all,style_only,0.6,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,16,7.0,2.2857142857142856,-0.007977992215564056,-0.34141625534083275,0.5625,0.952136808599224,-3.524748909895263,-0.07355089456494346,-0.5755151353131934
base_all__style_only__q60,base_all,style_only,0.6,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,72,30.0,2.4,-0.09011245471894513,-0.6830306535301726,0.5555555555555556,0.8559866433266882,-11.444269821995666,-0.155186178838724,-1.8452317753204532
base_all__style_only__q60,base_all,style_only,0.6,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,187,90.0,2.077777777777778,-0.2069239287449327,-0.6094597801441328,0.5508021390374331,0.8421670820426087,-11.136922341970477,-0.24934805170626073,-1.9340478949376512
base_all__style_only__q60,base_all,style_only,0.6,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,380,183.0,2.0765027322404372,0.042118578308924626,0.08576632722309596,0.5894736842105263,1.0361464604144264,2.2507376183308834,-0.2493480517062613,0.4059015558773087
base_all__style_only__q60,base_all,style_only,0.6,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,741,365.0,2.03013698630137,0.7096085346212957,0.7096085346212957,0.5897435897435898,1.1436896653249995,8.390496714352057,-0.24934805170626095,1.505341426330803
base_all__style_only__q70,base_all,style_only,0.7,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,15,7.0,2.142857142857143,-0.017536817975306818,-0.6024890475245491,0.6,0.8411120055759145,-10.559479345288041,-0.056405296684642114,-1.8308562047057055
base_all__style_only__q70,base_all,style_only,0.7,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,65,30.0,2.1666666666666665,-0.07263262203464804,-0.600456798966216,0.6,0.8644772395705705,-10.117426857330162,-0.1418788441337855,-1.6477958289832517
base_all__style_only__q70,base_all,style_only,0.7,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,176,90.0,1.9555555555555555,-0.07775677274950232,-0.2798402099201812,0.5681818181818182,0.9475897840322596,-3.4057822218791927,-0.1715054862119194,-0.5884775583141869
base_all__style_only__q70,base_all,style_only,0.7,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,362,183.0,1.9781420765027322,0.04732276488984222,0.09660786762810214,0.5773480662983426,1.0390735152201713,2.416428523906311,-0.1715054862119194,0.43015714043370873
base_all__style_only__q70,base_all,style_only,0.7,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,723,365.0,1.9808219178082191,0.7181460676618616,0.7181460676618616,0.5836791147994468,1.1485133757796149,8.626313825758265,-0.24490372645506653,1.5377398069514532
base_all__style_only__q80,base_all,style_only,0.8,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,12,7.0,1.7142857142857142,0.007827777588588658,0.5016634692390156,0.75,1.1276575831666105,7.912485741651213,-0.04057123522479511,1.1351500827233214
base_all__style_only__q80,base_all,style_only,0.8,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,64,30.0,2.1333333333333333,-0.0037887429804209782,-0.045133670851801644,0.671875,1.0108740022061968,0.7147836529520406,-0.12275597557807982,0.1229034326665074
base_all__style_only__q80,base_all,style_only,0.8,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,162,90.0,1.8,-0.18162888602522553,-0.5564270318597238,0.5925925925925926,0.8386813023924815,-11.20466153056484,-0.24492111756331458,-1.8865137347647514
base_all__style_only__q80,base_all,style_only,0.8,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,339,183.0,1.8524590163934427,0.013321476298550072,0.026746163163974712,0.5958702064896755,1.0244945294617067,1.5168074991301228,-0.24492111756331436,0.26294819634516015
base_all__style_only__q80,base_all,style_only,0.8,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,682,365.0,1.8684931506849316,0.694458617482623,0.694458617482623,0.592375366568915,1.155199391837133,8.873364677531738,-0.24492111756331436,1.535801174008602
base_all__style_only__q85,base_all,style_only,0.85,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,12,7.0,1.7142857142857142,0.007827777588588658,0.5016634692390156,0.75,1.1276575831666105,7.912485741651213,-0.04057123522479511,1.1351500827233214
base_all__style_only__q85,base_all,style_only,0.85,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,64,30.0,2.1333333333333333,-0.0037887429804209782,-0.045133670851801644,0.671875,1.0108740022061968,0.7147836529520406,-0.12275597557807982,0.1229034326665074
base_all__style_only__q85,base_all,style_only,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,160,90.0,1.7777777777777777,-0.2281830854211485,-0.650209538789206,0.575,0.7902682375039528,-15.012622935568292,-0.2583918211288785,-2.5097900042328782
base_all__style_only__q85,base_all,style_only,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,330,183.0,1.8032786885245902,-0.1458786182931362,-0.26984780058964175,0.5818181818181818,0.9419982424508028,-3.6762694785621144,-0.3179672343359502,-0.6358533831742917
base_all__style_only__q85,base_all,style_only,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,655,365.0,1.7945205479452055,0.17607898153093293,0.17607898153093293,0.583206106870229,1.0608106478641344,3.6118142104916067,-0.31796723433595087,0.6134231547951289
base_all__style_only__q90,base_all,style_only,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,12,7.0,1.7142857142857142,0.007827777588588658,0.5016634692390156,0.75,1.1276575831666105,7.912485741651213,-0.04057123522479511,1.1351500827233214
