candidate_id,variant,quantile,window,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
cfg_style_78_22__q85,cfg_style_78_22,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,121,90.0,1.3444444444444446,0.07501782233851007,0.34093575788049124,0.512396694214876,1.104428470890283,7.791270855832271,-0.15543861434192996,0.9000768358728477
cfg_style_78_22__q85,cfg_style_78_22,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,269,183.0,1.469945355191257,0.1833189750468054,0.3989564462799007,0.516728624535316,1.1058702920024315,8.035670039624698,-0.177858926861845,0.9836485614092789
cfg_style_78_22__q85,cfg_style_78_22,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,562,365.0,1.5397260273972602,0.5569830775652937,0.5569830775652937,0.5320284697508897,1.1306670264574803,9.673816877443512,-0.3460927967289049,1.2070892188189404
cfg_style_78_22__q90,cfg_style_78_22,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.011725382423568353,0.8364572277708477,0.5,1.1745497150092081,18.306856395894762,-0.04138442440370926,1.2765158555188698
cfg_style_78_22__q90,cfg_style_78_22,0.9,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,39,30.0,1.3,0.11347916309870154,2.6979878614774724,0.5897435897435898,1.3590568291819205,30.170957700500754,-0.08266989303973615,2.852759119140071
cfg_style_78_22__q90,cfg_style_78_22,0.9,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,90.0,0.9888888888888889,-0.0004490507765322338,-0.0018199013560217248,0.4943820224719101,1.0223309742389295,1.7155130478807594,-0.14447401884259292,0.17210027937942288
cfg_style_78_22__q90,cfg_style_78_22,0.9,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,211,183.0,1.1530054644808743,0.1414625794308899,0.30199512738655665,0.5071090047393365,1.1031019399886257,8.214704639116096,-0.22795596146208685,0.8513246677505538
cfg_style_78_22__q90,cfg_style_78_22,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,476,365.0,1.3041095890410959,0.7193465145028175,0.7193465145028175,0.5252100840336135,1.1728934737914987,13.428396476222195,-0.24909476750580373,1.4459421639664873
cfg_style_78_22__q95,cfg_style_78_22,0.95,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.023510109988154948,2.3591767166661652,0.625,1.309035375041447,33.10613910469535,-0.04057123522479511,2.2260575252153436
cfg_style_78_22__q95,cfg_style_78_22,0.95,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,32,30.0,1.0666666666666667,0.1699077219257652,5.748043780122251,0.65625,1.722709585508479,51.7716202360252,-0.07908712568689413,4.379094746610468
cfg_style_78_22__q95,cfg_style_78_22,0.95,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,70,90.0,0.7777777777777778,0.055751978371317845,0.24611065738489057,0.5142857142857142,1.1290304647436817,9.63619181673141,-0.11902949839112498,0.8276110501298632
cfg_style_78_22__q95,cfg_style_78_22,0.95,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,135,183.0,0.7377049180327869,0.09491301891580006,0.19824065394246682,0.5037037037037037,1.108881922141791,8.815141217019804,-0.11902949839112431,0.7011961139714838
cfg_style_78_22__q95,cfg_style_78_22,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,333,365.0,0.9123287671232877,0.530516470659548,0.530516470659548,0.4894894894894895,1.181350075337195,15.098464616441758,-0.24266965923933792,1.2748730984039716
cfg_side_88_12__q50,cfg_side_88_12,0.5,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,18,7.0,2.5714285714285716,0.15978102687697082,2272.780607974331,0.7777777777777778,3.210030386856481,83.9617962295553,-0.045130714063891686,15.649061983845954
cfg_side_88_12__q50,cfg_side_88_12,0.5,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,30.0,2.966666666666667,0.03603468104501206,0.5383455695643828,0.5168539325842697,1.0763461062340798,5.671608238544527,-0.21075237515274636,1.0065000741035297
cfg_side_88_12__q50,cfg_side_88_12,0.5,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,207,90.0,2.3,-0.08106539320750916,-0.29026097612911506,0.4975845410628019,0.9671005222122664,-2.480660902639772,-0.24955454367721552,-0.39953337468456035
cfg_side_88_12__q50,cfg_side_88_12,0.5,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,431,183.0,2.3551912568306013,0.4713431167435369,1.1602870090601431,0.5382830626450116,1.1489979490551294,10.628239131946113,-0.2800540425884318,1.7025719346583268
cfg_side_88_12__q50,cfg_side_88_12,0.5,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,833,365.0,2.282191780821918,0.7735949357769016,0.7735949357769016,0.539015606242497,1.1193466488055874,8.528190616848342,-0.3415159693217539,1.3523766967679092
cfg_side_88_12__q60,cfg_side_88_12,0.6,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,15,7.0,2.142857142857143,0.1615143624274562,2456.9192544034518,0.7333333333333333,3.06852615581447,102.56956051256705,-0.03545042538658416,12.981953946193672
cfg_side_88_12__q60,cfg_side_88_12,0.6,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,80,30.0,2.6666666666666665,-0.018948825484295884,-0.20765335820534292,0.4875,0.9942221295682488,-0.4751132409924423,-0.22771765734436833,-0.07501789776151559
cfg_side_88_12__q60,cfg_side_88_12,0.6,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,188,90.0,2.088888888888889,-0.06248453660812181,-0.23023704717932603,0.4946808510638298,0.9776485689350791,-1.7170772034875172,-0.3050366543385913,-0.25455645107657565
