candidate_id,style_set,quantile,style,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
no_wick_no_breakout__q90,no_wick_no_breakout,0.9,trend_rsi_snapback,87,87.0,1.0,-0.051154719446785735,-0.19772079346006244,0.4827586206896552,0.9100834263694924,-5.193789507691144,-0.1800705160995255,-0.7590903033235119
no_wick_no_breakout__q95,no_wick_no_breakout,0.95,vwap_revert,138,138.0,1.0,0.43852214632659114,1.6162415440834437,0.5579710144927537,1.3265920954119288,29.18566841613622,-0.13481453915365738,2.3406323243330798
no_wick_no_breakout__q95,no_wick_no_breakout,0.95,bb_revert,21,21.0,1.0,0.21132812543063695,27.0007329560972,0.9047619047619048,3.965945040639803,92.76421800960527,-0.04057123522479511,12.016991363739772
no_wick_no_breakout__q95,no_wick_no_breakout,0.95,macd_flip,20,20.0,1.0,0.10119335640953642,4.807783015882044,0.5,1.6252662933829902,52.04726515562611,-0.07632277406677457,3.5124818559350595
no_wick_no_breakout__q95,no_wick_no_breakout,0.95,trend_rsi_snapback,41,41.0,1.0,0.07671385470358438,0.9309497672283655,0.5121951219512195,1.330318288207613,19.312305347887357,-0.07435114505664098,2.2808943606357213
core_bb_vwap_macd__q80,core_bb_vwap_macd,0.8,bb_revert,118,118.0,1.0,0.4372531384379532,2.071037371466139,0.652542372881356,1.5324031212455782,32.357407824487986,-0.15327704013509136,3.480682108547832
core_bb_vwap_macd__q80,core_bb_vwap_macd,0.8,macd_flip,110,110.0,1.0,0.2954302885892566,1.3605339297878243,0.5454545454545454,1.366668159680935,25.68334563491912,-0.10750137293853446,2.3568006375990134
core_bb_vwap_macd__q80,core_bb_vwap_macd,0.8,vwap_revert,247,247.0,1.0,0.2577958494197403,0.4034508114901958,0.5465587044534413,1.147500515927176,11.142080663790294,-0.14149108597223925,1.1024667303475728
core_bb_vwap_macd__q85,core_bb_vwap_macd,0.85,vwap_revert,212,212.0,1.0,0.4658027289813369,0.9316654836937752,0.5660377358490566,1.2567047627734085,20.232105978349978,-0.12194908591912967,1.8442391281420565
core_bb_vwap_macd__q85,core_bb_vwap_macd,0.85,bb_revert,101,101.0,1.0,0.33913370075979765,1.8729240069819784,0.6633663366336634,1.4864160539709181,30.593718210793956,-0.07663615133436208,3.2176706171212235
core_bb_vwap_macd__q85,core_bb_vwap_macd,0.85,macd_flip,79,79.0,1.0,0.11384349011605366,0.6456577675968702,0.5063291139240507,1.20169415504253,16.01780702308111,-0.13022000116692456,1.3918563246715285
core_bb_vwap_macd__q90,core_bb_vwap_macd,0.9,vwap_revert,190,190.0,1.0,0.7961000069744906,2.0802240274147143,0.6,1.4309750071111815,33.2547395702792,-0.11123295868418537,2.8947085276138003
core_bb_vwap_macd__q90,core_bb_vwap_macd,0.9,bb_revert,45,45.0,1.0,0.31487873903010954,8.210753235452689,0.7777777777777778,2.2744026185423487,62.43584092125002,-0.054243664888971366,7.048686041780213
core_bb_vwap_macd__q90,core_bb_vwap_macd,0.9,macd_flip,54,54.0,1.0,0.18325211931124574,2.1185187231780276,0.6111111111111112,1.5017683988419248,33.35549499969411,-0.09399400206301267,3.0303000888831217
core_bb_vwap_macd__q95,core_bb_vwap_macd,0.95,vwap_revert,134,134.0,1.0,0.29185174577157613,1.0087692493894678,0.5373134328358209,1.235007150895439,22.036622074393055,-0.1386335834937491,1.733518230668497
core_bb_vwap_macd__q95,core_bb_vwap_macd,0.95,bb_revert,21,21.0,1.0,0.22605471368530283,33.54502503056391,0.9047619047619048,4.152202459534902,98.57192463800975,-0.040559401261096584,12.77920712235035
core_bb_vwap_macd__q95,core_bb_vwap_macd,0.95,macd_flip,29,29.0,1.0,0.06846990018654164,1.3014850611133095,0.5172413793103449,1.3017970263534797,25.965191783942622,-0.1046830498528416,1.9414866356678557
mean_revert_bb_vwap_rsi__q80,mean_revert_bb_vwap_rsi,0.8,bb_revert,90,90.0,1.0,0.635086365000445,6.345581132617966,0.6888888888888889,2.081416296108969,56.398401259658975,-0.10979966587669432,5.9550127150913195
mean_revert_bb_vwap_rsi__q80,mean_revert_bb_vwap_rsi,0.8,vwap_revert,254,254.0,1.0,0.4181190710421645,0.6520087410252271,0.5511811023622047,1.2042371704248118,15.78157225197358,-0.15229937455355858,1.4951687400393554
mean_revert_bb_vwap_rsi__q80,mean_revert_bb_vwap_rsi,0.8,trend_rsi_snapback,176,176.0,1.0,-0.03585659430697108,-0.07293130977822104,0.5454545454545454,0.981830268598091,-1.0870750234653654,-0.2028011188574983,-0.14745158801345037
mean_revert_bb_vwap_rsi__q85,mean_revert_bb_vwap_rsi,0.85,bb_revert,76,76.0,1.0,0.3067815865642025,2.614766325626919,0.6973684210526315,1.6105626697497888,36.80671730267435,-0.11391431352336745,3.9885657798173253
mean_revert_bb_vwap_rsi__q85,mean_revert_bb_vwap_rsi,0.85,vwap_revert,208,208.0,1.0,0.2622181711084106,0.5047746708011716,0.5432692307692307,1.162833963239067,13.43293635776275,-0.12918151545063938,1.2104182407912218
mean_revert_bb_vwap_rsi__q85,mean_revert_bb_vwap_rsi,0.85,trend_rsi_snapback,149,149.0,1.0,-0.0829467257881148,-0.19112892495659395,0.5234899328859061,0.9229585439266854,-4.762766409124143,-0.2341462240175377,-0.6269831343654663
mean_revert_bb_vwap_rsi__q90,mean_revert_bb_vwap_rsi,0.9,vwap_revert,199,199.0,1.0,0.5315918075505908,1.1856668130207528,0.5829145728643216,1.2865619122350294,23.884120144470263,-0.13574604563005999,2.058204314382935
mean_revert_bb_vwap_rsi__q90,mean_revert_bb_vwap_rsi,0.9,bb_revert,41,41.0,1.0,0.21742794865725745,4.763064505623633,0.7317073170731707,1.9009839222189118,49.50766286460389,-0.06528645182582393,5.596766071737027
