candidate_id,style_set,allowed_styles,variant,quantile,window,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe,active_months,negative_active_months,recent_1m_total_return_1x,recent_3m_total_return_1x,recent_6m_total_return_1x,paper_gate
core_bb_vwap_macd__equal_weight__q95,core_bb_vwap_macd,"bb_revert,macd_flip,vwap_revert",equal_weight,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,190,365.0,0.5205479452054794,0.9490159330742136,0.9490159330742136,0.5894736842105263,1.4536408868810735,38.00101588433134,-0.18043943651548566,2.194369505683425,13,3,0.2831434316831687,0.38887400683212525,0.4638547140714897,True
bb_vwap_only__equal_weight__q90,bb_vwap_only,"bb_revert,vwap_revert",equal_weight,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,272,365.0,0.7452054794520548,0.9462593037830518,0.9462593037830518,0.5808823529411765,1.351615374589501,26.633864937272534,-0.1710578675418759,2.125922095947034,13,3,0.10996174434845107,0.12569200492744903,0.3224182356204146,True
no_wick_no_breakout__current_70_20_10__q85,no_wick_no_breakout,"bb_revert,macd_flip,trend_rsi_snapback,vwap_revert",current_70_20_10,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,463,365.0,1.2684931506849315,0.9122849807519142,0.9122849807519142,0.5680345572354212,1.2252604683272565,15.782484953332283,-0.19804246991730734,1.7985732876459244,13,4,0.37647745775280184,0.1469521661412665,0.35326942562769803,True
core_bb_vwap_macd__cfg_style_78_22__q95,core_bb_vwap_macd,"bb_revert,macd_flip,vwap_revert",cfg_style_78_22,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,189,365.0,0.5178082191780822,0.9044255226739626,0.9044255226739626,0.5925925925925926,1.4540113659537233,36.80964041549202,-0.13227992980972303,2.1778585645414212,13,2,0.24542398395935838,0.2867628987503035,0.38518612061553403,True
no_wick__cfg_side_88_12__q95,no_wick,"bb_revert,macd_flip,micro_breakout,trend_rsi_snapback,vwap_revert",cfg_side_88_12,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,236,365.0,0.6465753424657534,0.899637399253314,0.899637399253314,0.5677966101694916,1.368037967397717,29.73004052993843,-0.11638644421481559,2.0292449004340143,13,3,0.2830848876776544,0.3076931269564904,0.43853393927760775,True
no_wick__equal_weight__q90,no_wick,"bb_revert,macd_flip,micro_breakout,trend_rsi_snapback,vwap_revert",equal_weight,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,374,365.0,1.0246575342465754,0.8940690451217395,0.8940690451217395,0.5641711229946524,1.2647861523306498,18.950459925299352,-0.17515525240690621,1.8943793463143916,13,1,0.1899006517575954,0.10765041188575664,0.23998351376841387,True
no_wick__current_70_20_10__q95,no_wick,"bb_revert,macd_flip,micro_breakout,trend_rsi_snapback,vwap_revert",current_70_20_10,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,235,365.0,0.6438356164383562,0.8924314308692944,0.8924314308692944,0.5659574468085107,1.3660406029327108,29.69451801811729,-0.11638644421481603,2.0182197241874,13,3,0.2830848876776544,0.3076931269564904,0.43853393927760775,True
no_wick_no_breakout__equal_weight__q90,no_wick_no_breakout,"bb_revert,macd_flip,trend_rsi_snapback,vwap_revert",equal_weight,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,361,365.0,0.989041095890411,0.8790535965020576,0.8790535965020576,0.5706371191135734,1.267646484439476,19.435937937968376,-0.1711741867775869,1.8636933433113507,13,1,0.11540456737498461,0.11205504945258626,0.3078305840698259,True
core_bb_vwap_macd__cfg_only__q95,core_bb_vwap_macd,"bb_revert,macd_flip,vwap_revert",cfg_only,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,191,365.0,0.5232876712328767,0.8522046248871349,0.8522046248871349,0.5916230366492147,1.4273775848822894,34.986906266320595,-0.13227992980972347,2.0825996110409575,13,3,0.24542398395935838,0.2867628987503035,0.38518612061553403,True
mean_revert_bb_vwap_rsi__equal_weight__q95,mean_revert_bb_vwap_rsi,"bb_revert,trend_rsi_snapback,vwap_revert",equal_weight,0.95,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,215,365.0,0.589041095890411,0.8240902628852247,0.8240902628852247,0.5627906976744186,1.3981545509544684,30.302603022465856,-0.1322136657608598,2.058141386516436,13,3,0.11977421316664127,0.21204322119154662,0.41544072790955733,True
