candidate_id,month,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,median_trade_bps,max_drawdown_1x,avg_bars_held
tp50_sl75_h12__core__expanding__q80,2025_12,651,31.0,21.0,-0.643184824580294,-0.9999946249688277,0.4838709677419355,0.5628644068303079,-15.6479751314649,-9.404916313050501,-0.6494435051172787,5.915514592933948
tp50_sl75_h12__core__expanding__q80,2026_01,651,31.0,21.0,-0.6975492049687522,-0.9999992324118212,0.46697388632872505,0.5181980149518215,-18.18044229693348,-22.747468249718324,-0.7004482013133351,5.368663594470046
tp50_sl75_h12__core__expanding__q80,2026_02,622,28.0,22.214285714285715,-0.6883332028532254,-0.9999997488723614,0.4758842443729904,0.5246656238510191,-18.543829596902405,-22.939080531354943,-0.6924439138830707,4.596463022508039
tp50_sl75_h12__core__expanding__q80,2026_03,661,31.0,21.322580645161292,-0.5118576985092902,-0.9997847785488411,0.529500756429652,0.673396986105286,-10.674272506339612,17.093014634647183,-0.5161594058335441,5.818456883509834
tp50_sl75_h12__core__expanding__q80,2026_04,392,30.0,13.066666666666666,-0.5393468270362947,-0.9999197611896966,0.413265306122449,0.43515684176816527,-19.61496826447378,-17.595109811903864,-0.5423145635098549,8.308673469387756
tp50_sl75_h12__core__expanding__q80,2026_05,571,31.0,18.419354838709676,-0.6045531854501269,-0.9999819682827482,0.46935201401050786,0.5448449524170543,-16.070610901061016,-9.928596930414363,-0.6062994597899269,5.973730297723293
tp50_sl75_h12__core__expanding__q80,2026_06,20,25.17013888888889,0.7945923575665609,-0.024297443868341317,-0.3000146993954107,0.5,0.6466746360227452,-12.116817259661607,13.108268912474704,-0.024297443868341317,5.25
tp50_sl75_h12__core__expanding__q85,2025_09,441,30.0,14.7,-0.5968617804777152,-0.9999841623766759,0.42857142857142855,0.45566647466632926,-20.42269587617513,-29.22162413471689,-0.6025124750716455,7.340136054421769
tp50_sl75_h12__core__expanding__q85,2025_10,443,31.0,14.290322580645162,-0.3639090975606811,-0.9951404411443247,0.54627539503386,0.7041318740070195,-10.02672250449409,44.33814053737181,-0.3722977030402358,5.006772009029345
tp50_sl75_h12__core__expanding__q85,2025_11,537,30.0,17.9,-0.5807695139050518,-0.9999745017863341,0.48789571694599626,0.56978436782719,-15.995485050788124,-7.668313589532318,-0.5866093763077237,4.925512104283054
tp50_sl75_h12__core__expanding__q85,2025_12,554,31.0,17.870967741935484,-0.6193089216158295,-0.9999884765696875,0.4729241877256318,0.533058487546476,-17.24673271456787,-14.949532071047923,-0.6259863950166851,5.981949458483754
tp50_sl75_h12__core__expanding__q85,2026_01,515,31.0,16.612903225806452,-0.6039923971082406,-0.9999816648939065,0.4601941747572815,0.5234051205601793,-17.799976453470144,-20.977748883062507,-0.6057411478627073,5.332038834951456
tp50_sl75_h12__core__expanding__q85,2026_02,495,28.0,17.678571428571427,-0.6149373793104169,-0.9999960453754508,0.4727272727272727,0.5144981043023152,-19.08010085360627,-24.81777582791669,-0.6200161402709703,4.642424242424243
tp50_sl75_h12__core__expanding__q85,2026_03,543,31.0,17.516129032258064,-0.4384588426902025,-0.9988801228950491,0.5303867403314917,0.6780365079614038,-10.453623146325821,17.093014634647183,-0.4434073704082322,5.915285451197054
tp50_sl75_h12__core__expanding__q85,2026_04,303,30.0,10.1,-0.4586617032568848,-0.9994282539785732,0.41254125412541254,0.4288181566171793,-20.094788465437617,-23.696556802684952,-0.4586617032568848,8.330033003300331
tp50_sl75_h12__core__expanding__q85,2026_05,485,31.0,15.64516129032258,-0.5159270028073859,-0.9998049798668501,0.4865979381443299,0.5693597515963689,-14.78553100666831,-6.284080409350688,-0.5180646461578571,5.94639175257732
tp50_sl75_h12__core__expanding__q85,2026_06,17,25.17013888888889,0.6754035039315768,-0.025031298012423653,-0.3076106953427372,0.47058823529411764,0.586285969265973,-14.728453791396559,-18.121602712422398,-0.025031298012423653,5.764705882352941
tp50_sl75_h12__core__expanding__q90,2025_09,312,30.0,10.4,-0.4268314057157866,-0.9988542170294921,0.44871794871794873,0.5004653475023465,-17.669837624721254,-21.05780898935633,-0.4315015168182642,7.714743589743589
tp50_sl75_h12__core__expanding__q90,2025_10,327,31.0,10.548387096774194,-0.21739702074866518,-0.9442124898102916,0.5657492354740061,0.7705117563852265,-7.317565596615159,44.33814053737181,-0.27272418367127316,5.134556574923548
tp50_sl75_h12__core__expanding__q90,2025_11,416,30.0,13.866666666666667,-0.35324531614098353,-0.9950188274249983,0.5360576923076923,0.6924964029538611,-10.29353368514707,44.3381405373707,-0.37461062237730036,4.954326923076923
tp50_sl75_h12__core__expanding__q90,2025_12,414,31.0,13.35483870967742,-0.5433340711224404,-0.9999018143184001,0.46618357487922707,0.5062659603408755,-18.74411198191582,-26.074497343402385,-0.5476982173753147,6.21256038647343
tp50_sl75_h12__core__expanding__q90,2026_01,375,31.0,12.096774193548388,-0.4768794140451671,-0.9995138578734997,0.4666666666666667,0.5337963890335148,-17.09482624080821,-15.59442256869911,-0.47737298959799146,5.552
tp50_sl75_h12__core__expanding__q90,2026_02,367,28.0,13.107142857142858,-0.5242765038012089,-0.9999377575361953,0.45776566757493187,0.4920735381863735,-20.045668637854362,-26.665606494923267,-0.5263772761520937,4.855585831062671
