candidate_id,style_set,variant,quantile,month,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
base_all__current_70_20_10__q50,base_all,current_70_20_10,0.5,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,70,31.0,2.2580645161290325,0.21135255899388472,8.559687665794,0.5857142857142857,1.4410232984671387,29.458582830893548,-0.15760645652635596,4.153414501895741
base_all__current_70_20_10__q50,base_all,current_70_20_10,0.5,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,73,25.180555555555557,2.899062327633756,-0.04374507098010916,-0.47711096432418154,0.4931506849315068,0.947515721725052,-4.325289724492871,-0.19705679765801942,-0.7352098195953496
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,0.004832155909393343,0.44063119128049655,0.5,1.1638554219709996,6.635084615097498,-0.02428271429185236,1.3895648870118578
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,66,31.0,2.129032258064516,-0.08594245071982953,-0.6528677965624654,0.5,0.8192417278246336,-12.485936730489051,-0.12015022159653388,-2.306746676767612
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,73,31.0,2.3548387096774195,-0.028728746344400813,-0.2905120689815126,0.4794520547945205,0.9705169848820454,-2.3245178754005678,-0.11772133700895726,-0.369190350078435
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,66,30.0,2.2,0.3191612331967877,28.081995760433085,0.6060606060606061,1.8369513768788,43.833724529161245,-0.05549085724650704,6.498577684798788
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,80,31.0,2.5806451612903225,0.2952287786623826,20.027578549048457,0.5625,1.4414321989728474,34.89971022057492,-0.1615715085159144,4.734245844596241
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,70,30.0,2.3333333333333335,0.08455836871340949,1.6847920066807172,0.5714285714285714,1.1777022525765164,13.554654687014509,-0.12974006737823252,1.9838795806188938
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,70,31.0,2.2580645161290325,0.06832482758246794,1.1775014938734043,0.5571428571428572,1.1635303217556574,10.954903210695004,-0.11192294424600502,1.7980861426181858
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,82,31.0,2.6451612903225805,0.45694419754625626,83.02500608506945,0.6463414634146342,1.9212126774405278,47.51228342878831,-0.07812493331304671,8.418429264593179
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,66,28.0,2.357142857142857,0.12129844357260167,3.4478651214497233,0.5454545454545454,1.2837834851575356,18.964911235372483,-0.1345222658459181,3.0738284984108994
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,58,31.0,1.8709677419354838,0.0753126290137438,1.3512359190759637,0.5344827586206896,1.22396347398203,13.913208499634106,-0.08568711702527909,2.160685729655361
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,50,30.0,1.6666666666666667,-0.13619688898899984,-0.8315854432173184,0.44,0.638660212246922,-28.156511775007328,-0.15203480331269648,-4.653490039681084
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,66,31.0,2.129032258064516,0.06732118590820635,1.15353700165804,0.5151515151515151,1.1599948162121745,11.949977603018123,-0.17719897971189658,1.6167166276635156
base_all__current_70_20_10__q60,base_all,current_70_20_10,0.6,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,63,25.180555555555557,2.501930501930502,-0.14808816834398253,-0.9020400039472543,0.4444444444444444,0.7502587943871607,-23.564445894235785,-0.27114485934022836,-3.6727957816215917
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,-0.013182836509062934,-0.6339698977817962,0.5,0.7249234918531267,-15.933614320389053,-0.03902263899068037,-3.2500407378501697
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,64,31.0,2.064516129032258,-0.11991308973031767,-0.7777543720393214,0.4375,0.7224983385007734,-18.91296178275708,-0.15469694140461643,-3.5954313509801072
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,75,31.0,2.4193548387096775,0.11188009095910689,2.4857421987026367,0.56,1.2382695472186103,15.49913544893405,-0.08473018285111433,2.787970772528491
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,56,30.0,1.8666666666666667,0.44656890455763665,88.28791686545568,0.6607142857142857,2.685247895180988,67.91314848607317,-0.04207289640445577,9.274237725609634
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,77,31.0,2.4838709677419355,0.12971590840891323,3.204071911502221,0.5194805194805194,1.210627058614616,18.44981855377204,-0.22700606111790922,2.412761401970784
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,63,30.0,2.1,0.17059620598373781,5.796518942315488,0.5555555555555556,1.354113734540738,27.174507451810204,-0.1297400673782324,3.5986904829189585
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,57,31.0,1.8387096774193548,-0.03396104899448349,-0.33423040179803587,0.49122807017543857,0.941537902061623,-4.3888884847211305,-0.10161998140795192,-0.6148120678863427
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,72,31.0,2.3225806451612905,0.24816773103988887,12.599919985139886,0.6111111111111112,1.5552814761438225,32.36533554242422,-0.07043628222543086,5.34505749157443
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,57,28.0,2.0357142857142856,0.1694093769226106,6.691177112461123,0.6140350877192983,1.420342493645749,29.25466883881515,-0.10202993339220834,4.207380204086904
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,60,31.0,1.935483870967742,0.08973564213846386,1.7505941196399677,0.5833333333333334,1.2557982477004799,15.518367970494218,-0.10459234455466104,2.6557881891438915
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,42,30.0,1.4,-0.13069717053501562,-0.8180655395123403,0.40476190476190477,0.609304302865778,-32.10052074024379,-0.14730387409704748,-4.623958528642073
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,65,31.0,2.096774193548387,-0.1675281166019985,-0.8845441469841782,0.46153846153846156,0.6907201043237917,-26.68562376646282,-0.22746626182180651,-4.258881529116144
base_all__current_70_20_10__q70,base_all,current_70_20_10,0.7,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,54,25.180555555555557,2.144511858797573,0.025306550497527835,0.4365747472505499,0.5,1.0794973769715508,7.194043021316043,-0.13661459024015643,0.8785602529996427
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,9,4.819444444444445,1.8674351585014408,-0.009927635984973704,-0.5302831662134276,0.4444444444444444,0.8348268835698803,-10.241682469949284,-0.03902263899068037,-1.947547600860621
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,58,31.0,1.8709677419354838,-0.15788234225741338,-0.867771644927336,0.43103448275862066,0.6492983799298113,-28.32510336776653,-0.1843420852250921,-4.618839488486727
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,60,31.0,1.935483870967742,-0.012404904633077196,-0.13668118231267545,0.55,0.9875018129396747,-0.8726490779298277,-0.14833652613405346,-0.14817913229057433
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,55,30.0,1.8333333333333333,0.47531957152750204,112.44384279549654,0.6909090909090909,3.3557794577702036,72.30968389087083,-0.04207289640445566,11.164840780175458
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,59,31.0,1.903225806451613,0.01518393690398101,0.194150334121455,0.4745762711864407,1.0545088356770642,4.896358912086021,-0.11548534649172926,0.5896052310631025
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,52,30.0,1.7333333333333334,0.10855528725502839,2.503868926582093,0.5961538461538461,1.2827921428055613,22.125418274111233,-0.09949623460708601,2.5742946895808765
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,53,31.0,1.7096774193548387,-0.02305118630857239,-0.2401134998463652,0.5471698113207547,0.960905876343107,-2.86879844445469,-0.154808667829333,-0.40491906425066915
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,57,31.0,1.8387096774193548,-0.08512641834958401,-0.6492013137054331,0.5087719298245614,0.8454868693179917,-13.807234477696301,-0.18037441780004104,-1.8752641603892155
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,46,28.0,1.6428571428571428,0.07546085472523267,1.58141764145046,0.5434782608695652,1.2342843226541502,17.67736773032278,-0.10667181615365073,2.222153836434747
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,50,31.0,1.6129032258064515,0.07858283591581294,1.4368204167693515,0.6,1.288357588306134,16.218019571099955,-0.08932738191621015,2.6545964375681548
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,37,30.0,1.2333333333333334,-0.11566169516931091,-0.7758574472535456,0.3783783783783784,0.6216352516564934,-31.895674953115282,-0.12628189655861344,-4.16787403532347
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,51,31.0,1.6451612903225807,0.0197072714485389,0.25832367711620563,0.5098039215686274,1.0759026457458294,5.123359769775348,-0.1012922410362963,0.772699192518561
base_all__current_70_20_10__q80,base_all,current_70_20_10,0.8,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,46,25.180555555555557,1.8268063982349696,0.26595650108608093,29.520537823891324,0.5652173913043478,1.694744785506754,54.22899840555875,-0.07735409133069349,5.79404697693861
