segment,rank,cfg_name,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x
2025_12,21,R3_live_candidate_gate_R02232,45,180.59722222222223,0.24917326770745213,0.13949883454712264,0.30203557086935806,0.35555555555555557,1.4519161468484272,30.76582935562946,-0.06440798051835983
2025_12,22,R3_live_candidate_gate_R01005,75,182.86111111111111,0.41014734923287255,0.13427674550877144,0.28594365642628583,0.8933333333333333,1.7622507810329873,17.135801450338256,-0.07569835543805892
2025_12,23,R1_relax_frequency_R01242,107,182.98263888888889,0.584754928936033,0.13119366646663622,0.2787672618915993,0.7102803738317757,1.2700187287535862,12.275090336918286,-0.07560646308930663
2025_12,24,R2_relax_winrate_payoff_R00180,53,182.35763888888889,0.2906376739846532,0.12772501375809142,0.27200240945493137,0.5660377358490566,1.748047225216491,23.19781261475306,-0.048883955229517384
2025_12,25,R3_live_candidate_gate_R01563,56,181.58333333333334,0.30839834786599357,0.116903039211123,0.24886567035004425,0.5357142857142857,1.3898738871320158,20.850939369503894,-0.07568653123110891
2025_12,26,R2_relax_winrate_payoff_R02535,68,179.91319444444446,0.3779600501785197,0.10783658813511199,0.2309215039295116,0.17647058823529413,1.3566896423815507,16.34782256850804,-0.05954133914782378
2025_12,27,R2_relax_winrate_payoff_R03411,67,177.94791666666666,0.37651466370075515,0.10503706955003866,0.22736275238447923,0.5074626865671642,1.1812627539481257,18.417533705722107,-0.21467838466016842
2025_12,28,R1_relax_frequency_R00255,43,178.61805555555554,0.24073714085766496,0.10346913904102473,0.22286641075977953,0.7906976744186046,1.3980537052654742,24.504202551362155,-0.08949522958923395
2025_12,29,R1_relax_frequency_R02489,63,175.20486111111111,0.3595790641907291,0.09978794119664403,0.21915221483241587,0.8412698412698413,1.717653738640443,15.457656903238766,-0.040725617724271856
2025_12,30,R2_relax_winrate_payoff_R00401,107,183.45486111111111,0.5832497397558436,0.0997519401916136,0.20825779352368978,0.38317757009345793,1.1992679740794294,9.61617059687627,-0.05756696768435643
2025_12,31,R1_relax_frequency_R00093,56,168.78472222222223,0.33178358362476856,0.09911353984710747,0.22674775051230722,0.7321428571428571,1.5498188907815496,17.309118596833304,-0.04223721066083996
2025_12,32,R3_live_candidate_gate_R01275,55,181.58333333333334,0.30289123451124367,0.08531559110781672,0.17888399326436777,0.5818181818181818,1.226923003263055,16.948481478878524,-0.10883796709683091
2025_12,33,R3_live_candidate_gate_R02851,75,181.88888888888889,0.41233964569334147,0.07819295296934992,0.16308829615506282,0.92,1.4969799025895496,10.488334418855333,-0.04373626399432262
2025_12,34,R3_live_candidate_gate_R00132,70,178.64583333333334,0.39183673469387753,0.07741503485733436,0.16456396760431313,0.6142857142857143,1.1799190156431123,11.95458491819029,-0.12764585532717398
2025_12,35,R3_live_candidate_gate_R00540,40,177.99652777777777,0.22472348477459378,0.07524117969072419,0.1603954894415749,0.525,1.3516491847924645,19.0248980331514,-0.06009240378262892
2025_12,36,R3_live_candidate_gate_R01393,51,179.57638888888889,0.28400170153524884,0.07452337244280716,0.1573058779734231,0.3137254901960784,1.2170499914462705,15.735586157965848,-0.08861445910861698
2025_12,37,R3_live_candidate_gate_R00947,60,181.11111111111111,0.3312883435582822,0.07070464608847415,0.1476102828333694,0.8,1.2299123435802337,12.478024265669594,-0.10773449905060428
2025_12,38,R1_relax_frequency_R02480,59,179.79861111111111,0.3281449152215055,0.0699170312271038,0.14704945865124341,0.6271186440677966,1.2081685668801214,12.355580837414083,-0.08012113025376122
2025_12,39,R1_relax_frequency_R00640,41,180.65277777777777,0.22695471669101255,0.06594621489479136,0.13772626700750212,0.8536585365853658,1.530676906841062,16.083446127273646,-0.046327457290284424
2025_12,40,R1_relax_frequency_R00946,40,183.36458333333334,0.2181446344373118,0.06368711113875603,0.1307717057882496,0.65,1.2819079121734185,16.34236211925418,-0.05896298472792472
2025_12,41,R1_relax_frequency_R00928,53,179.79861111111111,0.2947742458769457,0.06097767899300144,0.1276775716439642,0.5283018867924528,1.2416305057852708,11.899392084363024,-0.09126368739220092
2025_12,42,R2_relax_winrate_payoff_R01741,41,176.86458333333334,0.23181577242475998,0.0542020030589907,0.1150863858249418,0.5365853658536586,1.165826131776795,15.691503078457464,-0.14752620008685524
2025_12,43,R2_relax_winrate_payoff_R01069,44,181.57291666666666,0.24232688887614023,0.05414594181180554,0.11182219032415319,0.5454545454545454,1.196012964466028,13.63957809975021,-0.057425272178239894
2025_12,44,R3_live_candidate_gate_R00956,54,179.64236111111111,0.30059725148346444,0.04970640894685796,0.10358545010337372,0.5185185185185185,1.1728213891733086,9.847601177198326,-0.06873335021734717
2025_12,45,R3_live_candidate_gate_R01385,88,182.98263888888889,0.4809199415548682,0.04691982239119441,0.09577603366949594,0.7840909090909091,1.2610459440330983,5.4960302660734595,-0.048553955700884166
2025_12,46,R3_live_candidate_gate_R00577,70,182.91319444444446,0.3826951916323392,0.040824327280079675,0.08311946055044639,0.4,1.1901245512310719,6.062435810788216,-0.032927016698039435
2025_12,47,R2_relax_winrate_payoff_R01608,41,181.24652777777777,0.2262112301001935,0.03324157956433926,0.06807115197508251,0.3902439024390244,1.1709272214706934,9.240809965147504,-0.0774055713292483
2025_12,48,R2_relax_winrate_payoff_R03723,48,181.58333333333334,0.2643414410279945,0.03157361656788704,0.06447816048656163,0.4791666666666667,1.1621628229932148,7.038084402492419,-0.03738268724315286
2025_12,49,R3_live_candidate_gate_R01925,46,180.65277777777777,0.25463212116552625,0.031031247585541655,0.0636899875190049,0.8695652173913043,1.1854462383385158,7.39333499319522,-0.0536882946579843
2026_01,1,R2_relax_winrate_payoff_R02937,153,214.53819444444446,0.7131597261559874,0.664778224014428,1.3801262066067594,0.5032679738562091,1.3066566911637443,38.848816085388535,-0.21929420666866195
2026_01,2,R1_relax_frequency_R00482,75,208.52083333333334,0.359676291337796,0.4857534817884155,0.9997690188535622,0.6133333333333333,1.8150165307458181,54.87821032818906,-0.06927577883271319
2026_01,3,R2_relax_winrate_payoff_R02530,74,209.46527777777777,0.35328050923316645,0.4728462584575901,0.9634494233358912,0.6351351351351351,1.7749072777380241,54.37627965140692,-0.08971110269412197
2026_01,4,R3_live_candidate_gate_R01517,126,212.88194444444446,0.5918773446419834,0.43135851350730636,0.84944256852411,0.35714285714285715,1.4525582271451305,30.493979620301154,-0.1275084144778077
2026_01,5,R3_live_candidate_gate_R02068,40,204.25694444444446,0.19583177506544724,0.39414755756830977,0.8108174210014838,0.6,2.0157530967123773,87.20018568313299,-0.1296902991112433
2026_01,6,R2_relax_winrate_payoff_R00358,124,213.95486111111111,0.5795614988883299,0.3167522958624127,0.5990795223604164,0.5161290322580645,1.2901423174569104,24.735721515248493,-0.13240760881389124
2026_01,7,R3_live_candidate_gate_R02241,77,209.64583333333334,0.36728609758521313,0.29904170564199406,0.5769625743897957,0.7012987012987013,1.545473602759181,35.889731382144554,-0.10399752433855569
2026_01,8,R3_live_candidate_gate_R01547,70,208.52083333333334,0.3356978719152762,0.2945293271897471,0.5712432271998538,0.6714285714285714,1.58416959944021,38.752546769255474,-0.08872127109252548
2026_01,9,R3_live_candidate_gate_R01567,70,214.37152777777777,0.3265359011321855,0.28441121829201377,0.5313877912055593,0.6285714285714286,1.4396645292796275,38.33927948878744,-0.09481060410469577
2026_01,10,R2_relax_winrate_payoff_R03018,115,213.26041666666666,0.5392468128754946,0.2641529268219316,0.4935932079024945,0.5217391304347826,1.242512259525601,24.002332491507808,-0.16112678578940132
2026_01,11,R2_relax_winrate_payoff_R01084,40,209.60763888888889,0.19083273974191198,0.19852207221063356,0.37072450641150323,0.65,1.6632496638897636,47.729307298877345,-0.06018784878081629
2026_01,12,R2_relax_winrate_payoff_R02976,86,211.02777777777777,0.4075292878767935,0.19787638661258855,0.3665444524191035,0.5697674418604651,1.2460816927906233,23.317575745627224,-0.16969508739088257
2026_01,13,R1_relax_frequency_R01507,82,210.63888888888889,0.38929183700382436,0.18588262046260984,0.343696541795685,0.6951219512195121,1.4198408713021997,21.89077895140851,-0.07873153954744072
2026_01,14,R2_relax_winrate_payoff_R03054,112,208.59375,0.5369288389513108,0.18167550915586972,0.33923975934628725,0.5,1.2028021665244013,17.336604975838288,-0.11998269630666403
2026_01,15,R3_live_candidate_gate_R02084,57,211.65277777777777,0.26930900977754446,0.18032107194511782,0.3309627609572492,0.6491228070175439,1.5167052789396123,30.57416588479819,-0.06534440602993474
2026_01,16,R3_live_candidate_gate_R01563,76,212.58333333333334,0.3575068600548804,0.17747455893348074,0.3237986002134774,0.5394736842105263,1.4634824195518317,22.523841717722856,-0.07568653123110891
2026_01,17,R1_relax_frequency_R00061,177,213.95486111111111,0.8272773008325354,0.17580470433662532,0.31822499211682453,0.7288135593220338,1.1545221826454537,10.772911638725025,-0.1326314435655115
2026_01,18,R1_relax_frequency_R02441,81,210.57638888888889,0.3846585100418824,0.16845692791285471,0.30977186644524224,0.6172839506172839,1.2362519679756196,22.053361770048916,-0.16387515205044556
2026_01,19,R1_relax_frequency_R01254,41,209.57986111111111,0.19562948358985405,0.16734549839363355,0.3092817767794436,0.7560975609756098,1.5819363058393843,39.717930218255454,-0.06532148630441514
2026_01,20,R1_relax_frequency_R02193,85,212.24652777777777,0.40047769398138305,0.1552915334245042,0.28177153836013713,0.6,1.2599880510342985,18.626835117857603,-0.11332698165342225
