candidate_id,bracket,tp_bps,sl_bps,max_hold_bars,feature_set,train_mode,quantile,selected_events,selected_unique_signal_bars,selected_positive_score_events,active_months,negative_active_months,paper_gate,oos_full_trades,oos_full_days,oos_full_trades_per_day,oos_full_total_return_1x,oos_full_annualized_1x,oos_full_win_rate,oos_full_profit_factor,oos_full_avg_trade_bps,oos_full_median_trade_bps,oos_full_max_drawdown_1x,oos_full_avg_bars_held,fwd_last_20pct_trades,fwd_last_20pct_days,fwd_last_20pct_trades_per_day,fwd_last_20pct_total_return_1x,fwd_last_20pct_annualized_1x,fwd_last_20pct_win_rate,fwd_last_20pct_profit_factor,fwd_last_20pct_avg_trade_bps,fwd_last_20pct_median_trade_bps,fwd_last_20pct_max_drawdown_1x,fwd_last_20pct_avg_bars_held,recent_90d_trades,recent_90d_days,recent_90d_trades_per_day,recent_90d_total_return_1x,recent_90d_annualized_1x,recent_90d_win_rate,recent_90d_profit_factor,recent_90d_avg_trade_bps,recent_90d_median_trade_bps,recent_90d_max_drawdown_1x,recent_90d_avg_bars_held,recent_30d_trades,recent_30d_days,recent_30d_trades_per_day,recent_30d_total_return_1x,recent_30d_annualized_1x,recent_30d_win_rate,recent_30d_profit_factor,recent_30d_avg_trade_bps,recent_30d_median_trade_bps,recent_30d_max_drawdown_1x,recent_30d_avg_bars_held,has_trades
tp90_sl130_h24__all__trailing_180d__q85,tp90_sl130_h24,90.0,130.0,24,all,trailing_180d,0.85,27973,4832,0,10,10,False,2394,298.1701388888889,8.028973018294458,-0.9796955629898593,-0.9915225408640042,0.5116959064327485,0.710632493049734,-15.769753278149317,8.290977539690953,-0.9799974466014605,12.449874686716791,279,59.634027777777774,4.678536909156545,-0.3789981753565701,-0.9458509944299487,0.4946236559139785,0.6758824439829514,-16.620412070537963,-5.393528585831505,-0.3871829771558437,14.229390681003585,489,90.0,5.433333333333334,-0.5289161755610664,-0.9527685197071036,0.48466257668711654,0.6850444803731782,-14.98157433183323,-5.645068850796851,-0.5389720753981262,16.32515337423313,16,30.0,0.5333333333333333,-0.04920506436239558,-0.4587596979486681,0.4375,0.5278852698207435,-30.968949947434847,-49.95592080041232,-0.057156264496218245,10.3125,True
tp75_sl100_h18__all__trailing_120d__q90,tp75_sl100_h18,75.0,100.0,18,all,trailing_120d,0.9,18551,3580,0,10,9,False,2178,298.1701388888889,7.304554400102476,-0.9800848694242764,-0.9917210846042538,0.47750229568411384,0.6279304796957227,-17.640415725984766,-13.835629545526473,-0.9805978484401668,8.969237832874196,250,59.634027777777774,4.192237373796187,-0.36893245250685913,-0.9402509612632681,0.468,0.598347858033789,-18.100773531989837,-9.508054024429972,-0.3855106451423056,11.116,465,90.0,5.166666666666667,-0.5534184328891654,-0.9619676450535591,0.46021505376344085,0.601758614426185,-17.04419739171972,-10.861143614630922,-0.5621340828154859,12.002150537634408,18,30.0,0.6,-0.009380685842705572,-0.1083399830282199,0.5555555555555556,0.8875760840363994,-4.8796794888838475,69.33437126783659,-0.03540195619520414,6.555555555555555,True
tp90_sl130_h24__core__trailing_180d__q85,tp90_sl130_h24,90.0,130.0,24,core,trailing_180d,0.85,26524,5180,0,10,10,False,2549,298.1701388888889,8.548810452645185,-0.9802666434971332,-0.9918134917228042,0.516280894468419,0.7266480705903076,-14.886948545763985,11.30225258419449,-0.9809752530433052,12.00823852491173,348,59.634027777777774,5.835594424324293,-0.5153093887131044,-0.9881195268236473,0.48563218390804597,0.6339574892282611,-20.32023135673358,-7.957951138543285,-0.5275379875157742,13.278735632183908,543,90.0,6.033333333333333,-0.6453995098321959,-0.9850740203626617,0.4714548802946593,0.6359340656303168,-18.65344639585259,-12.139069618472103,-0.6573275295560986,15.443830570902394,14,30.0,0.4666666666666667,-0.030542341820807506,-0.3143524069772431,0.5,0.6617296040577216,-21.559199718285132,3.00878318240206,-0.040151803926837926,10.285714285714286,True
tp90_sl130_h24__core__expanding__q85,tp90_sl130_h24,90.0,130.0,24,core,expanding,0.85,26122,4973,0,10,9,False,2407,298.1701388888889,8.072572286981938,-0.9807908635435139,-0.9920789132935875,0.5135022850020773,0.7110458729511837,-15.904082750320704,8.150468313305439,-0.9819927861446237,11.982135438304944,292,59.634027777777774,4.896533252593947,-0.4534271588612062,-0.9752125883428586,0.5034246575342466,0.6374921277291229,-20.190232961004117,1.7075877821825576,-0.47762625385851076,12.883561643835616,450,90.0,5.0,-0.5951231342249292,-0.974444966272846,0.48,0.623855384472576,-19.641771419179346,-11.850191292674912,-0.6147689258072537,14.897777777777778,14,30.0,0.4666666666666667,0.0036993180602229447,0.04594975000411927,0.6428571428571429,1.0656277587078127,3.1794191271932797,84.33210970611412,-0.02694662446149998,10.357142857142858,True
tp120_sl160_h36__core__trailing_120d__q70,tp120_sl160_h36,120.0,160.0,36,core,trailing_120d,0.7,57150,12187,0,10,9,False,2830,298.1701388888889,9.491225414274567,-0.9815300009038672,-0.9924503928865319,0.5127208480565371,0.7933656522424848,-13.322316080200903,10.167695219856068,-0.9828183055193791,19.374558303886925,317,59.634027777777774,5.315756989973566,-0.4314581397607379,-0.968451210271118,0.47318611987381703,0.729109948901251,-17.097450946716872,-21.019157635607115,-0.46325288020539135,22.201892744479494,582,90.0,6.466666666666667,-0.5588087459185036,-0.9637953270817463,0.4845360824742268,0.7632836217257173,-13.426968139574006,-5.712364834329182,-0.6095324434131684,25.29725085910653,18,30.0,0.6,-0.019752895946729465,-0.2155184333154898,0.5555555555555556,0.862730690718368,-10.106618319310314,114.3275865826692,-0.06463730907296272,12.722222222222221,True
tp90_sl130_h24__core__trailing_120d__q85,tp90_sl130_h24,90.0,130.0,24,core,trailing_120d,0.85,27608,5669,0,10,9,False,2653,298.1701388888889,8.897604602145027,-0.984959822772516,-0.9941289656768306,0.5175273275537128,0.7184653938712096,-15.308944873871479,9.927536463593567,-0.9860948943758916,12.27026008292499,308,59.634027777777774,5.1648364445169035,-0.45976641535160057,-0.976920785997895,0.4642857142857143,0.6263417497761259,-19.53996871463234,-11.81704346079014,-0.48775014250573,15.347402597402597,575,90.0,6.388888888888889,-0.6496404922429773,-0.9857848696286969,0.4678260869565217,0.6318922564725556,-17.831186429104342,-11.109996803883048,-0.6710471101128591,17.121739130434783,18,30.0,0.6,0.02702008543674239,0.3831748034152527,0.6666666666666666,1.3930205376435418,15.293725892257209,84.33210970611412,-0.024449986390500777,9.222222222222221,True
tp120_sl160_h36__core__expanding__q70,tp120_sl160_h36,120.0,160.0,36,core,expanding,0.7,55865,10566,0,10,10,False,2683,298.1701388888889,8.998218299116136,-0.9876805479035943,-0.9954013610233283,0.5042862467387254,0.762354063174894,-15.602435369890477,3.2215996419515367,-0.9882747125011043,19.87849422288483,310,59.634027777777774,5.198374343507273,-0.5101878045516979,-0.9873300616955996,0.45806451612903226,0.6619295005560227,-22.294675847511364,-23.854466789312795,-0.5212002486013625,22.335483870967742,554,90.0,6.155555555555556,-0.6774376459036003,-0.9898338741921244,0.463898916967509,0.6734766826472453,-19.77015365466478,-18.14981561436376,-0.6810837385529216,25.359205776173287,14,30.0,0.4666666666666667,-0.06332890223550192,-0.5488614323208285,0.42857142857142855,0.5176725223013591,-45.65979643997803,-165.6301975985181,-0.07391659035539366,15.642857142857142,True
tp120_sl160_h36__core__trailing_180d__q70,tp120_sl160_h36,120.0,160.0,36,core,trailing_180d,0.7,56017,11296,0,10,10,False,2804,298.1701388888889,9.404026876899607,-0.9882419937120119,-0.9956565864251673,0.5028530670470756,0.7698034854037432,-15.061501396513119,2.2480204551423433,-0.9886811368069133,19.437232524964337,354,59.634027777777774,5.936208121295402,-0.4905833636568736,-0.9838901215672647,0.4661016949152542,0.71680253535047,-18.311412269420792,-16.621513035147345,-0.5001472408488069,20.92090395480226,613,90.0,6.811111111111111,-0.6816403672473514,-0.9903604599239784,0.4632952691680261,0.7038729902473042,-18.001886006783238,-14.432018342182332,-0.6816403672473514,24.31973898858075,17,30.0,0.5666666666666667,-0.10911629888630803,-0.7548177660891934,0.35294117647058826,0.3764704403857951,-66.83871385277062,-165.6301975985192,-0.11918642787929012,14.411764705882353,True
tp90_sl130_h24__all__trailing_120d__q80,tp90_sl130_h24,90.0,130.0,24,all,trailing_120d,0.8,36906,6551,0,10,10,False,2905,298.1701388888889,9.742759656702338,-0.9887472321490687,-0.9958839403207276,0.5194492254733218,0.7243261768426997,-14.936754835990042,11.900501632102864,-0.9894593350830664,12.377280550774527,314,59.634027777777774,5.265450141488012,-0.32722643511077787,-0.9116018767832066,0.5063694267515924,0.7513963139069767,-12.175231299047253,4.187663356292126,-0.354505583117266,14.780254777070065,572,90.0,6.355555555555555,-0.5653207900111346,-0.9659141799557364,0.49125874125874125,0.7017084706765279,-14.152621892986911,-6.122599116899748,-0.5835268343829502,16.6993006993007,24,30.0,0.8,-0.024715440521125176,-0.2624953866493175,0.5416666666666666,0.8223514448280667,-9.869586355889522,84.33210970611302,-0.06284343793742275,8.625,True
tp90_sl130_h24__all__trailing_180d__q80,tp90_sl130_h24,90.0,130.0,24,all,trailing_180d,0.8,37052,6333,0,10,10,False,2875,298.1701388888889,9.64214595973123,-0.9895190308792751,-0.9962268205728732,0.5130434782608696,0.7176076035455158,-15.345665153901049,8.609194694310162,-0.9898810920975335,12.400695652173914,337,59.634027777777774,5.651135979877261,-0.5009535321341817,-0.9857956414591814,0.4807121661721068,0.6270201459270911,-20.153449519953007,-10.981975801388531,-0.5058752404975742,14.335311572700297,584,90.0,6.488888888888889,-0.6348916010478978,-0.9831973649150328,0.4777397260273973,0.6563607354366596,-16.832601735675468,-8.882322293342083,-0.6387585405279217,16.267123287671232,18,30.0,0.6,-0.03309531589496828,-0.33600025314520365,0.5,0.6886441437768381,-18.154464602853768,12.88209708533912,-0.041181236807550814,10.166666666666666,True
tp90_sl130_h24__core__trailing_180d__q80,tp90_sl130_h24,90.0,130.0,24,core,trailing_180d,0.8,35628,6815,0,10,9,False,3089,298.1701388888889,10.359856998125137,-0.9901364571091212,-0.9964970906900658,0.517643250242797,0.7335444207550221,-14.440136496866984,10.725708376477275,-0.990677782573445,11.983166073162836,383,59.634027777777774,6.4225076566557595,-0.5492884391242687,-0.9923857114209549,0.47780678851174935,0.6325649980654767,-20.319247897178,-13.122915710702502,-0.5590827185295717,13.574412532637076,614,90.0,6.822222222222222,-0.6730197014230391,-0.9892572536585394,0.4739413680781759,0.6479471177367077,-17.77162847999826,-11.146251040628465,-0.6812156690410971,15.719869706840392,17,30.0,0.5666666666666667,-0.058762912237859344,-0.5213645267200402,0.4117647058823529,0.49792460861869864,-35.021413232286285,-78.31454334131,-0.0666341830846634,10.058823529411764,True
tp90_sl130_h24__core__expanding__q80,tp90_sl130_h24,90.0,130.0,24,core,expanding,0.8,35567,6580,0,10,9,False,2951,298.1701388888889,9.897033992058038,-0.9902509810772959,-0.9965468132965183,0.515757370382921,0.72161227977202,-15.178591097073067,9.927536463593567,-0.9910995733843211,12.051846831582514,333,59.634027777777774,5.584060181896522,-0.4774144542187009,-0.9811663115967824,0.4954954954954955,0.6514395742821175,-19.001821581470402,-9.714823614053948,-0.5035379338537151,13.258258258258259,537,90.0,5.966666666666667,-0.6171038608892829,-0.9796219895099582,0.4860335195530726,0.6511026941043987,-17.444229345414353,-9.335216145895432,-0.6382958236942349,15.517690875232775,16,30.0,0.5333333333333333,-0.0015684715092311174,-0.018916838974382122,0.625,0.9916112985650856,-0.4267328602657614,84.33210970611302,-0.03554513848674312,9.4375,True
tp90_sl130_h24__all__expanding__q80,tp90_sl130_h24,90.0,130.0,24,all,expanding,0.8,36369,6189,0,10,10,False,2782,298.1701388888889,9.330243499120794,-0.991112975468241,-0.9969167811665848,0.50862688713156,0.7000848265112658,-16.46723811078591,5.1004103305130055,-0.9914361089188232,12.488138030194104,306,59.634027777777774,5.131298545526533,-0.5056534420209671,-0.986594935088739,0.4738562091503268,0.5967000026717117,-22.541074542487383,-20.406986900888214,-0.5113283299703415,13.918300653594772,522,90.0,5.8,-0.6525240900445555,-0.9862534213767769,0.4674329501915709,0.6160969188099307,-19.81026494115067,-12.802175505239369,-0.6615194608753114,15.791187739463602,15,30.0,0.5,-0.06568236063824917,-0.5624607656940739,0.4,0.43053513026349083,-44.62846095112056,-135.6347207219619,-0.06861637553490019,8.533333333333333,True
tp50_sl75_h12__core__expanding__q90,tp50_sl75_h12,50.0,75.0,12,core,expanding,0.9,17424,5410,0,10,10,False,3205,298.1701388888889,10.748896626413423,-0.9919356653255057,-0.9972624578507345,0.48954758190327613,0.5777703196762213,-14.860383499155006,-5.182791689508561,-0.9919356653255057,5.944773790951638,391,59.634027777777774,6.556659252617237,-0.4130026397603671,-0.9616381972621272,0.4884910485933504,0.5946711500932245,-13.456043761102373,-3.0085338051479407,-0.42170867299140546,6.161125319693094,619,90.0,6.877777777777778,-0.6158081530256747,-0.9793408752191826,0.4668820678513732,0.5459151201507557,-15.288390440434926,-9.433863818649487,-0.6162381510507114,6.894991922455573,18,30.0,0.6,-0.032513071219775536,-0.3311191041205255,0.5,0.5499204663035864,-18.15043654334469,-18.152436288785136,-0.036785447518327574,4.611111111111111,True
tp50_sl75_h12__all__trailing_120d__q90,tp50_sl75_h12,50.0,75.0,12,all,trailing_120d,0.9,17406,4430,0,10,9,False,2863,298.1701388888889,9.601900480942787,-0.9921055580007029,-0.9973328887836435,0.48026545581557806,0.547036788089461,-16.723177999881074,-13.157816440558063,-0.9921770218523065,5.476423332169054,283,59.634027777777774,4.745612707137284,-0.34456726458687315,-0.9246592656127154,0.4876325088339223,0.5751625980382914,-14.751989200055181,-4.945768406487784,-0.35418484573186304,6.222614840989399,435,90.0,4.833333333333333,-0.47009766585481294,-0.9238866431206676,0.49195402298850577,0.5767786691080388,-14.426783911912937,-2.6195867892894285,-0.47555734579272735,6.360919540229885,23,30.0,0.7666666666666667,-0.01702857576134842,-0.18857659928232673,0.5652173913043478,0.774857388472507,-7.283379039694169,44.33814053737181,-0.027156308776746796,3.5217391304347827,True
tp90_sl130_h24__core__trailing_120d__q80,tp90_sl130_h24,90.0,130.0,24,core,trailing_120d,0.8,36390,7281,0,10,10,False,3132,298.1701388888889,10.504069963783726,-0.9927234670293974,-0.9975861484585257,0.5162835249042146,0.7204676249014669,-15.20782972981546,9.776207447336352,-0.9932288097430112,12.215197956577267,346,59.634027777777774,5.802056525333923,-0.5298722245643547,-0.9901430425556746,0.4595375722543353,0.6043816196601318,-21.355111948497786,-20.44344516217487,-0.5462842991128767,15.109826589595375,648,90.0,7.2,-0.7114396297427712,-0.9935291714124286,0.4645061728395062,0.6209038952316777,-18.766095425493248,-12.630992664587302,-0.728265087540301,17.015432098765434,21,30.0,0.7,-0.027774457863463775,-0.2901517920875898,0.5238095238095238,0.7746321380263295,-12.853390742755682,84.33210970611191,-0.05196230279955083,8.952380952380953,True
tp50_sl75_h12__all__expanding__q90,tp50_sl75_h12,50.0,75.0,12,all,expanding,0.9,18189,4965,0,10,10,False,2982,298.1701388888889,10.001001478928183,-0.9931812347720923,-0.9977707076404175,0.47015425888665324,0.5383044567684353,-16.5484223236782,-13.08536284710639,-0.993188027339317,6.244466800804829,313,59.634027777777774,5.248681191992827,-0.41866245067709296,-0.9638469756219702,0.46645367412140576,0.510428921669192,-17.15884622927203,-9.308963431964644,-0.4225359418977339,6.514376996805112,532,90.0,5.911111111111111,-0.6061783660735073,-0.9771590101124179,0.45864661654135336,0.4997917387945373,-17.349395639264987,-12.537467449955578,-0.6076537104177854,7.133458646616542,16,30.0,0.5333333333333333,-0.02895464519001334,-0.3005648832997361,0.5,0.5499078312745449,-18.151265046590705,-18.152436288785136,-0.03114637418190702,4.8125,True
tp75_sl100_h18__all__trailing_120d__q85,tp75_sl100_h18,75.0,100.0,18,all,trailing_120d,0.85,27896,5170,0,10,9,False,2905,298.1701388888889,9.742759656702338,-0.9938014490447569,-0.9980163325900289,0.4771084337349398,0.6354190064562709,-17.16056069275189,-13.621384493127318,-0.9941902729874393,9.052323580034424,338,59.634027777777774,5.667904929372446,-0.40446040565116237,-0.958091406594935,0.47041420118343197,0.6518074199861426,-15.030852852216649,-8.790561571513509,-0.4219601859739439,10.994082840236686,601,90.0,6.677777777777778,-0.6342131766985978,-0.983070383529203,0.454242928452579,0.6120592392412886,-16.446099662547493,-15.250272941360562,-0.6425722329211481,12.014975041597339,21,30.0,0.7,-0.004007209964879688,-0.047678255321008,0.5714285714285714,0.9621191834114727,-1.5601940578870668,69.33437126783659,-0.03327182625992453,6.714285714285714,True
tp75_sl100_h18__core__trailing_120d__q85,tp75_sl100_h18,75.0,100.0,18,core,trailing_120d,0.85,26871,5862,0,10,9,False,3313,298.1701388888889,11.111105935509414,-0.9941022508886332,-0.9981335222083236,0.48566254150316934,0.6693357569275111,-15.159536220653592,-8.851621138116554,-0.9944900233864047,8.886507696951403,399,59.634027777777774,6.690810848578716,-0.5931303671422561,-0.9959298916401987,0.42606516290726815,0.5260572708811756,-22.228580733716015,-26.614397927752236,-0.6160479851647309,11.142857142857142,725,90.0,8.055555555555555,-0.7724877383093474,-0.9975322720731942,0.4317241379310345,0.5402783268676425,-20.13612111522541,-18.58480750356994,-0.783813627929076,12.346206896551724,20,30.0,0.6666666666666666,0.023661304517266224,0.32913212849244045,0.65,1.3636068363197267,12.018894516027046,69.33437126783659,-0.033995766180257236,6.75,True
