version,mode,strict_config_count,configs_per_round,strict_start,strict_end,min_train_days,max_seed_configs,min_seed_trades,score,quantile,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x
HYPE-5M-Event-Quality-Scoring-Seeded-V1,strict_seed_generation_audit,6000,2000,2025-08-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,60,100,40,0.875 cfg_mean + 0.125 side_mean,0.8,493,329.18055555555554,1.497658326652884,-0.6115752253038318,-0.6495566876335197,0.460446247464503,0.8430329876771472,-16.578804754374506,-0.6594083996840828
