style,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,worst_trade_1x,best_trade_1x,trade_sharpe
bb_revert,91,91.0,1.0,0.8769924139380811,11.49842107647312,0.7362637362637363,2.6370867373209226,70.84802299851805,-0.07649645528061766,-0.022562115135163,0.0390285973846986,7.9901611824295316
macd_flip,95,95.0,1.0,0.5172977003351054,3.9624148995429733,0.6210526315789474,1.756945028926921,46.054543887926954,-0.13040770323842388,-0.0305697297063923,0.0544430672000332,4.279609352286628
vwap_revert,201,201.0,1.0,0.3404554904069115,0.7024729685392634,0.5472636815920398,1.2243508566037729,16.52590039779893,-0.16347987746410464,-0.0405712352247951,0.053442916648193,1.59615539038236
trend_rsi_snapback,162,162.0,1.0,0.015330371335393167,0.03487284711532679,0.5432098765432098,1.0330837466063723,1.9306818586712067,-0.2153310617240718,-0.0405712352247951,0.0294300447842006,0.26105512645438245
