candidate_id,style_set,quantile,month,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
base_all__q95,base_all,0.95,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,32,30.0,1.0666666666666667,0.15201808603881628,4.59441634467047,0.5625,1.5773572221170942,47.057306762595424,-0.07338417692287713,3.894583243112311
base_all__q95,base_all,0.95,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,30,31.0,0.967741935483871,-0.15015614476884143,-0.8527601583643211,0.36666666666666664,0.5917997390977497,-51.462181704757484,-0.18192263144899856,-4.144539407889803
base_all__q95,base_all,0.95,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,18,31.0,0.5806451612903226,-0.028421653710399064,-0.28786634277000356,0.3888888888888889,0.8773058830010769,-13.445601593563856,-0.07822514215165532,-0.8362862071396855
base_all__q95,base_all,0.95,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,27,28.0,0.9642857142857143,-0.024100316417604017,-0.2724063218746161,0.48148148148148145,0.9321279698754268,-6.4628800812983584,-0.06862859893619078,-0.522463641101526
base_all__q95,base_all,0.95,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,23,31.0,0.7419354838709677,0.09251291805203365,1.8342750925043312,0.5652173913043478,1.669125637402507,40.23367354566881,-0.06098770707795187,3.516107598020082
base_all__q95,base_all,0.95,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,18,30.0,0.6,-0.0415836920263396,-0.40354726065947977,0.3888888888888889,0.6611891280891742,-22.679313665509596,-0.0790468018653846,-2.445065252060921
base_all__q95,base_all,0.95,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,16,31.0,0.5161290322580645,-0.051692309076893705,-0.4647011921776243,0.4375,0.6580031354996865,-31.704969879116256,-0.0784017914859404,-2.509948363152752
base_all__q95,base_all,0.95,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,30,25.180555555555557,1.1913954771097628,0.13910479465184222,5.605537571409569,0.6333333333333333,1.6055150024662115,46.268090173957376,-0.07908712568689402,4.01873490013714
no_wick__q80,no_wick,0.8,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,8,4.819444444444445,1.659942363112392,-0.025112247241397156,-0.8542934209069197,0.375,0.5690106411832168,-31.015792653623738,-0.04304311502599234,-5.920352647792736
no_wick__q80,no_wick,0.8,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,46,31.0,1.4838709677419355,-0.01173775667405319,-0.12978947740927127,0.5,0.9831240877092957,-1.2023802131940293,-0.09842346047453476,-0.16743523383455208
no_wick__q80,no_wick,0.8,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,60,31.0,1.935483870967742,0.030584731647605334,0.425771939719501,0.5666666666666667,1.0975123945432772,6.07541242279072,-0.12923010221564302,1.1037906735382
no_wick__q80,no_wick,0.8,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,50,30.0,1.6666666666666667,0.2719625812385731,17.66828462237491,0.68,2.66313258617459,49.09955812012309,-0.043753341099357024,9.030288776270256
no_wick__q80,no_wick,0.8,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,57,31.0,1.8387096774193548,-0.0035763268494559686,-0.04130648295904904,0.5087719298245614,1.017772306679284,1.5285807755400558,-0.14767560834400462,0.18879091015617663
no_wick__q80,no_wick,0.8,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,52,30.0,1.7333333333333334,0.12512858891494183,3.1971995103912176,0.6346153846153846,1.394048841455517,24.58351649720279,-0.09759990950582864,3.1426068250590076
no_wick__q80,no_wick,0.8,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,47,31.0,1.5161290322580645,0.0966550295153652,1.9634141108371774,0.6170212765957447,1.3106552075841744,21.59085921199551,-0.11022387644672149,2.5422176254181506
no_wick__q80,no_wick,0.8,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,47,31.0,1.5161290322580645,0.08473703745618066,1.6056563363961405,0.5531914893617021,1.3149284531631815,18.705936134205405,-0.07043628222543052,2.617618196388473
no_wick__q80,no_wick,0.8,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,44,28.0,1.5714285714285714,0.08914144183662565,2.04382809355859,0.5681818181818182,1.2836946268714027,21.39615113130727,-0.10180863197816392,2.548983181874889
no_wick__q80,no_wick,0.8,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,44,31.0,1.4193548387096775,0.09821123369127527,2.0133074640339026,0.6136363636363636,1.4196131332272575,22.40510628245054,-0.09057583257398105,3.4146716192599147
no_wick__q80,no_wick,0.8,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,26,30.0,0.8666666666666667,-0.08510813908789683,-0.6611567834896797,0.3076923076923077,0.5974265025935226,-32.89781794537993,-0.09469207194647167,-3.5923696867350587
no_wick__q80,no_wick,0.8,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,39,31.0,1.2580645161290323,-0.008712594705921561,-0.09790304391332816,0.5128205128205128,0.9854783575371472,-1.0262776755283343,-0.1098971009125621,-0.13925626315667322
no_wick__q80,no_wick,0.8,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,42,25.180555555555557,1.667953667953668,0.2169449642003467,16.219828369142768,0.5476190476190477,1.6135989682662946,49.80284379513325,-0.09015273621555908,4.976245415706514
no_wick__q85,no_wick,0.85,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,7,4.819444444444445,1.4524495677233429,0.00798093159682911,0.8258316829360981,0.5714285714285714,1.2173072178677864,12.29096569826162,-0.029901839776104167,1.9210303228854069
no_wick__q85,no_wick,0.85,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,36,31.0,1.1612903225806452,-0.06845827214477229,-0.5661075633513831,0.4722222222222222,0.7826775246825672,-18.09961806151083,-0.0977277625254751,-2.0627232407123057
no_wick__q85,no_wick,0.85,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,49,31.0,1.5806451612903225,-0.07697671472337275,-0.6105900064848957,0.5102040816326531,0.774403301813168,-15.443210008244318,-0.11243073705275408,-2.7522171931293657
no_wick__q85,no_wick,0.85,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,44,30.0,1.4666666666666666,0.29213139609454775,21.606392405708377,0.75,3.5421486184452315,59.251986030884574,-0.026269946456614512,10.42549088226097
no_wick__q85,no_wick,0.85,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,51,31.0,1.6451612903225807,0.03404922678874911,0.4832387755818146,0.49019607843137253,1.1037645011481,8.963622691561529,-0.13294507413672174,0.9906397838856605
no_wick__q85,no_wick,0.85,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,44,30.0,1.4666666666666666,-0.018499081966303343,-0.20322266180101867,0.5909090909090909,0.972577449047717,-2.2247238234237114,-0.14904386524680535,-0.2528500333697411
no_wick__q85,no_wick,0.85,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,39,31.0,1.2580645161290323,0.005793842411026873,0.07038774389776092,0.5641025641025641,1.0423508941329955,3.557000689568862,-0.18076229420897605,0.3688285061555809
no_wick__q85,no_wick,0.85,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,41,31.0,1.3225806451612903,0.12215013371263628,2.8842730862227945,0.6097560975609756,1.516252141448772,29.479139939281175,-0.041602857897627854,3.9252443698802395
no_wick__q85,no_wick,0.85,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,40,28.0,1.4285714285714286,-0.037328379417806534,-0.3909876039931197,0.475,0.9096441658687303,-7.727216649751637,-0.13704465323971582,-0.9225993537170749
no_wick__q85,no_wick,0.85,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,36,31.0,1.1612903225806452,0.08336346996556432,1.5670717882280938,0.6111111111111112,1.398566844504653,23.7417348350312,-0.0627861403049067,2.805722835580258
no_wick__q85,no_wick,0.85,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,22,30.0,0.7333333333333333,-0.11544039045727605,-0.7751740471428679,0.2727272727272727,0.3462462320334688,-54.99327777650084,-0.11687398953833728,-7.960461107785525
no_wick__q85,no_wick,0.85,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,31,31.0,1.0,-0.020765020541473,-0.21891047107544892,0.5161290322580645,0.9279846370119039,-5.416697839120875,-0.12038239370249382,-0.6204138417886879
no_wick__q85,no_wick,0.85,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,40,25.180555555555557,1.588527302813017,0.41025195317269225,144.91580531600096,0.725,2.4358212472965426,89.10867587835972,-0.07382103690631392,8.918439313171941
no_wick__q90,no_wick,0.9,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,3,4.819444444444445,0.6224783861671469,0.061125244699740566,88.4197907733446,1.0,inf,200.7319244918083,0.005353844592895118,17.28571544364646
no_wick__q90,no_wick,0.9,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,27,31.0,0.8709677419354839,0.07879518681179687,1.4424751999314895,0.6296296296296297,1.6089381645040615,29.308369839935324,-0.041448595097736574,3.3264482928722723
no_wick__q90,no_wick,0.9,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,41,31.0,1.3225806451612903,0.004627337245836083,0.05586200100991623,0.5609756097560976,1.0344821647128353,1.974224913852757,-0.08498939818432638,0.3289190136738311
no_wick__q90,no_wick,0.9,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,37,30.0,1.2333333333333334,0.20100141481200517,8.284948117624756,0.7837837837837838,2.724771949903962,50.48129547611642,-0.04057123522479511,8.086112662856108
no_wick__q90,no_wick,0.9,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,42,31.0,1.3548387096774193,0.03890111148641795,0.567284963963602,0.47619047619047616,1.1251049675543778,12.040978566445881,-0.1428842798960115,1.084382116059331
no_wick__q90,no_wick,0.9,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,41,30.0,1.3666666666666667,0.01239204043023423,0.16165219624767269,0.5609756097560976,1.0593596330461388,5.423721108227355,-0.1121414401772366,0.5430509667077269
no_wick__q90,no_wick,0.9,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,24,31.0,0.7741935483870968,0.08483685167805977,1.6084807712062785,0.5416666666666666,1.4665938891927437,36.77349868126277,-0.07222379170784421,2.554783722150394
no_wick__q90,no_wick,0.9,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,35,31.0,1.1290322580645162,0.11936620612785909,2.7723159449457278,0.5714285714285714,1.4966238514471104,34.237068922769105,-0.05243971961357985,3.4436017139093
no_wick__q90,no_wick,0.9,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,28,28.0,1.0,0.02107277846668887,0.31238279936093694,0.4642857142857143,1.121631586752617,9.212402673465268,-0.10660590783521318,0.9175022824321203
no_wick__q90,no_wick,0.9,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,23,31.0,0.7419354838709677,0.06846617045677794,1.180895946778937,0.6956521739130435,1.4743045434355968,30.798903186147395,-0.08338233477296464,2.501319144835403
no_wick__q90,no_wick,0.9,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,13,30.0,0.43333333333333335,-0.05410556639659869,-0.49174013686960283,0.3076923076923077,0.287891633180215,-42.40211923137223,-0.05410556639659869,-6.670803277941918
no_wick__q90,no_wick,0.9,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,18,31.0,0.5806451612903226,0.06304764354060888,1.0541727885573011,0.6111111111111112,1.5665347542454318,35.46664088504262,-0.035207112144499564,2.9577523656106086
no_wick__q90,no_wick,0.9,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,34,25.180555555555557,1.3502482073910644,0.2206948551775738,17.005165180860843,0.7058823529411765,1.9604608462470292,60.930981522500126,-0.05646668831693158,6.488590031521803
no_wick__q95,no_wick,0.95,2025_06_partial,2025-06-26 04:20:00+00:00,2025-07-01 00:00:00+00:00,2,4.819444444444445,0.414985590778098,0.001664341633610178,0.13421855949782846,0.5,1.1381448346036898,9.368618030326541,-0.013563472072196214,0.5622707266312323
no_wick__q95,no_wick,0.95,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,18,31.0,0.5806451612903226,-0.02104951881964101,-0.2215782208931908,0.5,0.8849474762696874,-9.931843354717243,-0.056331867132215385,-0.7223302191027561
no_wick__q95,no_wick,0.95,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,25,31.0,0.8064516129032258,0.04179217235304833,0.6194143931314029,0.52,1.2508485984495215,17.852187604509567,-0.09627391835223165,1.7528599753316856
no_wick__q95,no_wick,0.95,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,27,30.0,0.9,0.10725656107840309,2.454250738031679,0.7777777777777778,2.0365343955806177,38.78380963982204,-0.055743808385915306,4.939505194931603
no_wick__q95,no_wick,0.95,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,36,31.0,1.1612903225806452,0.07888075433549235,1.444757206424991,0.4722222222222222,1.2421469655253035,24.337795008372222,-0.11638644421481581,1.9370147683838297
no_wick__q95,no_wick,0.95,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,30,30.0,1.0,0.1236373124796426,3.1300139636350144,0.5666666666666667,1.4952331227521054,41.93095072044823,-0.052448341280023736,3.2016176776323304
no_wick__q95,no_wick,0.95,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,19,31.0,0.6129032258064516,-0.04062554276956665,-0.3863439658373172,0.42105263157894735,0.8320782112556044,-18.91119427655968,-0.09227094647985623,-1.1419874724685726
no_wick__q95,no_wick,0.95,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,12,31.0,0.3870967741935484,0.01049981166995484,0.13086439692875218,0.5,1.1096144526194631,11.82255737272734,-0.04764300247906017,0.5366777455731484
no_wick__q95,no_wick,0.95,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,20,28.0,0.7142857142857143,0.00016646747224702274,0.0021721976173847413,0.45,1.0305913536091025,3.2063005844816908,-0.06369419495714723,0.2007803777371189
no_wick__q95,no_wick,0.95,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,12,31.0,0.3870967741935484,0.11759380482263038,2.7025846190206515,0.8333333333333334,3.998427648574416,94.2339908218409,-0.024562037810535453,7.054410233016939
no_wick__q95,no_wick,0.95,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,4,30.0,0.13333333333333333,-0.004091521303550727,-0.0486586023787251,0.5,0.7624135483314006,-9.885656194947657,-0.013563472072196214,-0.7060231905069553
no_wick__q95,no_wick,0.95,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,9,31.0,0.2903225806451613,0.012054016077136964,0.1515141628101735,0.5555555555555556,1.1836489640400907,15.076651029776652,-0.04934038398147156,0.7821215324372451
