candidate_id,month,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x
seeded_source_mean_q50,2026_03,66,31.0,2.129032258064516,0.11501482593687062,2.6032254048602024,0.5757575757575758,1.30166566834945,17.813536818795495,-0.08906643381862633
seeded_source_mean_q50,2026_04,58,30.0,1.9333333333333333,-0.13853223831028472,-0.8370423094481572,0.4482758620689655,0.6846313215215887,-24.54877239490384,-0.17138097076867653
seeded_source_mean_q50,2026_05,70,31.0,2.2580645161290325,0.21135255899388472,8.559687665794,0.5857142857142857,1.4410232984671387,29.458582830893548,-0.15760645652635596
seeded_source_mean_q50,2026_06,73,25.177083333333332,2.8994621431526686,-0.04374507098010916,-0.4771577190857029,0.4931506849315068,0.947515721725052,-4.325289724492871,-0.19705679765801942
seeded_source_mean_q60,2026_03,58,31.0,1.8709677419354838,0.0753126290137438,1.3512359190759637,0.5344827586206896,1.22396347398203,13.913208499634106,-0.08568711702527909
seeded_source_mean_q60,2026_04,50,30.0,1.6666666666666667,-0.13619688898899984,-0.8315854432173184,0.44,0.638660212246922,-28.156511775007328,-0.15203480331269648
seeded_source_mean_q60,2026_05,66,31.0,2.129032258064516,0.06732118590820635,1.15353700165804,0.5151515151515151,1.1599948162121745,11.949977603018123,-0.17719897971189658
seeded_source_mean_q60,2026_06,63,25.177083333333332,2.5022755482002483,-0.14808816834398253,-0.9020713849740706,0.4444444444444444,0.7502587943871607,-23.564445894235785,-0.27114485934022836
seeded_source_mean_q70,2026_03,60,31.0,1.935483870967742,0.09305940775965671,1.8510129243318194,0.5833333333333334,1.26623269774081,16.018292585103488,-0.10459234455466127
seeded_source_mean_q70,2026_04,42,30.0,1.4,-0.13069717053501562,-0.8180655395123403,0.40476190476190477,0.609304302865778,-32.10052074024379,-0.14730387409704748
seeded_source_mean_q70,2026_05,65,31.0,2.096774193548387,-0.1675281166019985,-0.8845441469841782,0.46153846153846156,0.6907201043237917,-26.68562376646282,-0.22746626182180651
seeded_source_mean_q70,2026_06,54,25.177083333333332,2.14480761274307,0.025306550497527835,0.43664652064914655,0.5,1.0794973769715508,7.194043021316043,-0.13661459024015643
seeded_source_mean_q80,2026_03,50,31.0,1.6129032258064515,0.12902565125134147,3.173927001914074,0.62,1.480192127475639,25.41663247991044,-0.08932738191621015
seeded_source_mean_q80,2026_04,37,30.0,1.2333333333333334,-0.11566169516931091,-0.7758574472535456,0.3783783783783784,0.6216352516564934,-31.895674953115282,-0.12628189655861344
seeded_source_mean_q80,2026_05,51,31.0,1.6451612903225807,0.0197072714485389,0.25832367711620563,0.5098039215686274,1.0759026457458294,5.123359769775348,-0.1012922410362963
seeded_source_mean_q80,2026_06,46,25.177083333333332,1.8270583367811337,0.26595650108608093,29.534929769558907,0.5652173913043478,1.694744785506754,54.22899840555875,-0.07735409133069349
seeded_source_mean_q85,2026_03,44,31.0,1.4193548387096775,0.11672825627478511,2.668961929415125,0.6136363636363636,1.4803921070663537,26.505790122820507,-0.07082587219350123
seeded_source_mean_q85,2026_04,32,30.0,1.0666666666666667,-0.07358605066477708,-0.6054259283828614,0.40625,0.6764220485292711,-22.959830438012144,-0.12699050908145515
seeded_source_mean_q85,2026_05,38,31.0,1.2258064516129032,0.0022975557267230773,0.027389209990817287,0.5263157894736842,1.0276684131420912,1.8695614247664643,-0.09448706411117869
seeded_source_mean_q85,2026_06,42,25.177083333333332,1.6681836988001655,0.21344701752994344,15.522505819621344,0.6190476190476191,1.6028443783961446,49.2422818596102,-0.08468007022629565
seeded_source_mean_q90,2026_03,34,31.0,1.096774193548387,0.0337666188960668,0.4784728638104079,0.5588235294117647,1.1574714025753576,11.596510054287418,-0.11226998331331717
seeded_source_mean_q90,2026_04,22,30.0,0.7333333333333333,-0.05792534878734945,-0.5161567296746464,0.36363636363636365,0.5761692976421731,-26.362910961476572,-0.08969007625966774
seeded_source_mean_q90,2026_05,28,31.0,0.9032258064516129,0.024152469629672435,0.3244482742798307,0.5357142857142857,1.1413003431827509,10.061358497850804,-0.07734556501251999
seeded_source_mean_q90,2026_06,35,25.177083333333332,1.3901530823334713,0.044293133246242844,0.8744527808423754,0.5428571428571428,1.1615033899799854,15.121821594039712,-0.08266989303973615
seeded_source_mean_q95,2026_03,23,31.0,0.7419354838709677,0.09251291805203365,1.8342750925043312,0.5652173913043478,1.669125637402507,40.23367354566881,-0.06098770707795187
seeded_source_mean_q95,2026_04,18,30.0,0.6,-0.0415836920263396,-0.40354726065947977,0.3888888888888889,0.6611891280891742,-22.679313665509596,-0.0790468018653846
seeded_source_mean_q95,2026_05,16,31.0,0.5161290322580645,-0.051692309076893705,-0.4647011921776243,0.4375,0.6580031354996865,-31.704969879116256,-0.0784017914859404
seeded_source_mean_q95,2026_06,30,25.177083333333332,1.1915597848572612,0.13910479465184222,5.6072576476698215,0.6333333333333333,1.6055150024662115,46.268090173957376,-0.07908712568689402
