variant,stress,start_ts,end_ts,days,equity_multiple,net_return_pct,max_drawdown_pct,sharpe,closed_trades,long_trades,short_trades,win_rate,profit_factor,turnover_multiple,cost_pct_initial,funding_pct_initial,max_intraday_leverage,bankrupt_intraday
combined,base,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.3485494478569454,-65.14505521430546,-73.46812786802859,-1.383554868335426,14,5,9,0.21428571428571427,0.2925648226898443,20.419749413611477,2.8587649179055985,0.2850253724991043,1.2718763403573732,False
combined,stress_8bps,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.3444026847575175,-65.55973152424825,-73.77331107718597,-1.401459193549394,14,5,9,0.21428571428571427,0.2891782900936654,20.320545806269113,3.6576982451284543,0.2866083165080303,1.271876340357393,False
combined,one_day_extra_delay,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.4530420372722147,-54.69579627277853,-64.08775756803522,-0.996315756040571,15,5,10,0.3333333333333333,0.4261361884334124,23.561225045617842,3.2985715063865104,0.41080805913276536,1.18351163555648,False
long_only,base,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.7587932304959809,-24.120676950401908,-47.43032939913613,-0.4765723692347648,7,7,0,0.2857142857142857,0.5312199308194284,12.69590242089424,1.7774263389251588,2.1121917323071777,1.0078612311837007,False
long_only,stress_8bps,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.7545494221925174,-24.54505778074826,-47.64056874614817,-0.48984538112293535,7,7,0,0.2857142857142857,0.5249978303255664,12.663127706757438,2.2793629872163157,2.1090488651262986,1.0078612311836956,False
long_only,one_day_extra_delay,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.7316344853627035,-26.836551463729652,-46.4111916246313,-0.5398345404122231,7,7,0,0.2857142857142857,0.481469296107623,12.493669357817534,1.749113710094441,2.039481832151141,1.0084045057270672,False
short_only,base,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.40550031667805225,-59.44996833219478,-61.71412694545242,-1.6488939710412904,9,0,9,0.1111111111111111,0.05433281934733188,13.7872655164142,1.9302171722979877,-1.445641242037516,1.271876340357374,False
short_only,stress_8bps,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.40228490766747416,-59.77150923325259,-62.00254255893181,-1.6631036741847656,9,0,9,0.1111111111111111,0.052981603071527626,13.740506611114748,2.473291190000637,-1.4430001996491817,1.2718763403573654,False
short_only,one_day_extra_delay,2025-05-31T00:00:00+00:00,2026-08-12T00:00:00+00:00,438.0,0.5536819871518373,-44.63180128481628,-45.46527401502701,-1.0629557029989622,10,0,10,0.3,0.2955754524451914,17.059408549575643,2.3883171969406147,-1.4162155238399114,1.1835116355564796,False
