name,slice,slice_start,slice_end,trades,trades_per_day,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,target_rate,stop_rate,time_rate,long_trades,short_trades,avg_bars_held
HYPE_1M_MA_PBS_C00088,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,230,12.341262743695225,0.5871913524536017,2.940605883703164e-05,-0.41280864754639834,-0.4450347521906529,0.27391304347826084,0.39688917588648853,-0.002293089114502989,0.00550909613784843,0.005236428461198433,1.0520713075086283,-0.011510252499999986,0.018519755000000027,0.021739130434782608,0.09565217391304348,0.8826086956521739,114,116,10.569565217391304
HYPE_1M_MA_PBS_C00088,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,432,14.4,0.3012913509915452,4.5358913572355207e-07,-0.6987086490084549,-0.7035644082196538,0.2638888888888889,0.3356793363058405,-0.002753516735428452,0.005272462048383746,0.005630754412644145,0.9363686749583972,-0.011510252500000208,0.018519755000000138,0.020833333333333332,0.12731481481481483,0.8518518518518519,206,226,10.386574074074074
HYPE_1M_MA_PBS_C00088,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,171,12.214285714285714,0.6577493327606275,1.7919513528381303e-05,-0.3422506672393725,-0.35361510703261,0.2631578947368421,0.3529886809415721,-0.0024306023986461877,0.005039023917220571,0.005098326082884316,0.9883683066364018,-0.011510252499999986,0.018519755000000027,0.005847953216374269,0.08771929824561403,0.9064327485380117,86,85,10.637426900584796
HYPE_1M_MA_PBS_C00089,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,2363,25.358612055088535,0.0019368271288734789,2.323971305972989e-11,-0.9980631728711266,-0.9981031766038618,0.23360135421074904,0.26840114512197727,-0.0026262830200579133,0.004124558968602457,0.0046839664975513,0.8805696989418494,-0.015514253500000047,0.020521755500000058,0.005501481168006771,0.02877697841726619,0.965721540414727,1250,1113,15.784172661870503
HYPE_1M_MA_PBS_C00089,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,1314,23.50205687712395,0.024357772564977107,2.8853113320121937e-11,-0.9756422274350229,-0.9757286987616678,0.1765601217656012,0.1534567144939204,-0.0028154719700088735,0.0028906486967774617,0.004038965495604465,0.715690366734577,-0.015514253500000047,0.02047825550000009,0.0015220700152207,0.0106544901065449,0.9878234398782344,702,612,15.923135464231354
HYPE_1M_MA_PBS_C00089,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,540,28.975138615632265,0.26808165836384723,6.236122233620522e-12,-0.7319183416361528,-0.7319619751827784,0.31666666666666665,0.4093758679217617,-0.002411293905740571,0.0052778719388193495,0.005974565882487852,0.8833900307785385,-0.015514253500000047,0.020521755500000058,0.011111111111111112,0.06481481481481481,0.924074074074074,284,256,15.49074074074074
HYPE_1M_MA_PBS_C00089,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,509,27.31175102843856,0.29661027200952855,4.5254434692055224e-11,-0.7033897279904715,-0.7111630018665129,0.29273084479371314,0.3687899953922639,-0.0023659683668080154,0.0047222144394501765,0.005299688472731545,0.8910362304779531,-0.015514253500000047,0.020521755500000058,0.009823182711198428,0.03732809430255403,0.9528487229862476,264,245,15.736738703339881
HYPE_1M_MA_PBS_C00089,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,839,27.966666666666665,0.11188265427058276,2.6223255950633062e-12,-0.8881173457294173,-0.8914821575138062,0.30274135876042907,0.3625042738078046,-0.0025857676943850235,0.004856837834360759,0.0058172579581481495,0.8349015755022271,-0.015514253500000047,0.020521755500000058,0.010727056019070322,0.058402860548271755,0.930870083432658,432,407,15.554231227651966
HYPE_1M_MA_PBS_C00089,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,388,27.714285714285715,0.4219671672626293,1.6741250971577995e-10,-0.5780328327373707,-0.588692666478072,0.29896907216494845,0.38196636946812124,-0.002203516421992935,0.0045551538164693125,0.005085890494278304,0.8956452801321465,-0.015514253500000047,0.020521755500000058,0.007731958762886598,0.03608247422680412,0.9561855670103093,204,184,15.744845360824742
HYPE_1M_MA_PBS_C00090,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,1963,21.065998926846717,0.005213123032837969,1.1264874726474215e-09,-0.9947868769671621,-0.9948766042588204,0.2536933265410087,0.2870943408060289,-0.002658704530931608,0.004220399880444356,0.004997130467358386,0.8445646772707477,-0.015514253500000047,0.02052175550000017,0.007131940906775344,0.03413143148242486,0.9587366276107998,1045,918,15.742740703005603
