label,trade_no,signal_ts,entry_ts,exit_ts,reason,bars_held,entry_price,exit_price,net_ret_1x,net_ret_3x,mae_1x,mfe_1x,trigger_atr,lock_atr,trail_atr,max_hold_bars
trigger2.5_lock1.5_trail2_max144,34,2025-10-23 13:00:00+00:00,2025-10-23 13:05:00+00:00,2025-10-24 01:05:00+00:00,time_open_untriggered,145,40.217106702,40.294634976,0.001097621715586931,0.0032928651467607935,-0.033462953716611246,0.01444393556961443,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,35,2025-10-25 22:20:00+00:00,2025-10-25 22:25:00+00:00,2025-10-25 23:00:00+00:00,trail_stop,8,43.777923363000006,44.19180120505356,0.008620788099441204,0.025862364298323615,-0.0028342224700951416,0.020080364016146213,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,36,2025-10-26 00:15:00+00:00,2025-10-26 00:20:00+00:00,2025-10-26 08:10:00+00:00,trail_stop,95,44.26244269500001,45.03017054171429,0.01650838973556623,0.049525169206698694,-0.01741423587537229,0.0291795306892515,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,37,2025-10-26 10:00:00+00:00,2025-10-26 10:05:00+00:00,2025-10-26 11:15:00+00:00,trail_stop,15,46.090401993,46.56694242112616,0.00950564528152391,0.028516935844571732,-0.0033741059479853877,0.021449107932496325,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,38,2025-10-26 12:00:00+00:00,2025-10-26 12:05:00+00:00,2025-10-26 12:20:00+00:00,trail_stop,4,47.615036172,48.181788521263705,0.011068543777936334,0.033205631333809,-0.0042167412115707995,0.020769990060021337,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,39,2025-10-26 12:25:00+00:00,2025-10-26 12:30:00+00:00,2025-10-27 00:30:00+00:00,time_open_untriggered,145,47.743173516000006,47.598562704,-0.0038569983468169744,-0.011570995040450923,-0.024945362346238134,0.012165644661332298,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,40,2025-11-05 10:15:00+00:00,2025-11-05 10:20:00+00:00,2025-11-05 12:05:00+00:00,trail_stop,22,40.337235462,41.14057253028571,0.019077940389360094,0.05723382116808028,-0.011749981066021114,0.031206019043764632,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,41,2025-11-05 12:05:00+00:00,2025-11-05 12:10:00+00:00,2025-11-05 16:10:00+00:00,trail_stop,49,41.27223764400001,41.74129015045231,0.010530807947581152,0.03159242384274345,-0.014061550264623872,0.023448264771771754,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,42,2025-11-05 16:45:00+00:00,2025-11-05 16:50:00+00:00,2025-11-06 04:50:00+00:00,time_open_untriggered,145,42.00502308000001,41.165864920000004,-0.020798605628227784,-0.06239581688468335,-0.038386859944420385,0.003475225325361153,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,43,2025-11-07 17:45:00+00:00,2025-11-07 17:50:00+00:00,2025-11-07 20:20:00+00:00,trail_stop,31,41.813818137000005,42.689981466285715,0.020115906904545334,0.060347720713636005,-0.00483468668131272,0.03764740779811815,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,44,2025-11-07 21:55:00+00:00,2025-11-07 22:00:00+00:00,2025-11-08 05:35:00+00:00,stop_market,92,42.858938349000006,41.53139974472414,-0.03179108174357281,-0.09537324523071844,-0.03548175365838026,0.010920980990909435,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,45,2025-11-18 06:10:00+00:00,2025-11-18 06:15:00+00:00,2025-11-18 12:50:00+00:00,trail_stop,80,40.821754794,41.27043302697991,0.010157274738851177,0.030471824216553534,-0.031054078952574074,0.02063226361165138,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,46,2025-12-02 17:15:00+00:00,2025-12-02 17:20:00+00:00,2025-12-02 19:30:00+00:00,trail_stop,27,33.046420803000004,33.42392096066343,0.01058927018749895,0.03176781056249685,-0.009414752569572487,0.01989865107994704,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,47,2025-12-03 03:40:00+00:00,2025-12-03 03:45:00+00:00,2025-12-03 05:10:00+00:00,trail_stop,18,34.443918711,34.94522310399999,0.013718862956871147,0.041156588870613436,-0.007728541973352613,0.027322131865891608,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,48,2026-01-24 01:40:00+00:00,2026-01-24 01:45:00+00:00,2026-01-24 03:40:00+00:00,trail_stop,24,22.761396801,23.097238918857148,0.013919458398100179,0.041758375194300534,-0.0027605982262173404,0.023179737325119687,2.5,1.5,2.0,144.0
