trade_no,signal_ts,entry_ts,exit_ts,side,reason,bars_held,entry_price,exit_price,net_ret_1x,net_ret_3x,mae_1x,mfe_1x,signal_atr14,signal_atr_bps,dir_ret192_bps
18,2025-08-13 18:00:00+00:00,2025-08-13 18:05:00+00:00,2025-08-13 21:05:00+00:00,1,time_open,37,47.425833375,46.9373882,-0.011124189384001304,-0.033372568152003915,-0.01719524940740326,0.012549418379092403,0.3025714285714284,63.86462388319825,
19,2025-08-13 21:10:00+00:00,2025-08-13 21:15:00+00:00,2025-08-13 23:35:00+00:00,1,target,29,47.213605899,47.88427972667163,0.01336988356928487,0.04010965070785461,-0.019277992802768554,0.01426271279597957,0.26321428571428535,55.81303768326662,
20,2025-08-13 23:40:00+00:00,2025-08-13 23:45:00+00:00,2025-08-14 02:45:00+00:00,1,time_open,37,47.75118210000001,47.618567984,-0.003605361250074216,-0.010816083750222649,-0.014135412739151658,0.006634765592535841,0.2384285714285705,49.9860733827901,
21,2025-08-15 08:00:00+00:00,2025-08-15 08:05:00+00:00,2025-08-15 08:40:00+00:00,1,target,8,48.49898363100001,49.06925592410717,0.01092423962991835,0.032772718889755054,-0.005259786165208517,0.012248016855765709,0.22292857142857056,46.011139383825004,
22,2025-08-22 15:35:00+00:00,2025-08-22 15:40:00+00:00,2025-08-22 18:40:00+00:00,1,time_open,37,44.121291402000004,44.33670180000001,0.00405088529599411,0.01215265588798233,-0.01080174173027672,0.018283884545669205,0.33707142857142863,76.47851989187019,
23,2025-08-22 19:50:00+00:00,2025-08-22 19:55:00+00:00,2025-08-22 22:05:00+00:00,1,target,27,44.46766266000001,44.883437331513676,0.008516845829247341,0.025550537487742025,-0.006523879645051315,0.009295234228080984,0.1615714285714271,36.374395770149505,
24,2025-08-25 02:45:00+00:00,2025-08-25 02:50:00+00:00,2025-08-25 05:50:00+00:00,1,time_open,37,47.062443876,45.793086184,-0.027789914422283627,-0.08336974326685088,-0.03153169976852445,0.003964012674130046,0.2567142857142853,54.6061188024941,
25,2025-08-26 17:35:00+00:00,2025-08-26 17:40:00+00:00,2025-08-26 19:15:00+00:00,1,target,20,47.459869857,48.18669492978511,0.014478845915917589,0.04343653774775277,-0.00730195067735108,0.019471822105380232,0.2856428571428568,60.252037028108504,
26,2025-08-26 22:45:00+00:00,2025-08-26 22:50:00+00:00,2025-08-27 01:50:00+00:00,1,time_open,37,49.01253408000001,48.950919632,-0.002085917491393976,-0.006257752474181928,-0.018012896052066366,0.004722586259714445,0.44728571428571484,91.35551036247521,
27,2025-08-27 02:20:00+00:00,2025-08-27 02:25:00+00:00,2025-08-27 02:45:00+00:00,1,target,5,49.06458987600001,49.64233485058442,0.010940986832674504,0.03282296049802351,-0.003646928744502468,0.02456782227358678,0.2258571428571438,46.0820090706651,
28,2025-08-27 04:20:00+00:00,2025-08-27 04:25:00+00:00,2025-08-27 07:25:00+00:00,1,time_open,37,50.613249807,50.010199208,-0.012739258054619527,-0.03821777416385858,-0.017213618308157166,0.011968213764377289,0.43714285714285644,86.4704785264977,
29,2025-09-08 10:05:00+00:00,2025-09-08 10:10:00+00:00,2025-09-08 13:05:00+00:00,1,target,36,50.8545084,51.41647162307475,0.010216506279960895,0.030649518839882685,-0.010925202397936056,0.017569565179397006,0.21935714285714272,43.17714015769285,
30,2025-09-08 13:55:00+00:00,2025-09-08 14:00:00+00:00,2025-09-08 17:00:00+00:00,1,time_open,37,51.387079236000005,51.011463472,-0.008135828775788662,-0.024407486327365988,-0.011897688654976661,0.011149120995353812,0.3940714285714278,76.76616444684376,
31,2025-09-09 10:55:00+00:00,2025-09-09 11:00:00+00:00,2025-09-09 12:40:00+00:00,1,stop_market,21,55.07002680300001,53.347606854076005,-0.032093257432788874,-0.09627977229836662,-0.034607976845959634,0.0005624329385345295,0.2480714285714285,45.094877128470394,
32,2025-09-18 01:45:00+00:00,2025-09-18 01:50:00+00:00,2025-09-18 04:50:00+00:00,1,time_open,37,59.35261709700001,58.55545456,-0.014254711821291198,-0.042764135463873594,-0.018874118544412247,0.001270085578143787,0.2912142857142851,49.11775973861679,
33,2025-09-29 03:45:00+00:00,2025-09-29 03:50:00+00:00,2025-09-29 04:15:00+00:00,1,target,6,47.16255117600001,47.71317984522476,0.0108409609208871,0.0325228827626613,-0.0017833569049613568,0.011671311459506173,0.21521428571428608,45.68141571452838,
34,2025-09-29 04:35:00+00:00,2025-09-29 04:40:00+00:00,2025-09-29 07:40:00+00:00,1,time_open,37,47.44084947,47.37150277600001,-0.002290467170894425,-0.006871401512683275,-0.01632604313547327,0.005736628518258291,0.19414285714285637,40.96791600220649,
35,2025-10-12 19:15:00+00:00,2025-10-12 19:20:00+00:00,2025-10-12 20:35:00+00:00,1,target,16,40.037914635,40.6627539116065,0.014770395436148165,0.044311186308444495,-0.00543277069124594,0.0159370279600477,0.24564285714285664,61.41532043474677,
36,2025-10-13 01:55:00+00:00,2025-10-13 02:00:00+00:00,2025-10-13 05:00:00+00:00,1,time_open,37,40.12200476700001,38.94527884000001,-0.030145853316466877,-0.09043755994940063,-0.03907187138817615,0.002218115308963542,0.27628571428571547,68.9335614485318,
