strategy,base,leverage,raw_signal_count,filtered_signal_count,reason_counts,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade
HYPE-5M-PBTR-V6.1,"{'strategy_name': 'HYPE-5M-PBTR-V6', 'style': 'pullback_reclaim', 'ema_fast': 21, 'ema_slow': 55, 'pullback_buffer': 0.01, 'side_mode': 'long', 'require_candle': False, 'htf_threshold': 0.5, 'quality_feature': 'dir_ret_bps', 'quality_window': 192, 'quality_threshold': 788.123, 'tp_atr': 2.5, 'sl_atr': 7.0, 'trail_atr': 0.0, 'time_exit_bars': 36}",3.0,1705,331,"{'target': 87, 'time_open': 68, 'stop_market': 2}",157.0,4.08946063431773,-0.2562982919069061,0.011512907806098472,0.6369426751592356,1.7732692611737462,1.0107634788690352,-0.14810811847370753,0.09230243912687061
