filter,mode,signal_count,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio
htf_1h_same,1m_conservative,2772,1138,0.1530795503987848,0.000638308821152237,-0.8469204496012153,-0.8476536069865308,0.3989455184534271,0.5943948922684941,-0.0016075727830514711,0.005905119727009327,0.0065940675192614154,0.8955200579551761,-0.03892276407195153,0.06278539554259432,671,467,1.436830835117773,0.5896309314586995,0.4103690685413005,0.4098360655737705,0.38329764453961457,0.8522417857778495,0.9623726220967385
htf_1h_same,1m_optimistic,2772,1154,0.17668426691456837,0.0011198485996701643,-0.8233157330854316,-0.824180807536197,0.4072790294627383,0.6201615348540591,-0.0014615188480149445,0.0058589292659294466,0.006491651323970886,0.9025329571067583,-0.03892276407195153,0.06278539554259432,682,472,1.444915254237288,0.5909878682842288,0.4090121317157712,0.41935483870967744,0.3898305084745763,0.8704206234043719,0.9511976892455131
htf_1h_same_25bps,5m_conservative,2577,1038,0.21239563258990404,0.002304300188614322,-0.787604367410096,-0.7886216125368055,0.4094412331406551,0.6517738168914233,-0.001445687443775346,0.006608734729380231,0.007029911625816325,0.9400878817751588,-0.03892276407195153,0.06278539554259432,613,425,1.4423529411764706,0.5905587668593449,0.4094412331406551,0.433931484502447,0.37411764705882355,0.8821024171200864,1.0301607453788142
htf_1h_same_25bps,5m_optimistic,2577,1071,0.20096710599744216,0.0018551664073155022,-0.7990328940025578,-0.800016861120166,0.415499533146592,0.6306858793139113,-0.0014556311249713147,0.005982710491675444,0.006743270133609983,0.8872120459561988,-0.03892276407195153,0.06278539554259432,636,435,1.4620689655172414,0.5938375350140056,0.4061624649859944,0.4276729559748428,0.39770114942528734,0.859432627298054,0.9296575044402975
htf_1h_same_25bps,1m_conservative,2577,1057,0.17311774219369586,0.0010338185174226136,-0.8268822578063042,-0.8277113858700319,0.40586565752128667,0.6027943391590027,-0.0016154522385995157,0.006040397978043396,0.006845324440732969,0.8824122260882371,-0.03892276407195153,0.06278539554259432,626,431,1.4524361948955917,0.5922421948912016,0.4077578051087985,0.4185303514376997,0.3874709976798144,0.8397476336132753,0.9491785429543309
htf_1h_same_25bps,1m_optimistic,2577,1071,0.20096710599744216,0.0018551664073155022,-0.7990328940025578,-0.800016861120166,0.415499533146592,0.6306858793139113,-0.0014556311249713147,0.005982710491675444,0.006743270133609983,0.8872120459561988,-0.03892276407195153,0.06278539554259432,636,435,1.4620689655172414,0.5938375350140056,0.4061624649859944,0.4276729559748428,0.39770114942528734,0.859432627298054,0.9296575044402975
close_pos_ge_0p60,5m_conservative,4057,1813,0.07403178928542342,3.701137557096571e-05,-0.9259682107145766,-0.928577800587313,0.39161610590182017,0.6331345250034032,-0.0013981857987835544,0.006161599916838735,0.006264412324705428,0.9835878606743008,-0.03892276407195153,0.06278539554259432,929,884,1.0509049773755657,0.5124103695532267,0.4875896304467733,0.4219590958019376,0.3597285067873303,0.9958374843932495,0.9575901131907119
close_pos_ge_0p60,5m_optimistic,4057,1882,0.04948811317584088,7.632952960744827e-06,-0.9505118868241591,-0.9523638441026802,0.38150903294367694,0.583888783511106,-0.001561738156938334,0.005744127961399192,0.006068277566703235,0.946582930371765,-0.03892276407195153,0.06278539554259432,963,919,1.0478781284004353,0.5116896918172157,0.48831030818278426,0.411214953271028,0.35038084874863984,0.9323521951072413,0.9549597699181136
close_pos_ge_0p60,1m_conservative,4057,1856,0.04376922976983114,4.716733660842333e-06,-0.9562307702301689,-0.9577986496457271,0.3793103448275862,0.5692156387974326,-0.001650119023832351,0.005748274231892591,0.006171359346775372,0.9314437725776171,-0.03892276407195153,0.06278539554259432,951,905,1.050828729281768,0.5123922413793104,0.48760775862068967,0.4058885383806519,0.35138121546961326,0.9312763263396723,0.9224402135749945
close_pos_ge_0p60,1m_optimistic,4057,1882,0.04948811317584088,7.632952960744827e-06,-0.9505118868241591,-0.9523638441026802,0.38150903294367694,0.583888783511106,-0.001561738156938334,0.005744127961399192,0.006068277566703235,0.946582930371765,-0.03892276407195153,0.06278539554259432,963,919,1.0478781284004353,0.5116896918172157,0.48831030818278426,0.411214953271028,0.35038084874863984,0.9323521951072413,0.9549597699181136
ret192_same_ge_250,5m_conservative,2139,879,0.29522078315530376,0.00837677880218646,-0.7047792168446962,-0.7087641884031773,0.4334470989761092,0.6780967734424586,-0.0013429522117052177,0.006526657251976727,0.007363677524281164,0.8863312156806938,-0.03674876276479539,0.04732944157303568,470,409,1.1491442542787287,0.534698521046644,0.4653014789533561,0.46170212765957447,0.40097799511002447,0.9005264674600791,0.8666529361857215
ret192_same_ge_250,5m_optimistic,2139,917,0.2740240279715829,0.006255164787028066,-0.7259759720284171,-0.7297054265195555,0.4198473282442748,0.6550870003921619,-0.0013705094428970621,0.006199833931667841,0.006849047411332189,0.9052111278146239,-0.03674876276479539,0.04797182187073166,488,429,1.1375291375291374,0.5321701199563795,0.4678298800436205,0.44672131147540983,0.38927738927738925,0.923810674725391,0.8870265828457867
ret192_same_ge_250,1m_conservative,2139,900,0.25322214130636517,0.00459029269482452,-0.7467778586936349,-0.7501959210004228,0.4166666666666667,0.633171761900107,-0.0014852159324739275,0.006152613290434043,0.006940808234551048,0.8864404666601499,-0.03278177876584479,0.04732944157303568,481,419,1.1479713603818615,0.5344444444444445,0.46555555555555556,0.44490644490644493,0.38424821002386633,0.8807625122250365,0.8963232373045309
