config_id,modes,min_trades,min_pf,min_total_return,worst_max_dd,avg_trades
em0p75__be1p0__lock0p0__ts1p5__td1p0__fail3_0p3,4,4245,0.22273145515536275,-0.9998044043628662,-0.9998060694071775,4301.0
em0p75__be1p0__lock0p0__ts1p5__td1p0__fail3_0p5,4,4329,0.21565384059603834,-0.9998229897415054,-0.9998244965743175,4383.0
em0p75__be1p0__lock0p0__ts1p5__td1p0__fail5_0p3,4,4198,0.22694482161528787,-0.99978931813542,-0.9997911116040539,4254.5
em0p75__be1p0__lock0p0__ts1p5__td1p0__fail5_0p5,4,4227,0.22583871775928274,-0.9997943277547261,-0.9997960785780421,4282.0
em0p75__be1p0__lock0p0__ts2p0__td1p0__fail3_0p3,4,4088,0.2217206451157291,-0.9997726229878227,-0.9997745585770117,4162.0
em0p75__be1p0__lock0p0__ts2p0__td1p0__fail3_0p5,4,4185,0.2151919743464587,-0.9997912895558226,-0.999793094678407,4249.5
em0p75__be1p0__lock0p0__ts2p0__td1p0__fail5_0p3,4,4038,0.22520130996010332,-0.9997567734160596,-0.999758843927682,4112.5
em0p75__be1p0__lock0p0__ts2p0__td1p0__fail5_0p5,4,4069,0.22468652402576242,-0.9997614277341234,-0.9997634586249957,4141.5
em0p75__be1p0__lock0p25__ts1p5__td1p0__fail3_0p3,4,4336,0.21777992031016744,-0.99980822676506,-0.9998098592704603,4388.5
em0p75__be1p0__lock0p25__ts1p5__td1p0__fail5_0p3,4,4291,0.2208439269544641,-0.9997956544464875,-0.9997973939760926,4344.0
em0p75__be1p0__lock0p25__ts1p5__td1p0__fail5_0p5,4,4319,0.21968322878851335,-0.9998009780017876,-0.9998026722136361,4371.0
em1p0__be1p0__lock0p0__ts1p5__td1p0__fail3_0p3,4,3774,0.251015364155554,-0.9997128270595247,-0.9997147870172263,3839.5
em1p0__be1p0__lock0p0__ts1p5__td1p0__fail3_0p5,4,3913,0.2390531967136156,-0.9997597556186194,-0.9997613952885158,3975.0
em1p0__be1p0__lock0p0__ts1p5__td1p0__fail5_0p3,4,3671,0.2547662915823088,-0.9997028665850871,-0.9997048945231094,3738.0
em1p0__be1p0__lock0p0__ts1p5__td1p0__fail5_0p5,4,3734,0.2513967259756289,-0.9997238847109743,-0.999725769200113,3800.5
em1p0__be1p0__lock0p0__ts1p5__td1p5__fail5_0p3,4,3423,0.21625285920808762,-0.9997179299560195,-0.99972069265471,3526.5
em1p0__be1p0__lock0p0__ts2p0__td1p0__fail3_0p3,4,3623,0.25128309611688093,-0.9996517173719642,-0.9996542249616003,3702.0
em1p0__be1p0__lock0p0__ts2p0__td1p0__fail3_0p5,4,3774,0.23872286158848924,-0.9997100881620583,-0.9997128173708117,3844.0
em1p0__be1p0__lock0p0__ts2p0__td1p0__fail5_0p3,4,3515,0.25546127244779265,-0.999641499921095,-0.9996440810750488,3597.0
em1p0__be1p0__lock0p0__ts2p0__td1p0__fail5_0p5,4,3580,0.25175404829945863,-0.999670090707217,-0.9996724660112283,3661.5
em1p0__be1p0__lock0p0__ts2p0__td1p5__fail3_0p3,4,3476,0.2245955377227721,-0.9996680400245453,-0.9996712913637396,3575.0
em1p0__be1p0__lock0p0__ts2p0__td1p5__fail5_0p3,4,3368,0.22904975805289385,-0.9996587104280427,-0.9996620531447673,3470.5
em1p0__be1p0__lock0p0__ts2p0__td1p5__fail5_0p5,4,3438,0.2242520960167877,-0.9996962590473482,-0.9996992339989605,3541.5
em1p0__be1p0__lock0p25__ts1p5__td1p0__fail3_0p3,4,3877,0.24329783437520283,-0.9997207842563064,-0.9997226899060739,3933.5
em1p0__be1p0__lock0p25__ts1p5__td1p0__fail3_0p5,4,4006,0.2337969797515129,-0.9997524743172679,-0.9997541636821065,4058.0
em1p0__be1p0__lock0p25__ts1p5__td1p0__fail5_0p3,4,3782,0.24782464825931963,-0.9997095780176254,-0.9997115601500649,3838.0
em1p0__be1p0__lock0p25__ts1p5__td1p0__fail5_0p5,4,3839,0.24461891095025817,-0.9997282922182175,-0.9997301466260827,3895.0
em1p0__be1p0__lock0p25__ts2p0__td1p0__fail3_0p3,4,3791,0.23414438196464382,-0.9997152117662881,-0.9997172622045409,3864.5
em1p0__be1p0__lock0p25__ts2p0__td1p0__fail3_0p5,4,3929,0.22449283022801597,-0.9997479186204501,-0.9997502916960462,3995.0
em1p0__be1p0__lock0p25__ts2p0__td1p0__fail5_0p3,4,3693,0.2392351847023094,-0.9997043606712026,-0.9997064892359291,3767.0
em1p0__be1p0__lock0p25__ts2p0__td1p0__fail5_0p5,4,3749,0.23548786841241587,-0.9997256381691166,-0.9997276135386247,3823.5
em1p25__be1p0__lock0p0__ts1p5__td1p0__fail3_0p3,4,3384,0.2599006593635442,-0.9995457923007202,-0.9995481231016039,3446.5
em1p25__be1p0__lock0p0__ts1p5__td1p0__fail3_0p5,4,3544,0.2458508552952367,-0.9996307506287635,-0.9996326454596133,3604.5
em1p25__be1p0__lock0p0__ts1p5__td1p0__fail5_0p3,4,3183,0.280512415034255,-0.9993340365634532,-0.9993374540047888,3249.0
em1p25__be1p0__lock0p0__ts1p5__td1p0__fail5_0p5,4,3279,0.27211583315449667,-0.9994393999310618,-0.9994422766923721,3347.0
em1p25__be1p0__lock0p0__ts1p5__td1p5__fail3_0p3,4,3150,0.220302479786136,-0.9995690525417925,-0.9995737307516597,3253.0
em1p25__be1p0__lock0p0__ts1p5__td1p5__fail5_0p3,4,2945,0.2372198932733471,-0.9993918247284028,-0.9993984268593642,3051.0
em1p25__be1p0__lock0p0__ts1p5__td1p5__fail5_0p5,4,3048,0.22920317462969209,-0.9994964755662141,-0.9995019416454998,3154.5
em1p25__be1p0__lock0p0__ts2p0__td1p0__fail3_0p3,4,3242,0.2683640954401143,-0.9993966960848927,-0.9994016817390777,3317.0
em1p25__be1p0__lock0p0__ts2p0__td1p0__fail3_0p5,4,3415,0.25373750132236694,-0.9995144585244053,-0.9995184709994269,3481.0
em1p25__be1p0__lock0p0__ts2p0__td1p0__fail5_0p3,4,3040,0.28510304372024936,-0.9991553953488319,-0.9991623750925538,3115.0
em1p25__be1p0__lock0p0__ts2p0__td1p0__fail5_0p5,4,3138,0.27786130405724774,-0.9992899630958495,-0.9992958307827219,3215.0
em1p25__be1p0__lock0p0__ts2p0__td1p5__fail3_0p3,4,3098,0.23867726291030883,-0.9994379097100848,-0.9994440115591395,3196.0
em1p25__be1p0__lock0p0__ts2p0__td1p5__fail3_0p5,4,3267,0.22592026450741648,-0.9995654356589599,-0.9995701531324,3367.5
em1p25__be1p0__lock0p0__ts2p0__td1p5__fail5_0p3,4,2893,0.2537682712137555,-0.9992281652567844,-0.9992365440158251,2994.5
em1p25__be1p0__lock0p0__ts2p0__td1p5__fail5_0p5,4,2996,0.24619712577549724,-0.9993637576133837,-0.9993706644308026,3099.5
em1p25__be1p0__lock0p25__ts1p5__td1p0__fail3_0p3,4,3485,0.25275187553969003,-0.9995600132376773,-0.9995622710627561,3538.5
em1p25__be1p0__lock0p25__ts1p5__td1p0__fail3_0p5,4,3638,0.24106396838779848,-0.9996223035795689,-0.9996242417570853,3688.0
em1p25__be1p0__lock0p25__ts1p5__td1p0__fail5_0p3,4,3298,0.27033386344174604,-0.9993921316844033,-0.9993952510062675,3353.0
em1p25__be1p0__lock0p25__ts1p5__td1p0__fail5_0p5,4,3388,0.2642589953345659,-0.9994583530755967,-0.999461132577424,3442.0
em1p25__be1p0__lock0p25__ts1p5__td1p5__fail3_0p3,4,3289,0.21349158627806133,-0.9996437084640345,-0.9996475762361896,3396.5
em1p25__be1p0__lock0p25__ts1p5__td1p5__fail5_0p3,4,3100,0.2284352729484121,-0.9995149796422266,-0.9995202448479501,3208.5
em1p25__be1p0__lock0p25__ts1p5__td1p5__fail5_0p5,4,3188,0.22190550049651706,-0.9995740981853425,-0.9995787216215267,3297.5
em1p25__be1p0__lock0p25__ts2p0__td1p0__fail3_0p3,4,3407,0.24670192018525303,-0.999537881172968,-0.9995417000851387,3475.0
em1p25__be1p0__lock0p25__ts2p0__td1p0__fail3_0p5,4,3567,0.2349159013427538,-0.9996023636137347,-0.9996056496482915,3629.0
em1p25__be1p0__lock0p25__ts2p0__td1p0__fail5_0p3,4,3216,0.26400995078148326,-0.9993593834427609,-0.9993646774455671,3285.0
em1p25__be1p0__lock0p25__ts2p0__td1p0__fail5_0p5,4,3305,0.2564217249565484,-0.9994434789891484,-0.999448078033241,3373.5
em1p25__be1p0__lock0p25__ts2p0__td1p5__fail3_0p3,4,3276,0.21868437714462227,-0.9996131041840306,-0.9996173041851893,3382.5
