config_id,pullback_buffer,side_mode,filter_name,arm_deadline_bars,max_hold_bars,mode,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio
pbm0p0100__both__none__deadline9__maxholdnone,-0.01,both,none,9,,5m_conservative,37,1.0435231368960156,1.0405209090668186,0.04352313689601561,-0.09825430047133699,0.5675675675675675,1.217342193529374,0.0013301110626659737,0.013126198395275365,0.014152253561383853,0.9274988141176184,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.5882352941176471,1.3352887743412727,0.6253810426319525
pbm0p0100__both__none__deadline9__maxholdnone,-0.01,both,none,9,,5m_optimistic,37,1.0927021106591417,1.0861703872903454,0.09270211065914169,-0.10302220170802268,0.5945945945945946,1.47725896939799,0.0025728431678420025,0.013393525027045917,0.013297490225657072,1.0072220245895387,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.6470588235294118,1.6568591871772986,0.5726286558449251
pbm0p0100__both__none__deadline9__maxholdnone,-0.01,both,none,9,,1m_conservative,37,1.0435231368960156,1.0405209090668186,0.04352313689601561,-0.09825430047133699,0.5675675675675675,1.217342193529374,0.0013301110626659737,0.013126198395275365,0.014152253561383853,0.9274988141176184,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.5882352941176471,1.3352887743412727,0.6253810426319525
pbm0p0100__both__none__deadline9__maxholdnone,-0.01,both,none,9,,1m_optimistic,37,1.060439343766582,1.05623914750254,0.060439343766582,-0.09825430047133699,0.5945945945945946,1.2987089277813542,0.001764804002270393,0.012904439514319011,0.014573328082067578,0.8854833598509233,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.6470588235294118,1.3352887743412727,0.5570327701432277
pbm0p0100__both__none__deadline9__maxhold36,-0.01,both,none,9,36.0,5m_conservative,37,1.0435231368960156,1.0405209090668186,0.04352313689601561,-0.09825430047133699,0.5675675675675675,1.217342193529374,0.0013301110626659737,0.013126198395275365,0.014152253561383853,0.9274988141176184,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.5882352941176471,1.3352887743412727,0.6253810426319525
pbm0p0100__both__none__deadline9__maxhold36,-0.01,both,none,9,36.0,5m_optimistic,37,1.0927021106591417,1.0861703872903454,0.09270211065914169,-0.10302220170802268,0.5945945945945946,1.47725896939799,0.0025728431678420025,0.013393525027045917,0.013297490225657072,1.0072220245895387,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.6470588235294118,1.6568591871772986,0.5726286558449251
pbm0p0100__both__none__deadline9__maxhold36,-0.01,both,none,9,36.0,1m_conservative,37,1.0435231368960156,1.0405209090668186,0.04352313689601561,-0.09825430047133699,0.5675675675675675,1.217342193529374,0.0013301110626659737,0.013126198395275365,0.014152253561383853,0.9274988141176184,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.5882352941176471,1.3352887743412727,0.6253810426319525
pbm0p0100__both__none__deadline9__maxhold36,-0.01,both,none,9,36.0,1m_optimistic,37,1.060439343766582,1.05623914750254,0.060439343766582,-0.09825430047133699,0.5945945945945946,1.2987089277813542,0.001764804002270393,0.012904439514319011,0.014573328082067578,0.8854833598509233,-0.030534993377596048,0.07755944026126306,20,17,1.1764705882352942,0.5405405405405406,0.4594594594594595,0.55,0.6470588235294118,1.3352887743412727,0.5570327701432277
pbm0p0100__both__ret192_ge_250__deadline9__maxholdnone,-0.01,both,ret192_ge_250,9,,5m_conservative,25,1.0905116917689595,1.084140173708606,0.09051169176895946,-0.07394444350516927,0.64,1.7589215985295195,0.003669498176483512,0.013288509500864971,0.013430966400194637,0.9893933991728546,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.6666666666666666,0.6153846153846154,1.617941291998159,0.6911825716615954
pbm0p0100__both__ret192_ge_250__deadline9__maxholdnone,-0.01,both,ret192_ge_250,9,,5m_optimistic,25,1.1197553024803282,1.1112224239344373,0.11975530248032817,-0.07394444350516927,0.64,2.0771905142755385,0.004729100779763622,0.014248935005279456,0.01219504895448675,1.1684196642799904,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.5833333333333334,0.6923076923076923,2.28510478702995,0.625562073699593
pbm0p0100__both__ret192_ge_250__deadline9__maxholdnone,-0.01,both,ret192_ge_250,9,,1m_conservative,25,1.0905116917689595,1.084140173708606,0.09051169176895946,-0.07394444350516927,0.64,1.7589215985295195,0.003669498176483512,0.013288509500864971,0.013430966400194637,0.9893933991728546,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.6666666666666666,0.6153846153846154,1.617941291998159,0.6911825716615954
pbm0p0100__both__ret192_ge_250__deadline9__maxholdnone,-0.01,both,ret192_ge_250,9,,1m_optimistic,25,1.1081896144910248,1.100517330188219,0.10818961449102482,-0.07394444350516927,0.68,1.953809710363145,0.004312843727098054,0.01299197970753383,0.014130320231327969,0.9194398637003036,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.6666666666666666,0.6923076923076923,1.617941291998159,0.5904391601051115
pbm0p0100__both__ret192_ge_250__deadline9__maxhold36,-0.01,both,ret192_ge_250,9,36.0,5m_conservative,25,1.0905116917689595,1.084140173708606,0.09051169176895946,-0.07394444350516927,0.64,1.7589215985295195,0.003669498176483512,0.013288509500864971,0.013430966400194637,0.9893933991728546,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.6666666666666666,0.6153846153846154,1.617941291998159,0.6911825716615954
pbm0p0100__both__ret192_ge_250__deadline9__maxhold36,-0.01,both,ret192_ge_250,9,36.0,5m_optimistic,25,1.1197553024803282,1.1112224239344373,0.11975530248032817,-0.07394444350516927,0.64,2.0771905142755385,0.004729100779763622,0.014248935005279456,0.01219504895448675,1.1684196642799904,-0.029084982812558686,0.07755944026126306,12,13,0.9230769230769231,0.48,0.52,0.5833333333333334,0.6923076923076923,2.28510478702995,0.625562073699593
