label,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio,unlock_stop_valid_rate,unlock_stop_market_exit_rate,target_limit_rate,lockout_target_touched_rate
HYPE-5M-PBTR-V1-legacy-stop-fill,1358,18.135484993035444,14.907902380181095,17.135484993035444,-0.07772303588726759,0.5419734904270986,2.8061856123370434,0.0022102968048082205,0.006336166290376581,0.0026717609787581995,2.371531862600056,-0.011532838046330707,0.43962478525885607,758,600,1.2633333333333334,0.5581737849779087,0.4418262150220913,0.5488126649076517,0.5333333333333333,2.019978266526394,2.8268885926634137,,,,
HYPE-5M-PBTR-V1-live-realistic,1357,0.12707832894957422,0.14610394215447098,-0.8729216710504257,-0.8827190316418856,0.3949889462048637,0.6374899380970932,-0.0014733193121853683,0.00655941650880758,0.0067175902014085355,0.9764538044360327,-0.04323861289230572,0.152435454944923,757,600,1.2616666666666667,0.5578481945467944,0.4421518054532056,0.4200792602377807,0.36333333333333334,0.9310724732524855,1.047837518386146,0.31466470154753134,0.6853352984524687,0.04200442151805453,0.2056005895357406
HYPE-5M-PBTR-V1-entry-protective-stop,1852,0.05128054129854933,0.06268978349637418,-0.9487194587014507,-0.9497676328342876,0.21004319654427644,0.5098527833683256,-0.0015801345403369128,0.007825348741310903,0.004080977326776421,1.9175183086577385,-0.014498968511913004,0.152435454944923,1031,821,1.2557856272838002,0.556695464362851,0.44330453563714906,0.21144519883608148,0.20828258221680876,1.8854850048552936,1.9563993379204168,,,,
