scheme,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade,avg_leverage,min_leverage,max_leverage,ruin_trades
fixed_1x,157.0,0.7906905780686437,-0.08685916939487337,0.003837635935366157,0.6369426751592356,1.7732692611737466,1.0107634788690358,-0.04936937282456918,0.03076747970895687,1.0,1.0,1.0,0.0
fixed_3x,157.0,4.08946063431773,-0.2562982919069061,0.011512907806098472,0.6369426751592356,1.7732692611737462,1.0107634788690352,-0.14810811847370753,0.09230243912687061,3.0,3.0,3.0,0.0
vol_target1_floor0p5_cap3,157.0,3.513053666646817,-0.2388703337261069,0.010457727281060904,0.6369426751592356,1.832176745987776,1.0443407452130322,-0.14810811847370753,0.06493657450141138,2.619729418200827,1.4309290713218539,3.0,0.0
vol_target1_floor1_cap3,157.0,3.513053666646817,-0.2388703337261069,0.010457727281060904,0.6369426751592356,1.832176745987776,1.0443407452130322,-0.14810811847370753,0.06493657450141138,2.619729418200827,1.4309290713218539,3.0,0.0
vol_target0p8_floor0p5_cap3,157.0,2.6463257624618772,-0.21371170536486983,0.008883930245693833,0.6369426751592356,1.8245848986706357,1.0400133922422623,-0.14810811847370753,0.05638057378151057,2.2526151371918033,1.1447432570574834,3.0,0.0
vol_target0p8_floor1_cap3,157.0,2.6463257624618772,-0.21371170536486983,0.008883930245693833,0.6369426751592356,1.8245848986706357,1.0400133922422623,-0.14810811847370753,0.05638057378151057,2.2526151371918033,1.1447432570574834,3.0,0.0
