label,window,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio
HYPE-5M-PBTR-V1-live-realistic,week_001_20250530_20250605,15,1.0188617992901112,2.651207267872749,0.018861799290111225,-0.0380450568291002,0.5333333333333333,1.4006305550703064,0.0012904390578218588,0.008458985861320451,0.006902185860462247,1.2255517356865182,-0.012037184040349267,0.01753356753611509,12,3,4.0,0.8,0.2,0.4166666666666667,1.0,1.0613362088356737,inf
HYPE-5M-PBTR-V1-live-realistic,week_002_20250606_20250612,27,1.0312613832158628,4.983822404358619,0.031261383215862804,-0.03765153241628749,0.48148148148148145,1.3638867371765322,0.0011851411415857147,0.009225768779105002,0.006281155950396481,1.4688011015747269,-0.020338926574900055,0.019634972100264464,27,0,inf,1.0,0.0,0.48148148148148145,0.0,1.4688011015747269,0.0
HYPE-5M-PBTR-V1-live-realistic,week_003_20250613_20250619,39,0.854322254167091,0.0002704699383740614,-0.14567774583290904,-0.16233010784893132,0.28205128205128205,0.34914538313314786,-0.003986578138542131,0.007582187439619658,0.008531450329962834,0.8887337025207399,-0.028627785145009556,0.016434144529350058,10,29,0.3448275862068966,0.2564102564102564,0.7435897435897436,0.1,0.3448275862068966,1.759835549197315,0.7803947258204245
HYPE-5M-PBTR-V1-live-realistic,week_004_20250620_20250626,26,0.8943436263351808,0.0029482867503909478,-0.10565637366481917,-0.11565716592069453,0.34615384615384615,0.3625668193334693,-0.004229909353628376,0.006950487866398412,0.0101489431759955,0.6848484365187754,-0.024816310590217404,0.01558278854511301,15,11,1.3636363636363635,0.5769230769230769,0.4230769230769231,0.3333333333333333,0.36363636363636365,0.42597992214133845,0.9584672665382602
HYPE-5M-PBTR-V1-live-realistic,week_005_20250627_20250703,25,0.9193395057709397,0.012422981495324283,-0.0806604942290603,-0.08611189110117379,0.32,0.16099247183655122,-0.0033447098707928015,0.002005617841615719,0.005862511147220341,0.34210900265267136,-0.016499298451630874,0.006552157385970551,19,6,3.1666666666666665,0.76,0.24,0.3157894736842105,0.3333333333333333,0.3657800840295322,0.25114277392831874
HYPE-5M-PBTR-V1-live-realistic,week_006_20250704_20250710,23,0.9925600988309504,0.6772906924967629,-0.007439901169049579,-0.0234545190024541,0.4782608695652174,0.8749595520759786,-0.00030839498180965785,0.004512112397817639,0.0047271934131346794,0.9545013295374312,-0.011877382987049068,0.010313192900152139,17,6,2.8333333333333335,0.7391304347826086,0.2608695652173913,0.4117647058823529,0.6666666666666666,1.1353800425556628,0.6471502943354988
HYPE-5M-PBTR-V1-live-realistic,week_007_20250711_20250717,44,0.9425170406818537,0.04554573958667748,-0.05748295931814629,-0.06861444767499048,0.38636363636363635,0.4549554689992399,-0.0013364573585437191,0.002887325626343276,0.00399587627495405,0.7225763331164398,-0.009968649121031495,0.008292238538929485,43,1,43.0,0.9772727272727273,0.022727272727272728,0.3953488372093023,0.0,0.7177253938342252,0.0
HYPE-5M-PBTR-V1-live-realistic,week_008_20250718_20250724,17,0.9490460706134012,0.06529554031036815,-0.05095392938659882,-0.061370619175839414,0.29411764705882354,0.4148308564200843,-0.0030371877886634755,0.007320490777802967,0.007352887191357828,0.9955940554082023,-0.019163643688176087,0.011467990530890535,4,13,0.3076923076923077,0.23529411764705882,0.7647058823529411,0.0,0.38461538461538464,0.0,0.9047872551674443
HYPE-5M-PBTR-V1-live-realistic,week_009_20250725_20250731,4,1.0002292821994347,1.012034080121698,0.00022928219943474382,-0.008054860085379034,0.5,1.0485006338317888,6.089220731927611e-05,0.002632770457850448,0.0025109860432118956,1.0485006338317888,-0.0027796813956610235,0.0036380995249929307,4,0,inf,1.0,0.0,0.5,0.0,1.0485006338317888,0.0
HYPE-5M-PBTR-V1-live-realistic,week_010_20250801_20250807,19,1.033148320842772,5.482619499887805,0.03314832084277208,-0.04139862665113714,0.631578947368421,1.4585530679430243,0.0017988548363943287,0.009059434820226165,0.01064785370731739,0.8508226229667641,-0.021859288289163135,0.03462630451981237,3,16,0.1875,0.15789473684210525,0.8421052631578947,1.0,0.5625,inf,1.0635193171653292
HYPE-5M-PBTR-V1-live-realistic,week_011_20250808_20250814,48,0.984169201810773,0.4349011072329015,-0.015830798189226947,-0.06266661627592673,0.4375,0.8757335434104335,-0.0003109213061193145,0.005008301853519376,0.004448094874727185,1.125943127241986,-0.017956317719722847,0.021661770340898157,45,3,15.0,0.9375,0.0625,0.4444444444444444,0.3333333333333333,1.0693314682276298,2.600701048253134
HYPE-5M-PBTR-V1-live-realistic,week_012_20250815_20250821,21,0.9704197447923067,0.2087237311477419,-0.02958025520769325,-0.045729881979358344,0.42857142857142855,0.5606256830010766,-0.001410538485680585,0.0041995238072077565,0.005618085205346842,0.7475009106681022,-0.01324308845195132,0.010237469645443273,2,19,0.10526315789473684,0.09523809523809523,0.9047619047619048,0.5,0.42105263157894735,0.4142376727137466,0.7874619142482217
HYPE-5M-PBTR-V1-live-realistic,week_013_20250822_20250828,28,0.9550198038187242,0.09058877960512021,-0.0449801961812758,-0.07597438785836697,0.39285714285714285,0.6714418105182879,-0.001594260523711361,0.008293172962390974,0.007992011602954048,1.0376827980737175,-0.023139165443410294,0.01869371480104896,22,6,3.6666666666666665,0.7857142857142857,0.21428571428571427,0.36363636363636365,0.5,1.2401170363058938,0.5248713599528908
HYPE-5M-PBTR-V1-live-realistic,week_014_20250829_20250904,17,0.9744957646921067,0.25974914696018203,-0.025504235307893253,-0.03511545758869361,0.29411764705882354,0.5752065770511527,-0.0015005261008392864,0.006908257710873935,0.0050041860223864615,1.3804957849227666,-0.008642788676508356,0.01006792296314191,2,15,0.13333333333333333,0.11764705882352941,0.8823529411764706,0.5,0.26666666666666666,1.7336288930730432,1.4018405031038597
HYPE-5M-PBTR-V1-live-realistic,week_015_20250905_20250911,37,0.9619146819340737,0.1318528293893201,-0.0380853180659263,-0.05179893005668712,0.43243243243243246,0.5737895832619153,-0.0010381690079460293,0.0032320524593228007,0.00429167107824609,0.7530988280312639,-0.009531898147360586,0.007887479952253407,37,0,inf,1.0,0.0,0.43243243243243246,0.0,0.7530988280312639,0.0
HYPE-5M-PBTR-V1-live-realistic,week_016_20250912_20250918,16,0.9628178223761391,0.13847001172695092,-0.03718217762386089,-0.04134535287252539,0.5,0.4008039253218853,-0.0023438399511037057,0.003135602159053772,0.007823282061261183,0.4008039253218853,-0.016721322182597767,0.008031508841594906,13,3,4.333333333333333,0.8125,0.1875,0.5384615384615384,0.3333333333333333,0.4316218995690879,0.26126071837387693
HYPE-5M-PBTR-V1-live-realistic,week_017_20250919_20250925,53,0.9877887697639347,0.526719677296584,-0.012211230236065296,-0.09043550701004144,0.4716981132075472,0.9445320979353208,-0.00018335784606326335,0.006619273722012188,0.006257136031844917,1.0578759496875594,-0.022752254488227097,0.03764239977457976,0,53,0.0,0.0,1.0,0.0,0.4716981132075472,0.0,1.0578759496875594
HYPE-5M-PBTR-V1-live-realistic,week_018_20250926_20251002,34,0.9639519863429827,0.14724267036931155,-0.036048013657017264,-0.05373757401124046,0.5882352941176471,0.6661890395989254,-0.0010548687573545019,0.00357885614655958,0.007674475762946047,0.4663323277192478,-0.018586504321472946,0.010085948861371253,34,0,inf,1.0,0.0,0.5882352941176471,0.0,0.4663323277192478,0.0
HYPE-5M-PBTR-V1-live-realistic,week_019_20251003_20251009,24,0.9518607688004816,0.07620650823696869,-0.04813923119951835,-0.0578857659673222,0.4166666666666667,0.4670255125365158,-0.0020294372526016304,0.004267967020640153,0.006527583162060047,0.653835717551122,-0.01316999322978103,0.012746700346230776,5,19,0.2631578947368421,0.20833333333333334,0.7916666666666666,0.2,0.47368421052631576,0.5076156859929158,0.7034969397893704
HYPE-5M-PBTR-V1-live-realistic,week_020_20251010_20251016,23,0.9911302237079782,0.628212373923882,-0.008869776292021792,-0.131790172717675,0.30434782608695654,1.0198919851945587,0.0001692014006721006,0.028504262014867266,0.012227387618038281,2.3311816804447054,-0.033656855015975116,0.152435454944923,6,17,0.35294117647058826,0.2608695652173913,0.7391304347826086,0.16666666666666666,0.35294117647058826,0.5030248323908519,2.563913916067979
HYPE-5M-PBTR-V1-live-realistic,week_021_20251017_20251023,31,0.923549272291953,0.015767245096582647,-0.07645072770804695,-0.09014093029129477,0.3548387096774194,0.38777482728841517,-0.002539675454280247,0.004533312532558981,0.0064298188470418224,0.7050451405243912,-0.018155702032180348,0.009735534179076692,17,14,1.2142857142857142,0.5483870967741935,0.45161290322580644,0.4117647058823529,0.2857142857142857,1.043706526111914,0.37989921176705527
HYPE-5M-PBTR-V1-live-realistic,week_022_20251024_20251030,24,1.0230891782318552,3.29057500263996,0.02308917823185519,-0.029073389806341776,0.5,1.345662954899849,0.000993453207532527,0.007735009840382155,0.005748103425317102,1.3456629548998489,-0.018073924068097567,0.029778187977411736,22,2,11.0,0.9166666666666666,0.08333333333333333,0.45454545454545453,1.0,1.0947222948716206,inf
HYPE-5M-PBTR-V1-live-realistic,week_023_20251031_20251106,38,0.9043618454695217,0.005272298655607854,-0.0956381545304783,-0.11579923072931697,0.2631578947368421,0.5284222737949759,-0.0025821283548804756,0.01099484863394119,0.007431048708031071,1.4795823666259322,-0.028711353990100812,0.033247270365262066,5,33,0.15151515151515152,0.13157894736842105,0.868421052631579,0.4,0.24242424242424243,1.4268782248426306,1.4963129947350533
HYPE-5M-PBTR-V1-live-realistic,week_024_20251107_20251113,25,0.9646440860080796,0.15286143377874586,-0.035355913991920396,-0.05456889245409213,0.36,0.49155207364392006,-0.0014287608677591799,0.0038368966225071754,0.004390693206034004,0.8738703531447467,-0.008022171786473667,0.0075125628917823714,14,11,1.2727272727272727,0.56,0.44,0.42857142857142855,0.2727272727272727,0.7644405013188272,1.0108908567653094
HYPE-5M-PBTR-V1-live-realistic,week_025_20251114_20251120,10,0.9609558281095653,0.12516688090864925,-0.03904417189043474,-0.04711516181600772,0.2,0.33992637228490874,-0.003924123160123924,0.010104273934088128,0.007431222433676938,1.359705489139635,-0.02316651022323003,0.019356277173866447,8,2,4.0,0.8,0.2,0.25,0.0,1.2186982772064237,0.0
HYPE-5M-PBTR-V1-live-realistic,week_026_20251121_20251127,30,0.9642988703557159,0.15003302621570133,-0.03570112964428407,-0.10127977964820511,0.4,0.7780788809340352,-0.0011356008436114423,0.009953841226376207,0.008528562223603209,1.1671183214010528,-0.03899980222003726,0.02690026420913644,12,18,0.6666666666666666,0.4,0.6,0.25,0.5,0.8629591857907479,1.1860434970599512
HYPE-5M-PBTR-V1-live-realistic,week_027_20251128_20251204,28,0.9751932589737003,0.26962975561911573,-0.02480674102629965,-0.06799840612588437,0.32142857142857145,0.8305825362479516,-0.0008272268763028916,0.01261725200982149,0.00719566424341444,1.7534520209678979,-0.019007889624425282,0.030345223148012298,17,11,1.5454545454545454,0.6071428571428571,0.39285714285714285,0.35294117647058826,0.2727272727272727,1.5935522656947931,1.9934964936073856
HYPE-5M-PBTR-V1-live-realistic,week_028_20251205_20251211,22,0.9631171326962784,0.14073405374460743,-0.03688286730372159,-0.045152658694207704,0.4090909090909091,0.5697608259917373,-0.0016776658788196877,0.005430855879761384,0.006598950173221967,0.8229878597658427,-0.016442000932815663,0.014124984922333113,0,22,0.0,0.0,1.0,0.0,0.4090909090909091,0.0,0.8229878597658427
HYPE-5M-PBTR-V1-live-realistic,week_029_20251212_20251218,24,0.9320741045487231,0.025466409711346057,-0.06792589545127692,-0.085405528516174,0.2916666666666667,0.3517459376684781,-0.0029015574776635783,0.005397942116401595,0.006318998486984533,0.8542401343377324,-0.01772656868367265,0.015849444289962034,0,24,0.0,0.0,1.0,0.0,0.2916666666666667,0.0,0.8542401343377324
HYPE-5M-PBTR-V1-live-realistic,week_030_20251219_20251225,2,1.0065552981210533,1.4062546022741533,0.006555298121053266,-0.010084799444235903,0.5,2.9460613891099574,0.0032945358540137104,0.009974921581468963,0.003385849873441542,2.9460613891099574,-0.003385849873441542,0.009974921581468963,0,2,0.0,0.0,1.0,0.0,0.5,0.0,2.9460613891099574
