label,reason_counts,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade,trigger_atr,lock_atr,trail_atr,max_hold_bars
trigger2.5_lock1.5_trail3_max144,"{""stop_market"": 11, ""time_open_triggered"": 1, ""time_open_untriggered"": 15, ""trail_gap_open"": 6, ""trail_stop"": 71}",104.0,1.163606521319048,-0.4386432691666696,0.010891952752200859,0.7692307692307693,1.4863237920195902,0.44589713760587707,-0.3111942578158864,0.4168914718464569,2.5,1.5,3.0,144.0
trigger2.5_lock1.5_trail4_max36,"{""stop_market"": 2, ""time_open_triggered"": 14, ""time_open_untriggered"": 59, ""trail_gap_open"": 5, ""trail_stop"": 55}",135.0,1.4337914705090422,-0.32480619291335455,0.008366465704914089,0.6074074074074074,1.4723927514171404,0.9516684856720542,-0.14810811847370753,0.30416467679438813,2.5,1.5,4.0,36.0
trigger2.5_lock1.5_trail4_max72,"{""stop_market"": 8, ""time_open_triggered"": 4, ""time_open_untriggered"": 29, ""trail_gap_open"": 8, ""trail_stop"": 61}",110.0,1.0485451037216644,-0.46743765206893984,0.009203925820109218,0.7363636363636363,1.4243268913495821,0.5099441956683689,-0.18502896178922504,0.3064820866315321,2.5,1.5,4.0,72.0
trigger2.5_lock1.5_trail4_max144,"{""stop_market"": 13, ""time_open_triggered"": 2, ""time_open_untriggered"": 13, ""trail_gap_open"": 6, ""trail_stop"": 65}",99.0,1.4634953189511792,-0.34257336320301746,0.013000585304590764,0.7575757575757576,1.5555155279076933,0.49776496893046185,-0.19331288355923987,0.38178518549878326,2.5,1.5,4.0,144.0
trigger2.5_lock2_trail1_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 25, ""trail_stop"": 61}",156.0,2.9982396738323978,-0.2997253954460727,0.010040013470720203,0.6282051282051282,1.6689687229563608,0.9877569993007034,-0.14810811847370753,0.12750249747557815,2.5,2.0,1.0,36.0
trigger2.5_lock2_trail1_max72,"{""stop_market"": 6, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 25, ""trail_stop"": 62}",129.0,2.6721453032078974,-0.48542371770355197,0.011921637484197577,0.7286821705426356,1.6229947444765989,0.6043065537944783,-0.18502896178922504,0.12750249747557815,2.5,2.0,1.0,72.0
trigger2.5_lock2_trail1_max144,"{""stop_market"": 13, ""time_open_untriggered"": 16, ""trail_gap_open"": 24, ""trail_stop"": 67}",120.0,1.9471485850552082,-0.4386432691666695,0.011856885687375874,0.7833333333333333,1.5147245804359986,0.4189663733120847,-0.3111942578158864,0.12750249747557815,2.5,2.0,1.0,144.0
trigger2.5_lock2_trail1.5_max36,"{""stop_market"": 2, ""time_open_triggered"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 21, ""trail_stop"": 61}",154.0,2.9085546695371627,-0.30905445983215585,0.010076735978354283,0.6233766233766234,1.6628076615344913,1.0046129621770885,-0.14810811847370753,0.14226504268728124,2.5,2.0,1.5,36.0
trigger2.5_lock2_trail1.5_max72,"{""stop_market"": 6, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 21, ""trail_stop"": 63}",126.0,2.569254416747321,-0.48504539829684057,0.012051862346696727,0.7222222222222222,1.6151534568780452,0.6212128680300173,-0.18502896178922504,0.14226504268728124,2.5,2.0,1.5,72.0
trigger2.5_lock2_trail1.5_max144,"{""stop_market"": 12, ""time_open_untriggered"": 16, ""trail_gap_open"": 20, ""trail_stop"": 66}",114.0,2.3785433102895603,-0.4386432691666695,0.013707620774585047,0.7807017543859649,1.5963319703418875,0.4484078568376088,-0.3111942578158864,0.14226504268728124,2.5,2.0,1.5,144.0
trigger2.5_lock2_trail2_max36,"{""stop_market"": 2, ""time_open_triggered"": 3, ""time_open_untriggered"": 67, ""trail_gap_open"": 19, ""trail_stop"": 59}",150.0,2.292157507100612,-0.3771649932417974,0.009339907699526287,0.6066666666666667,1.5758000931520864,1.0216725878678363,-0.14810811847370753,0.28535406805761865,2.5,2.0,2.0,36.0
trigger2.5_lock2_trail2_max72,"{""stop_market"": 6, ""time_open_triggered"": 1, ""time_open_untriggered"": 34, ""trail_gap_open"": 19, ""trail_stop"": 62}",122.0,2.330888856798433,-0.525722097060852,0.01202225422887104,0.7213114754098361,1.592983377211614,0.6154708502863053,-0.18502896178922504,0.28535406805761865,2.5,2.0,2.0,72.0
trigger2.5_lock2_trail2_max144,"{""stop_market"": 13, ""time_open_untriggered"": 15, ""trail_gap_open"": 18, ""trail_stop"": 66}",112.0,2.1548197747779145,-0.4386432691666695,0.013434054637372043,0.7767857142857143,1.5815009411310916,0.45445429342847454,-0.3111942578158864,0.28535406805761865,2.5,2.0,2.0,144.0
trigger2.5_lock2_trail2.5_max36,"{""stop_market"": 2, ""time_open_triggered"": 5, ""time_open_untriggered"": 66, ""trail_gap_open"": 16, ""trail_stop"": 61}",150.0,2.8075016296148823,-0.3114504505797657,0.010317526448677736,0.62,1.6550373216212526,1.0143777132517353,-0.14810811847370753,0.27123049844998104,2.5,2.0,2.5,36.0
trigger2.5_lock2_trail2.5_max72,"{""stop_market"": 5, ""time_open_triggered"": 1, ""time_open_untriggered"": 34, ""trail_gap_open"": 15, ""trail_stop"": 67}",122.0,2.659358892669801,-0.4315180528968551,0.012753049722076991,0.7377049180327869,1.6738938982138125,0.5951622749204667,-0.18502896178922504,0.27123049844998104,2.5,2.0,2.5,72.0
trigger2.5_lock2_trail2.5_max144,"{""stop_market"": 12, ""time_open_triggered"": 1, ""time_open_untriggered"": 15, ""trail_gap_open"": 15, ""trail_stop"": 69}",112.0,2.189287873169357,-0.4386432691666695,0.013520188691190529,0.7767857142857143,1.6036820522566868,0.46082817593582953,-0.3111942578158864,0.27123049844998104,2.5,2.0,2.5,144.0
trigger2.5_lock2_trail3_max36,"{""stop_market"": 2, ""time_open_triggered"": 5, ""time_open_untriggered"": 66, ""trail_gap_open"": 15, ""trail_stop"": 62}",150.0,2.5498287524880743,-0.3241864369149653,0.009830261989348929,0.62,1.624101960520155,0.9954173306413854,-0.14810811847370753,0.27870290660188823,2.5,2.0,3.0,36.0
trigger2.5_lock2_trail3_max72,"{""stop_market"": 5, ""time_open_triggered"": 1, ""time_open_untriggered"": 33, ""trail_gap_open"": 15, ""trail_stop"": 67}",121.0,2.7235570739534025,-0.4426859777952076,0.012994232391875027,0.743801652892562,1.694898543682049,0.5837983872682613,-0.18502896178922504,0.27870290660188823,2.5,2.0,3.0,72.0
trigger2.5_lock2_trail3_max144,"{""stop_market"": 12, ""time_open_triggered"": 1, ""time_open_untriggered"": 15, ""trail_gap_open"": 15, ""trail_stop"": 69}",112.0,1.8712620617291558,-0.4386432691666695,0.012535835946779863,0.7767857142857143,1.5597302925244043,0.4481983599208058,-0.3111942578158864,0.27870290660188823,2.5,2.0,3.0,144.0
trigger2.5_lock2_trail4_max36,"{""stop_market"": 2, ""time_open_triggered"": 8, ""time_open_untriggered"": 65, ""trail_gap_open"": 13, ""trail_stop"": 59}",147.0,2.0782858555020893,-0.3395281407228078,0.00914676118268256,0.6122448979591837,1.5494981673906212,0.9813488393473934,-0.14810811847370753,0.30416467679438813,2.5,2.0,4.0,36.0
trigger2.5_lock2_trail4_max72,"{""stop_market"": 6, ""time_open_triggered"": 2, ""time_open_untriggered"": 32, ""trail_gap_open"": 15, ""trail_stop"": 64}",119.0,2.330256606250043,-0.4705874594571665,0.012446101641984689,0.7394957983193278,1.626052208943772,0.572813846332465,-0.18502896178922504,0.25157731382726206,2.5,2.0,4.0,72.0
trigger2.5_lock2_trail4_max144,"{""stop_market"": 13, ""time_open_triggered"": 1, ""time_open_untriggered"": 14, ""trail_gap_open"": 15, ""trail_stop"": 64}",107.0,2.4797180148008637,-0.37636546282723693,0.014922562010688093,0.7663551401869159,1.6629540748451241,0.5069981935503427,-0.19331288355923987,0.310863712791106,2.5,2.0,4.0,144.0
