config_id,pullback_buffer,filter_name,signal_count,min_dir_ret192_bps,max_spread_bps,min_close_pos,max_adverse_wick_atr,mode,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio
pbm0p0060__long__ret0_spread125__deadline9__maxholdnone,-0.006,ret0_spread125,114,,125.0,,,5m_conservative,109,0.9403423059363759,0.944262209284599,-0.05965769406362409,-0.15223493194896542,0.45871559633027525,0.9309528714159068,-0.00043573508767920117,0.012807403723031085,0.011658734079806566,1.0985243882707698,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.0985243882707698,0.0
pbm0p0060__long__ret0_spread125__deadline9__maxholdnone,-0.006,ret0_spread125,114,,125.0,,,5m_optimistic,110,0.9699282626642066,0.9719331532128319,-0.03007173733579338,-0.14838137880471602,0.45454545454545453,0.9735682860309509,-0.00015540391795665584,0.012592899487879738,0.010778990089486984,1.168281943237141,-0.03892276407195153,0.07755944026126306,110,0,inf,1.0,0.0,0.45454545454545453,0.0,1.168281943237141,0.0
pbm0p0060__long__ret0_spread125__deadline9__maxholdnone,-0.006,ret0_spread125,114,,125.0,,,1m_conservative,109,0.9277580177961889,0.9324747112726872,-0.07224198220381106,-0.15223493194896542,0.45871559633027525,0.9112015907612078,-0.0005603793152428456,0.012535679306942344,0.011658734079806566,1.075217877098225,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.075217877098225,0.0
pbm0p0060__long__ret0_spread125__deadline9__maxholdnone,-0.006,ret0_spread125,114,,125.0,,,1m_optimistic,109,0.9277580177961889,0.9324747112726872,-0.07224198220381106,-0.15223493194896542,0.45871559633027525,0.9112015907612078,-0.0005603793152428456,0.012535679306942344,0.011658734079806566,1.075217877098225,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.075217877098225,0.0
pbm0p0060__long__ret0_spread125_wick0p25__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p25,62,,125.0,,0.25,5m_conservative,61,1.0371213987720242,1.0345680468515033,0.03712139877202425,-0.11912378507816535,0.4918032786885246,1.1160201576259698,0.0007688227660929762,0.01503742253405831,0.013039499590002503,1.1532208295468356,-0.03892276407195153,0.07755944026126306,61,0,inf,1.0,0.0,0.4918032786885246,0.0,1.1532208295468356,0.0
pbm0p0060__long__ret0_spread125_wick0p25__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p25,62,,125.0,,0.25,5m_optimistic,61,1.0699444749250377,1.0650636905690274,0.06994447492503775,-0.11912378507816535,0.4918032786885246,1.2091794418122026,0.0012722552653483426,0.014953904136787093,0.011968050094108508,1.2494854232059427,-0.03892276407195153,0.07755944026126306,61,0,inf,1.0,0.0,0.4918032786885246,0.0,1.2494854232059427,0.0
pbm0p0060__long__ret0_spread125_wick0p25__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p25,62,,125.0,,0.25,1m_conservative,61,1.0297751526972079,1.0277338398777665,0.029775152697207874,-0.11912378507816535,0.4918032786885246,1.0983505707780794,0.0006517329352041898,0.014799339877917777,0.013039499590002503,1.1349622564706823,-0.03892276407195153,0.07755944026126306,61,0,inf,1.0,0.0,0.4918032786885246,0.0,1.1349622564706823,0.0
pbm0p0060__long__ret0_spread125_wick0p25__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p25,62,,125.0,,0.25,1m_optimistic,61,1.0297751526972079,1.0277338398777665,0.029775152697207874,-0.11912378507816535,0.4918032786885246,1.0983505707780794,0.0006517329352041898,0.014799339877917777,0.013039499590002503,1.1349622564706823,-0.03892276407195153,0.07755944026126306,61,0,inf,1.0,0.0,0.4918032786885246,0.0,1.1349622564706823,0.0
pbm0p0060__long__ret0_spread125_wick0p5__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p5,85,,125.0,,0.5,5m_conservative,83,1.0055783484374654,1.0052001131110666,0.005578348437465408,-0.1182912954666272,0.4939759036144578,1.0330987343012945,0.0002105394255390456,0.013303261012790122,0.012570450695348909,1.0582962644062042,-0.03892276407195153,0.07755944026126306,83,0,inf,1.0,0.0,0.4939759036144578,0.0,1.0582962644062042,0.0
pbm0p0060__long__ret0_spread125_wick0p5__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p5,85,,125.0,,0.5,5m_optimistic,83,1.0478898986735552,1.0445800654336193,0.0478898986735552,-0.12016689100737732,0.4939759036144578,1.120008872145374,0.00070072836374928,0.013238904257180497,0.011538919532219286,1.1473261617098955,-0.03892276407195153,0.07755944026126306,83,0,inf,1.0,0.0,0.4939759036144578,0.0,1.1473261617098955,0.0
pbm0p0060__long__ret0_spread125_wick0p5__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p5,85,,125.0,,0.5,1m_conservative,83,0.9963315887023839,0.9965792535924582,-0.003668411297616081,-0.12016689100737732,0.4939759036144578,1.0155114656212931,9.866767204593585e-05,0.013076788926450414,0.012570450695348909,1.04028003795352,-0.03892276407195153,0.07755944026126306,83,0,inf,1.0,0.0,0.4939759036144578,0.0,1.04028003795352,0.0
pbm0p0060__long__ret0_spread125_wick0p5__deadline9__maxholdnone,-0.006,ret0_spread125_wick0p5,85,,125.0,,0.5,1m_optimistic,83,0.9963315887023839,0.9965792535924582,-0.003668411297616081,-0.12016689100737732,0.4939759036144578,1.0155114656212931,9.866767204593585e-05,0.013076788926450414,0.012570450695348909,1.04028003795352,-0.03892276407195153,0.07755944026126306,83,0,inf,1.0,0.0,0.4939759036144578,0.0,1.04028003795352,0.0
pbm0p0060__long__ret0_spread125_close0p55__deadline9__maxholdnone,-0.006,ret0_spread125_close0p55,114,,125.0,0.55,,5m_conservative,109,0.9403423059363759,0.944262209284599,-0.05965769406362409,-0.15223493194896542,0.45871559633027525,0.9309528714159068,-0.00043573508767920117,0.012807403723031085,0.011658734079806566,1.0985243882707698,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.0985243882707698,0.0
pbm0p0060__long__ret0_spread125_close0p55__deadline9__maxholdnone,-0.006,ret0_spread125_close0p55,114,,125.0,0.55,,5m_optimistic,110,0.9699282626642066,0.9719331532128319,-0.03007173733579338,-0.14838137880471602,0.45454545454545453,0.9735682860309509,-0.00015540391795665584,0.012592899487879738,0.010778990089486984,1.168281943237141,-0.03892276407195153,0.07755944026126306,110,0,inf,1.0,0.0,0.45454545454545453,0.0,1.168281943237141,0.0
pbm0p0060__long__ret0_spread125_close0p55__deadline9__maxholdnone,-0.006,ret0_spread125_close0p55,114,,125.0,0.55,,1m_conservative,109,0.9277580177961889,0.9324747112726872,-0.07224198220381106,-0.15223493194896542,0.45871559633027525,0.9112015907612078,-0.0005603793152428456,0.012535679306942344,0.011658734079806566,1.075217877098225,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.075217877098225,0.0
pbm0p0060__long__ret0_spread125_close0p55__deadline9__maxholdnone,-0.006,ret0_spread125_close0p55,114,,125.0,0.55,,1m_optimistic,109,0.9277580177961889,0.9324747112726872,-0.07224198220381106,-0.15223493194896542,0.45871559633027525,0.9112015907612078,-0.0005603793152428456,0.012535679306942344,0.011658734079806566,1.075217877098225,-0.03892276407195153,0.07755944026126306,109,0,inf,1.0,0.0,0.45871559633027525,0.0,1.075217877098225,0.0
pbm0p0060__long__ret0_spread125_close0p55_wick0p25__deadline9__maxholdnone,-0.006,ret0_spread125_close0p55_wick0p25,62,,125.0,0.55,0.25,5m_conservative,61,1.0371213987720242,1.0345680468515033,0.03712139877202425,-0.11912378507816535,0.4918032786885246,1.1160201576259698,0.0007688227660929762,0.01503742253405831,0.013039499590002503,1.1532208295468356,-0.03892276407195153,0.07755944026126306,61,0,inf,1.0,0.0,0.4918032786885246,0.0,1.1532208295468356,0.0
