label,slice,slice_start,slice_end,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade
long_time_exit_bars_48,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,47.0,0.6511814373832792,-0.17631959818526077,0.011751741658395248,0.6808510638297872,1.7916722879526472,0.8398463849778034,-0.1224724704052102,0.06590156275062058
long_time_exit_bars_48,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,15.0,0.06362684256852824,-0.1733248572148487,0.005134587825206441,0.6,1.306221937230887,0.8708146248205915,-0.09243731017252717,0.07929874322881589
long_time_exit_bars_72,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,131.0,3.4375734458167404,-0.3182233956221989,0.013194639080785643,0.7175572519083969,1.676382525551824,0.6598526962278457,-0.18502896178922504,0.21472617537964928
long_time_exit_bars_72,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,38.0,0.6960194186615574,-0.18173165285073922,0.015643585526092914,0.7368421052631579,1.9442457004334925,0.694373464440533,-0.15370732578479016,0.0910822738022477
long_time_exit_bars_72,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,15.0,0.13435250412623678,-0.19788608564659904,0.00982696617696726,0.6666666666666666,1.5447658752353461,0.7723829376176731,-0.11940177709224875,0.07929874322881589
short_ema_pair_21_55,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,207.0,-0.3428064345846127,-0.8138729418337787,0.00048476366709823574,0.5700483091787439,1.0215997262172163,0.7705286070621377,-0.5726774270972651,0.09230243912687061
short_ema_pair_21_55,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,57.0,0.5470227538580847,-0.2874659252455697,0.008543013001816492,0.6491228070175439,1.584853555897306,0.8566775977823277,-0.11204445569580701,0.06358998082207908
short_ema_pair_21_55,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,26.0,0.12068043729421807,-0.11690519241121078,0.005287003595628505,0.6153846153846154,1.3087194117759493,0.8179496323599683,-0.06474665724435154,0.08190689271082938
short_ema_pair_21_96,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,207.0,-0.3428064345846127,-0.8138729418337787,0.00048476366709823574,0.5700483091787439,1.0215997262172163,0.7705286070621377,-0.5726774270972651,0.09230243912687061
short_ema_pair_21_96,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,57.0,0.5470227538580847,-0.2874659252455697,0.008543013001816492,0.6491228070175439,1.584853555897306,0.8566775977823277,-0.11204445569580701,0.06358998082207908
short_ema_pair_21_96,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,26.0,0.12068043729421807,-0.11690519241121078,0.005287003595628505,0.6153846153846154,1.3087194117759493,0.8179496323599683,-0.06474665724435154,0.08190689271082938
short_ema_pair_13_55,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,270.0,1.8305723760656325,-0.4815198529217546,0.005177586855354069,0.5851851851851851,1.2675138483301631,0.898490829196065,-0.14810811847370753,0.3525382411982814
short_ema_pair_13_55,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,66.0,0.44504862205876927,-0.28746592524556946,0.00642393618176231,0.6212121212121212,1.4205047005352576,0.8661614027654011,-0.11204445569580701,0.06358998082207908
short_ema_pair_13_55,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,36.0,-0.04829518186883841,-0.20997293580267018,-0.0003460600687530236,0.5833333333333334,0.9835922987988052,0.7025659277134323,-0.09740565614139904,0.07293299563755279
short_ema_pair_9_96,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,337.0,-0.015513402012475197,-0.7221361591821586,0.001186465648640688,0.543026706231454,1.0567617465578543,0.8892967703273748,-0.14810811847370753,0.3525382411982814
short_ema_pair_9_96,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,74.0,0.137218706227062,-0.3385968627645687,0.0026335164484952178,0.581081081081081,1.1478937901736788,0.8275513371019545,-0.11204445569580701,0.06358998082207908
short_ema_pair_9_96,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,44.0,0.07074113527010595,-0.17595509058877168,0.0025787837810160325,0.6136363636363636,1.1308010114213287,0.7119858220060217,-0.0830632881996373,0.08273063604634968
short_pullback_buffer_0p005,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,185.0,1.3868752937635174,-0.4050578391549241,0.005986323198551843,0.6054054054054054,1.3200361059016814,0.8603806761680604,-0.14810811847370753,0.21472617537964928
short_pullback_buffer_0p005,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,56.0,0.7492579378721578,-0.21228621539536718,0.010848767589738548,0.6785714285714286,1.8289633611658318,0.8663510658153941,-0.11204445569580701,0.06358998082207908
short_pullback_buffer_0p005,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,20.0,-0.020885907447413032,-0.142893020335076,-0.0001373962380840109,0.55,0.9930646696542632,0.8125074569898518,-0.06679386339049734,0.07929874322881589
short_pullback_buffer_0p01,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,239.0,-0.088175409332644,-0.6768675840267349,0.0008193042853338562,0.5397489539748954,1.0388618741509452,0.8858512105163098,-0.14810811847370753,0.21472617537964928
short_pullback_buffer_0p01,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,61.0,0.48100036784669764,-0.21228621539536707,0.0072967921809107385,0.6229508196721312,1.487101168764443,0.9000875495153208,-0.11204445569580701,0.06358998082207908
short_pullback_buffer_0p01,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,33.0,0.3590847317338275,-0.1179579651397511,0.010148220811560174,0.6666666666666666,1.7055692453896858,0.852784622694843,-0.06474665724435154,0.07929874322881589
short_pullback_buffer_0p015,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,262.0,0.07337891764379756,-0.7314679654342828,0.0025346779197659712,0.5954198473282443,1.1177695680461768,0.7595100911082996,-0.5726774270972651,0.18601580928759737
short_pullback_buffer_0p015,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,62.0,0.4036199286769331,-0.2884421985533241,0.006376136532930592,0.6290322580645161,1.398456573021574,0.8247307994742614,-0.11204445569580701,0.06358998082207908
short_pullback_buffer_0p015,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,37.0,0.14610846565950997,-0.16573754877999736,0.004642144414072923,0.6216216216216216,1.2573005295383615,0.7653133658059592,-0.0830632881996373,0.07293299563755279
short_pullback_buffer_0p02,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,221.0,0.9866164217574032,-0.7470341063668673,0.0056470224164474935,0.6244343891402715,1.2723371411553388,0.7652462515644428,-0.5726774270972651,0.18601580928759737
