label,side,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade
baseline_v6_2,long,157.0,4.08946063431773,-0.2562982919069061,0.011512907806098472,0.6369426751592356,1.7732692611737462,1.0107634788690352,-0.14810811847370753,0.09230243912687061
baseline_v6_2,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_ema_pair_13_55,long,136.0,1.139913290506553,-0.2749833113230634,0.007077341173328871,0.6544117647058824,1.3777765872809644,0.7275898831708464,-0.15850642115536032,0.1027103019436229
long_ema_pair_13_55,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_ema_pair_21_96,long,159.0,4.12370733755939,-0.26478042384037337,0.0114536917267264,0.6415094339622641,1.756114563427969,0.981358138386218,-0.14810811847370753,0.09230243912687061
long_ema_pair_21_96,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_ema_pair_34_144,long,149.0,1.161310077182979,-0.4241606702025087,0.006577299944524841,0.6241610738255033,1.3425132829512134,0.8083950951104081,-0.17053818182214264,0.08889706338525873
long_ema_pair_34_144,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_ema_pair_9_55,long,144.0,1.3553047455947858,-0.40166174913402386,0.007364504502196268,0.6319444444444444,1.3872817355541769,0.8079772745535315,-0.14810811847370753,0.1027103019436229
long_ema_pair_9_55,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_pullback_buffer_0p0,long,123.0,1.2891843085801105,-0.24063657266729466,0.007980231389350376,0.6260162601626016,1.4641813850330379,0.8747057624872693,-0.141853859734921,0.08889706338525873
long_pullback_buffer_0p0,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_pullback_buffer_0p005,long,163.0,1.1663181612200004,-0.3403425943908406,0.006079256006121529,0.6134969325153374,1.3154695100548397,0.8287457913345491,-0.14810811847370753,0.08889706338525873
long_pullback_buffer_0p005,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_pullback_buffer_0p015,long,129.0,1.8575928224394938,-0.26288196130171193,0.009506032859792388,0.6434108527131783,1.5408004555317565,0.8539376018609734,-0.14810811847370753,0.1027103019436229
long_pullback_buffer_0p015,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_pullback_buffer_0p02,long,110.0,1.0198390025209316,-0.35914235442505726,0.007825665561345284,0.6090909090909091,1.4226791731990538,0.9130627529486465,-0.14810811847370753,0.1027103019436229
long_pullback_buffer_0p02,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_require_candle_True,long,194.0,1.4346542421513968,-0.3754828586645107,0.005915155734199812,0.6082474226804123,1.306664115638434,0.8415802778688218,-0.14810811847370753,0.08960545273345874
long_require_candle_True,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_htf_threshold_None,long,167.0,4.42847632102626,-0.21999051986986629,0.011286144363870956,0.6347305389221557,1.7388982240446045,1.0006867138369893,-0.12411333068229081,0.09230243912687061
long_htf_threshold_None,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_htf_threshold_0p0,long,166.0,5.117162492941282,-0.21999051986986617,0.012024701608994852,0.6325301204819277,1.8189963509577058,1.056750261032572,-0.12411333068229081,0.09230243912687061
long_htf_threshold_0p0,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_htf_threshold_0p25,long,164.0,4.633381752985222,-0.22435218363861265,0.011668866217201226,0.6341463414634146,1.7824298276645345,1.0283249005756931,-0.12411333068229081,0.09230243912687061
long_htf_threshold_0p25,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_htf_threshold_0p75,long,147.0,3.889621629943183,-0.23201675270049826,0.011890569936474691,0.6326530612244898,1.8205015021739426,1.0570653883590635,-0.12411333068229081,0.09230243912687061
long_htf_threshold_0p75,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_htf_threshold_1p0,long,133.0,1.6618422546944336,-0.40644356840050155,0.00850462583164447,0.5864661654135338,1.518391727895025,1.070660833772133,-0.12411333068229081,0.09230243912687061
long_htf_threshold_1p0,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_quality_window_48,long,10.0,-0.41082896433487204,-0.44033889773707413,-0.04868257459099083,0.2,0.09707737745380134,0.38830950981520534,-0.20555756498829858,0.04342021916152224
long_quality_window_48,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_quality_window_96,long,54.0,0.2604516690793617,-0.3215993168436029,0.0060440992060018595,0.6111111111111112,1.298254066296081,0.8261616785520517,-0.16418149226873627,0.09230243912687061
long_quality_window_96,short,53.0,0.8345994860134842,-0.13378895576779393,0.01287438188824849,0.6792452830188679,1.763818401589614,0.8329142451950955,-0.07845728412805354,0.21472617537964928
long_quality_window_384,long,295.0,-0.2984901992874428,-0.7295941214548267,7.366669397394338e-05,0.5627118644067797,1.0034836218393632,0.7798155856462521,-0.1481328829228754,0.09230243912687061
long_quality_window_384,short,52.0,0.9090003562810474,-0.13378895576779415,0.013871461021570676,0.6923076923076923,1.8442796255397649,0.8196798335732288,-0.07845728412805354,0.21472617537964928
long_quality_threshold_500p0,long,321.0,-0.07031525531452976,-0.7056455717751317,0.0010529847860988716,0.5700934579439252,1.0535255677950772,0.7944619035831729,-0.19597945456583415,0.09230243912687061
