label,direction,signal_ts,entry_ts,exit_ts,entry_fill,exit_fill,signal_atr,exit_reason,hold_bars,funding_return,trade_return,equity_before,equity_after
selected_short_train,short,2020-03-08 00:15:00+00:00,2020-03-08 00:30:00+00:00,2020-03-08 12:30:00+00:00,8791.491996,8734.032216,26.903808561219478,time_open,48,0.0004974699999999999,0.0050398452653327595,1.0,1.0050398452653329
selected_short_train,short,2020-03-08 14:30:00+00:00,2020-03-08 14:45:00+00:00,2020-03-09 02:45:00+00:00,8630.726328,8069.62656,26.70161515140056,time_open,48,0.0005292100000000022,0.06360610462309188,1.0050398452653329,1.0689665148136556
selected_short_train,short,2020-04-20 11:45:00+00:00,2020-04-20 12:00:00+00:00,2020-04-21 00:00:00+00:00,6961.41432,6828.010111999999,24.50604544096616,time_open,48,-0.00014942000000000427,0.01703312051110706,1.0689665148136556,1.0871743502828146
selected_short_train,short,2020-05-24 16:00:00+00:00,2020-05-24 16:15:00+00:00,2020-05-25 04:15:00+00:00,8951.527956000002,8786.603235999999,34.52942215480179,time_open,48,6.783999999999957e-05,0.016510461810653743,1.0871743502828146,1.1051241008746813
selected_short_train,short,2020-06-07 12:15:00+00:00,2020-06-07 12:30:00+00:00,2020-06-07 19:30:00+00:00,9508.824948,9688.819232881024,29.353384463185613,stop,28,0.00010000000000000286,-0.020848111901439734,1.1051241008746813,1.082084349954668
selected_short_train,short,2020-06-11 15:00:00+00:00,2020-06-11 15:15:00+00:00,2020-06-12 03:15:00+00:00,9526.197996,9341.7352,33.244895592372,time_open,48,0.00020000000000000573,0.017583101093797814,1.082084349954668,1.1011107484719376
selected_short_train,short,2020-06-14 22:00:00+00:00,2020-06-14 22:15:00+00:00,2020-06-15 10:15:00+00:00,9277.627464000001,9115.694819999999,23.147196221216223,time_open,48,5.850999999999773e-05,0.015530064799217563,1.1011107484719376,1.1182110697468217
selected_short_train,short,2020-06-17 19:45:00+00:00,2020-06-17 20:00:00+00:00,2020-06-17 23:45:00+00:00,9287.123664,9469.256300591795,29.724408091129273,stop,15,0.0,-0.02163091865946592,1.1182110697468217,1.0940231370530138
selected_short_train,short,2020-06-25 03:00:00+00:00,2020-06-25 03:15:00+00:00,2020-06-25 08:30:00+00:00,9115.052520000001,9296.369370075778,29.599964858686054,stop,21,0.00010000000000000286,-0.02181191674733792,1.0940231370530138,1.070160395467952
selected_short_train,short,2020-06-27 19:30:00+00:00,2020-06-27 19:45:00+00:00,2020-06-28 07:45:00+00:00,9023.329224000001,9001.779272,27.42901582007273,time_open,48,0.00010000000000000286,0.0004906366947828999,1.070160395467952,1.070685455427272
selected_short_train,short,2020-07-02 16:30:00+00:00,2020-07-02 16:45:00+00:00,2020-07-02 21:45:00+00:00,8989.642704,9129.250111845407,22.659527982774826,stop,20,0.0,-0.01754533587759518,1.070685455427272,1.0518999194925445
selected_short_train,short,2020-07-05 09:45:00+00:00,2020-07-05 10:00:00+00:00,2020-07-05 22:00:00+00:00,9017.471568,9034.642412000001,14.745538780918828,time_open,48,0.00010000000000000286,-0.0038060791835478804,1.0518999194925445,1.0478963051057881
selected_short_train,short,2020-07-10 04:30:00+00:00,2020-07-10 04:45:00+00:00,2020-07-10 16:45:00+00:00,9155.48634,9230.130576,20.21919619038399,time_open,48,0.00020000000000000573,-0.009961104441776778,1.0478963051057881,1.0374581005664774
selected_short_train,short,2020-07-16 09:00:00+00:00,2020-07-16 09:15:00+00:00,2020-07-16 21:15:00+00:00,9065.012544,9117.775651999998,16.274327567748152,time_open,48,0.00010000000000000286,-0.007726342859608864,1.0374581005664774,1.0294423435790223
selected_short_train,short,2020-08-25 12:15:00+00:00,2020-08-25 12:30:00+00:00,2020-08-26 00:30:00+00:00,11492.841024000001,11310.632444,27.323786918270784,time_open,48,0.0006589600000000001,0.014528907926637254,1.0294423435790223,1.0443990166046637
selected_short_train,short,2021-08-30 13:00:00+00:00,2021-08-30 13:15:00+00:00,2021-08-30 19:45:00+00:00,47491.215912,48637.31783891575,187.77579643991524,stop,26,0.0002254999999999896,-0.025931557401277745,1.0443990166046637,1.017316123555742
