scope,run,direction,entry_ts,exit_ts,raw_entry_price,entry_fill,raw_exit_price,exit_fill,exit_reason,hold_bars,leverage,entry_atr_pct,tp_pct,sl_pct,entry_fee,exit_fee,funding_pnl,both_hit,net_account_return_pct,equity_before,equity_after
latest_full,v3_latest_full,short,2025-07-31 20:00:00+00:00,2025-08-01 11:00:00+00:00,41.615,41.598354,39.751,39.7669004,time_close,30,2.412098420743829,0.011193573101247625,0.1,0.025,0.002870237610554828,0.002743869461355798,-0.0004925339071958462,False,10.106570723859809,1.1899338708035474,1.3101953790234706
latest_full,v3_latest_full,long,2025-08-07 11:00:00+00:00,2025-08-08 02:00:00+00:00,39.068,39.083627199999995,40.648,40.6317408,time_close,30,2.783316833317826,0.009700656309333965,0.1,0.025,0.003646688853371255,0.003791135237018894,-0.0007441415916766436,False,10.400312819537927,1.3101953790234706,1.4464597969890423
latest_full,v3_latest_full,long,2025-08-09 05:30:00+00:00,2025-08-09 20:30:00+00:00,41.886,41.9027544,44.457,44.4392172,time_close,30,3.0,0.008631297491245428,0.1,0.025,0.004339379390967127,0.00460205125008183,-0.0008983737161108762,False,17.479369650220434,1.4464597969890423,1.699291851746585
latest_full,v3_latest_full,long,2025-08-10 15:30:00+00:00,2025-08-11 06:30:00+00:00,44.896,44.9139584,46.74,46.721304,time_close,30,3.0,0.008677179867371465,0.1,0.025,0.005097875555239755,0.005303014965844681,-0.0010304869923441643,False,11.399338665244475,1.699291851746585,1.8929998848380822
latest_full,v3_latest_full,long,2025-08-13 11:00:00+00:00,2025-08-14 02:00:00+00:00,46.036,46.0544144,47.289,47.2700844,time_close,30,2.6299347734137144,0.010266414312988224,0.1,0.025,0.0049784662232038295,0.005109879728562878,-0.0010126116182456715,False,6.35565531475597,1.8929998848380822,2.013312432627118
latest_full,v3_latest_full,short,2025-08-18 01:30:00+00:00,2025-08-18 16:30:00+00:00,45.345,45.326862,44.055,44.072621999999996,time_close,30,2.7284728548005988,0.009895645453278003,0.1,0.025,0.005493268320655651,0.005341264044284188,0.00106048085858921,False,7.064488479789466,2.013312432627118,2.15554265749223
latest_full,v3_latest_full,long,2025-08-22 16:30:00+00:00,2025-08-23 07:30:00+00:00,44.282,44.299712799999995,43.718,43.700512800000006,time_close,30,2.4935892166200464,0.010827765784372995,0.1,0.025,0.005375037926687143,0.005302334910750866,-0.002800522462197222,False,-3.998107434170428,2.15554265749223,2.0693617462563183
latest_full,v3_latest_full,long,2025-08-24 18:00:00+00:00,2025-08-25 07:30:00+00:00,45.621,45.6392484,44.49826719,44.480467883124,stop_market,27,3.0,0.008462375005408527,0.1,0.025,0.0062080852387689555,0.006050461954556612,-0.005168326292750678,False,-8.459137606805722,2.0693617462563183,1.8943115885578985
latest_full,v3_latest_full,long,2025-09-03 10:00:00+00:00,2025-09-04 01:00:00+00:00,45.481,45.4991924,45.917,45.898633200000006,time_close,30,3.0,0.008121563693908441,0.1,0.025,0.005682934765673695,0.005732825673388985,-0.0015064826823449047,False,1.9515619720208877,1.8943115885578985,1.9312802531517794
latest_full,v3_latest_full,long,2025-09-08 03:00:00+00:00,2025-09-08 18:00:00+00:00,48.426,48.4453704,50.64,50.619744000000004,time_close,30,3.0,0.006266857759404259,0.1,0.025,0.005793840759455338,0.006053885719086066,-0.0077356820326043236,False,12.450888509171953,1.9312802531517794,2.1717418042713614
latest_full,v3_latest_full,long,2025-09-09 04:30:00+00:00,2025-09-09 19:30:00+00:00,52.574,52.5950296,53.814,53.7924744,time_close,30,3.0,0.007640397431753227,0.1,0.025,0.0065152254128140845,0.006663559254447708,-0.008309503784077835,False,5.840728991485333,2.1717418042713614,2.2985873574536453
latest_full,v3_latest_full,long,2025-09-11 23:30:00+00:00,2025-09-12 14:30:00+00:00,56.971,56.99378839999999,56.263,56.2404948,time_close,30,2.954343671706792,0.009139085698990964,0.1,0.025,0.006790817013358415,0.006701061986739866,-0.0013446837605919798,False,-4.550255139970183,2.2985873574536453,2.193995768074406
latest_full,v3_latest_full,short,2025-09-20 19:00:00+00:00,2025-09-21 10:00:00+00:00,54.057,54.035377200000006,52.655,52.676062,time_close,30,3.0,0.007808688645328107,0.1,0.025,0.006581987304223218,0.0064164106791962045,0.0056679738054291745,False,7.2126939874597396,2.193995768074406,2.3522419689234297
latest_full,v3_latest_full,short,2025-09-21 10:30:00+00:00,2025-09-22 01:30:00+00:00,52.655,52.633938,49.79,49.809915999999994,time_close,30,3.0,0.00743583023365032,0.1,0.025,0.00705672590677029,0.006678104242385434,0.004475888988124814,False,15.702581966636453,2.3522419689234297,2.7216046921472543
latest_full,v3_latest_full,short,2025-09-23 03:00:00+00:00,2025-09-23 03:30:00+00:00,45.525,45.50679,46.644459749999996,46.66311753389999,stop_market,1,2.365093472036743,0.011416039289452886,0.1,0.025,0.006436849490862041,0.006600409836424843,0.0,False,-6.488730909365115,2.7216046921472543,2.545007087257164
latest_full,v3_latest_full,short,2025-09-23 19:00:00+00:00,2025-09-24 10:00:00+00:00,45.144,45.1259424,44.374,44.3917496,time_close,30,2.2160795101541955,0.012183678372677762,0.1,0.025,0.005639938059267812,0.005548177052287481,0.00596673743579646,False,3.400368892404071,2.545007087257164,2.631546716561736
latest_full,v3_latest_full,long,2025-10-02 02:00:00+00:00,2025-10-02 17:00:00+00:00,48.669,48.688467599999996,49.649,49.629140400000004,time_close,30,2.2983239693885085,0.011747691082551609,0.1,0.025,0.006048146895239465,0.006164998534964439,-0.002369262620269308,False,3.886278401628429,2.631546716561736,2.733815948236237
latest_full,v3_latest_full,short,2025-10-07 00:00:00+00:00,2025-10-07 15:00:00+00:00,47.212,47.19311520000001,45.287,45.3051148,time_close,30,2.6361707503602316,0.010242128661927707,0.1,0.025,0.007206805639608689,0.006918491298149332,0.0010565888657516113,False,10.06818449372675,2.733815948236237,3.0090615816235866
latest_full,v3_latest_full,short,2025-10-09 15:30:00+00:00,2025-10-09 20:00:00+00:00,42.931,42.9138276,43.98667328999999,44.00426795931599,stop_market,9,2.520539056369455,0.010711994298112712,0.1,0.025,0.0075844572395030955,0.007777178297958867,0.0004323493670510421,False,-6.900833997360145,3.0090615816235866,2.8014112369974034
latest_full,v3_latest_full,long,2025-10-25 18:30:00+00:00,2025-10-26 09:30:00+00:00,42.882,42.899152799999996,46.396,46.377441600000004,time_close,30,2.6086660014308913,0.010350117640660057,0.1,0.025,0.007307946249981583,0.007900478874362758,-0.00149495781250834,False,20.554970075064904,2.8014112369974034,3.377240478441725
latest_full,v3_latest_full,long,2025-10-26 10:00:00+00:00,2025-10-27 01:00:00+00:00,46.401,46.4195604,48.22,48.200712,time_close,30,2.669624607221472,0.010113781513312249,0.1,0.025,0.009015964285752446,0.009361913258011797,-0.0018433144215142321,False,9.644790839542594,3.377240478441725,3.702968258735797
latest_full,v3_latest_full,short,2025-11-12 16:30:00+00:00,2025-11-12 17:30:00+00:00,37.813,37.7978748,38.74282167,38.75831879866799,stop_market,2,2.2303657390664235,0.012105637890268858,0.1,0.025,0.008258973537134773,0.008468834054713366,0.0,False,-6.119099850123966,3.702968258735797,3.4763799335653567
latest_full,v3_latest_full,short,2025-11-30 23:30:00+00:00,2025-12-01 14:30:00+00:00,32.228,32.2151088,29.755,29.766901999999998,time_close,30,2.406097818665314,0.01122148891476788,0.1,0.025,0.008364510175003474,0.00772884413344993,0.001446798791114405,False,17.863970506793557,3.4763799335653567,4.097399419601562
latest_full,v3_latest_full,short,2025-12-05 09:30:00+00:00,2025-12-06 00:30:00+00:00,32.178,32.1651288,30.773,30.785309199999997,time_close,30,2.250898349833663,0.011995210713089396,0.1,0.025,0.009222829592190564,0.008827188675659724,-2.4851456831517056e-05,False,9.214772789782689,4.097399419601562,4.4749654664077205
latest_full,v3_latest_full,short,2025-12-07 08:30:00+00:00,2025-12-07 23:30:00+00:00,29.989,29.977004400000002,29.719,29.7308876,time_close,30,2.789376432686569,0.00967958274960943,0.1,0.025,0.012482363209083957,0.012379880677858873,0.0008651920052698648,False,1.7538789948789768,4.4749654664077205,4.553450945751133
latest_full,v3_latest_full,short,2025-12-15 15:30:00+00:00,2025-12-16 06:30:00+00:00,27.797,27.785881200000002,26.651,26.6616604,time_close,30,2.3467518479425684,0.011505264190447445,0.1,0.025,0.010685819421457307,0.010253469611416143,0.00011308593630030743,False,9.037620298261606,4.553450945751133,4.964974552695723
latest_full,v3_latest_full,long,2025-12-24 23:00:00+00:00,2025-12-25 07:30:00+00:00,25.201,25.2110804,24.58080339,24.570971068644003,stop_market,17,2.8756361342207613,0.009389226849215556,0.1,0.025,0.014277460229218381,0.01391495551399853,-0.0014163838500530883,False,-7.897593646280132,4.964974552695723,4.5728610378826
latest_full,v3_latest_full,short,2026-01-01 16:00:00+00:00,2026-01-02 07:00:00+00:00,24.325,24.31527,24.505,24.514802,time_close,30,3.0,0.008544364700264548,0.1,0.025,0.013718583113647799,0.013831158311284196,-0.001190483558736976,False,-3.0903065159727405,4.5728610378826,4.431545615262535
latest_full,v3_latest_full,long,2026-01-04 15:00:00+00:00,2026-01-05 06:00:00+00:00,25.791,25.801316399999997,26.239,26.228504400000002,time_close,30,3.0,0.008273325250096386,0.1,0.025,0.013294636845787605,0.01351475388310584,-0.002712832459921084,False,4.300865446877022,4.431545615262535,4.622140429391955
latest_full,v3_latest_full,long,2026-01-13 23:00:00+00:00,2026-01-14 14:00:00+00:00,25.783,25.7933132,26.098,26.0875608,time_close,30,3.0,0.008446016441323395,0.1,0.025,0.013866421288175865,0.014024608069106149,-0.0027906362302573006,False,2.758572944516069,4.622140429391955,4.7496455447347
latest_full,v3_latest_full,short,2026-01-19 00:00:00+00:00,2026-01-19 15:00:00+00:00,24.455,24.445218,23.586,23.5954344,time_close,30,3.0,0.007814164863646805,0.1,0.025,0.0142489366342041,0.01375360406367084,0.0028067145310467405,False,9.898354307462132,4.7496455447347,5.21978228910113
latest_full,v3_latest_full,short,2026-01-20 13:30:00+00:00,2026-01-21 04:30:00+00:00,22.161,22.1521356,21.542,21.5506168,time_close,30,2.8324362193661825,0.009532430003328308,0.1,0.025,0.014784700412856162,0.01438323685145124,0.0007534119303994478,False,7.146831331451087,5.21978228910113,5.592831325172145
latest_full,v3_latest_full,short,2026-01-23 10:00:00+00:00,2026-01-23 13:00:00+00:00,20.909,20.9006364,21.42315231,21.431721570923997,stop_market,6,2.5164196265892276,0.010729530049245397,0.1,0.025,0.014073910514866223,0.014431528581048974,-2.1022870750548952e-05,False,-6.90427630834245,5.592831325172145,5.206686797022729
latest_full,v3_latest_full,long,2026-01-26 18:00:00+00:00,2026-01-27 03:00:00+00:00,23.869,23.878547599999997,26.26640236,26.255895799056002,target,18,2.6038406787462276,0.010369298022105077,0.1,0.025,0.013557382883578684,0.01490715592346778,-0.0013924333586626926,False,25.3504026491115,5.206686797022729,6.526602864746118
latest_full,v3_latest_full,long,2026-01-27 03:30:00+00:00,2026-01-27 16:30:00+00:00,26.253,26.2635012,28.889851320000002,28.878295379472004,target,26,2.600213524352648,0.010383762620695524,0.1,0.025,0.016970561036991596,0.018660150093834482,-0.0035340866697815727,False,25.287646471599402,6.526602864746118,8.177027123788395
latest_full,v3_latest_full,long,2026-01-28 01:00:00+00:00,2026-01-28 08:00:00+00:00,31.475,31.48759,34.636349,34.622494460400006,target,14,2.207664827239238,0.012230117392305626,0.1,0.025,0.018052135172568873,0.01984940575034983,-0.0019218254520174686,False,21.49249580319117,8.177027123788395,9.93447433519442
latest_full,v3_latest_full,short,2026-02-23 01:30:00+00:00,2026-02-23 16:30:00+00:00,27.743,27.7319028,26.413,26.4235652,time_close,30,3.0,0.007902008988689965,0.1,0.025,0.02980342300558326,0.028397355084167148,0.0006890335559514937,False,13.574509645717669,9.93447433519442,11.283030512076731
latest_full,v3_latest_full,short,2026-02-28 07:00:00+00:00,2026-02-28 07:30:00+00:00,26.213,26.202514800000003,26.85757767,26.868320701068,stop_market,1,2.2767193910721986,0.01185916898932574,0.1,0.025,0.02568829435690437,0.026341033916513313,0.0,False,-6.246272994901581,11.283030512076731,10.578261624194377
latest_full,v3_latest_full,long,2026-02-28 18:00:00+00:00,2026-03-01 09:00:00+00:00,29.41,29.421764,30.887,30.874645200000003,time_close,30,2.347765516402425,0.01150029669120159,0.1,0.025,0.02483527786476667,0.026061673002274258,-0.005170911495832489,False,11.0635122926811,10.578261624194377,11.74858889933909
latest_full,v3_latest_full,long,2026-03-09 12:30:00+00:00,2026-03-09 21:30:00+00:00,31.945,31.957777999999998,35.1535558,35.13949437768,target,18,2.8403495274113784,0.00950587233698914,0.1,0.025,0.033370098927988354,0.03669242597725888,-0.0007210612991402263,False,27.676034040556562,11.74858889933909,15.000132362405227
latest_full,v3_latest_full,long,2026-03-11 12:30:00+00:00,2026-03-12 03:30:00+00:00,35.548,35.5622192,35.844,35.829662400000004,time_close,30,2.560207390426069,0.010546020646986207,0.1,0.025,0.038403449731599114,0.03869226020851271,0.014633955736740787,False,1.5089781692695592,15.000132362405227,15.226481085115461
latest_full,v3_latest_full,long,2026-03-14 13:30:00+00:00,2026-03-15 04:30:00+00:00,38.092,38.107236799999995,37.941,37.9258236,time_close,30,2.8932493838043714,0.009332068003241859,0.1,0.025,0.044054007017019226,0.04384428364012563,-0.00777470996696051,False,-2.0056924236830476,15.226481085115461,14.921084707597768
latest_full,v3_latest_full,long,2026-03-16 07:30:00+00:00,2026-03-16 22:30:00+00:00,39.203,39.2186812,41.114,41.0975544,time_close,30,3.0,0.008575915712699046,0.1,0.025,0.0447632541227933,0.04690775454816981,-0.008760234518191284,False,13.699199637587522,14.921084707597768,16.965153889785128
latest_full,v3_latest_full,short,2026-03-30 19:30:00+00:00,2026-03-31 01:30:00+00:00,36.603,36.5883588,37.50306777,37.518068997108,stop_market,12,3.0,0.008509479055118382,0.1,0.025,0.05089546166935539,0.052188715350373706,0.002172802161272504,False,-8.217815558491438,16.965153889785128,15.57098883390835
latest_full,v3_latest_full,long,2026-04-05 23:30:00+00:00,2026-04-06 14:30:00+00:00,36.872,36.8867488,37.701,37.685919600000005,time_close,30,3.0,0.0056122964728257145,0.1,0.025,0.04671296650172505,0.04772502747277915,-0.006811156283745788,False,5.849415412927539,15.57098883390835,16.481800654704212
latest_full,v3_latest_full,long,2026-04-07 22:00:00+00:00,2026-04-08 13:00:00+00:00,37.79,37.805116,39.684,39.6681264,time_close,30,3.0,0.006802561002700261,0.1,0.025,0.04944540196411264,0.051882037738258176,-0.009677478015364007,False,14.110295987374633,16.481800654704212,18.807431511132027
latest_full,v3_latest_full,long,2026-04-13 14:00:00+00:00,2026-04-14 05:00:00+00:00,42.683,42.7000732,44.842,44.8240632,time_close,30,3.0,0.007400217293885964,0.1,0.025,0.05642229453339608,0.05922885621783807,0.007967537987255326,False,14.3500619426983,18.807431511132027,21.50630958281003
latest_full,v3_latest_full,short,2026-04-19 17:30:00+00:00,2026-04-20 08:30:00+00:00,42.497,42.480001200000004,40.864,40.8803456,time_close,30,3.0,0.007595463290325732,0.1,0.025,0.06451892874843008,0.06208936041596903,0.01215206552169366,False,10.764804160862695,21.50630958281003,23.821421691628377
latest_full,v3_latest_full,long,2026-04-25 10:00:00+00:00,2026-04-26 01:00:00+00:00,41.584,41.6006336,41.319,41.302472400000006,time_close,30,3.0,0.005605348637728519,0.1,0.025,0.07146426507488514,0.07095206443782932,-0.01370756906547533,False,-2.8055610797943054,23.821421691628377,23.153097155994374
latest_full,v3_latest_full,long,2026-04-26 20:00:00+00:00,2026-04-27 11:00:00+00:00,41.97,41.986788,42.387,42.3700452,time_close,30,3.0,0.00471913145933462,0.1,0.025,0.06945929146798312,0.07009331885683705,-0.011003220698610549,False,2.0881506891846646,23.153097155994374,23.636568713824865
latest_full,v3_latest_full,short,2026-04-28 07:00:00+00:00,2026-04-28 22:00:00+00:00,40.513,40.496794799999996,40.021,40.0370084,time_close,30,3.0,0.006121063318543938,0.1,0.025,0.0709097061414746,0.07010462221636736,0.005892791463100677,False,2.8344316652892276,23.636568713824865,24.306531102037365
latest_full,v3_latest_full,long,2026-05-02 08:30:00+00:00,2026-05-02 23:30:00+00:00,41.986,42.00279439999999,41.254,41.2374984,time_close,30,3.0,0.00581685151346144,0.1,0.025,0.0729195933061121,0.07159098948639114,-0.010824209990038788,False,-6.105102395212247,24.306531102037365,22.82259248953387
latest_full,v3_latest_full,long,2026-05-05 07:00:00+00:00,2026-05-05 22:00:00+00:00,43.231,43.2482924,44.401,44.3832396,time_close,30,3.0,0.005984892285614576,0.1,0.025,0.06846777746860161,0.07026454927197141,-0.013861734358137551,False,7.204167287415308,22.82259248953387,24.466770231804972
latest_full,v3_latest_full,short,2026-05-12 11:30:00+00:00,2026-05-13 02:30:00+00:00,40.618,40.60175280000001,40.453,40.4691812,time_close,30,3.0,0.006057277262504098,0.1,0.025,0.07340031069541492,0.07316064624848029,0.008730915150660466,False,0.4162151529465863,24.466770231804972,24.568604636946368
latest_full,v3_latest_full,short,2026-05-13 12:00:00+00:00,2026-05-14 03:00:00+00:00,39.232,39.2163072,38.58,38.595431999999995,time_close,30,3.0,0.006251100376651166,0.1,0.025,0.07370581391083911,0.07253889853250753,-0.005925676775896135,False,4.130250798152235,24.568604636946368,25.583349626058713
latest_full,v3_latest_full,long,2026-05-14 16:00:00+00:00,2026-05-15 03:00:00+00:00,42.607,42.6240428,46.88644708,46.86769250116801,target,22,3.0,0.0068820098533156114,0.1,0.025,0.07675004887817613,0.08439128374448737,-0.00799325776791506,False,29.206888015593236,25.583349626058713,33.05544990197937
latest_full,v3_latest_full,long,2026-05-17 19:00:00+00:00,2026-05-18 10:00:00+00:00,45.493,45.5111972,45.433,45.4148268,time_close,30,2.7704903551617246,0.00974556722411831,0.1,0.025,0.09157980513896542,0.09138588401633753,-0.006709632310382618,False,-1.160463539994394,33.05544990197937,32.67185345788579
latest_full,v3_latest_full,long,2026-05-20 14:00:00+00:00,2026-05-21 00:30:00+00:00,51.26,51.28050399999999,56.4085544,56.38599097824,target,21,2.5159057073640283,0.010731721749734618,0.1,0.025,0.08219930258485601,0.0903830651502043,-0.0036063713336296436,False,24.509089564206697,32.67185345788579,40.67942728416538
latest_full,v3_latest_full,long,2026-05-21 01:00:00+00:00,2026-05-21 14:30:00+00:00,56.381,56.403552399999995,62.04390764,62.019090076944,target,27,2.464992819433347,0.010953378763272327,0.1,0.025,0.10027449615412865,0.11025782499123371,0.0021957825254879226,False,24.029326249364736,40.67942728416538,50.454419582650566
latest_full,v3_latest_full,long,2026-05-21 15:30:00+00:00,2026-05-21 15:30:00+00:00,62.172,62.1968688,60.641947079999994,60.617690301168,stop_market,0,2.2327367721082263,0.012092782426163778,0.1,0.025,0.11265143791756131,0.10979121790883445,0.0,False,-6.1097971001400575,50.454419582650566,47.37175691809728
latest_full,v3_latest_full,long,2026-05-31 22:00:00+00:00,2026-06-01 13:00:00+00:00,71.386,71.41455439999999,73.017,72.9877932,time_close,30,2.412801079330286,0.011190313296566624,0.1,0.025,0.11429862622175706,0.11681658681213732,-0.023299539629042323,False,4.7782602651424755,47.37175691809728,49.63530275581461
latest_full,v3_latest_full,long,2026-06-14 23:30:00+00:00,2026-06-15 14:30:00+00:00,63.75,63.775499999999994,67.985,67.957806,time_close,30,2.581789088263073,0.010457864324682133,0.1,0.025,0.1281478830475962,0.1365516377834628,0.01859567277981876,False,16.435179065891226,49.63530275581461,57.79295364362998
latest_full,v3_latest_full,long,2026-06-16 04:00:00+00:00,2026-06-16 12:30:00+00:00,69.753,69.7809012,76.75899132,76.72828772347201,target,17,2.6304837700268924,0.010264271655142723,0.1,0.025,0.1520234265814852,0.1671588789319379,-0.01618166020555252,False,25.608811198672797,57.79295364362998,72.59304202836367
latest_full,v3_latest_full,long,2026-06-17 16:30:00+00:00,2026-06-17 17:30:00+00:00,76.395,76.425558,74.51491904999999,74.48511308238,stop_market,2,2.2210353424935354,0.012156492732658345,0.1,0.025,0.16123171196411432,0.15713803879734545,0.0,False,-6.0777765943552104,72.59304202836367,68.18099911083334
latest_full,v3_latest_full,short,2026-06-22 04:00:00+00:00,2026-06-22 07:00:00+00:00,65.481,65.4548076,67.09117778999999,67.11801426111599,stop_market,6,2.394097009871891,0.011277738491242166,0.1,0.025,0.16323192610132414,0.16737964934355878,0.0,False,-6.568303304560896,68.18099911083334,63.70266429315384
latest_full,v3_latest_full,short,2026-06-23 06:30:00+00:00,2026-06-23 21:30:00+00:00,64.054,64.02837840000001,62.083,62.107833199999995,time_close,30,2.3017734741733866,0.011730085650455349,0.1,0.025,0.14662910290415365,0.14223093092479144,0.02879785669808796,False,6.495976028864581,63.70266429315384,67.84077409538519
latest_full,v3_latest_full,long,2026-07-05 20:30:00+00:00,2026-07-06 11:30:00+00:00,70.489,70.51719560000001,70.025,69.99699000000001,time_close,30,3.0,0.007251468407326024,0.1,0.025,0.20352232228615555,0.2020209373987188,-0.03085964172516733,False,-2.85637629388229,67.84077409538519,65.90298630653837
latest_full,v3_latest_full,short,2026-07-13 05:00:00+00:00,2026-07-13 20:00:00+00:00,65.066,65.03997360000001,63.479,63.5043916,time_close,30,3.0,0.006544749414884976,0.1,0.025,0.1977089589196151,0.19304108619840443,-0.015886765867565864,False,6.465922333784024,65.90298630653837,70.16422221676346
latest_full,v3_latest_full,long,2026-07-15 03:30:00+00:00,2026-07-15 18:30:00+00:00,67.485,67.511994,67.318,67.2910728,time_close,30,3.0,0.006878940714550764,0.1,0.025,0.2104926666502904,0.20980386619051455,-0.04217353004179883,False,-1.6408227530859576,70.16422221676346,69.01295169410501
latest_full,v3_latest_full,short,2026-07-16 17:00:00+00:00,2026-07-17 08:00:00+00:00,63.912,63.8864352,59.448,59.4717792,time_close,30,3.0,0.007360709384364877,0.1,0.025,0.20703885508231504,0.19273213533874303,-0.05074256736650916,False,20.07768954326292,69.01295169410501,82.86915787988943
clean_prospective,v3_clean_prospective,long,2026-07-15 03:30:00+00:00,2026-07-15 18:30:00+00:00,67.485,67.511994,67.318,67.2910728,time_close,30,3.0,0.006878940714550764,0.1,0.025,0.003,0.002990183024367492,-0.0006010688739840805,False,-1.6408227530859576,1.0,0.9835917724691404
clean_prospective,v3_clean_prospective,short,2026-07-16 17:00:00+00:00,2026-07-17 08:00:00+00:00,63.912,63.8864352,59.448,59.4717792,time_close,30,3.0,0.007360709384364877,0.1,0.025,0.0029507753174074216,0.002746871970494044,-0.0007231971760443156,False,20.077689543262967,0.9835917724691404,1.1810742749185719
