name,signals,trade_count,cfg_name,cfg_side_mode,cfg_entry_style,cfg_ema_fast,cfg_ema_slow,cfg_ema_htf,cfg_donchian,cfg_rsi_window,cfg_rsi_low,cfg_rsi_high,cfg_bb_z,cfg_vwap_dev_bps,cfg_pullback_bps,cfg_breakout_bps,cfg_min_dir_roc_bps,cfg_max_counter_roc_bps,cfg_min_adx,cfg_max_chop,cfg_min_rvol,cfg_min_atr_pct_bps,cfg_max_atr_pct_bps,cfg_max_dist_ema_bps,cfg_wick_atr,cfg_close_pos,cfg_require_trend,cfg_require_htf,cfg_require_macd_turn,cfg_require_body_dir,cfg_tp_bps,cfg_sl_bps,cfg_max_hold_bars,cfg_cooldown_bars,reason_time_open,reason_target_limit,reason_stop_market,full_trades,full_trades_per_day,full_equity_multiple,full_annualized_multiple,full_total_return,full_max_dd,full_win_rate,full_profit_factor,full_avg_trade,full_avg_win,full_avg_loss_abs,full_payoff_ratio,full_worst_trade,full_best_trade,full_target_rate,full_stop_rate,full_time_rate,full_long_trades,full_short_trades,full_avg_bars_held,train_2025_05_30_to_2026_03_01_trades,train_2025_05_30_to_2026_03_01_trades_per_day,train_2025_05_30_to_2026_03_01_equity_multiple,train_2025_05_30_to_2026_03_01_annualized_multiple,train_2025_05_30_to_2026_03_01_total_return,train_2025_05_30_to_2026_03_01_max_dd,train_2025_05_30_to_2026_03_01_win_rate,train_2025_05_30_to_2026_03_01_profit_factor,train_2025_05_30_to_2026_03_01_avg_trade,train_2025_05_30_to_2026_03_01_avg_win,train_2025_05_30_to_2026_03_01_avg_loss_abs,train_2025_05_30_to_2026_03_01_payoff_ratio,train_2025_05_30_to_2026_03_01_worst_trade,train_2025_05_30_to_2026_03_01_best_trade,train_2025_05_30_to_2026_03_01_target_rate,train_2025_05_30_to_2026_03_01_stop_rate,train_2025_05_30_to_2026_03_01_time_rate,train_2025_05_30_to_2026_03_01_long_trades,train_2025_05_30_to_2026_03_01_short_trades,train_2025_05_30_to_2026_03_01_avg_bars_held,val_2026_03_01_to_2026_06_01_trades,val_2026_03_01_to_2026_06_01_trades_per_day,val_2026_03_01_to_2026_06_01_equity_multiple,val_2026_03_01_to_2026_06_01_annualized_multiple,val_2026_03_01_to_2026_06_01_total_return,val_2026_03_01_to_2026_06_01_max_dd,val_2026_03_01_to_2026_06_01_win_rate,val_2026_03_01_to_2026_06_01_profit_factor,val_2026_03_01_to_2026_06_01_avg_trade,val_2026_03_01_to_2026_06_01_avg_win,val_2026_03_01_to_2026_06_01_avg_loss_abs,val_2026_03_01_to_2026_06_01_payoff_ratio,val_2026_03_01_to_2026_06_01_worst_trade,val_2026_03_01_to_2026_06_01_best_trade,val_2026_03_01_to_2026_06_01_target_rate,val_2026_03_01_to_2026_06_01_stop_rate,val_2026_03_01_to_2026_06_01_time_rate,val_2026_03_01_to_2026_06_01_long_trades,val_2026_03_01_to_2026_06_01_short_trades,val_2026_03_01_to_2026_06_01_avg_bars_held,fwd_2026_06_01_to_latest_trades,fwd_2026_06_01_to_latest_trades_per_day,fwd_2026_06_01_to_latest_equity_multiple,fwd_2026_06_01_to_latest_annualized_multiple,fwd_2026_06_01_to_latest_total_return,fwd_2026_06_01_to_latest_max_dd,fwd_2026_06_01_to_latest_win_rate,fwd_2026_06_01_to_latest_profit_factor,fwd_2026_06_01_to_latest_avg_trade,fwd_2026_06_01_to_latest_avg_win,fwd_2026_06_01_to_latest_avg_loss_abs,fwd_2026_06_01_to_latest_payoff_ratio,fwd_2026_06_01_to_latest_worst_trade,fwd_2026_06_01_to_latest_best_trade,fwd_2026_06_01_to_latest_target_rate,fwd_2026_06_01_to_latest_stop_rate,fwd_2026_06_01_to_latest_time_rate,fwd_2026_06_01_to_latest_long_trades,fwd_2026_06_01_to_latest_short_trades,fwd_2026_06_01_to_latest_avg_bars_held,recent_90d_trades,recent_90d_trades_per_day,recent_90d_equity_multiple,recent_90d_annualized_multiple,recent_90d_total_return,recent_90d_max_dd,recent_90d_win_rate,recent_90d_profit_factor,recent_90d_avg_trade,recent_90d_avg_win,recent_90d_avg_loss_abs,recent_90d_payoff_ratio,recent_90d_worst_trade,recent_90d_best_trade,recent_90d_target_rate,recent_90d_stop_rate,recent_90d_time_rate,recent_90d_long_trades,recent_90d_short_trades,recent_90d_avg_bars_held,recent_30d_trades,recent_30d_trades_per_day,recent_30d_equity_multiple,recent_30d_annualized_multiple,recent_30d_total_return,recent_30d_max_dd,recent_30d_win_rate,recent_30d_profit_factor,recent_30d_avg_trade,recent_30d_avg_win,recent_30d_avg_loss_abs,recent_30d_payoff_ratio,recent_30d_worst_trade,recent_30d_best_trade,recent_30d_target_rate,recent_30d_stop_rate,recent_30d_time_rate,recent_30d_long_trades,recent_30d_short_trades,recent_30d_avg_bars_held,frequency_pass,hard_pass,audit_pass,frequency_fit,frequency_gap,score,train_rank_score,round,round_description,round_gate,round_score,reason_gap_stop_market,reason_gap_target_market,months,negative_months,worst_month_return,median_month_return,worst_month_pf,live_candidate_pass
R3_live_candidate_gate_R03936,32,31,R3_live_candidate_gate_R03936,short,trend_rsi_snapback,9,55,192,24,7,40.0,76.0,1.5,50.0,50.0,0.0,70.0,260.0,28.0,70.0,1.0,35.0,90.0,90.0,0.1,0.58,False,True,False,False,50.0,300.0,96,12,,30.0,1.0,31,0.07913350233110564,1.107079224006167,1.0994891666950686,0.1070792240061671,-0.03567931411190628,0.967741935483871,4.352874216376383,0.0033063373720695903,0.004435539608018314,0.030569729706392115,0.1450958072125461,-0.030569729706392115,0.004435539608018454,0.967741935483871,0.03225806451612903,0.0,0,31,10.129032258064516,24,0.08741179148645573,1.0733076010335476,1.0986828733841811,0.07330760103354761,-0.03567931411190628,0.9583333333333334,3.3372035658885646,0.0029769867199178836,0.004435539608018319,0.030569729706392115,0.14509580721254628,-0.030569729706392115,0.004435539608018454,0.9583333333333334,0.041666666666666664,0.0,0,24,8.875,5,0.05434782608695652,1.0223753127418624,1.0918278052964199,0.02237531274186244,-0.014149884765069398,1.0,inf,0.0044355396080182985,0.0044355396080182985,0.0,inf,0.004435539608018232,0.004435539608018454,1.0,0.0,0.0,0,5,12.2,2,0.07942636514065085,1.0088907532276508,1.1369992979492667,0.00889075322765076,-0.013396993848997951,1.0,inf,0.004435539608018287,0.004435539608018287,0.0,inf,0.004435539608018232,0.004435539608018343,1.0,0.0,0.0,0,2,20.0,5,0.05555555555555555,1.0223753127418622,1.0939614549710566,0.02237531274186222,-0.014149884765069398,1.0,inf,0.004435539608018276,0.004435539608018276,0.0,inf,0.004435539608018232,0.004435539608018343,1.0,0.0,0.0,0,5,11.2,3,0.1,1.0133657281237554,1.1754485817870495,0.01336572812375536,-0.013396993848997951,1.0,inf,0.0044355396080183055,0.0044355396080183055,0.0,inf,0.004435539608018232,0.004435539608018343,1.0,0.0,0.0,0,3,15.666666666666666,False,False,False,2.1062340837553774e-07,0.9736221658896315,6.9826754107356805,181.7354675818773,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,634.4170158505938,,,14,1,-0.021950764401796885,0.006663146417834498,0.0,True
R1_relax_frequency_R06679,73,59,R1_relax_frequency_R06679,both,vwap_revert,34,144,384,96,7,40.0,76.0,1.75,100.0,20.0,10.0,20.0,180.0,22.0,48.0,1.5,35.0,160.0,260.0,0.5,0.76,False,True,True,True,75.0,400.0,72,36,6.0,53.0,,59,0.15060892379145913,1.3132115865651988,1.289234411725391,0.31321158656519876,-0.05017789739551415,0.9152542372881356,3.8958111607552937,0.004658180285016092,0.006847029588664868,0.018981392194390666,0.3607232556254902,-0.030562836085895002,0.006935915987619162,0.8983050847457628,0.0,0.1016949152542373,31,28,19.06779661016949,45,0.16389710903710447,1.1977433297945432,1.271297433638649,0.19774332979454323,-0.05017789739551415,0.8888888888888888,2.9227523282603305,0.004055168448376346,0.006934738528722223,0.018981392194390666,0.3653440410325413,-0.030562836085895002,0.006935915987619162,0.8888888888888888,0.0,0.1111111111111111,23,22,18.0,7,0.07608695652173914,1.0446297714148607,1.1892763554415997,0.044629771414860686,-0.016839310847829414,1.0,inf,0.006258365738431759,0.006258365738431759,0.0,inf,0.002200500825814183,0.006935915987619051,0.8571428571428571,0.0,0.14285714285714285,4,3,25.0,7,0.277992277992278,1.0495630818274266,2.017130524836352,0.049563081827426636,-0.027535029949523948,1.0,inf,0.00693449949571308,0.00693449949571308,0.0,inf,0.006933437126783659,0.006935915987619051,1.0,0.0,0.0,4,3,20.0,11,0.12222222222222222,1.078983501822783,1.3613979121253146,0.07898350182278291,-0.027535029949523948,1.0,inf,0.006934789232693833,0.006934789232693833,0.0,inf,0.006933437126783659,0.006935915987619051,1.0,0.0,0.0,5,6,19.90909090909091,7,0.23333333333333334,1.0495630818274266,1.802100671535808,0.049563081827426636,-0.027535029949523948,1.0,inf,0.00693449949571308,0.00693449949571308,0.0,inf,0.006933437126783659,0.006935915987619051,1.0,0.0,0.0,4,3,20.0,False,False,False,3.6703388715072426e-07,0.949797025402847,43.55534218056394,175.01176214276848,R1_relax_frequency,只放松交易频率：从每天 3-5 笔降到每天 0.10-1.00 笔，保留正收益、较高胜率、低回撤和 VAL/FWD 要求。,True,632.9105864765177,,,14,0,0.0,0.01855695507136701,0.0,True
R3_live_candidate_gate_R04150,50,46,R3_live_candidate_gate_R04150,both,vwap_revert,21,96,384,96,7,28.0,60.0,2.0,100.0,140.0,0.0,70.0,50.0,28.0,55.0,1.0,12.0,220.0,35.0,1.4,0.7,False,True,True,True,50.0,160.0,144,24,,42.0,4.0,46,0.11742390668486644,1.1263980485972414,1.117367503319267,0.12639804859724135,-0.024108020798788266,0.9130434782608695,2.8108869313077,0.002608515050159661,0.004434594661626286,0.016565320870239892,0.26770351726739994,-0.016567621980627976,0.004435539608018454,0.9130434782608695,0.08695652173913043,0.0,25,21,9.782608695652174,37,0.1347598452082859,1.0824285056619112,1.1111206568331182,0.08242850566191118,-0.024108020798788266,0.8918918918918919,2.2086340025761957,0.002164476764038597,0.004434755265163263,0.016565320870239892,0.2677132124334783,-0.016567621980627976,0.004435539608018343,0.8918918918918919,0.10810810810810811,0.0,17,20,10.243243243243244,4,0.043478260869565216,1.0178553061045577,1.0727893018602326,0.017855306104557656,-0.00941460841873476,1.0,inf,0.004434245442307555,0.004434245442307555,0.0,inf,0.004433814053737181,0.004435539608018454,1.0,0.0,0.0,3,1,11.25,5,0.1985659128516271,1.0223665309038714,1.378308327990665,0.022366530903871418,-0.007740847016836527,1.0,inf,0.004433814053737226,0.004433814053737226,0.0,inf,0.004433814053737181,0.004433814053737403,1.0,0.0,0.0,5,0,5.2,7,0.07777777777777778,1.031454367464451,1.1339258630074343,0.03145436746445096,-0.00941460841873476,1.0,inf,0.004434060561491713,0.004434060561491713,0.0,inf,0.004433814053737181,0.004435539608018454,1.0,0.0,0.0,6,1,6.428571428571429,5,0.16666666666666666,1.0223665309038714,1.30906328450656,0.022366530903871418,-0.007740847016836527,1.0,inf,0.004433814053737226,0.004433814053737226,0.0,inf,0.004433814053737181,0.004433814053737403,1.0,0.0,0.0,5,0,5.2,False,False,False,2.839700334475391e-07,0.9608586977717112,33.788452236887366,149.28493957606403,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,569.627386030419,,,14,3,-0.01992843214762574,0.013362246335229644,0.0,True
R3_live_candidate_gate_R02591,43,32,R3_live_candidate_gate_R02591,long,vwap_revert,12,96,288,96,28,32.0,64.0,2.0,35.0,140.0,0.0,20.0,30.0,28.0,55.0,0.0,50.0,9999.0,800.0,0.25,0.64,True,True,False,True,90.0,300.0,96,24,,29.0,3.0,32,0.08168619595468969,1.1623278471161818,1.1505633995196254,0.16232784711618176,-0.05165847815653868,0.90625,2.6674939369606205,0.0047775122262810835,0.008433210970611322,0.030560908968911213,0.2759476486510987,-0.030560908968911286,0.008433210970611412,0.90625,0.09375,0.0,32,0,22.625,20,0.07284315957204644,1.0509038019342558,1.0682801806694118,0.05090380193425581,-0.05165847815653868,0.85,1.5637033423562186,0.0025840929796829082,0.008433210970611282,0.030560908968911213,0.2759476486510974,-0.030560908968911286,0.008433210970611412,0.85,0.15,0.0,20,0,26.4,8,0.08695652173913043,1.0694909642097188,1.3056787519830133,0.06949096420971879,-0.022354087267646316,1.0,inf,0.008433210970611357,0.008433210970611357,0.0,inf,0.00843321097061119,0.008433210970611412,1.0,0.0,0.0,8,0,15.125,4,0.1588527302813017,1.0341619622717322,1.6278356708239108,0.03416196227173218,-0.01696079542576545,1.0,inf,0.008433210970611412,0.008433210970611412,0.0,inf,0.008433210970611412,0.008433210970611412,1.0,0.0,0.0,4,0,18.75,10,0.1111111111111111,1.0876055112528489,1.4060899263815676,0.08760551125284888,-0.022354087267646205,1.0,inf,0.00843321097061139,0.00843321097061139,0.0,inf,0.00843321097061119,0.008433210970611412,1.0,0.0,0.0,10,0,16.0,5,0.16666666666666666,1.0428832682773508,1.6673226320169567,0.04288326827735078,-0.01696079542576545,1.0,inf,0.008433210970611369,0.008433210970611369,0.0,inf,0.00843321097061119,0.008433210970611412,1.0,0.0,0.0,5,0,19.2,False,False,False,2.1488065263440985e-07,0.9727712680151034,-9.353324428285674,121.84627792988778,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,559.802502574724,,,14,3,-0.03056090896891117,0.012685375979554214,0.0,True
R1_relax_frequency_M00079,43,41,R1_relax_frequency_M00079,short,bb_revert,12,55,144,12,7,24.0,68.0,1.5,60.0,50.0,20.0,-40.0,220.0,18.0,61.0,0.0,27.0,62.99999999999999,120.0,0.85,0.76,True,False,True,False,60.0,150.0,72,144,1.0,35.0,5.0,41,0.10466043856694617,1.1166333687890357,1.1083335310178257,0.11663336878903574,-0.03580131039581791,0.8536585365853658,2.4142367960371685,0.0027181983779048452,0.005435690159858633,0.013133837016825583,0.4138691650349432,-0.01556747142878765,0.0054356901598587816,0.8536585365853658,0.12195121951219512,0.024390243902439025,0,41,14.292682926829269,29,0.10562258137946734,1.053011019524491,1.0711307021807268,0.053011019524491054,-0.03580131039581791,0.8275862068965517,1.6760148163222646,0.001814455403195504,0.005435690159858643,0.01556747142878756,0.3491697534004718,-0.01556747142878765,0.0054356901598587816,0.8275862068965517,0.1724137931034483,0.0,0,29,14.482758620689655,8,0.08695652173913043,1.0376729513115055,1.158142278146043,0.0376729513115055,-0.01507183643394705,0.875,39.4027253889384,0.004635520770249334,0.005435690159858622,0.000965664957015693,5.628960769848343,-0.000965664957015693,0.0054356901598587816,0.875,0.0,0.125,0,8,18.375,4,0.1588527302813017,1.021920684304951,1.3696152880110803,0.021920684304951088,-0.006777862333644524,1.0,inf,0.005435690159858587,0.005435690159858587,0.0,inf,0.0054356901598585595,0.0054356901598586705,1.0,0.0,0.0,0,4,4.75,8,0.08888888888888889,1.0376729513115053,1.1619270099283252,0.037672951311505276,-0.01507183643394705,0.875,39.40272538893817,0.004635520770249306,0.005435690159858591,0.000965664957015693,5.628960769848311,-0.000965664957015693,0.0054356901598586705,0.875,0.0,0.125,0,8,14.5,4,0.13333333333333333,1.021920684304951,1.3021298168940652,0.021920684304951088,-0.006777862333644524,1.0,inf,0.005435690159858587,0.005435690159858587,0.0,inf,0.0054356901598585595,0.0054356901598586705,1.0,0.0,0.0,0,4,4.75,False,False,False,2.5713353414810105e-07,0.9651131871443512,-21.091280141016114,124.57638582804101,R1_relax_frequency,只放松交易频率：从每天 3-5 笔降到每天 0.10-1.00 笔，保留正收益、较高胜率、低回撤和 VAL/FWD 要求。,True,541.9460952125553,,,14,2,-0.015003236460423341,0.010900927047231002,0.0,True
R1_relax_frequency_R01159,76,64,R1_relax_frequency_R01159,both,bb_revert,34,144,384,48,14,24.0,76.0,0.75,50.0,75.0,0.0,0.0,180.0,35.0,70.0,1.0,18.0,160.0,260.0,0.1,0.5,False,True,True,True,160.0,400.0,96,24,16.0,43.0,5.0,64,0.16337239190937938,1.4314183415932027,1.3971154450625698,0.4314183415932027,-0.1081183818563467,0.796875,2.0821246736684187,0.00577680835805767,0.013948489805233113,0.026281326550092146,0.5307376619154792,-0.040571235224795166,0.015437195678261722,0.671875,0.078125,0.25,33,31,47.234375,48,0.17482358297291145,1.2277899861631167,1.3138978821641467,0.22778998616311674,-0.1081183818563467,0.7708333333333334,1.670659126985093,0.00447667359229709,0.014467082280924136,0.02912742836035752,0.49668244315773036,-0.040571235224795166,0.015437195678261722,0.6875,0.10416666666666667,0.20833333333333334,21,27,45.520833333333336,11,0.11956521739130435,1.0969683104079908,1.4440255359645795,0.09696831040799081,-0.03467851873353123,0.8181818181818182,5.399906427036631,0.008502032461885321,0.012753098918667083,0.010627766593632598,1.1999792060081402,-0.015247703622355281,0.015437195678261722,0.6363636363636364,0.0,0.36363636363636365,8,3,51.81818181818182,5,0.1985659128516271,1.0627923241137818,2.419025909699919,0.06279232411378177,-0.0361601117204805,1.0,inf,0.012262609080938392,0.012262609080938392,0.0,inf,0.005584747082382845,0.01543215557514115,0.6,0.0,0.4,4,1,53.6,13,0.14444444444444443,1.1481897472270248,1.7520861441294373,0.14818974722702483,-0.036160111720480614,0.9230769230769231,24.172893547220824,0.010709138073654116,0.012102218710201118,0.006007829564909917,2.0144077956017354,-0.006007829564909917,0.015437195678261722,0.6153846153846154,0.0,0.38461538461538464,10,3,55.84615384615385,6,0.2,1.0791935006035718,2.529206184094212,0.07919350060357178,-0.036160111720480725,1.0,inf,0.012790866829972223,0.012790866829972223,0.0,inf,0.005584747082382845,0.015432155575141372,0.6666666666666666,0.0,0.3333333333333333,5,1,47.0,False,False,False,4.0486530590718363e-07,0.9455425360302069,1.7797736779320417,120.17758304100627,R1_relax_frequency,只放松交易频率：从每天 3-5 笔降到每天 0.10-1.00 笔，保留正收益、较高胜率、低回撤和 VAL/FWD 要求。,True,529.620799929607,,,14,3,-0.020677551430545615,0.03036106524527571,0.0,True
R1_relax_frequency_R06015,62,56,R1_relax_frequency_R06015,both,bb_revert,21,96,384,48,7,40.0,76.0,1.5,520.0,20.0,50.0,70.0,75.0,0.0,48.0,1.0,50.0,70.0,260.0,1.4,0.82,False,True,False,True,120.0,400.0,48,36,10.0,44.0,2.0,56,0.14295084292070695,1.3038740472262078,1.2806852561929103,0.3038740472262078,-0.09082792165758513,0.8035714285714286,2.1255402162280657,0.004854417622544964,0.011408300656613735,0.02195692206228182,0.5195764973001938,-0.040571235224795166,0.011436593470900524,0.7857142857142857,0.03571428571428571,0.17857142857142858,26,30,22.214285714285715,43,0.15661279307989984,1.1247203638388512,1.1692422076638316,0.12472036383885121,-0.09082792165758513,0.7441860465116279,1.51008356304465,0.002865081754168519,0.011397645566073323,0.02195692206228182,0.5190912247965984,-0.040571235224795166,0.011436593470900524,0.7209302325581395,0.046511627906976744,0.23255813953488372,19,24,25.25581395348837,8,0.08695652173913043,1.0952192404765617,1.4349062281539924,0.09521924047656172,-0.024715362475776548,1.0,inf,0.011434196713004562,0.011434196713004562,0.0,inf,0.01143275865826692,0.011436593470900413,1.0,0.0,0.0,5,3,13.625,5,0.1985659128516271,1.058497941826417,2.2810490999386746,0.0584979418264171,-0.007219952770586735,1.0,inf,0.011435059545847037,0.011435059545847037,0.0,inf,0.01143275865826692,0.011436593470900413,1.0,0.0,0.0,2,3,9.8,8,0.08888888888888889,1.09522754546472,1.4465113735348183,0.09522754546472001,-0.011090171346785693,1.0,inf,0.011435155416162895,0.011435155416162895,0.0,inf,0.01143275865826692,0.011436593470900413,1.0,0.0,0.0,3,5,8.25,6,0.2,1.0705994933355911,2.2946113268850175,0.07059949333559112,-0.011090171346785693,1.0,inf,0.01143467606458372,0.01143467606458372,0.0,inf,0.01143275865826692,0.011436593470900413,1.0,0.0,0.0,3,3,9.333333333333334,False,False,False,3.45999606170084e-07,0.9523497190264311,2.0647679562622727,111.39782656788329,R1_relax_frequency,只放松交易频率：从每天 3-5 笔降到每天 0.10-1.00 笔，保留正收益、较高胜率、低回撤和 VAL/FWD 要求。,True,528.984917771165,,,14,3,-0.04118395740634451,0.023000103942193206,0.0,True
R3_live_candidate_gate_R05312,53,34,R3_live_candidate_gate_R05312,short,vwap_revert,12,96,288,48,14,36.0,60.0,2.0,100.0,35.0,5.0,220.0,75.0,28.0,100.0,0.75,50.0,220.0,130.0,0.1,0.76,False,True,False,False,75.0,400.0,144,6,1.0,30.0,3.0,34,0.0867915832018578,1.0678273643436158,1.0630986302885976,0.0678273643436158,-0.08342592140387961,0.8823529411764706,1.4964943529587995,0.002030417709016492,0.006935915987619,0.03476081938050231,0.1995325803945066,-0.040571235224795166,0.006935915987619162,0.8823529411764706,0.08823529411764706,0.029411764705882353,0,34,28.794117647058822,31,0.11290689733667197,1.0459129747990672,1.0615364126271165,0.0459129747990672,-0.08342592140387961,0.8709677419354839,1.34684491766292,0.0015556920691517353,0.006935915987619002,0.03476081938050231,0.19953258039450666,-0.040571235224795166,0.006935915987619162,0.8709677419354839,0.0967741935483871,0.03225806451612903,0,31,28.35483870967742,1,0.010869565217391304,1.006935915987619,1.0278212645855624,0.006935915987619001,-0.00941460841873476,1.0,inf,0.006935915987619051,0.006935915987619051,0.0,inf,0.006935915987619051,0.006935915987619051,1.0,0.0,0.0,0,1,43.0,2,0.07942636514065085,1.0139199389058253,1.222037635381555,0.013919938905825324,-0.019319523753677403,1.0,inf,0.00693591598761894,0.00693591598761894,0.0,inf,0.00693591598761894,0.00693591598761894,1.0,0.0,0.0,0,2,28.5,3,0.03333333333333333,1.0209524024202479,1.0877956110879892,0.020952402420247873,-0.019319523753677403,1.0,inf,0.006935915987618977,0.006935915987618977,0.0,inf,0.00693591598761894,0.006935915987619051,1.0,0.0,0.0,0,3,33.333333333333336,2,0.06666666666666667,1.0139199389058253,1.183299291502292,0.013919938905825324,-0.019319523753677403,1.0,inf,0.00693591598761894,0.00693591598761894,0.0,inf,0.00693591598761894,0.00693591598761894,1.0,0.0,0.0,0,2,28.5,False,False,False,2.2364628604699052e-07,0.9710694722660475,-54.179522730547575,114.73313608401449,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,490.7402365339054,,,14,2,-0.06020968441504071,0.006935915987619001,0.0,True
R3_live_candidate_gate_R05841,46,37,R3_live_candidate_gate_R05841,short,vwap_revert,21,96,384,96,7,44.0,76.0,0.75,100.0,0.0,5.0,70.0,50.0,18.0,42.0,0.5,25.0,90.0,400.0,0.18,0.54,True,False,True,True,300.0,220.0,18,24,34.0,2.0,1.0,37,0.09444966407260995,1.0998216685519768,1.0927673290138935,0.09982166855197683,-0.04791708444193321,0.5675675675675675,1.708185407502591,0.002655902162722766,0.011287104235968917,0.008672550558412807,1.3014745961924503,-0.02256852529166972,0.02943930340402586,0.05405405405405406,0.02702702702702703,0.918918918918919,0,37,18.10810810810811,30,0.10926473935806966,1.0313410357043913,1.0419072332747732,0.031341035704391285,-0.04791708444193321,0.5666666666666667,1.2595500053667512,0.0011032184141482404,0.00944774596799222,0.009808856079340043,0.9631852982216333,-0.02256852529166972,0.02943930340402575,0.03333333333333333,0.03333333333333333,0.9333333333333333,0,30,18.466666666666665,3,0.03260869565217391,1.0386235110807873,1.1623599618432454,0.03862351108078732,-0.011829597411512238,0.6666666666666666,23.0670351923479,0.012765322726684973,0.02001570301661291,0.0017354378531708994,11.53351759617395,-0.0017354378531708994,0.02172545641041733,0.0,0.0,1.0,0,3,19.0,4,0.1588527302813017,1.0267431742276873,1.4664137099053602,0.02674317422768735,-0.019595393790824644,0.5,3.8259911025295272,0.006718964854060055,0.018193050733126843,0.004755121025006732,3.8259911025295272,-0.008248060672552838,0.02943930340402586,0.25,0.0,0.75,0,4,14.75,6,0.06666666666666667,1.043724215643141,1.1896719124881956,0.043724215643140996,-0.019595393790824644,0.5,4.863383233376169,0.007241061864312969,0.01823068369635406,0.003748559967728122,4.863383233376168,-0.008248060672552838,0.02943930340402586,0.16666666666666666,0.0,0.8333333333333334,0,6,16.166666666666668,4,0.13333333333333333,1.0267431742276873,1.3789474354940756,0.02674317422768735,-0.019595393790824644,0.5,3.8259911025295272,0.006718964854060055,0.018193050733126843,0.004755121025006732,3.8259911025295272,-0.008248060672552838,0.02943930340402586,0.25,0.0,0.75,0,4,14.75,False,False,False,2.374465179373303e-07,0.9685167786424634,-69.89104078384813,88.31523565906993,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,484.6850259472517,,,14,5,-0.022699578922778407,0.004396102796564327,0.0,True
R3_live_candidate_gate_R02388,99,60,R3_live_candidate_gate_R02388,short,vwap_revert,5,21,96,24,28,28.0,56.0,1.25,35.0,50.0,5.0,20.0,75.0,28.0,70.0,0.5,18.0,70.0,90.0,1.4,0.58,False,True,False,True,50.0,300.0,48,12,8.0,49.0,3.0,60,0.15316161741504317,1.0495164790716796,1.0460917728678882,0.04951647907167955,-0.0806117068363087,0.8166666666666667,1.304997402685329,0.0008465990660379492,0.0044355396080183115,0.015140499711874577,0.29295860060282897,-0.030569729706392337,0.004435539608018454,0.8166666666666667,0.05,0.13333333333333333,0,60,15.6,45,0.16389710903710447,1.0038810798667959,1.0051662999610207,0.003881079866795867,-0.0806117068363087,0.8222222222222222,1.039295021798731,0.00013789050400997657,0.00443553960801831,0.019738736602028566,0.22471243714567152,-0.030569729706392337,0.004435539608018454,0.8222222222222222,0.06666666666666667,0.1111111111111111,0,45,14.11111111111111,12,0.13043478260869565,1.0316699492590682,1.131770501698724,0.031669949259068186,-0.021092868097987827,0.75,4.622705766225017,0.002607021038147755,0.0044355396080183185,0.002878534671463933,1.5409019220750053,-0.004700927796153125,0.004435539608018454,0.75,0.0,0.25,0,12,21.166666666666668,3,0.11913954771097628,1.0133657281237554,1.2123842749860325,0.01336572812375536,-0.018872763046180907,1.0,inf,0.0044355396080183055,0.0044355396080183055,0.0,inf,0.004435539608018232,0.004435539608018343,1.0,0.0,0.0,0,3,15.666666666666666,10,0.1111111111111111,1.02760721885466,1.1168593975508885,0.02760721885466011,-0.018872763046180907,0.8,4.350820604358124,0.0027328541186196877,0.004435539608018329,0.004077887838974876,1.087705151089531,-0.004700927796153125,0.004435539608018454,0.8,0.0,0.2,0,10,20.8,4,0.13333333333333333,1.0178605519482566,1.2405230790741237,0.017860551948256642,-0.018872763046180907,1.0,inf,0.004435539608018343,0.004435539608018343,0.0,inf,0.004435539608018232,0.004435539608018454,1.0,0.0,0.0,0,4,12.0,False,False,False,3.743159755798965e-07,0.948946127528319,-62.50310869118772,99.40385003479287,R3_live_candidate_gate,以真实线上可跑为目标：不限高胜率和微利叙事，只要求可执行、正收益、VAL/FWD 不坏、近 30 天不明显失效。,True,480.3784835356837,,,14,4,-0.056785783215521746,0.00889075322765076,0.0,True
