name,base_candidate,month,month_start,month_end,trades,trades_per_day,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,target_rate,stop_rate,time_rate,long_trades,short_trades,avg_bars_held
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,12,0.3870967741935484,1.0316875575353794,1.444203205051097,0.03168755753537944,-0.033376684260072564,0.9166666666666666,2.3163729613588773,0.0026357981288430243,0.005059763757045936,0.024027823781389,0.2105793601235343,-0.024027823781389,0.00506063370291852,0.9166666666666666,0.0,0.08333333333333333,6,6,25.75
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,14,0.5,1.0487402158640051,1.8603971388436975,0.04874021586400512,-0.0463508461093759,0.9285714285714286,3.682105540129311,0.0034226457112336095,0.005060192038090889,0.017865456537911013,0.2832388877022547,-0.017865456537911013,0.00506063370291852,0.9285714285714286,0.0,0.07142857142857142,4,10,20.571428571428573
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,16,0.5161290322580645,1.072517068088951,2.281551496015569,0.07251706808895109,-0.024515797986183085,0.9375,13.377854194325746,0.004388485023508166,0.005059230190244129,0.00567269247753128,0.891856946288383,-0.00567269247753128,0.005060633702918631,0.9375,0.0,0.0625,12,4,19.8125
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,6,0.2,0.9973870730175608,0.9686479747258583,-0.002612926982439201,-0.02980246325771041,0.6666666666666666,0.8933627478314624,-0.0004025979408466128,0.005059198292228716,0.01132619040699727,0.4466813739157312,-0.01580044788740009,0.005060633702918409,0.6666666666666666,0.0,0.3333333333333333,4,2,46.333333333333336
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,14,0.45161290322580644,1.0460562698066664,1.699818723639195,0.04605626980666644,-0.02795653831081235,0.9285714285714286,3.2291738998834814,0.003243090085255147,0.005059308708435719,0.02036775201609228,0.24839799229872933,-0.02036775201609228,0.005060633702918631,0.9285714285714286,0.0,0.07142857142857142,9,5,23.714285714285715
R3_live_candidate_gate_R03979__tp_sl_0005,R3_live_candidate_gate_R03979,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,7,0.277992277992278,1.02747085606049,1.4815612021096802,0.027470856060489934,-0.04081096732463385,0.8571428571428571,9.568333754740845,0.0038831241867593558,0.005059038802152096,0.003172363505597084,1.5947222924568074,-0.003172363505597084,0.005060633702918409,0.8571428571428571,0.0,0.14285714285714285,6,1,23.142857142857142
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_05,2025-05-30 10:30:00+00:00,2025-06-01 00:00:00+00:00,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_06,2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,19,0.6333333333333333,1.069351496349303,2.2622565901018215,0.06935149634930293,-0.025390104249896406,0.8947368421052632,4.621528492475297,0.0035473976131609936,0.005059507890612836,0.009305539745179659,0.5437092344088584,-0.015890189455034252,0.005060633702918631,0.8947368421052632,0.0,0.10526315789473684,10,9,30.526315789473685
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,15,0.4838709677419355,0.9672326292860961,0.675338934052531,-0.0327673707139039,-0.05044072418621537,0.7333333333333333,0.636787526650806,-0.002116400583689756,0.005059763757045915,0.021850852520712852,0.23155910060029308,-0.03978972037087925,0.00506063370291852,0.7333333333333333,0.0,0.26666666666666666,5,10,35.53333333333333
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,15,0.4838709677419355,1.029674405552773,1.411346685344943,0.029674405552772898,-0.0505793433997348,0.9333333333333333,1.7460445008028609,0.0020178120377667944,0.005059813468238665,0.04057020798883938,0.12471746434306151,-0.04057020798883938,0.005060633702918631,0.9333333333333333,0.0,0.06666666666666667,6,9,24.4
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,13,0.43333333333333335,0.9358984815981567,0.44638535937525614,-0.0641015184018433,-0.09027968298792788,0.7692307692307693,0.4435251274645087,-0.004883040448950957,0.005059485374366755,0.038024793193343336,0.1330575382393526,-0.06057424626160105,0.00506063370291852,0.7692307692307693,0.07692307692307693,0.15384615384615385,6,7,37.46153846153846
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,14,0.45161290322580644,1.0512166579508333,1.8012894358081393,0.0512166579508333,-0.031037035902723553,0.9285714285714286,4.233718655168032,0.003588283386449879,0.005059308708435684,0.015535045799365594,0.3256706657821563,-0.015535045799365594,0.00506063370291852,0.9285714285714286,0.0,0.07142857142857142,9,5,28.214285714285715
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,15,0.5,0.9848514311719526,0.8304022559349256,-0.015148568828047382,-0.06946862524009256,0.8,0.8110697351701491,-0.0009429090118734491,0.005059836252535335,0.024953890069508586,0.20276743379253725,-0.029059151830381588,0.00506063370291852,0.8,0.0,0.2,8,7,31.6
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,15,0.4838709677419355,0.988581339394442,0.8734436837491353,-0.011418660605557962,-0.07271508606202226,0.8666666666666667,0.8761223443481813,-0.000620007251497358,0.00505960315165412,0.03753747487198196,0.13478805297664326,-0.06057424626160105,0.00506063370291852,0.8666666666666667,0.06666666666666667,0.06666666666666667,8,7,34.666666666666664
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_01,2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,12,0.3870967741935484,1.0316875575353794,1.444203205051097,0.03168755753537944,-0.033376684260072564,0.9166666666666666,2.3163729613588773,0.0026357981288430243,0.005059763757045936,0.024027823781389,0.2105793601235343,-0.024027823781389,0.00506063370291852,0.9166666666666666,0.0,0.08333333333333333,6,6,25.75
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_02,2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,14,0.5,1.0487402158640051,1.8603971388436975,0.04874021586400512,-0.0463508461093759,0.9285714285714286,3.682105540129311,0.0034226457112336095,0.005060192038090889,0.017865456537911013,0.2832388877022547,-0.017865456537911013,0.00506063370291852,0.9285714285714286,0.0,0.07142857142857142,4,10,20.571428571428573
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_03,2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,16,0.5161290322580645,1.072517068088951,2.281551496015569,0.07251706808895109,-0.024515797986183085,0.9375,13.377854194325746,0.004388485023508166,0.005059230190244129,0.00567269247753128,0.891856946288383,-0.00567269247753128,0.005060633702918631,0.9375,0.0,0.0625,12,4,19.8125
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,6,0.2,0.9973870730175608,0.9686479747258583,-0.002612926982439201,-0.02980246325771041,0.6666666666666666,0.8933627478314624,-0.0004025979408466128,0.005059198292228716,0.01132619040699727,0.4466813739157312,-0.01580044788740009,0.005060633702918409,0.6666666666666666,0.0,0.3333333333333333,4,2,46.333333333333336
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,14,0.45161290322580644,1.0460562698066664,1.699818723639195,0.04605626980666644,-0.02795653831081235,0.9285714285714286,3.2291738998834814,0.003243090085255147,0.005059308708435719,0.02036775201609228,0.24839799229872933,-0.02036775201609228,0.005060633702918631,0.9285714285714286,0.0,0.07142857142857142,9,5,23.714285714285715
R3_live_candidate_gate_R03979__tp_sl_0006,R3_live_candidate_gate_R03979,2026_06,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,7,0.277992277992278,1.02747085606049,1.4815612021096802,0.027470856060489934,-0.04081096732463385,0.8571428571428571,9.568333754740845,0.0038831241867593558,0.005059038802152096,0.003172363505597084,1.5947222924568074,-0.003172363505597084,0.005060633702918409,0.8571428571428571,0.0,0.14285714285714285,6,1,23.142857142857142
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_05,2025-05-30 10:30:00+00:00,2025-06-01 00:00:00+00:00,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_06,2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,19,0.6333333333333333,1.069351496349303,2.2622565901018215,0.06935149634930293,-0.025390104249896406,0.8947368421052632,4.621528492475297,0.0035473976131609936,0.005059507890612836,0.009305539745179659,0.5437092344088584,-0.015890189455034252,0.005060633702918631,0.8947368421052632,0.0,0.10526315789473684,10,9,30.526315789473685
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,15,0.4838709677419355,0.9672326292860961,0.675338934052531,-0.0327673707139039,-0.05044072418621537,0.7333333333333333,0.636787526650806,-0.002116400583689756,0.005059763757045915,0.021850852520712852,0.23155910060029308,-0.03978972037087925,0.00506063370291852,0.7333333333333333,0.0,0.26666666666666666,5,10,35.53333333333333
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,15,0.4838709677419355,1.0253797969710934,1.3435288841952653,0.025379796971093382,-0.05453922632726105,0.9333333333333333,1.5892858054856733,0.0017510367415456544,0.005059813468238665,0.04457183743215648,0.1135204146775481,-0.04457183743215648,0.005060633702918631,0.9333333333333333,0.06666666666666667,0.0,6,9,22.4
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,13,0.43333333333333335,0.9338606140465292,0.4346944259036821,-0.0661393859534708,-0.09226054902366454,0.7692307692307693,0.4344120913311511,-0.005067120171292599,0.005059485374366755,0.038822471990157106,0.13032362739934533,-0.04457183743215648,0.00506063370291852,0.7692307692307693,0.15384615384615385,0.07692307692307693,6,7,33.07692307692308
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_10,2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,14,0.45161290322580644,1.0512166579508333,1.8012894358081393,0.0512166579508333,-0.031037035902723553,0.9285714285714286,4.233718655168032,0.003588283386449879,0.005059308708435684,0.015535045799365594,0.3256706657821563,-0.015535045799365594,0.00506063370291852,0.9285714285714286,0.0,0.07142857142857142,9,5,28.214285714285715
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_11,2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,15,0.5,0.965081902561871,0.6487371828362374,-0.034918097438129014,-0.08359788584221628,0.8,0.6429699152307735,-0.002247711718222717,0.005059836252535335,0.03147790360125493,0.16074247880769338,-0.04455879817797065,0.00506063370291852,0.8,0.06666666666666667,0.13333333333333333,8,7,29.333333333333332
R3_live_candidate_gate_R03979__tp_sl_0004,R3_live_candidate_gate_R03979,2025_12,2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,15,0.4838709677419355,1.005421076533004,1.0657726370719822,0.0054210765330040545,-0.05691948727716678,0.8666666666666667,1.1134588076494456,0.0004468200037989617,0.00505960315165412,0.029536270457259567,0.17130135502299162,-0.04457183743215626,0.00506063370291852,0.8666666666666667,0.06666666666666667,0.06666666666666667,8,7,34.13333333333333
