ts,outer_break_mid_exit_k1,outer_break_mid_exit_k2,compression_expansion_break_k1,compression_expansion_break_k2,trend_pullback_mid_reclaim_k1,trend_pullback_mid_reclaim_k2
2025-08-15 12:45:00+00:00,0.443063950889241,0.4208356038709307,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 13:00:00+00:00,0.44092487016571036,0.4188038399998034,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 13:15:00+00:00,0.44376783642647116,0.4215041757430538,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 13:30:00+00:00,0.4377345318216411,0.4157735596962845,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 13:45:00+00:00,0.43544918916829645,0.413602871799781,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 14:00:00+00:00,0.43429737647101074,0.41250884509994323,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 14:15:00+00:00,0.4337899482027637,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 14:30:00+00:00,0.4337899482027637,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 14:45:00+00:00,0.4337899482027637,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 15:00:00+00:00,0.4337899482027637,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 15:15:00+00:00,0.4337899482027637,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 15:30:00+00:00,0.4342325464282549,0.4120268743116172,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 15:45:00+00:00,0.4287818492263257,0.4062721609689693,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 16:00:00+00:00,0.4289977695302832,0.4064767461412292,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 16:15:00+00:00,0.4261798675416225,0.4038067750769278,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 16:30:00+00:00,0.42309684477975656,0.40088560123983596,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 16:45:00+00:00,0.42410675157433764,0.401842491128137,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 17:00:00+00:00,0.42715097008595865,0.40472689781514953,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 17:15:00+00:00,0.42296898249313014,0.40076445131805666,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 17:30:00+00:00,0.4213827023482562,0.39926144585380263,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 17:45:00+00:00,0.4244689359181564,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 18:00:00+00:00,0.4270015884656578,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 18:15:00+00:00,0.4296473245186281,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 18:30:00+00:00,0.4307913641115489,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 18:45:00+00:00,0.43041733210450606,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 19:00:00+00:00,0.4276356282448846,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 19:15:00+00:00,0.4292574148026139,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 19:30:00+00:00,0.428579620390073,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 19:45:00+00:00,0.42959773416273056,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 20:00:00+00:00,0.42583406370593574,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 20:15:00+00:00,0.42188658686972774,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 20:30:00+00:00,0.4224247761628388,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 20:45:00+00:00,0.42201111031144245,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 21:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 21:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 21:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 21:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 22:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 22:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 22:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 22:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 23:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 23:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 23:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-15 23:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 00:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 00:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 00:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 00:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 01:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 01:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 01:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 01:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 02:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 02:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 02:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 02:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 03:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 03:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 03:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 03:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 04:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 04:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 04:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 04:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 05:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 05:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 05:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 05:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 06:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 06:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 06:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 06:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 07:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 07:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 07:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 07:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 08:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 08:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 08:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 08:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 09:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 09:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 09:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 09:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 10:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 10:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 10:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 10:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 11:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 11:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 11:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 11:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 12:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 12:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 12:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 12:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 13:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 13:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 13:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 13:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 14:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 14:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 14:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 14:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 15:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 15:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 15:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 15:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 16:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 16:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 16:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 16:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 17:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 17:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 17:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 17:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 18:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 18:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 18:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 18:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 19:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 19:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 19:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 19:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 20:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 20:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 20:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 20:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 21:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 21:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 21:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 21:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 22:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 22:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 22:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 22:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 23:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 23:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 23:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-16 23:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 00:00:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 00:15:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 00:30:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 00:45:00+00:00,0.4190321272725249,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 01:00:00+00:00,0.4183999968740181,0.3981004419853491,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 01:15:00+00:00,0.419028443906634,0.3981234982283242,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 01:30:00+00:00,0.4176581444323487,0.39682156174106165,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 01:45:00+00:00,0.4163603084373504,0.3955884735964046,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 02:00:00+00:00,0.4178575531667945,0.39701102215619405,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 02:15:00+00:00,0.4143599629857089,0.3936879235491384,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 02:30:00+00:00,0.4144224997947664,0.39374734045400983,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 02:45:00+00:00,0.41317138602473863,0.3925586436052678,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 03:00:00+00:00,0.41317138602473863,0.3925586436052678,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 03:15:00+00:00,0.4144949130599901,0.3938161410876857,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 03:30:00+00:00,0.41157159080029815,0.39103866070084925,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 03:45:00+00:00,0.4122062424437837,0.3916416501545129,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 04:00:00+00:00,0.4113072561731815,0.3907875134864276,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 04:15:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 04:30:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 04:45:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 05:00:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 05:15:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 05:30:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 05:45:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 06:00:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 06:15:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 06:30:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 06:45:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8415488191611097,0.7210845712743644
2025-08-17 07:00:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8339978095316924,0.7210845712743644
2025-08-17 07:15:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7191413029832768
2025-08-17 07:30:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 07:45:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 08:00:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 08:15:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 08:30:00+00:00,0.4107315905374415,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 08:45:00+00:00,0.41171068205349093,0.390240567282552,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 09:00:00+00:00,0.4096819977818611,0.38779051086477856,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 09:15:00+00:00,0.4100186730439614,0.3881091957779363,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 09:30:00+00:00,0.40992371335465105,0.38801931028960973,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 09:45:00+00:00,0.41226317479129654,0.3902337618656545,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 10:00:00+00:00,0.4101481635293846,0.3882317668983816,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 10:15:00+00:00,0.40860291040333463,0.3867690848610679,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 10:30:00+00:00,0.4102344905196667,0.38831348097867846,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 10:45:00+00:00,0.41032081750994875,0.38839519505897524,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 11:00:00+00:00,0.40932805712170434,0.38745548313556144,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 11:15:00+00:00,0.4075497211218927,0.3857721730814463,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 11:30:00+00:00,0.4086806046945885,0.3868426275333351,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 11:45:00+00:00,0.41114092391762885,0.38917147882179537,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 12:00:00+00:00,0.41049884361911826,0.3885637082867859,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 12:15:00+00:00,0.4082199250272974,0.3864065644295349,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 12:30:00+00:00,0.4077883116576344,0.3859980144565707,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 12:45:00+00:00,0.4065797942225779,0.384854074532271,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 13:00:00+00:00,0.4049655602200381,0.3833260976333849,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 13:15:00+00:00,0.40440739060762604,0.3827977539904657,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 13:30:00+00:00,0.40440739060762604,0.3827977539904657,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 13:45:00+00:00,0.40440739060762604,0.3827977539904657,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 14:00:00+00:00,0.40440739060762604,0.3827977539904657,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
2025-08-17 14:15:00+00:00,0.40440739060762604,0.3827977539904657,0.9739119795689593,1.007849003999107,0.8328482534286173,0.7181805403828624
