ts,keltner_only_atr_k1,keltner_only_fixed1x_k1,keltner_only_atr_k2
2025-06-16 23:30:00+00:00,0.9894726636932266,0.9949912625952725,0.9894726636932266
2025-06-16 23:45:00+00:00,0.9590880923202654,0.9744870033987998,0.9590880923202654
2025-06-17 00:00:00+00:00,0.9427041215317964,0.9633131164353776,0.9427041215317964
2025-06-17 00:15:00+00:00,0.9693380392656178,0.981577399277866,0.9693380392656178
2025-06-17 00:30:00+00:00,0.9649269586824352,0.978579826139595,0.9649269586824352
2025-06-17 00:45:00+00:00,0.9858225266212307,0.9928008707955787,0.9858225266212307
2025-06-17 01:00:00+00:00,0.9751638605076288,0.9855974004632994,0.9751638605076288
2025-06-17 01:15:00+00:00,0.9758147934117836,0.9860389034836649,0.9758147934117836
2025-06-17 01:30:00+00:00,0.9704005844871284,0.9823674573143097,0.9704005844871284
2025-06-17 01:45:00+00:00,0.9702637669875148,0.9822745093100221,0.9702637669875148
2025-06-17 02:00:00+00:00,0.9731710040138792,0.9842496544011309,0.9731710040138792
2025-06-17 02:15:00+00:00,0.9614279087151449,0.9762793630334801,0.9614279087151449
2025-06-17 02:30:00+00:00,0.9743856942640814,0.98510942344079,0.9743856942640814
2025-06-17 02:45:00+00:00,0.9980519225127616,1.0011661911814511,0.9980519225127616
2025-06-17 03:00:00+00:00,0.9957046665622187,0.9995860751085641,0.9957046665622187
2025-06-17 03:15:00+00:00,0.9951183072291611,0.9991910460903424,0.9951183072291611
2025-06-17 03:30:00+00:00,0.9911525274087942,0.9965187909670774,0.9911525274087942
2025-06-17 03:45:00+00:00,1.0004168113241305,1.00276954425541,1.0004168113241305
2025-06-17 04:00:00+00:00,1.006732611143308,1.0070180360342331,1.006732611143308
2025-06-17 04:15:00+00:00,1.004171128200512,1.005298583931819,1.004171128200512
2025-06-17 04:30:00+00:00,0.9917894775333501,0.9969801534904091,0.9917894775333501
2025-06-17 04:45:00+00:00,0.9909628172255075,0.9964224933490857,0.9909628172255075
2025-06-17 05:00:00+00:00,0.9895854279782647,0.9954930597802132,0.9895854279782647
2025-06-17 05:15:00+00:00,0.9893444951629584,0.9953304089056604,0.9893444951629584
2025-06-17 05:30:00+00:00,0.9799832841790532,0.9890102606373268,0.9799832841790532
2025-06-17 05:45:00+00:00,0.980463602073522,0.9893355623864323,0.980463602073522
2025-06-17 06:00:00+00:00,0.9847185318922559,0.9922168064499373,0.9847185318922559
2025-06-17 06:15:00+00:00,0.978498867264747,0.9880111195507888,0.978498867264747
2025-06-17 06:30:00+00:00,0.9681086654336549,0.980970660266579,0.9681086654336549
2025-06-17 06:45:00+00:00,0.9722432922777018,0.9837821968124184,0.9722432922777018
2025-06-17 07:00:00+00:00,0.9696769172516257,0.9820395088707824,0.9696769172516257
2025-06-17 07:15:00+00:00,0.9727880772762921,0.9841539702399674,0.9727880772762921
2025-06-17 07:30:00+00:00,0.9667645522562188,0.9800644625369281,0.9667645522562188
2025-06-17 07:45:00+00:00,0.9700092372630856,0.9822718672630004,0.9700092372630856
2025-06-17 08:00:00+00:00,0.9666398251509495,0.9799820155196339,0.9666398251509495
2025-06-17 08:15:00+00:00,0.9607661347256201,0.9759858821230153,0.9607661347256201
2025-06-17 08:30:00+00:00,0.943282668289274,0.9640671819342628,0.943282668289274
2025-06-17 08:45:00+00:00,0.9260067651758073,0.9522181817466143,0.9260067651758073
2025-06-17 09:00:00+00:00,0.9268484581974783,0.952799015089146,0.9268484581974783
2025-06-17 09:15:00+00:00,0.9256023803240078,0.9519393817421989,0.9256023803240078
2025-06-17 09:30:00+00:00,0.9140560144009052,0.9439703482826629,0.9140560144009052
2025-06-17 09:45:00+00:00,0.9143912502742878,0.9442026816196756,0.9143912502742878
2025-06-17 10:00:00+00:00,0.9112396530177976,0.942018748251756,0.9112396530177976
2025-06-17 10:15:00+00:00,0.9170333422296435,0.946038114982076,0.9170333422296435
2025-06-17 10:30:00+00:00,0.9013611625959116,0.9351881481435822,0.9013611625959116
2025-06-17 10:45:00+00:00,0.9170443283726446,0.9461078149831799,0.9170443283726446
2025-06-17 11:00:00+00:00,0.9041919204440865,0.9372094481755928,0.9041919204440865
2025-06-17 11:15:00+00:00,0.899716181060253,0.9340961814596225,0.899716181060253
2025-06-17 11:30:00+00:00,0.8994827557189534,0.9339335481237135,0.8994827557189534
2025-06-17 11:45:00+00:00,0.9106195285367574,0.9416934815799383,0.9106195285367574
2025-06-17 12:00:00+00:00,0.909868506420316,0.94117225693388,0.909868506420316
2025-06-17 12:15:00+00:00,0.9126794741136299,0.943123547031186,0.9126794741136299
2025-06-17 12:30:00+00:00,0.9119760195646789,0.9426357245068594,0.9119760195646789
2025-06-17 12:45:00+00:00,0.8912461187062238,0.9282565748612361,0.8912461187062238
2025-06-17 13:00:00+00:00,0.8883214320619373,0.9262123661878681,0.8883214320619373
2025-06-17 13:15:00+00:00,0.8990115498144151,0.933692311560874,0.8990115498144151
2025-06-17 13:30:00+00:00,0.8825467865851097,0.922216867417194,0.8825467865851097
2025-06-17 13:45:00+00:00,0.8864556791695396,0.9249579654110284,0.8864556791695396
2025-06-17 14:00:00+00:00,0.903440933068222,0.9368515431469882,0.903440933068222
2025-06-17 14:15:00+00:00,0.9068123884238924,0.9391977371925583,0.9068123884238924
2025-06-17 14:30:00+00:00,0.9022670484990728,0.9360385056064441,0.9022670484990728
2025-06-17 14:45:00+00:00,0.8923572486312451,0.9291393013338267,0.8923572486312451
2025-06-17 15:00:00+00:00,0.8929889016534551,0.9295806645701222,0.8929889016534551
2025-06-17 15:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 15:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 15:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 16:00:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 16:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 16:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 16:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 17:00:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 17:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 17:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 17:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 18:00:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 18:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 18:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 18:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 19:00:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 19:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 19:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 19:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 20:00:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 20:15:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 20:30:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 20:45:00+00:00,0.8736698417316642,0.9160785756968622,0.8736698417316642
2025-06-17 21:00:00+00:00,0.8790478445808262,0.9211756369922635,0.8736698417316642
2025-06-17 21:15:00+00:00,0.8821656850379164,0.9241284956181254,0.8753773950862354
2025-06-17 21:30:00+00:00,0.8798176433639227,0.9219054578615234,0.8730631978541556
2025-06-17 21:45:00+00:00,0.8812685292324779,0.9232794549316179,0.8744931966363845
2025-06-17 22:00:00+00:00,0.8759894478485877,0.9182809272207454,0.8692901713945493
2025-06-17 22:15:00+00:00,0.8679655347404482,0.9106790343855677,0.8613815367389734
2025-06-17 22:30:00+00:00,0.8647539583131651,0.9076336651507678,0.8582159024487503
2025-06-17 22:45:00+00:00,0.8727503292668767,0.9152189135400393,0.8660980821847335
2025-06-17 23:00:00+00:00,0.8718057020618717,0.9143236430886091,0.8651670023808326
2025-06-17 23:15:00+00:00,0.8639016706470452,0.9068318161042959,0.8573762697272268
2025-06-17 23:30:00+00:00,0.8647806996319712,0.9076657362533167,0.858242752121119
2025-06-17 23:45:00+00:00,0.8702555284161966,0.9128591070513231,0.8636394002212213
2025-06-18 00:00:00+00:00,0.8747609682823249,0.9171303149273933,0.8680803114782614
2025-06-18 00:15:00+00:00,0.8750285926877254,0.9173839014709974,0.8683440937638333
2025-06-18 00:30:00+00:00,0.8616882638350818,0.9047436928316,0.8551953110791565
2025-06-18 00:45:00+00:00,0.8619720244155727,0.9050129617878,0.855475026621725
2025-06-18 01:00:00+00:00,0.8610728857354975,0.9041597690581203,0.8545887072368898
2025-06-18 01:15:00+00:00,0.8661736393304672,0.909000360693389,0.8596167733770574
2025-06-18 01:30:00+00:00,0.862113640695739,0.9051496240545185,0.8556147906668666
2025-06-18 01:45:00+00:00,0.867557770480636,0.9103154903952762,0.8609812969053858
2025-06-18 02:00:00+00:00,0.8674859015008857,0.9102473360036818,0.8609104556587849
2025-06-18 02:15:00+00:00,0.8623600560737683,0.9053863839934807,0.8558579074676459
2025-06-18 02:30:00+00:00,0.8685417197700848,0.9112519447506056,0.8619514214442987
2025-06-18 02:45:00+00:00,0.8680615225380957,0.9107966147427355,0.8614780945735289
2025-06-18 03:00:00+00:00,0.8637682786773015,0.9067254816947669,0.8572462599061155
2025-06-18 03:15:00+00:00,0.8672372061291107,0.9100165176258403,0.8606656839982226
2025-06-18 03:30:00+00:00,0.8572772937308528,0.9005710007383844,0.850848170519582
2025-06-18 03:45:00+00:00,0.8611891019258149,0.9042849248555174,0.8547043541123961
2025-06-18 04:00:00+00:00,0.8655845990993148,0.9084562238467196,0.8590372139173857
2025-06-18 04:15:00+00:00,0.8657277457827971,0.9085920034736399,0.8591783159109527
2025-06-18 04:30:00+00:00,0.8578283337894856,0.9010992546284116,0.8513917468808506
2025-06-18 04:45:00+00:00,0.8486577742566843,0.8923930892040198,0.8423516250033877
2025-06-18 05:00:00+00:00,0.8485198862017385,0.8922620476343863,0.8422156882568862
2025-06-18 05:15:00+00:00,0.8451886221368833,0.8890961396202183,0.8389315626148331
2025-06-18 05:30:00+00:00,0.844185284455969,0.8881422435888295,0.837942396076615
2025-06-18 05:45:00+00:00,0.8498276934766816,0.8935072241371191,0.8435051564709772
2025-06-18 06:00:00+00:00,0.8478229600703271,0.8916022782087264,0.8415288108686555
2025-06-18 06:15:00+00:00,0.8561729918424849,0.8995384847247916,0.8497607347407202
2025-06-18 06:30:00+00:00,0.8635590575361409,0.9065519108578545,0.8570418466094911
2025-06-18 06:45:00+00:00,0.8597336138821151,0.9029224569948188,0.8532709797796232
2025-06-18 07:00:00+00:00,0.8660715056017954,0.9089382128073662,0.8595186383144777
2025-06-18 07:15:00+00:00,0.8639688495558432,0.9069438338434443,0.8574460206914631
2025-06-18 07:30:00+00:00,0.8623991304114027,0.9054545993051136,0.8558987009668297
2025-06-18 07:45:00+00:00,0.8617828915949763,0.904869854655786,0.8552912482064818
2025-06-18 08:00:00+00:00,0.8569544290198527,0.9002878700737885,0.8505316064361681
2025-06-18 08:15:00+00:00,0.8577974379276045,0.9010882840647656,0.8513626318299897
2025-06-18 08:30:00+00:00,0.8596743025770792,0.9028701473909765,0.8532128042200625
2025-06-18 08:45:00+00:00,0.8568236966293048,0.9001643992278521,0.8504027803560472
2025-06-18 09:00:00+00:00,0.8517436287634476,0.8953409388571472,0.845394921056601
2025-06-18 09:15:00+00:00,0.8563731521292087,0.8997391357371252,0.8499588242405193
2025-06-18 09:30:00+00:00,0.8693068947508548,0.9120202173894585,0.8627087736011309
2025-06-18 09:45:00+00:00,0.8714972740794981,0.9140970883331898,0.8648678093068898
2025-06-18 10:00:00+00:00,0.8740126001957842,0.9164814900684958,0.867347099723494
2025-06-18 10:15:00+00:00,0.8796303051857784,0.9218053150497819,0.8728842150311612
2025-06-18 10:30:00+00:00,0.8842093252636797,0.9261421251825569,0.8773973508793205
2025-06-18 10:45:00+00:00,0.888759348809921,0.9304493250836575,0.88188175015695
2025-06-18 11:00:00+00:00,0.8847671399861806,0.9266720324653583,0.8779472567191299
2025-06-18 11:15:00+00:00,0.888675558566122,0.9303716512599436,0.8817992889517723
2025-06-18 11:30:00+00:00,0.89118601681512,0.9327469873793777,0.884273455401163
2025-06-18 11:45:00+00:00,0.8867437870709949,0.9285449941936816,0.8798955271238098
2025-06-18 12:00:00+00:00,0.8901432312429578,0.9317621290795504,0.8832458765977993
2025-06-18 12:15:00+00:00,0.8929133980833621,0.9343827845180253,0.8859759671564633
2025-06-18 12:30:00+00:00,0.9042372301222017,0.9450922487405782,0.8971357417509618
2025-06-18 12:45:00+00:00,0.9035884382837183,0.9444793961423751,0.8964964036969039
2025-06-18 13:00:00+00:00,0.9132665528597521,0.9536231071233973,0.9076823703092899
2025-06-18 13:15:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 13:30:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 13:45:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 14:00:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 14:15:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 14:30:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 14:45:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 15:00:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 15:15:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 15:30:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 15:45:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 16:00:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 16:15:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 16:30:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 16:45:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 17:00:00+00:00,0.9132665528597521,0.9536231071233973,0.9132968510209076
2025-06-18 17:15:00+00:00,0.9134433144383068,0.9537963727117571,0.9132968510209076
2025-06-18 17:30:00+00:00,0.9020109700505018,0.9425950642398772,0.9006238916780797
2025-06-18 17:45:00+00:00,0.898209275683992,0.9388672871496627,0.8968310555123631
2025-06-18 18:00:00+00:00,0.9092522121911014,0.949698339139853,0.9078482982452837
2025-06-18 18:15:00+00:00,0.9096534243816692,0.9500915584402757,0.9082485730714803
2025-06-18 18:30:00+00:00,0.9018983839780251,0.942491219517811,0.9005116537149256
2025-06-18 18:45:00+00:00,0.917129511203331,0.9574264229912671,0.9157072943531698
2025-06-18 19:00:00+00:00,0.9058809831150311,0.9464077363726408,0.9044851217949585
2025-06-18 19:15:00+00:00,0.9134777328600245,0.9538549592723737,0.9120641468790213
2025-06-18 19:30:00+00:00,0.913933411069377,0.954301439294917,0.9125187589044207
2025-06-18 19:45:00+00:00,0.9304550555482812,0.9704890850118119,0.9290017399504142
2025-06-18 20:00:00+00:00,0.924215550481523,0.9643824900599479,0.9227769251346176
2025-06-18 20:15:00+00:00,0.918957998318523,0.9592347213120603,0.9175317223313002
2025-06-18 20:30:00+00:00,0.9074567698013688,0.947969678289825,0.9060574567289811
2025-06-18 20:45:00+00:00,0.9012815192402214,0.9419165137549615,0.899896621161369
2025-06-18 21:00:00+00:00,0.9188982791737078,0.9591922822263078,0.9174723535469913
2025-06-18 21:15:00+00:00,0.9108262126134676,0.9512858169927271,0.9094192084811091
2025-06-18 21:30:00+00:00,0.9094406064472371,0.9499278953749073,0.9080368405522029
2025-06-18 21:45:00+00:00,0.8963537853194399,0.9371013453298036,0.8949805882555122
2025-06-18 22:00:00+00:00,0.9031690208662633,0.9437870527748764,0.9017799832183463
2025-06-18 22:15:00+00:00,0.8949139646202803,0.9356926574166455,0.8935441634325368
2025-06-18 22:30:00+00:00,0.8953767001099046,0.9361466451717761,0.8940058240055577
2025-06-18 22:45:00+00:00,0.8964737515495815,0.9372229232186512,0.8951003265884171
2025-06-18 23:00:00+00:00,0.8848173570486304,0.9257881131517568,0.8834710255020154
2025-06-18 23:15:00+00:00,0.889726011774347,0.9306073674743823,0.8883683220436306
2025-06-18 23:30:00+00:00,0.9003238491305747,0.9410086487934751,0.8989415906715201
2025-06-18 23:45:00+00:00,0.8866932935819586,0.9276406064890902,0.8853427615573297
2025-06-19 00:00:00+00:00,0.890860979829599,0.9317318801566772,0.8895007975612483
2025-06-19 00:15:00+00:00,0.8819246277384326,0.9229618581347999,0.8805851700382494
2025-06-19 00:30:00+00:00,0.8818061923844023,0.9228455545663966,0.880467008401196
2025-06-19 00:45:00+00:00,0.8858556272699588,0.9268221342920002,0.8845070850331479
2025-06-19 01:00:00+00:00,0.9073589740877582,0.9479326528773467,0.9059606597452222
2025-06-19 01:15:00+00:00,0.8985688841924623,0.939315752839537,0.8971910805000438
2025-06-19 01:30:00+00:00,0.9027223931543616,0.9433898818363001,0.9013349298993856
2025-06-19 01:45:00+00:00,0.9043342720996824,0.9449705067188715,0.902943054324706
2025-06-19 02:00:00+00:00,0.91388977004603,0.9543396953215064,0.9124762813417662
2025-06-19 02:15:00+00:00,0.9143977473980883,0.9548374472097458,0.9129830705498662
2025-06-19 02:30:00+00:00,0.9105329578815541,0.9510505847149412,0.9091273223610948
2025-06-19 02:45:00+00:00,0.9165350235572147,0.9569331679875166,0.9151153669120098
2025-06-19 03:00:00+00:00,0.914593756073193,0.9550313133649473,0.9131786443899002
2025-06-19 03:15:00+00:00,0.9079543507683346,0.9485258542150297,0.9065547723315877
2025-06-19 03:30:00+00:00,0.9085312553728496,0.9490913749825063,0.907130330576425
2025-06-19 03:45:00+00:00,0.9093097806711133,0.9498545080588268,0.907907038588361
2025-06-19 04:00:00+00:00,0.9216352160307398,0.9619355393454281,0.9202036936811223
2025-06-19 04:15:00+00:00,0.9258442362792625,0.9660577228223927,0.9244028415301582
2025-06-19 04:30:00+00:00,0.9231348514297155,0.963404979431847,0.9216998213856163
2025-06-19 04:45:00+00:00,0.9161924702178911,0.9566065030906037,0.9147737326189954
2025-06-19 05:00:00+00:00,0.9177497661126078,0.9581322311847449,0.9163273831789805
2025-06-19 05:15:00+00:00,0.9146248963297875,0.9550710256798467,0.9132098323222555
2025-06-19 05:30:00+00:00,0.9133271922814619,0.953799492479396,0.911915164186593
2025-06-19 05:45:00+00:00,0.9178439941630522,0.9582255915893947,0.9164214043204549
2025-06-19 06:00:00+00:00,0.9231985054551157,0.9634709857392685,0.9217633741679484
2025-06-19 06:15:00+00:00,0.9276292812503562,0.9678099164643327,0.9261837517660936
2025-06-19 06:30:00+00:00,0.924360143140697,0.964609486846395,0.9229222980701665
2025-06-19 06:45:00+00:00,0.9254770698682132,0.9657031772335907,0.9240366024845348
2025-06-19 07:00:00+00:00,0.9200355570630141,0.9603752651898277,0.9186078704259174
2025-06-19 07:15:00+00:00,0.923665016580011,0.9639302496321307,0.9222288222483094
2025-06-19 07:30:00+00:00,0.9222384041269209,0.9625332492703451,0.920805558307604
2025-06-19 07:45:00+00:00,0.9265054471022981,0.9667121201065406,0.9250625910020362
2025-06-19 08:00:00+00:00,0.9257472071256464,0.9659697615910379,0.9243061326201089
2025-06-19 08:15:00+00:00,0.9202243716651023,0.9605623102573709,0.9187962700253546
2025-06-19 08:30:00+00:00,0.9211256755209002,0.9614451104794912,0.9196954610455417
2025-06-19 08:45:00+00:00,0.9314458645633567,0.971552817696475,0.9299914495166999
2025-06-19 09:00:00+00:00,0.9276754217973858,0.9678625272977661,0.9262298814118449
2025-06-19 09:15:00+00:00,0.924169896779382,0.9644306631328089,0.922732596226702
2025-06-19 09:30:00+00:00,0.9251048057686015,0.965346141151867,0.9236653104940881
2025-06-19 09:45:00+00:00,0.9138638782638319,0.954339528863931,0.9124507803362761
