variant,signal_ts,entry_ts,exit_ts,direction,entry_price,exit_price,entry_atr,allocation,entry_bar,exit_bar,hold_bars,exit_reason,raw_price_return,trade_return,entry_equity,exit_equity
outer_break_mid_exit_k1,2025-06-24 14:30:00+00:00,2025-06-24 14:45:00+00:00,2025-06-24 19:45:00+00:00,1,38.283307199999996,36.9891984,0.45060565476190473,1.0,2417,2437,20,midline_exit_next_open,-0.03380347453367338,-0.035783114643011205,0.8112979377294572,0.7822671706140455
outer_break_mid_exit_k1,2025-06-25 02:00:00+00:00,2025-06-25 02:15:00+00:00,2025-06-25 05:30:00+00:00,1,38.5484132,37.4670072,0.44422321428571415,1.0,2463,2476,13,midline_exit_next_open,-0.028053191045487758,-0.03004461291095195,0.7822671706140455,0.7587642562800009
outer_break_mid_exit_k1,2025-06-25 13:15:00+00:00,2025-06-25 13:30:00+00:00,2025-06-25 15:00:00+00:00,1,38.88554799999999,37.7858796,0.44294196428571425,1.0,2508,2514,6,midline_exit_next_open,-0.028279616890058756,-0.030222085935895704,0.7587642562800009,0.7358328177216207
outer_break_mid_exit_k1,2025-06-26 16:45:00+00:00,2025-06-26 17:00:00+00:00,2025-06-26 20:45:00+00:00,-1,36.395436,37.6440516,0.4214122023809522,1.0,2618,2633,15,midline_exit_next_open,-0.03430692793459045,-0.03574689836633527,0.7358328177216207,0.7095290767719118
outer_break_mid_exit_k1,2025-06-26 22:30:00+00:00,2025-06-26 22:45:00+00:00,2025-06-27 05:15:00+00:00,-1,36.245496,36.7987136,0.4192916666666666,1.0,2641,2667,26,midline_exit_next_open,-0.015263071582742205,-0.017464504217666765,0.7095290767719118,0.6971375032180716
outer_break_mid_exit_k1,2025-06-27 18:30:00+00:00,2025-06-27 18:45:00+00:00,2025-06-28 00:00:00+00:00,-1,35.8486548,36.6376492,0.40513839285714265,1.0,2721,2742,21,midline_exit_next_open,-0.02200903783982433,-0.023718063021507474,0.6971375032180716,0.680602751982089
outer_break_mid_exit_k1,2025-06-28 18:45:00+00:00,2025-06-28 19:00:00+00:00,2025-06-29 17:45:00+00:00,1,37.6120388,38.0737644,0.38493749999999965,1.0,2818,2909,91,midline_exit_next_open,0.012276005628283126,0.009889322939489853,0.680602751982089,0.6873334523899454
outer_break_mid_exit_k1,2025-06-29 21:30:00+00:00,2025-06-29 21:45:00+00:00,2025-06-30 15:00:00+00:00,1,38.7234832,39.4552116,0.3336577380952378,1.0,2925,2994,69,midline_exit_next_open,0.01889624433372261,0.016284131527940282,0.6873334523899454,0.6985260807322164
outer_break_mid_exit_k1,2025-06-30 16:45:00+00:00,2025-06-30 17:00:00+00:00,2025-06-30 23:30:00+00:00,1,40.5802256,39.6331404,0.3178883928571426,1.0,3002,3028,26,midline_exit_next_open,-0.023338588832290674,-0.0253396704464659,0.6985260807322164,0.6808256600482007
outer_break_mid_exit_k1,2025-07-01 04:45:00+00:00,2025-07-01 05:00:00+00:00,2025-07-01 16:15:00+00:00,-1,39.0003936,39.45877719999999,0.2985714285714283,1.0,3050,3095,45,midline_exit_next_open,-0.011753307023034454,-0.01441748280525279,0.6808256600482007,0.6710098678010809
outer_break_mid_exit_k1,2025-07-01 18:15:00+00:00,2025-07-01 18:30:00+00:00,2025-07-02 07:45:00+00:00,-1,37.8628488,38.1972728,0.2868467261904759,1.0,3104,3157,53,midline_exit_next_open,-0.008832510246825409,-0.011470338950559489,0.6710098678010809,0.6633131571782324
outer_break_mid_exit_k1,2025-07-02 10:30:00+00:00,2025-07-02 10:45:00+00:00,2025-07-02 12:30:00+00:00,1,38.8275248,37.9618092,0.2759999999999997,1.0,3169,3176,7,midline_exit_next_open,-0.02229644059103153,-0.024299657462789837,0.6633131571782324,0.6471948746682397
outer_break_mid_exit_k1,2025-07-02 16:00:00+00:00,2025-07-02 16:15:00+00:00,2025-07-03 16:00:00+00:00,1,39.2176808,39.939018,0.2711681547619045,1.0,3191,3286,95,midline_exit_next_open,0.01839316311636674,0.016061292945436456,0.6471948746682397,0.6575896611430713
outer_break_mid_exit_k1,2025-07-04 02:30:00+00:00,2025-07-04 02:45:00+00:00,2025-07-04 22:30:00+00:00,-1,39.2562912,38.9395696,0.26466071428571414,1.0,3329,3408,79,midline_exit_next_open,0.008068046937658724,0.005110655936521491,0.6575896611430713,0.6609503756485873
outer_break_mid_exit_k1,2025-07-05 06:15:00+00:00,2025-07-05 06:30:00+00:00,2025-07-05 16:30:00+00:00,1,39.545812,38.964408,0.2601785714285712,1.0,3440,3480,40,midline_exit_next_open,-0.014702037222045106,-0.01681913972762128,0.6609503756485873,0.6498337589275299
outer_break_mid_exit_k1,2025-07-05 18:15:00+00:00,2025-07-05 18:30:00+00:00,2025-07-05 22:45:00+00:00,-1,38.526583200000005,39.085628,0.26191815476190455,1.0,3488,3505,17,midline_exit_next_open,-0.014510624965049956,-0.016383713629914642,0.6498337589275299,0.6391870687142103
outer_break_mid_exit_k1,2025-07-06 21:00:00+00:00,2025-07-06 21:15:00+00:00,2025-07-07 10:15:00+00:00,1,39.6918704,39.5461752,0.2569955357142855,1.0,3595,3647,52,midline_exit_next_open,-0.0036706559436916475,-0.0058114614973063805,0.6391870687142103,0.6354724576748015
outer_break_mid_exit_k1,2025-07-07 16:45:00+00:00,2025-07-07 17:00:00+00:00,2025-07-08 12:45:00+00:00,-1,39.082360800000004,38.4293656,0.24043898809523787,1.0,3674,3753,79,midline_exit_next_open,0.01670818207072089,0.01322758275552638,0.6354724576748015,0.6438782221975526
