sizing_model,sizing_description,symbol,display_symbol,entry_ts,exit_ts,entry_price,exit_price,entry_position_size,bars_held,exit_reason,underlying_return_pct,gross_return_pct,net_return_pct,entry_prev20_high,exit_prev10_low,sizing_note
fixed_1x_dd_throttle,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x,HYPEUSDT,HYPE/USDT:USDT,2026-01-27T00:00:00+00:00,2026-02-23T00:00:00+00:00,30.8,26.368,0.5,27,close_below_prev10_low,-14.389610389610397,-7.194805194805198,-7.264396040178578,28.387,27.69,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x; drawdown_throttle=0.50
fixed_1x_dd_throttle,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x,HYPEUSDT,HYPE/USDT:USDT,2026-03-02T00:00:00+00:00,2026-04-02T00:00:00+00:00,32.809,35.188,0.25,31,close_below_prev10_low,7.251059160596185,1.8127647901490462,1.7745885827077368,32.344,35.662,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x; drawdown_throttle=0.25
fixed_1x_dd_throttle,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x,HYPEUSDT,HYPE/USDT:USDT,2026-04-13T00:00:00+00:00,2026-04-21T00:00:00+00:00,44.276,39.754,0.25,8,close_below_prev10_low,-10.21320805854189,-2.5533020146354724,-2.5898411005195077,43.179,40.172,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x; drawdown_throttle=0.25
fixed_1x_dd_throttle,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x,HYPEUSDT,HYPE/USDT:USDT,2026-05-18T00:00:00+00:00,2026-06-10T00:00:00+00:00,47.74,53.308,0.25,23,close_below_prev10_low,11.663175534143267,2.915793883535817,2.8772040789628806,47.275,55.458,固定 1.0x，净值回撤超过 10%/20% 时降到 0.5x/0.25x; drawdown_throttle=0.25
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2025-08-13T00:00:00+00:00,2025-08-21T00:00:00+00:00,47.631,40.454,0.042467011412268184,8,close_below_prev10_low,-15.067917952593902,-0.6398894436519259,-0.6462186332805486,46.799,40.596,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.2355; drawdown_throttle=1.00
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2025-09-09T00:00:00+00:00,2025-09-21T00:00:00+00:00,53.315,50.89,0.04931551197854037,12,close_below_prev10_low,-4.548438525743215,-0.22430857459994402,-0.2316891720641645,51.973,52.054,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.2028; drawdown_throttle=1.00
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2026-01-27T00:00:00+00:00,2026-02-23T00:00:00+00:00,30.8,26.368,0.029830508474576273,27,close_below_prev10_low,-14.389610389610397,-0.42924939467312373,-0.433704714013039,28.387,27.69,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.3352; drawdown_throttle=1.00
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2026-03-02T00:00:00+00:00,2026-04-02T00:00:00+00:00,32.809,35.188,0.0455933852140078,31,close_below_prev10_low,7.251059160596185,0.3306003335186219,0.3237388332705926,32.344,35.662,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.2193; drawdown_throttle=1.00
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2026-04-13T00:00:00+00:00,2026-04-21T00:00:00+00:00,44.276,39.754,0.04815225666122894,8,close_below_prev10_low,-10.21320805854189,-0.49178901576944073,-0.49897620336017967,43.179,40.172,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.2077; drawdown_throttle=1.00
risk1_prev10stop_dd_cap1x,单笔风险 1% + 回撤降档，最高 1.0x,HYPEUSDT,HYPE/USDT:USDT,2026-05-18T00:00:00+00:00,2026-06-10T00:00:00+00:00,47.74,53.308,0.04980699008868023,23,close_below_prev10_low,11.663175534143267,0.5809076682316114,0.5733933601765884,47.275,55.458,单笔风险 1% + 回撤降档，最高 1.0x; stop_distance=0.2008; drawdown_throttle=1.00
