window,slice_start,slice_end,name,signal_name,signal_kind,exit_name,exit_kind,filter_name,exposure,final_equity,total_return_pct,annual_return_pct,annual_equity_multiple,max_drawdown_pct,win_rate_pct,trades,trades_per_day,profit_factor,avg_trade_pct,median_trade_pct,worst_trade_pct,stop_trades,tp_trades,trail_trades,max_hold_trades,score,target_return_pass,target_equity_multiple_pass,target_drawdown_pass,target_win_rate_pass,frequency_preference_pass,meets_core_target,meets_full_preference,start_ts,end_ts
week_039_20260220_20260227,2026-02-20 10:30:00+00:00,2026-02-27 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.96689538712435,-3.310461287565003,-82.73674896421508,0.17263251035784924,-6.861830769683907,66.66666666666666,6,0.8571428571428571,0.5161687927530829,-0.5369052500975466,0.593370356942752,-4.425000000000004,1,3,0,2,-3.574611884747075,False,False,True,False,True,False,False,2026-02-20 10:30:00+00:00,2026-02-27 10:30:00+00:00
week_040_20260227_20260306,2026-02-27 10:30:00+00:00,2026-03-06 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0446943961400215,4.469439614002146,879.1127945514504,9.791127945514503,-7.896992527591095,81.81818181818183,11,1.5714285714285714,1.8118145049384757,0.4124254161227858,1.1250000000000013,-4.425000000000004,1,9,0,1,1.8998013514095737,False,False,True,True,True,False,False,2026-02-27 10:30:00+00:00,2026-03-06 10:30:00+00:00
week_041_20260306_20260313,2026-03-06 10:30:00+00:00,2026-03-13 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0863700601354642,8.637006013546422,7438.233546604829,75.38233546604829,-5.836918268512703,85.71428571428571,14,2.0,2.6798154699749075,0.6044528358320543,1.1249999999999931,-4.425000000000004,1,12,0,1,15.12134664438573,True,True,True,True,True,True,True,2026-03-06 10:30:00+00:00,2026-03-13 10:30:00+00:00
week_042_20260313_20260320,2026-03-13 10:30:00+00:00,2026-03-20 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0635715203623877,6.357152036238767,2392.5744825242914,24.925744825242912,-4.226876443417993,85.71428571428571,7,1.0,12.327669385226637,0.8860644638487647,1.1250000000000013,-0.5475487530586379,0,6,0,1,14.03077529076779,True,True,True,True,True,True,True,2026-03-13 10:30:00+00:00,2026-03-20 10:30:00+00:00
week_043_20260320_20260327,2026-03-20 10:30:00+00:00,2026-03-27 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9883708096518552,-1.1629190348144802,-45.683948693696706,0.5431605130630329,-5.6099530092592715,75.0,4,0.5714285714285714,0.7627118644067762,-0.26250000000000423,1.1249999999999931,-4.425000000000004,1,3,0,0,-2.2299910202062896,False,False,True,True,False,False,False,2026-03-20 10:30:00+00:00,2026-03-27 10:30:00+00:00
week_044_20260327_20260403,2026-03-27 10:30:00+00:00,2026-04-03 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0040170276572076,0.40170276572075725,23.267043151694054,1.2326704315169406,-5.231670652851461,55.55555555555556,9,1.2857142857142858,1.0912068896972504,0.052239686716601744,1.1249999999999847,-2.0724440231380337,0,5,0,4,-2.7087556537413104,False,False,True,False,True,False,False,2026-03-27 10:30:00+00:00,2026-04-03 10:30:00+00:00
week_045_20260403_20260410,2026-04-03 10:30:00+00:00,2026-04-10 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9620937156524859,-3.7906284347514085,-86.68605519102883,0.13313944808971168,-6.116674215757422,50.0,4,0.5714285714285714,0.3757178317755101,-0.9346341587430748,-0.2192683174861484,-4.425000000000004,1,2,0,1,-5.93206815836182,False,False,True,False,False,False,False,2026-04-03 10:30:00+00:00,2026-04-10 10:30:00+00:00
week_046_20260410_20260417,2026-04-10 10:30:00+00:00,2026-04-17 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0099142110223842,0.9914211022384212,67.32399469559694,1.6732399469559693,-4.9350865785848015,71.42857142857143,7,1.0,1.2482988853458656,0.1598382345385077,1.1250000000000013,-4.425000000000004,1,5,0,1,-0.7529793219184164,False,False,True,True,True,False,False,2026-04-10 10:30:00+00:00,2026-04-17 10:30:00+00:00
week_047_20260417_20260424,2026-04-17 10:30:00+00:00,2026-04-24 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9939855071295015,-0.6014492870498489,-27.00470538298457,0.7299529461701543,-2.7811127610886777,50.0,2,0.2857142857142857,0.6589572358328726,-0.29112140274405696,-0.29112140274405696,-1.707242805488132,0,1,0,1,-4.5660196086407625,False,False,True,False,False,False,False,2026-04-17 10:30:00+00:00,2026-04-24 10:30:00+00:00
week_048_20260424_20260501,2026-04-24 10:30:00+00:00,2026-05-01 10:30:00+00:00,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,False,,False,False,False,False,False,2026-04-24 10:30:00+00:00,2026-05-01 10:30:00+00:00
week_049_20260501_20260508,2026-05-01 10:30:00+00:00,2026-05-08 10:30:00+00:00,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,False,,False,False,False,False,False,2026-05-01 10:30:00+00:00,2026-05-08 10:30:00+00:00
week_050_20260508_20260515,2026-05-08 10:30:00+00:00,2026-05-15 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9901556462132504,-0.9844353786749638,-40.32215742574958,0.5967784257425042,-4.159335460271207,66.66666666666666,3,0.42857142857142855,0.7086063557017437,-0.30841557017543797,1.1250000000000013,-3.1752467105263165,0,2,0,1,-2.7469344164792635,False,False,True,False,False,False,False,2026-05-08 10:30:00+00:00,2026-05-15 10:30:00+00:00
week_051_20260515_20260522,2026-05-15 10:30:00+00:00,2026-05-22 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9673420226922778,-3.265797730772224,-82.31570112967354,0.17684298870326448,-9.256097451529632,66.66666666666666,9,1.2857142857142858,0.6869492851198521,-0.3417836530962381,1.1250000000000013,-4.425000000000004,2,6,0,1,-3.5740363518719835,False,False,True,False,True,False,False,2026-05-15 10:30:00+00:00,2026-05-22 10:30:00+00:00
week_052_20260522_20260529,2026-05-22 10:30:00+00:00,2026-05-29 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0215837110838197,2.1583711083819734,204.7207037498613,3.047207037498613,-6.2511337695846825,83.33333333333334,12,1.7142857142857142,1.2711864406779643,0.199999999999999,1.1250000000000013,-4.425000000000004,2,10,0,0,0.08976814506372643,False,False,True,True,True,False,False,2026-05-22 10:30:00+00:00,2026-05-29 10:30:00+00:00
week_053_20260529_20260605,2026-05-29 10:30:00+00:00,2026-06-05 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.0336036850821835,3.3603685082183476,461.01409513633985,5.610140951363398,-6.5581000298570284,87.5,8,1.1428571428571428,1.7796610169491416,0.4312499999999944,1.1249999999999847,-4.425000000000004,1,7,0,0,0.9950089390769599,False,False,True,True,True,False,False,2026-05-29 10:30:00+00:00,2026-06-05 10:30:00+00:00
week_054_20260605_20260612,2026-06-05 10:30:00+00:00,2026-06-12 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.9910219342838404,-0.8978065716159556,-37.53590408920529,0.6246409591079471,-9.942044600604005,76.92307692307693,13,1.8571428571428572,0.9443601288361656,-0.04748762605213522,1.1250000000000013,-4.425000000000004,2,9,0,2,-1.8383038406059802,False,False,True,True,True,False,False,2026-06-05 10:30:00+00:00,2026-06-12 10:30:00+00:00
week_055_20260612_20260619,2026-06-12 10:30:00+00:00,2026-06-19 10:30:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,0.965701213710445,-3.429878628955496,-83.81481121968605,0.16185188780313953,-10.695489358703647,63.63636363636363,11,1.5714285714285714,0.7069289737743558,-0.2967939068005507,1.1249999999999847,-4.425000000000004,1,7,0,3,-4.011843339578917,False,False,True,False,True,False,False,2026-06-12 10:30:00+00:00,2026-06-19 10:30:00+00:00
week_056_20260619_20260625,2026-06-19 10:30:00+00:00,2026-06-25 13:45:00+00:00,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,1.05136614961525,5.136614961524999,1872.6302402750498,19.7263024027505,-3.3165871075556463,83.33333333333334,6,0.9779286926994906,9.65088384480142,0.8403586381230734,1.1249999999999931,-0.5828481712615322,0,5,0,1,3.6547505951078496,False,False,True,True,True,False,False,2026-06-19 10:30:00+00:00,2026-06-25 13:45:00+00:00
