label,family,parameter,value,slice,name,signal_name,signal_kind,exit_name,exit_kind,filter_name,exposure,final_equity,total_return_pct,annual_return_pct,annual_equity_multiple,max_drawdown_pct,win_rate_pct,trades,trades_per_day,profit_factor,avg_trade_pct,median_trade_pct,worst_trade_pct,stop_trades,tp_trades,trail_trades,max_hold_trades,score,target_return_pass,target_equity_multiple_pass,target_drawdown_pass,target_win_rate_pass,frequency_preference_pass,meets_core_target,meets_full_preference,start_ts,end_ts
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,is_2025_05_30_to_2026_03_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.128493290377443,12.849329037744294,17.446289437015807,1.174462894370158,-6.404742552608411,57.6271186440678,59,0.214887320737537,1.395349820738305,0.2165825586917779,0.48505283431367635,-2.950000000000003,6,24,0,29,-3.349476172220678,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,val_2026_03_01_to_2026_06_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0776976670096994,7.769766700969938,34.591116181312856,1.3459111618131285,-3.9641984494439675,70.0,20,0.21739130434782608,1.8940224743316543,0.38487398868172373,0.8595665801198529,-2.950000000000003,2,7,0,11,-1.8068926843717736,False,False,True,True,False,False,False,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,oos_2026_06_01_to_latest,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0320340283411102,3.2034028341110243,59.788989018969055,1.5978898901896905,-6.6106005248372846,63.63636363636363,11,0.4476473081814328,1.4408338253226616,0.3032114864203149,1.6499999999999904,-2.950000000000003,2,6,0,3,-1.9911621137496107,False,False,True,False,False,False,False,2026-06-01 00:00:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,q1,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0496220000543992,4.962200005439921,19.829527746012097,1.198295277460121,-5.276547026564682,59.25925925925925,27,0.2761192042397933,1.3119290205891054,0.19233155798194596,0.5652925336082362,-2.950000000000003,3,12,0,12,-3.0443386729758886,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2025-09-05 05:18:45+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,q2,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0996044005418104,9.960440054181042,42.57051786165813,1.4257051786165813,-3.9192151327841707,66.66666666666666,21,0.2147593810753948,2.185173406937578,0.4630394570670157,0.8397938214946334,-2.950000000000003,2,9,0,10,-2.1114826750159823,False,False,True,False,False,False,False,2025-09-05 05:18:45+00:00,2025-12-12 00:07:30+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,q3,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0025878270740776,0.25878270740775644,0.9700518926729407,1.0097005189267294,-6.4047425526084005,45.0,20,0.2045327438813284,1.0388568922857715,0.024037352320818745,-0.29758948935779117,-2.950000000000003,2,7,0,11,-4.921624486841915,False,False,True,False,False,False,False,2025-12-12 00:07:30+00:00,2026-03-19 18:56:15+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.0,q4,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.0,1.0846712266087999,8.467122660879989,35.47162285469059,1.3547162285469059,-6.610600524837295,72.72727272727273,22,0.2249860182694612,1.746360833916145,0.3824386080334813,0.9624695407137953,-2.950000000000003,3,9,0,10,-1.7872906207443038,False,False,True,True,False,False,False,2026-03-19 18:56:15+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,full,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.3239758265607753,32.39758265607753,29.961289049390082,1.2996128904939008,-8.22095967838724,61.111111111111114,90,0.23009933686649445,1.490976698360965,0.3307107928760116,0.9652428786476668,-3.687500000000003,10,37,0,43,-2.8478106366324183,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,first_half,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.1941207111989105,19.41207111989105,39.28306932171981,1.392830693217198,-6.573583983719877,62.5,48,0.24543929265759407,1.600214257544217,0.38845782978958,0.9173685135589335,-3.687500000000003,5,21,0,22,-2.5769556852400366,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2025-12-12 00:07:30+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,second_half,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.1087453840671506,10.874538406715061,21.263386380194405,1.212633863801944,-8.220959678387253,59.523809523809526,42,0.2147593810753948,1.3761616488370536,0.2647141792605048,0.9652428786476668,-3.687500000000003,5,16,0,21,-3.1233933503003906,False,False,True,False,False,False,False,2025-12-12 00:07:30+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,last_90d,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.095705221727445,9.5705221727445,44.907342887922105,1.449073428879221,-8.22095967838724,71.42857142857143,21,0.23333333333333334,1.6800599062315247,0.45632415459556297,1.2515945023356057,-3.687500000000003,3,9,0,9,-1.727092202000635,False,False,True,True,False,False,False,2026-03-27 13:45:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,is_2025_05_30_to_2026_03_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.1606009452141457,16.06009452141457,21.91231327857388,1.2191231327857388,-7.965017657951201,57.6271186440678,59,0.214887320737537,1.3953498207383046,0.2707281983647224,0.6063160428920954,-3.687500000000003,6,24,0,29,-3.3232919746402834,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,val_2026_03_01_to_2026_06_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.0973077335272183,9.730773352721833,44.58002327555566,1.4458002327555566,-4.9448612290004075,70.0,20,0.21739130434782608,1.8940224743316547,0.4810924858521547,1.074458225149816,-3.687500000000003,2,7,0,11,-1.7351186699212806,False,False,True,True,False,False,False,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,oos_2026_06_01_to_latest,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.039605804849022,3.9605804849021986,78.12916656999495,1.7812916656999496,-8.22095967838724,63.63636363636363,11,0.4476473081814328,1.4408338253226614,0.3790143580253936,2.062499999999988,-3.687500000000003,2,6,0,3,-1.8802707119103292,False,False,True,False,False,False,False,2026-06-01 00:00:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,q1,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.0612406509645023,6.124065096450226,24.85962895190974,1.2485962895190974,-6.573583983719877,59.25925925925925,27,0.2761192042397933,1.311929020589106,0.24041444747743246,0.7066156670102951,-3.687500000000003,3,12,0,12,-3.011158934079031,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2025-09-05 05:18:45+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,q2,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.1252119960855642,12.521199608556422,55.37266578896334,1.5537266578896334,-4.894433344524751,66.66666666666666,21,0.2147593810753948,2.185173406937578,0.5787993213337698,1.0497422768682918,-3.687500000000003,2,9,0,10,-2.0224429220598052,False,False,True,False,False,False,False,2025-09-05 05:18:45+00:00,2025-12-12 00:07:30+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,q3,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.0025349317965742,0.2534931796574158,0.9501552963415483,1.0095015529634155,-7.965017657951201,45.0,20,0.2045327438813284,1.0388568922857717,0.030046690401023424,-0.37198686169723894,-3.687500000000003,2,7,0,11,-4.937444208342507,False,False,True,False,False,False,False,2025-12-12 00:07:30+00:00,2026-03-19 18:56:15+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p25,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.25,q4,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p25,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.25,1.1059418967878198,10.594189678781984,45.66405403960023,1.4566405403960023,-8.220959678387253,72.72727272727273,22,0.2249860182694612,1.7463608339161452,0.4780482600418515,1.203086925892244,-3.687500000000003,3,9,0,10,-1.7206610034437282,False,False,True,True,False,False,False,2026-03-19 18:56:15+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,full,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.3946763619149816,39.46763619149816,36.43071661144673,1.3643071661144672,-9.814540623444202,61.111111111111114,90,0.23009933686649445,1.4909766983609676,0.39685295145121385,1.1582914543772003,-4.425000000000004,10,37,0,43,-2.8086967329337877,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,first_half,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.2345537481385078,23.45537481385078,48.220306081515794,1.482203060815158,-7.869114074628758,62.5,48,0.24543929265759407,1.6002142575442189,0.466149395747496,1.1008422162707203,-4.425000000000004,5,21,0,22,-2.5187823600967083,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2025-12-12 00:07:30+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,second_half,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.1297008040499739,12.970080404997386,25.578882726609777,1.2557888272660978,-9.814540623444202,59.523809523809526,42,0.2147593810753948,1.376161648837054,0.31765701511260586,1.1582914543772003,-4.425000000000004,5,16,0,21,-3.100044481522878,False,False,True,False,False,False,False,2025-12-12 00:07:30+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,last_90d,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.1147240809458192,11.47240809458192,55.389247366658935,1.5538924736665893,-9.814540623444213,71.42857142857143,21,0.23333333333333334,1.680059906231524,0.5475889855146755,1.5019134028027268,-4.425000000000004,3,9,0,9,-1.6627073882953205,False,False,True,True,False,False,False,2026-03-27 13:45:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,is_2025_05_30_to_2026_03_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.1925820003490046,19.25820003490046,26.401486620085144,1.2640148662008515,-9.509086447080307,57.6271186440678,59,0.214887320737537,1.3953498207383068,0.32487383803766684,0.7275792514705145,-4.425000000000004,6,24,0,29,-3.298082289006601,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,val_2026_03_01_to_2026_06_01,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.1169717214281525,11.697172142815248,55.14317292324271,1.5514317292324271,-5.9213692754349845,70.0,20,0.21739130434782608,1.8940224743316543,0.5773109830225857,1.2893498701797794,-4.425000000000004,2,7,0,11,-1.6638053624441136,False,False,True,True,False,False,False,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,oos_2026_06_01_to_latest,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.0469911526786049,4.6991152678604875,97.89345895399389,1.9789345895399388,-9.814540623444213,63.63636363636363,11,0.4476473081814328,1.4408338253226616,0.45481722963047233,2.4749999999999854,-4.425000000000004,2,6,0,3,-1.7712223712130695,False,False,True,False,False,False,False,2026-06-01 00:00:00+00:00,2026-06-25 13:45:00+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,q1,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.0725132909793413,7.251329097934134,29.886050090545034,1.2988605009054504,-7.869114074628758,59.25925925925925,27,0.2761192042397933,1.3119290205891057,0.2884973369729189,0.8479388004123543,-4.425000000000004,3,12,0,12,-2.979620423458943,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2025-09-05 05:18:45+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,q2,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.151084801020231,15.108480102023103,69.14256087996546,1.6914256087996546,-5.867817327683101,66.66666666666666,21,0.2147593810753948,2.1851734069375786,0.6945591856005235,1.2596907322419502,-4.425000000000004,2,9,0,10,-1.9334914786056872,False,False,True,False,False,False,False,2025-09-05 05:18:45+00:00,2025-12-12 00:07:30+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,q3,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.0021996493079026,0.2199649307902618,0.8241053180575886,1.0082410531805759,-9.509086447080318,45.0,20,0.2045327438813284,1.0388568922857715,0.03605602848122812,-0.44638423403668676,-4.425000000000004,2,7,0,11,-4.954260362210907,False,False,True,False,False,False,False,2025-12-12 00:07:30+00:00,2026-03-19 18:56:15+00:00
rsi7_30_60__fixed_tp1p8_sl2p8_hold16__min_dir_rsi14_48p0__max_dir_rsi14_78p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p8_sl2p8_hold16|min_dir_rsi14_48p0__max_dir_rsi14_78p0|x1.5,q4,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp180p0_sl280p0_hold16_macd0p0_rsi48to78_atr60p0to280p0_x1p5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp180p0_sl280p0_hold16,fixed,macd0p0_rsi48to78_atr60p0to280p0,1.5,1.127221312470146,12.722131247014602,56.4115618692151,1.564115618692151,-9.814540623444202,72.72727272727273,22,0.2249860182694612,1.7463608339161452,0.5736579120502219,1.443704311070693,-4.425000000000004,3,9,0,10,-1.654661525302525,False,False,True,True,False,False,False,2026-03-19 18:56:15+00:00,2026-06-25 13:45:00+00:00
