label,family,parameter,value,signal_name,signal_kind,exit_name,exit_kind,filter_name,exposure,reason_counts,raw_trade_events,filter_pass_events,selected_trades,name,final_equity,total_return_pct,annual_return_pct,annual_equity_multiple,max_drawdown_pct,win_rate_pct,trades,trades_per_day,profit_factor,avg_trade_pct,median_trade_pct,worst_trade_pct,stop_trades,tp_trades,trail_trades,max_hold_trades,score,target_return_pass,target_equity_multiple_pass,target_drawdown_pass,target_win_rate_pass,frequency_preference_pass,meets_core_target,meets_full_preference,start_ts,end_ts,first_half_trades,first_half_annual_return_pct,first_half_total_return_pct,first_half_max_drawdown_pct,first_half_win_rate_pct,first_half_trades_per_day,first_half_profit_factor,second_half_trades,second_half_annual_return_pct,second_half_total_return_pct,second_half_max_drawdown_pct,second_half_win_rate_pct,second_half_trades_per_day,second_half_profit_factor,last_90d_trades,last_90d_annual_return_pct,last_90d_total_return_pct,last_90d_max_drawdown_pct,last_90d_win_rate_pct,last_90d_trades_per_day,last_90d_profit_factor,q1_trades,q1_annual_return_pct,q1_total_return_pct,q1_max_drawdown_pct,q1_win_rate_pct,q1_trades_per_day,q1_profit_factor,q2_trades,q2_annual_return_pct,q2_total_return_pct,q2_max_drawdown_pct,q2_win_rate_pct,q2_trades_per_day,q2_profit_factor,q3_trades,q3_annual_return_pct,q3_total_return_pct,q3_max_drawdown_pct,q3_win_rate_pct,q3_trades_per_day,q3_profit_factor,q4_trades,q4_annual_return_pct,q4_total_return_pct,q4_max_drawdown_pct,q4_win_rate_pct,q4_trades_per_day,q4_profit_factor,oos_2026_06_01_to_latest_trades,oos_2026_06_01_to_latest_annual_return_pct,oos_2026_06_01_to_latest_total_return_pct,oos_2026_06_01_to_latest_max_drawdown_pct,oos_2026_06_01_to_latest_win_rate_pct,oos_2026_06_01_to_latest_trades_per_day,oos_2026_06_01_to_latest_profit_factor,stability_pass,ablation_gate_pass,config_signal,config_exit,config_filter,config_exposure,higher_return_than_baseline,lower_dd_than_baseline,return_and_dd_pass,trade_shape_pass,recent_pass,optimization_gate_pass,objective_score
bb_reversion_w48_k1p5__fixed_tp1p2_sl2p8_hold8__min_atr_pct96_0p009__x1p25,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp1p2_sl2p8_hold8|min_atr_pct96_0p009|x1.25,bb_reversion_w48_k1p5,bb_reversion,fixed_tp120p0_sl280p0_hold8,fixed,macd0p0_atr90p0to280p0,1.25,"{""max_hold"": 36, ""stop_loss"": 9, ""take_profit"": 84}",2291,142,129,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp120p0_sl280p0_hold8_macd0p0_atr90p0to280p0_x1p25,1.4537536904261246,45.375369042612455,41.81989385831517,1.4181989385831517,-13.817533782619517,67.44186046511628,129,0.32980904950864204,1.5415936175049711,0.30303510810678036,1.3125000000000013,-3.687500000000003,9,84,0,36,-1.9586495050800092,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,72,72.89641473557589,34.0661040000189,-9.021011921757783,72.22222222222221,0.36815893898639107,1.8593378958361642,57,16.329088285283298,8.435588642593729,-13.817533782619517,61.40350877192983,0.29145916003089295,1.240177328566619,25,28.004229693289794,6.272470607125991,-6.7624897676938245,64.0,0.2777777777777778,1.4403802588335435,33,92.21349170415579,19.11705201370615,-5.620841312367098,72.72727272727273,0.33747902740419183,2.3792357416285124,39,55.52066591884311,12.549884112807575,-9.021011921757772,71.7948717948718,0.39883885056859036,1.5563084879806333,32,7.81710555543389,2.0354453256897553,-8.041228074874118,59.375,0.3272523902101254,1.1102285927607065,25,25.51307801828877,6.272470607125991,-6.7624897676938245,64.0,0.2556659298516605,1.4403802588335435,15,240.29172221285359,8.587880061650765,-5.254438710486209,73.33333333333333,0.6104281475201356,2.396358145424163,True,False,bb_reversion_w48_k1p5,fixed_tp120p0_sl280p0_hold8,macd0p0_atr90p0to280p0,1.25,False,True,False,False,True,False,-503.6966982922839
bb_reversion_w48_k1p5__fixed_tp0p9_sl2p8_hold16__min_atr_pct96_0p009__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp0p9_sl2p8_hold16|min_atr_pct96_0p009|x1.5,bb_reversion_w48_k1p5,bb_reversion,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr90p0to280p0,1.5,"{""max_hold"": 12, ""stop_loss"": 11, ""take_profit"": 104}",2291,142,127,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp90p0_sl280p0_hold16_macd0p0_atr90p0to280p0_x1p5,1.6647178162357035,66.47178162357035,60.950474894977006,1.60950474894977,-17.54600863562762,82.67716535433071,127,0.3246957309116088,1.8206741474037451,0.41651316186315146,1.1249999999999847,-4.42500000000002,11,104,0,12,-1.4497678392236364,False,False,True,True,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,70,146.0436359871113,61.94280711276192,-9.178634637215556,87.14285714285714,0.35793230179232466,3.4870388250764592,57,5.286427202188171,2.796650614840246,-17.546008635627597,77.19298245614034,0.29145916003089295,1.0882664128211494,25,49.2942285690511,10.378717461976983,-8.345146621659339,84.0,0.2777777777777778,1.8134341027917644,32,158.9314161361613,29.00805558368049,-5.901382493629582,90.625,0.3272523902101254,4.765210606328611,38,133.79731866110797,25.52922093126069,-9.178634637215556,84.21052631578947,0.38861221337452395,2.805152954190051,32,-23.34225423551748,-6.86913838235943,-10.370476455421073,71.875,0.3272523902101254,0.8042278841843139,25,44.6068057761456,10.378717461976983,-8.345146621659339,84.0,0.2556659298516605,1.8134341027917644,15,152.50294683722117,6.429806280822503,-8.345146621659339,86.66666666666667,0.6104281475201356,1.8721785548139926,True,False,bb_reversion_w48_k1p5,fixed_tp90p0_sl280p0_hold16,macd0p0_atr90p0to280p0,1.5,False,True,False,False,True,False,-503.7489166418062
rsi7_30_60__fixed_tp1p2_sl1p8_hold16__min_rvol96_1p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p2_sl1p8_hold16|min_rvol96_1p0|x1.5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp120p0_sl180p0_hold16,fixed,rvol1_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 19, ""stop_loss"": 48, ""take_profit"": 122}",4337,211,189,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp120p0_sl180p0_hold16_rvol1_macd0p0_atr60p0to280p0_x1p5,1.5040666501249413,50.40666501249413,46.39812426445202,1.4639812426445202,-15.001195754151798,68.25396825396825,189,0.48320860741963834,1.2949535898492823,0.23541120138304347,1.5750000000000017,-2.9250000000000025,48,122,0,19,-1.6147048111553444,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,102,63.788078336893086,30.23696901051167,-12.251461690997944,70.58823529411765,0.5215584968973874,1.3532390731045283,87,30.854522537750896,15.4869206149556,-15.001195754151809,65.51724137931035,0.44485871794188925,1.2282514845952592,37,35.21412791119993,7.717111575209423,-12.967535262431817,64.86486486486487,0.4111111111111111,1.2745381002330158,56,9.617617363865637,2.4888626903335487,-12.251461690997944,64.28571428571429,0.5726916828677194,1.070666856158606,46,144.7283132988016,27.074265038941924,-10.321279997765542,78.26086956521739,0.4704253109270553,1.8483657522540582,49,22.358571577216747,5.550737220458335,-15.001195754151809,65.3061224489796,0.5011052225092546,1.1558008827982136,38,39.94038871054517,9.413656082518983,-12.967535262431817,65.78947368421053,0.38861221337452395,1.3276438544093911,14,8.519372066433629,0.5515621283421757,-12.967535262431817,64.28571428571429,0.56973293768546,1.0636633124855845,True,False,rsi_reversal_w7_lo30_hi60,fixed_tp120p0_sl180p0_hold16,rvol1_macd0p0_atr60p0to280p0,1.5,False,True,False,False,True,False,-504.9828145494502
rsi7_30_60__trail_act2p4_trail0p5_sl2p8_hold16__baseline_filter__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|trail_act2p4_trail0p5_sl2p8_hold16|baseline_filter|x1.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,trail_act240p0_trail50p0_sl280p0_hold16,trailing,macd0p0_atr60p0to280p0,1.0,"{""max_hold"": 189, ""stop_loss"": 45, ""trailing_stop"": 88}",4337,503,322,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_trail_act240p0_trail50p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1,1.7858110005194263,78.58110005194263,71.8576910853453,1.718576910853453,-17.515542465556912,57.14285714285714,322,0.8232442941223468,1.3035049357925534,0.19679066792480465,0.28344052405410725,-2.9500000000000135,45,0,88,189,-2.2760868769069615,False,False,True,False,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,157,156.41282597294835,65.56202740193982,-9.539897930675501,57.324840764331206,0.802791019734214,1.590995185865308,165,15.185603033375262,7.863561985983658,-17.515542465556898,56.96969696969697,0.8436975685104796,1.087066206431791,73,23.384779790060396,5.314326693083693,-11.699678379758538,54.794520547945204,0.8111111111111111,1.1180746431455908,77,81.9678182013129,17.38297915919551,-9.539897930675501,49.35064935064935,0.7874510639431143,1.3610213918382115,80,261.31409374099496,41.0443222585138,-8.115332517901763,65.0,0.8181309755253136,1.8567630127115091,87,10.926507124547392,2.815064596974559,-17.515542465556898,58.620689655172406,0.8897174358837785,1.0683934787502005,78,19.608229719749716,4.910270113430126,-11.699678379758527,55.12820512820513,0.7976777011371807,1.1064281909989977,31,131.30286416530063,5.803734804009131,-8.16062604541955,61.29032258064516,1.261551504874947,1.2700248545275634,True,False,rsi_reversal_w7_lo30_hi60,trail_act240p0_trail50p0_sl280p0_hold16,macd0p0_atr60p0to280p0,1.0,False,True,False,False,True,False,-505.5526954803676
bb_reversion_w48_k1p5__fixed_tp1p2_sl2p8_hold8__min_rvol96_0p75__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp1p2_sl2p8_hold8|min_rvol96_0p75|x1.5,bb_reversion_w48_k1p5,bb_reversion,fixed_tp120p0_sl280p0_hold8,fixed,rvol0p75_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 91, ""stop_loss"": 14, ""take_profit"": 127}",2291,254,232,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp120p0_sl280p0_hold8_rvol0p75_macd0p0_atr60p0to280p0_x1p5,1.7824512453533556,78.24512453533556,71.55574371932067,1.7155574371932067,-19.98929180450667,63.36206896551724,232,0.5931449572558524,1.4194998526741465,0.26556309687967805,1.574999999999985,-4.42500000000002,14,127,0,91,-1.8540540881657503,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,129,107.74209584371496,47.91553892238656,-13.613499973095966,65.11627906976744,0.6596180990172841,1.5250824360763595,103,41.67264984767729,20.504664914795345,-19.98929180450668,61.165048543689316,0.5266718154944205,1.2986226698409138,40,63.357307846775555,12.85446428978043,-9.735553752199245,62.5,0.4444444444444444,1.5317173441155125,62,50.930778412446706,11.65083287681532,-10.239944011853563,62.903225806451616,0.634051506032118,1.2963601730889063,67,185.9375591875975,32.480461731603995,-12.357618947595695,67.16417910447761,0.6851846920024501,1.7667265069501565,61,42.71468260951246,9.990196565868303,-19.98929180450668,60.65573770491803,0.6238248688380515,1.263565803384052,42,40.63822549905394,9.559459549315651,-9.735553752199255,61.904761904761905,0.4295187621507896,1.3482251045881422,20,134.71168114180418,5.907924118675645,-9.735553752199255,65.0,0.8139041966935142,1.4286784260484788,True,False,bb_reversion_w48_k1p5,fixed_tp120p0_sl280p0_hold8,rvol0p75_macd0p0_atr60p0to280p0,1.5,False,False,False,False,True,False,-505.65837352963274
rsi7_30_60__fixed_tp1p2_sl2p8_hold8__min_rvol96_0p75__min_atr_pct96_0p009__x1p0,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p2_sl2p8_hold8|min_rvol96_0p75__min_atr_pct96_0p009|x1.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp120p0_sl280p0_hold8,fixed,rvol0p75_macd0p0_atr90p0to280p0,1.0,"{""max_hold"": 29, ""stop_loss"": 9, ""take_profit"": 55}",4337,101,93,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp120p0_sl280p0_hold8_rvol0p75_macd0p0_atr90p0to280p0_x1,1.1620526824381145,16.205268243811453,15.055970605532853,1.1505597060553285,-10.003936981505602,69.89247311827957,93,0.23776931476204424,1.348179094817421,0.17059669033362287,1.0500000000000012,-2.950000000000003,9,55,0,29,-2.024908859163345,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,37,25.596552939865358,12.978591419726126,-6.791227815209955,72.97297297297297,0.18919278809022877,1.8784756866166232,56,5.399997548654478,2.856007305045982,-10.003936981505579,67.85714285714286,0.2863458414338597,1.1072519594857662,26,15.662516545343962,3.6504235392479822,-7.610445109751396,73.07692307692307,0.28888888888888886,1.3000102617141218,17,12.685951184476263,3.2491420971882956,-6.791227815209955,70.58823529411765,0.17385283229912912,1.3881247386585345,20,39.986342082272984,9.423273767620778,-5.26568412719678,75.0,0.2045327438813284,2.641228799502347,30,-2.832983987920512,-0.7664380009997473,-10.003936981505579,63.33333333333333,0.3067991158219926,0.9745464138859089,26,14.330561328294,3.6504235392479822,-7.610445109751396,73.07692307692307,0.2658925670457269,1.3000102617141218,13,9.91021164673096,0.6377493366528819,-7.610445109751418,69.23076923076923,0.5290377278507842,1.106252287385601,True,False,rsi_reversal_w7_lo30_hi60,fixed_tp120p0_sl280p0_hold8,rvol0p75_macd0p0_atr90p0to280p0,1.0,False,True,False,False,True,False,-506.1227037101278
rsi14_30_60__fixed_tp0p9_sl2p8_hold16__min_rvol96_0p75__x1p5,surface_combo_grid,surface_combo,rsi14_30_60|fixed_tp0p9_sl2p8_hold16|min_rvol96_0p75|x1.5,rsi_reversal_w14_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,rvol0p75_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 29, ""stop_loss"": 17, ""take_profit"": 148}",2062,242,194,HYPE_15M_MII_rsi_reversal_w14_lo30_hi60_fixed_tp90p0_sl280p0_hold16_rvol0p75_macd0p0_atr60p0to280p0_x1p5,1.6408990592232935,64.08990592232935,58.79897943894261,1.5879897943894261,-19.925325999197664,78.35051546391753,194,0.49599190391222137,1.4576259839900487,0.27122838913009056,1.1250000000000013,-4.425000000000004,17,148,0,29,-1.2754923339481445,False,False,True,True,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,96,102.75134597760535,46.002131457054915,-12.485442860118901,80.20833333333334,0.49087858531518813,1.8407622118694946,98,24.374591691416047,12.388705757076357,-19.925325999197685,76.53061224489795,0.5011052225092546,1.1968624834667703,45,85.96405304950929,16.516941653920835,-10.207235368833324,82.22222222222221,0.5,1.6592898896785162,45,12.785729306082839,3.2736095172198443,-12.485442860118901,73.33333333333333,0.4601986737329889,1.1244677674377626,51,264.47969569066265,41.37409560833682,-6.937574057510365,86.27450980392157,0.5215584968973874,3.4473390049231813,52,-16.182710412687264,-4.616103724205544,-19.925325999197685,71.15384615384616,0.5317851340914538,0.9178889942150363,46,84.5566605001271,17.827757247527455,-10.207235368833311,82.6086956521739,0.4704253109270553,1.7057270173703047,17,138.9201970563936,6.034626292573098,-10.207235368833311,82.35294117647058,0.6918185671894871,1.7365842785963261,True,False,rsi_reversal_w14_lo30_hi60,fixed_tp90p0_sl280p0_hold16,rvol0p75_macd0p0_atr60p0to280p0,1.5,False,False,False,False,True,False,-506.6000387661719
bb_reversion_w48_k1p5__trail_act2p4_trail0p5_sl2p8_hold16__min_rvol96_1p0__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|trail_act2p4_trail0p5_sl2p8_hold16|min_rvol96_1p0|x1.5,bb_reversion_w48_k1p5,bb_reversion,trail_act240p0_trail50p0_sl280p0_hold16,trailing,rvol1_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 85, ""stop_loss"": 23, ""trailing_stop"": 56}",2291,180,164,HYPE_15M_MII_bb_reversion_w48_k1p5_trail_act240p0_trail50p0_sl280p0_hold16_rvol1_macd0p0_atr60p0to280p0_x1p5,2.3479190732148845,134.79190732148845,121.89690450192346,2.2189690450192345,-20.417304846999663,60.36585365853659,164,0.4192921249567232,1.617177903621693,0.5610833932271818,0.7993101346231799,-4.42500000000002,23,0,56,85,-2.2245123296095404,False,False,False,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,91,100.73572132838765,45.223165215212234,-20.417304846999663,58.24175824175825,0.4653119923300221,1.488385601816694,73,145.2888599084266,61.676621614424135,-14.745798147099975,63.013698630136986,0.3732722575834243,1.7808257000443148,22,165.66127455226453,27.22055019858063,-5.633176465696177,63.63636363636363,0.24444444444444444,2.6480763047040967,44,55.619832254201306,12.56909275947744,-16.541170976136733,54.54545454545454,0.4499720365389224,1.3270826315841355,47,158.9311994078455,29.008026675231015,-20.417304846999663,61.702127659574465,0.4806519481211217,1.6443790541966499,50,189.88420657736444,32.96754471476719,-14.745798147099975,64.0,0.511331859703321,1.6652921187426337,23,107.55399373272977,21.591040852293396,-8.897451404904434,60.86956521739131,0.23521265546352765,2.051512529725783,9,302.9613153678298,9.829824644246044,-5.633176465696199,55.55555555555556,0.3662568885120814,2.1305079785874654,False,False,bb_reversion_w48_k1p5,trail_act240p0_trail50p0_sl280p0_hold16,rvol1_macd0p0_atr60p0to280p0,1.5,False,False,False,False,False,False,-507.5893337342294
bb_reversion_w48_k1p5__fixed_tp1p2_sl2p8_hold8__min_rvol96_1p0__x1p25,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp1p2_sl2p8_hold8|min_rvol96_1p0|x1.25,bb_reversion_w48_k1p5,bb_reversion,fixed_tp120p0_sl280p0_hold8,fixed,rvol1_macd0p0_atr60p0to280p0,1.25,"{""max_hold"": 63, ""stop_loss"": 9, ""take_profit"": 96}",2291,180,168,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp120p0_sl280p0_hold8_rvol1_macd0p0_atr60p0to280p0_x1p25,1.535771336969626,53.5771336969626,49.277870333279175,1.4927787033327917,-17.438622984583763,64.28571428571429,168,0.4295187621507896,1.5206076033799985,0.26656105104741035,1.3125000000000013,-3.687500000000003,9,96,0,63,-2.133762360104792,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,93,75.10500907971492,34.980371587642225,-11.3713883130951,66.66666666666666,0.4755386295240885,1.6759539259464078,75,27.260109167378154,13.777382511682745,-17.438622984583795,61.33333333333333,0.3834988947774907,1.3434562576384022,23,63.08769326954027,12.808539615010117,-4.412611489467677,65.21739130434783,0.25555555555555554,2.9270466885943827,45,92.41651381870464,19.15072196258314,-6.083570398374749,68.88888888888889,0.4601986737329889,1.9456645408395274,48,59.35100161775422,13.285399672215203,-11.371388313095121,64.58333333333334,0.49087858531518813,1.4858835302406093,51,18.801662729730317,4.720403123321226,-17.438622984583795,60.78431372549019,0.5215584968973874,1.1749670732804005,24,36.320780477091134,8.648724716706614,-4.53704487953428,62.5,0.24543929265759407,1.8504087636034487,10,151.71829710924519,6.407523503363177,-4.412611489467677,70.0,0.4069520983467571,3.172741902614941,True,False,bb_reversion_w48_k1p5,fixed_tp120p0_sl280p0_hold8,rvol1_macd0p0_atr60p0to280p0,1.25,False,True,False,False,True,False,-507.6657036449086
rsi7_30_60__fixed_tp1p2_sl2p8_hold8__min_rvol96_1p0__x1p5,surface_combo_grid,surface_combo,rsi7_30_60|fixed_tp1p2_sl2p8_hold8|min_rvol96_1p0|x1.5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp120p0_sl280p0_hold8,fixed,rvol1_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 82, ""stop_loss"": 12, ""take_profit"": 97}",4337,211,191,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp120p0_sl280p0_hold8_rvol1_macd0p0_atr60p0to280p0_x1p5,1.3496020598663367,34.960205986633675,32.30878830921207,1.3230878830921207,-15.186081633055082,61.78010471204188,191,0.4883219260166715,1.2521115275602592,0.1735332371455754,1.574999999999985,-4.425000000000004,12,97,0,82,-2.436289310615747,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,105,38.10901439023151,18.8720655280485,-14.440687354744618,61.904761904761905,0.536898452688487,1.2583589068869274,86,26.752156918513958,13.533995886349981,-15.186081633055037,61.627906976744185,0.439745399344856,1.244162310942501,37,57.56104015159194,11.854301828464585,-9.952172748763155,64.86486486486487,0.4111111111111111,1.5329353338432308,56,-1.87508608128919,-0.5054777673812683,-14.440687354744618,58.92857142857143,0.5726916828677194,1.0106482361907143,49,94.38590154221846,19.475990095339093,-8.494333680358334,65.3061224489796,0.5011052225092546,1.6389648825254097,48,5.580147857900797,1.4643290033647283,-15.186081633055037,58.333333333333336,0.49087858531518813,1.063543665166963,38,52.16979336985561,11.895477949284983,-9.952172748763155,65.78947368421053,0.38861221337452395,1.5345947724873492,14,35.81385238015831,2.0808024425771787,-9.952172748763143,57.14285714285714,0.56973293768546,1.2505745299204971,True,False,rsi_reversal_w7_lo30_hi60,fixed_tp120p0_sl280p0_hold8,rvol1_macd0p0_atr60p0to280p0,1.5,False,True,False,False,True,False,-509.37778141572045
bb_reversion_w48_k1p5__trail_act2p4_trail0p5_sl2p8_hold16__min_rvol96_1p0__min_atr_pct96_0p009__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|trail_act2p4_trail0p5_sl2p8_hold16|min_rvol96_1p0__min_atr_pct96_0p009|x1.5,bb_reversion_w48_k1p5,bb_reversion,trail_act240p0_trail50p0_sl280p0_hold16,trailing,rvol1_macd0p0_atr90p0to280p0,1.5,"{""max_hold"": 19, ""stop_loss"": 11, ""trailing_stop"": 32}",2291,66,62,HYPE_15M_MII_bb_reversion_w48_k1p5_trail_act240p0_trail50p0_sl280p0_hold16_rvol1_macd0p0_atr90p0to280p0_x1p5,2.0144253687917213,101.44253687917212,92.31909148527795,1.9231909148527795,-12.082555580524579,69.35483870967742,62,0.1585128765080295,2.2930916084525808,1.1872360613437742,2.6394719323673628,-4.42500000000002,11,0,32,19,-1.6327191501200338,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,36,104.36166924197603,46.621881520641196,-12.082555580524579,69.44444444444444,0.18407946949319554,2.373740584966467,26,80.98615599938366,37.389136457653095,-7.375932171300659,69.23076923076923,0.13294628352286345,2.208672268748302,7,86.99517906789475,16.675803184350357,-5.434560356050911,71.42857142857143,0.07777777777777778,4.214141450426206,18,79.60832810152137,16.973550635350886,-12.082555580524579,66.66666666666666,0.18407946949319554,1.9674874823258512,18,132.52647745688316,25.346183581034488,-8.141348146092353,72.22222222222221,0.18407946949319554,2.9608818582748984,19,84.11904928399903,17.752895380180277,-7.375932171300659,68.42105263157895,0.19430610668726198,1.7704911284988234,7,77.90657072592188,16.675803184350357,-5.434560356050911,71.42857142857143,0.07158646035846493,4.214141450426206,5,280.19660825759416,9.400977438036184,-5.434560356050911,60.0,0.20347604917337855,2.901589684664522,False,False,bb_reversion_w48_k1p5,trail_act240p0_trail50p0_sl280p0_hold16,rvol1_macd0p0_atr90p0to280p0,1.5,False,True,False,False,False,False,-509.8222003612591
bb_reversion_w48_k1p5__fixed_tp1p2_sl2p8_hold8__min_atr_pct96_0p009__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp1p2_sl2p8_hold8|min_atr_pct96_0p009|x1.5,bb_reversion_w48_k1p5,bb_reversion,fixed_tp120p0_sl280p0_hold8,fixed,macd0p0_atr90p0to280p0,1.5,"{""max_hold"": 36, ""stop_loss"": 9, ""take_profit"": 84}",2291,142,129,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp120p0_sl280p0_hold8_macd0p0_atr90p0to280p0_x1p5,1.5603554483873119,56.03554483873119,51.5081414732621,1.515081414732621,-16.39205555646237,67.44186046511628,129,0.32980904950864204,1.5415936175049685,0.3636421297281364,1.5750000000000017,-4.425000000000004,9,84,0,36,-1.9086250120507295,False,False,True,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,72,92.14034011019294,41.859805143756404,-10.754335520884917,72.22222222222221,0.36815893898639107,1.859337895836165,57,19.468493287341037,9.992781028149267,-16.39205555646239,61.40350877192983,0.29145916003089295,1.2401773285666209,25,34.03773648551181,7.485427916092813,-8.079411250890956,64.0,0.2777777777777778,1.4403802588335426,33,118.35527204527719,23.253734710258268,-6.736282797606896,72.72727272727273,0.33747902740419183,2.3792357416285124,39,69.07267661485868,15.095745761568068,-10.754335520884883,71.7948717948718,0.39883885056859036,1.5563084879806341,32,8.995182077455421,2.332737712142552,-9.608336911210646,59.375,0.3272523902101254,1.1102285927607063,25,30.948181527921335,7.485427916092813,-8.079411250890956,64.0,0.2556659298516605,1.4403802588335426,15,332.02640117523003,10.345648768022286,-6.289450853936618,73.33333333333333,0.6104281475201356,2.3963581454241627,True,False,bb_reversion_w48_k1p5,fixed_tp120p0_sl280p0_hold8,macd0p0_atr90p0to280p0,1.5,False,True,False,False,True,False,-511.5878714719688
bb_reversion_w48_k1p5__fixed_tp1p2_sl2p8_hold8__min_rvol96_1p0__x1p5,surface_combo_grid,surface_combo,bb_reversion_w48_k1p5|fixed_tp1p2_sl2p8_hold8|min_rvol96_1p0|x1.5,bb_reversion_w48_k1p5,bb_reversion,fixed_tp120p0_sl280p0_hold8,fixed,rvol1_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 63, ""stop_loss"": 9, ""take_profit"": 96}",2291,180,168,HYPE_15M_MII_bb_reversion_w48_k1p5_fixed_tp120p0_sl280p0_hold8_rvol1_macd0p0_atr60p0to280p0_x1p5,1.6657731600260135,66.57731600260135,61.045754416569075,1.6104575441656908,-20.617729188069845,64.28571428571429,168,0.4295187621507896,1.520607603379995,0.3198732612568926,1.5750000000000017,-4.425000000000004,9,96,0,63,-2.201452332878204,False,False,False,False,False,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,93,94.99959410470136,42.98624373072324,-13.52672453836339,66.66666666666666,0.4755386295240885,1.6759539259464091,75,33.004046160609704,16.498840487274833,-20.617729188069834,61.33333333333333,0.3834988947774907,1.3434562576384053,23,79.5677733590909,15.51637385744744,-5.279377300266241,65.21739130434783,0.25555555555555554,2.9270466885943818,45,118.55170873121432,23.28340986074584,-7.269828152022395,68.88888888888889,0.4601986737329889,1.9456645408395281,48,73.98556122827303,15.981739872569012,-13.5267245383634,64.58333333333334,0.49087858531518813,1.4858835302406106,51,22.224442892219255,5.519748770712929,-20.617729188069834,60.78431372549019,0.5215584968973874,1.174967073280402,24,44.73435817329254,10.404774314255349,-5.43664752481543,62.5,0.24543929265759407,1.8504087636034483,10,201.88837783616984,7.716594821484279,-5.279377300266264,70.0,0.4069520983467571,3.1727419026149404,True,False,bb_reversion_w48_k1p5,fixed_tp120p0_sl280p0_hold8,rvol1_macd0p0_atr60p0to280p0,1.5,False,False,False,False,True,False,-513.090629144732
