year,strategy,asset_class,gross_contribution,net_contribution_2bps,turnover,surface
2015,always_long,equity_index,-0.03288959187567757,-0.033021617788049795,0.6601295618611112,30_etf_fx_proxies
2015,mop_tsmom,bond,0.022763513778574045,0.022397243138005393,1.8313532028432447,30_etf_fx_proxies
2015,mop_tsmom,commodity,0.1065718025682157,0.1063285310252157,1.2163577150000107,30_etf_fx_proxies
2015,mop_tsmom,currency,0.07458971663006465,0.07441124728707597,0.8923467149434537,30_etf_fx_proxies
2015,mop_tsmom,equity_index,0.024110065945353174,0.02363436882914079,2.3784855810619274,30_etf_fx_proxies
2016,always_long,bond,0.024689375778280464,0.02446291013152696,1.1323282337675091,30_etf_fx_proxies
2016,always_long,commodity,0.032121755424136665,0.03202731824648579,0.4721858882543798,30_etf_fx_proxies
2016,always_long,currency,-0.016056592045785356,-0.016216099924793517,0.79753939504081,30_etf_fx_proxies
2016,always_long,equity_index,0.06391647544138634,0.06377581264264032,0.7033139937301387,30_etf_fx_proxies
2016,mop_tsmom,bond,-0.017659911185542398,-0.018066575826093598,2.0333232027559855,30_etf_fx_proxies
2016,mop_tsmom,commodity,-0.0730923367785037,-0.07334608584552571,1.2687453351100653,30_etf_fx_proxies
2016,mop_tsmom,currency,-0.013335949897287648,-0.01413083847105156,3.974442868819547,30_etf_fx_proxies
2016,mop_tsmom,equity_index,-0.04741114502949719,-0.04801907114645823,3.0396305848051854,30_etf_fx_proxies
2017,always_long,bond,0.030881303688780726,0.030621411207408116,1.2994624068630607,30_etf_fx_proxies
2017,always_long,commodity,-0.011262838247463469,-0.011365210301936893,0.5118602723671183,30_etf_fx_proxies
2017,always_long,currency,0.05532526745128386,0.05520280452321474,0.6123146403456234,30_etf_fx_proxies
2017,always_long,equity_index,0.25718500974879976,0.257014078386156,0.8546568132190822,30_etf_fx_proxies
2017,mop_tsmom,bond,-0.012601632304658491,-0.014964344869953605,11.81356282647557,30_etf_fx_proxies
2017,mop_tsmom,commodity,-0.0028503988873499076,-0.003683763452503807,4.166822825769496,30_etf_fx_proxies
2017,mop_tsmom,currency,-0.03914904169118575,-0.04075202728709003,8.014927979521403,30_etf_fx_proxies
2017,mop_tsmom,equity_index,0.2532037902249536,0.2529341089242202,1.3484065036670545,30_etf_fx_proxies
2018,always_long,bond,0.019674688037089657,0.019230243978948278,2.2222202907068977,30_etf_fx_proxies
2018,always_long,commodity,-0.019632007817705185,-0.019759941288563725,0.6396673542926831,30_etf_fx_proxies
2018,always_long,currency,-0.02867159901265074,-0.028821290348697157,0.7484566802320807,30_etf_fx_proxies
2018,always_long,equity_index,-0.10913781660904057,-0.10940939420773338,1.3578879934640666,30_etf_fx_proxies
2018,mop_tsmom,bond,-0.058225717534098886,-0.06072633586253317,12.503091642171443,30_etf_fx_proxies
2018,mop_tsmom,commodity,-0.03433098665135821,-0.0348062788783292,2.3764611348549565,30_etf_fx_proxies
2018,mop_tsmom,currency,-0.01349821245402565,-0.014323499322382185,4.126434341782674,30_etf_fx_proxies
2018,mop_tsmom,equity_index,-0.023268549990000234,-0.023784609161481778,2.5802958574077213,30_etf_fx_proxies
2019,always_long,bond,0.12219138461640246,0.12185840938671981,1.6648761484132335,30_etf_fx_proxies
2019,always_long,commodity,0.040123970693059535,0.04000032193429847,0.618243793805322,30_etf_fx_proxies
2019,always_long,currency,0.03382873430917127,0.03362154474284317,1.0359478316404762,30_etf_fx_proxies
2019,always_long,equity_index,0.17881229158531797,0.17863360955507362,0.8934101512217294,30_etf_fx_proxies
2019,mop_tsmom,bond,0.10935102791687222,0.10867649325122344,3.3726733282438954,30_etf_fx_proxies
2019,mop_tsmom,commodity,0.015899798416317754,0.015527467626598476,1.8616539485964056,30_etf_fx_proxies
2019,mop_tsmom,currency,-0.01649788047357712,-0.017668278858638573,5.85199192530725,30_etf_fx_proxies
2019,mop_tsmom,equity_index,-0.044814759874771785,-0.045766046753575415,4.756434394018156,30_etf_fx_proxies
2020,always_long,bond,0.09103933375998977,0.0904173377731784,3.109979934056871,30_etf_fx_proxies
2020,always_long,commodity,-0.01807088057038907,-0.018199468700626,0.6429406511846798,30_etf_fx_proxies
2020,always_long,currency,0.021696411178218387,0.021353668098703746,1.7137153975731994,30_etf_fx_proxies
2020,always_long,equity_index,-0.06242238983966304,-0.06267706795304949,1.2733905669322287,30_etf_fx_proxies
2020,mop_tsmom,bond,0.09103933375998977,0.0904173377731784,3.109979934056871,30_etf_fx_proxies
2020,mop_tsmom,commodity,0.09481724288654071,0.09448948129694634,1.6388079479718742,30_etf_fx_proxies
2020,mop_tsmom,currency,0.021546169579390945,0.019853034722468334,8.465674284613046,30_etf_fx_proxies
2020,mop_tsmom,equity_index,-0.1178410917787192,-0.11857663640261958,3.677723119501936,30_etf_fx_proxies
2021,always_long,bond,-0.013817888758831541,-0.014644027824739341,4.130695329539007,30_etf_fx_proxies
2021,always_long,commodity,0.12602687727494005,0.12592617716922547,0.5035005285729319,30_etf_fx_proxies
2021,always_long,currency,-0.04998131720661831,-0.050118803449681046,0.6874312153136687,30_etf_fx_proxies
2021,always_long,equity_index,0.09577021453990625,0.0956640161567539,0.5309919157617224,30_etf_fx_proxies
2021,mop_tsmom,bond,-0.014560059995255087,-0.020683813173067375,30.618765889061446,30_etf_fx_proxies
2021,mop_tsmom,commodity,0.0716331604642058,0.07132094847771904,1.5610599324338303,30_etf_fx_proxies
2021,mop_tsmom,currency,-0.0422513025276072,-0.042984504350618416,3.666009115056083,30_etf_fx_proxies
2021,mop_tsmom,equity_index,0.09147762806005146,0.09134948571261273,0.6407117371936386,30_etf_fx_proxies
2022,always_long,bond,-0.11234698883041838,-0.11263024125115119,1.416262103664022,30_etf_fx_proxies
2022,always_long,commodity,0.0831545791055122,0.08306433197829406,0.4512356360907236,30_etf_fx_proxies
2022,always_long,currency,-0.06691466561429596,-0.0671056268514363,0.9548061857017276,30_etf_fx_proxies
2022,always_long,equity_index,-0.10703576431979578,-0.10714449996258633,0.5436782139528001,30_etf_fx_proxies
2022,mop_tsmom,bond,0.08766943039873565,0.08732430097170894,1.725647135133581,30_etf_fx_proxies
2022,mop_tsmom,commodity,0.060816804889035236,0.06050765287233068,1.545760083522804,30_etf_fx_proxies
2022,mop_tsmom,currency,0.0785416754652906,0.07796736705061835,2.8715420733612067,30_etf_fx_proxies
2022,mop_tsmom,equity_index,-0.029114746988228194,-0.029515864040582627,2.005585261772163,30_etf_fx_proxies
2023,always_long,bond,0.03721635729860355,0.037057956706209726,0.7920029619691069,30_etf_fx_proxies
2023,always_long,commodity,-0.026435606523785876,-0.026531993074274656,0.4819327524439022,30_etf_fx_proxies
2023,always_long,currency,0.049146559352134356,0.04900967719335445,0.6844107938994766,30_etf_fx_proxies
2023,always_long,equity_index,0.13259038162740208,0.13250009907455826,0.45141276421906346,30_etf_fx_proxies
2023,mop_tsmom,bond,0.0003791069531189046,-0.0008361373023863202,6.076221277526122,30_etf_fx_proxies
2023,mop_tsmom,commodity,-0.03674537957470023,-0.03733633508751187,2.9547775640582294,30_etf_fx_proxies
2023,mop_tsmom,currency,0.009973117360777889,0.009013790053841906,4.796636534679906,30_etf_fx_proxies
2023,mop_tsmom,equity_index,-0.05550276111463959,-0.05613349485584411,3.15366870602262,30_etf_fx_proxies
2024,always_long,bond,0.025102973639831477,0.02496855996003567,0.6720683989790357,30_etf_fx_proxies
2024,always_long,commodity,0.04101512917517882,0.04092645367004222,0.4433775256829944,30_etf_fx_proxies
2024,always_long,currency,-0.02751876106472422,-0.027709060873229562,0.9514990425266934,30_etf_fx_proxies
2024,always_long,equity_index,0.10919909974494359,0.10908587600309054,0.5661187092652444,30_etf_fx_proxies
2024,mop_tsmom,bond,0.011090850681920374,0.01048803110203987,3.0140978994025276,30_etf_fx_proxies
2024,mop_tsmom,commodity,0.07668654804783495,0.07627572437668866,2.054118355731535,30_etf_fx_proxies
2024,mop_tsmom,currency,-0.05095391702397802,-0.052469374169405614,7.577285727137989,30_etf_fx_proxies
2024,mop_tsmom,equity_index,0.099822638312961,0.09952928375250171,1.4667728022964819,30_etf_fx_proxies
2025,always_long,bond,0.08450572253917268,0.08429175594086324,1.0698329915471991,30_etf_fx_proxies
2025,always_long,commodity,0.07093877616193187,0.07083462088525168,0.5207763834009286,30_etf_fx_proxies
2025,always_long,currency,0.08064596193307995,0.0804463467398964,0.9980759659177043,30_etf_fx_proxies
2025,always_long,equity_index,0.17525589964452956,0.17508053178774194,0.8768392839381324,30_etf_fx_proxies
2025,mop_tsmom,bond,0.04230616963694186,0.041705663845898695,3.0025289552158094,30_etf_fx_proxies
2025,mop_tsmom,commodity,0.05766711877780639,0.057230021793097496,2.185484923544491,30_etf_fx_proxies
2025,mop_tsmom,currency,0.010837760293432187,0.00953525738456236,6.5125145443491395,30_etf_fx_proxies
2025,mop_tsmom,equity_index,0.15183147702422453,0.15146865225261189,1.8141238580631538,30_etf_fx_proxies
2026,always_long,bond,0.0015399550311860387,0.001320775350400587,1.095898403927254,30_etf_fx_proxies
2026,always_long,commodity,0.1000610652332238,0.09998509382764975,0.3798570278702521,30_etf_fx_proxies
2026,always_long,currency,0.008864672414289797,0.008727178003962851,0.6874720516347317,30_etf_fx_proxies
2026,always_long,equity_index,0.09327640519553311,0.09318496399632224,0.45720599605435885,30_etf_fx_proxies
2026,mop_tsmom,bond,0.003604502516356346,0.0032851648980871152,1.5966880913461476,30_etf_fx_proxies
2026,mop_tsmom,commodity,0.03309938142234199,0.03281016443516535,1.4460849358832157,30_etf_fx_proxies
2026,mop_tsmom,currency,0.001922991225607729,0.0012405276972656412,3.412317641710431,30_etf_fx_proxies
2026,mop_tsmom,equity_index,0.08857567901310337,0.08845960249558388,0.5803825875974715,30_etf_fx_proxies
