ts,portfolio_scalar,gross_leverage,gross_return,turnover,net_return_0bps,net_equity_0bps,net_return_2bps,net_equity_2bps,strategy
2022-01-03 00:00:00+00:00,2.526731717415548,3.0,0.00991370328375938,5.879100035028003,0.00991370328375938,1.0099137032837593,0.00873788327675378,1.0087378832767537,tsmom_1m
2022-01-04 00:00:00+00:00,2.526731717415548,3.0,0.0066013719725498245,0.0,0.0066013719725498245,1.0165805192993107,0.0066013719725498245,1.0153969372670661,tsmom_1m
2022-01-05 00:00:00+00:00,2.526731717415548,3.0,-0.002708981265765667,0.0,-0.002708981265765667,1.0138266217173866,-0.002708981265765667,1.0126462459866938,tsmom_1m
2022-01-06 00:00:00+00:00,2.526731717415548,3.0,-0.0015089347780392333,0.0,-0.0015089347780392333,1.012296823468975,-0.0015089347780392333,1.0111182288482736,tsmom_1m
2022-01-07 00:00:00+00:00,2.526731717415548,3.0,0.002827063596456664,0.0,0.002827063596456664,1.0151586509674129,0.002827063596456664,1.0139767243847644,tsmom_1m
2022-01-10 00:00:00+00:00,2.526731717415548,3.0,-0.0041714384535925615,0.0,-0.0041714384535925615,1.0109239791342701,-0.0041714384535925615,1.009746982885618,tsmom_1m
2022-01-11 00:00:00+00:00,2.526731717415548,3.0,0.005398316906343534,0.0,0.005398316906343534,1.0163812671418588,0.005398316906343534,1.015197917094459,tsmom_1m
2022-01-12 00:00:00+00:00,2.526731717415548,3.0,0.004877249014570689,0.0,0.004877249014570689,1.0213384116754547,0.004877249014570689,1.0201492901352023,tsmom_1m
2022-01-13 00:00:00+00:00,2.526731717415548,3.0,-0.004530881686379479,0.0,-0.004530881686379479,1.0167108481703984,-0.004530881686379479,1.0155271143991556,tsmom_1m
2022-01-14 00:00:00+00:00,2.526731717415548,3.0,0.0018753785042337845,0.0,0.0018753785042337845,1.0186175658400785,0.0018753785042337845,1.0174316121199662,tsmom_1m
2022-01-18 00:00:00+00:00,2.526731717415548,3.0,-0.0012937171082688277,0.0,-0.0012937171082688277,1.017299762868368,-0.0012937171082688277,1.016115343436873,tsmom_1m
2022-01-19 00:00:00+00:00,2.526731717415548,3.0,-0.0020543332502240947,0.0,-0.0020543332502240947,1.0152098901400624,-0.0020543332502240947,1.0140279039007878,tsmom_1m
2022-01-20 00:00:00+00:00,2.526731717415548,3.0,-0.0005054052683914099,0.0,-0.0005054052683914099,1.0146967977130625,-0.0005054052683914099,1.0135154088558604,tsmom_1m
2022-01-21 00:00:00+00:00,2.526731717415548,3.0,-0.01334293179579801,0.0,-0.01334293179579801,1.0011577675477625,-0.01334293179579801,0.9999921418815063,tsmom_1m
2022-01-24 00:00:00+00:00,2.526731717415548,3.0,-0.003951811819581615,0.0,-0.003951811819581615,0.9972013804487013,-0.003951811819581615,0.9960403611157302,tsmom_1m
2022-01-25 00:00:00+00:00,2.526731717415548,3.0,0.0011251090093978065,0.0,0.0011251090093978065,0.998323340706028,0.0011251090093978065,0.9971610150997454,tsmom_1m
2022-01-26 00:00:00+00:00,2.526731717415548,3.0,0.0019662093709325785,0.0,0.0019662093709325785,1.0002862534137449,0.0019662093709325785,0.9991216424319631,tsmom_1m
2022-01-27 00:00:00+00:00,2.526731717415548,3.0,-0.012507057901709733,0.0,-0.012507057901709733,0.9877756153240149,-0.012507057901709733,0.9866255701992153,tsmom_1m
2022-01-28 00:00:00+00:00,2.526731717415548,3.0,0.0045222464604912,0.0,0.0045222464604912,0.9922425801041735,0.0045222464604912,0.9910873341918789,tsmom_1m
2022-01-31 00:00:00+00:00,2.526731717415548,3.0,0.011797794763342754,0.0,0.011797794763342754,1.0039488544196922,0.011797794763342754,1.0027799791532233,tsmom_1m
2022-02-01 00:00:00+00:00,2.38100915772643,3.0,-0.002914142547594775,2.6527567123667377,-0.002914142547594775,1.0010232043474188,-0.0034446938900681225,0.9993257090859515,tsmom_1m
2022-02-02 00:00:00+00:00,2.38100915772643,3.0,-0.00575054820101554,0.0,-0.00575054820101554,0.995266772160484,-0.00575054820101554,0.9935790384273387,tsmom_1m
2022-02-03 00:00:00+00:00,2.38100915772643,3.0,0.00978576928688853,0.0,0.00978576928688853,1.0050062231717527,0.00978576928688853,1.0033019736656772,tsmom_1m
2022-02-04 00:00:00+00:00,2.38100915772643,3.0,0.008090407798384018,0.0,0.008090407798384018,1.013137133357126,0.008090407798384018,1.0114190957775562,tsmom_1m
2022-02-07 00:00:00+00:00,2.38100915772643,3.0,-0.00289388552006321,0.0,-0.00289388552006321,1.0102052304770655,-0.00289388552006321,1.00849216470157,tsmom_1m
2022-02-08 00:00:00+00:00,2.38100915772643,3.0,-0.0014298648567612074,0.0,-0.0014298648567612074,1.00876077351989,-0.0014298648567612074,1.0070501571969444,tsmom_1m
2022-02-09 00:00:00+00:00,2.38100915772643,3.0,-0.00781117651146478,0.0,-0.00781117651146478,1.0008811650600844,-0.00781117651146478,0.9991839106631807,tsmom_1m
2022-02-10 00:00:00+00:00,2.38100915772643,3.0,0.014156918266128226,0.0,0.014156918266128226,1.0150505579079472,0.014156918266128226,1.0133292756192698,tsmom_1m
2022-02-11 00:00:00+00:00,2.38100915772643,3.0,0.006386668119583661,0.0,0.006386668119583661,1.0215333489459035,0.006386668119583661,1.0198010733985081,tsmom_1m
2022-02-14 00:00:00+00:00,2.38100915772643,3.0,0.004659159474957686,0.0,0.004659159474957686,1.02629283572763,0.004659159474957686,1.0245524892322047,tsmom_1m
2022-02-15 00:00:00+00:00,2.38100915772643,3.0,-0.005561081906818483,0.0,-0.005561081906818483,1.0205855372077677,-0.005561081906818483,1.0188548689217496,tsmom_1m
2022-02-16 00:00:00+00:00,2.38100915772643,3.0,-0.0030107194562929763,0.0,-0.0030107194562929763,1.017512840474085,-0.0030107194562929763,1.0157873827447481,tsmom_1m
2022-02-17 00:00:00+00:00,2.38100915772643,3.0,0.0018441504941921615,0.0,0.0018441504941921615,1.019389287281692,0.0018441504941921615,1.017660647548631,tsmom_1m
2022-02-18 00:00:00+00:00,2.38100915772643,3.0,0.0008191794338557962,0.0,0.0008191794338557962,1.0202243500209263,0.0008191794338557962,1.0184942942217472,tsmom_1m
2022-02-22 00:00:00+00:00,2.38100915772643,3.0,0.006370245093463592,0.0,0.006370245093463592,1.026723429180879,0.006370245093463592,1.024982352502234,tsmom_1m
2022-02-23 00:00:00+00:00,2.38100915772643,3.0,0.0076824672109312205,0.0,0.0076824672109312205,1.0346111982602562,0.0076824672109312205,1.0328567458171154,tsmom_1m
2022-02-24 00:00:00+00:00,2.38100915772643,3.0,-0.0013896679975058876,0.0,-0.0013896679975058876,1.0331734321881727,-0.0013896679975058876,1.0314214178514454,tsmom_1m
2022-02-25 00:00:00+00:00,2.38100915772643,3.0,-0.008480482676510465,0.0,-0.008480482676510465,1.02441162279467,-0.008480482676510465,1.0226744663851743,tsmom_1m
2022-02-28 00:00:00+00:00,2.38100915772643,3.0,-0.010163424123658416,0.0,-0.010163424123658416,1.0140000929950026,-0.010163424123658416,1.0122805920428657,tsmom_1m
2022-03-01 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.002647311940246714,1.3092862025076115,0.002647311940246714,1.0166844675485998,0.002385454699745192,1.0146953415386153,tsmom_1m
2022-03-02 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.010414249289074463,0.0,0.010414249289074463,1.0272724730419807,0.010414249289074463,1.025262631777861,tsmom_1m
2022-03-03 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.007476282311780283,0.0,0.007476282311780283,1.034952652061563,0.007476282311780283,1.032927784656751,tsmom_1m
2022-03-04 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.0035686916179241005,0.0,0.0035686916179241005,1.0386460789159235,0.0035686916179241005,1.0366139853837766,tsmom_1m
2022-03-07 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.008602473341844602,0.0,0.008602473341844602,1.047581004121409,0.008602473341844602,1.0455314295588238,tsmom_1m
2022-03-08 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.00804238932462441,0.0,0.00804238932462441,1.0560060584056343,0.00804238932462441,1.053940000366467,tsmom_1m
2022-03-09 00:00:00+00:00,2.2782348131951475,2.827644905160053,-0.009975788927468249,0.0,-0.009975788927468249,1.0454715648608521,-0.009975788927468249,1.0434261173805954,tsmom_1m
2022-03-10 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.007828838677981245,0.0,0.007828838677981245,1.0536563930845644,0.007828838677981245,1.0515949321259603,tsmom_1m
2022-03-11 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.0012368499055255345,0.0,0.0012368499055255345,1.0549596078948074,0.0012368499055255345,1.0528955972184115,tsmom_1m
2022-03-14 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.0005711955147139846,0.0,0.0005711955147139846,1.0555621960910413,0.0005711955147139846,1.053497006461005,tsmom_1m
2022-03-15 00:00:00+00:00,2.2782348131951475,2.827644905160053,-0.00458497524141197,0.0,-0.00458497524141197,1.0507224695561934,-0.00458497524141197,1.0486667487694796,tsmom_1m
2022-03-16 00:00:00+00:00,2.2782348131951475,2.827644905160053,-0.006003772220466929,0.0,-0.006003772220466929,1.0444141711820516,-0.006003772220466929,1.04237079247469,tsmom_1m
2022-03-17 00:00:00+00:00,2.2782348131951475,2.827644905160053,0.005429851751758686,0.0,0.005429851751758686,1.0500851852990059,0.005429851751758686,1.0480307113481908,tsmom_1m
2022-03-18 00:00:00+00:00,2.2782348131951475,2.827644905160053,-0.003784958433615985,0.0,-0.003784958433615985,1.046110656520893,-0.003784958433615985,1.044063958668585,tsmom_1m
