ts,close,return,sigma_ann,month,return_1m,forecast_1m,return_3m,forecast_3m,return_12m,forecast_12m,forecast_composite,forecast_long_only,symbol,asset_class
2021-07-30 00:00:00+00:00,4389.5,-0.005043350144500525,0.12676565818998675,2021-07,0.023551358283782298,1.0,0.05150317403281823,1.0,0.3450283438026658,1.0,1.0,1.0,ES=F,equity_index
2021-08-31 00:00:00+00:00,4520.5,-0.001049665764322416,0.11593710049691912,2021-08,0.02984394577970151,1.0,0.07566924449732304,1.0,0.2919405544441269,1.0,1.0,1.0,ES=F,equity_index
2021-09-30 00:00:00+00:00,4297.75,-0.011954710040806948,0.12390781060160762,2021-09,-0.049275522619179335,-1.0,0.002156931327970124,1.0,0.28214498806682586,1.0,0.3333333333333333,1.0,ES=F,equity_index
2021-10-29 00:00:00+00:00,4597.0,0.002070844686648421,0.12251664617554756,2021-10,0.06962945727415515,1.0,0.047271898849527316,1.0,0.40807106210276434,1.0,1.0,1.0,ES=F,equity_index
2021-11-30 00:00:00+00:00,4566.25,-0.01822188776607181,0.11871365926817896,2021-11,-0.006689145094626925,-1.0,0.010120561884747303,1.0,0.2602635755192162,1.0,0.3333333333333333,1.0,ES=F,equity_index
2021-12-31 00:00:00+00:00,4758.5,-0.0028812405050029355,0.14035841342462063,2021-12,0.04210238160416102,1.0,0.10720725961258792,1.0,0.2693564521507168,1.0,1.0,1.0,ES=F,equity_index
2022-01-31 00:00:00+00:00,4504.25,0.01831232690894713,0.15192937892533517,2022-01,-0.0534307029526111,-1.0,-0.020176201870785282,-1.0,0.21563997031239457,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2022-02-28 00:00:00+00:00,4368.0,-0.002739726027397249,0.17671075880458756,2022-02,-0.030249209080313033,-1.0,-0.04341637010676158,-1.0,0.14668241779877933,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2022-03-31 00:00:00+00:00,4530.75,-0.01419712793733685,0.1907133586109144,2022-03,0.03725961538461542,1.0,-0.04786172113060838,-1.0,0.14196597353497165,1.0,0.3333333333333333,1.0,ES=F,equity_index
2022-04-29 00:00:00+00:00,4127.5,-0.036418816388467334,0.20158220976932045,2022-04,-0.08900292446063018,-1.0,-0.08364322584226014,-1.0,-0.011258833393220757,-1.0,-1.0,1.0,ES=F,equity_index
2022-05-31 00:00:00+00:00,4131.25,-0.005895446068699961,0.24384905551987845,2022-05,0.0009085402786190855,1.0,-0.0542010073260073,-1.0,-0.016954193932183226,-1.0,-0.3333333333333333,1.0,ES=F,equity_index
2022-06-30 00:00:00+00:00,3789.5,-0.008308799476611006,0.2605317122912438,2022-06,-0.08272314674735248,-1.0,-0.1636042597803895,-1.0,-0.11635770082779529,-1.0,-1.0,1.0,ES=F,equity_index
2022-07-29 00:00:00+00:00,4133.5,0.014729348226341088,0.24445064783157702,2022-07,0.09077714738092091,1.0,0.0014536644457905368,1.0,-0.058320993279416755,-1.0,0.3333333333333333,1.0,ES=F,equity_index
2022-08-31 00:00:00+00:00,3956.5,-0.007774294670846449,0.23113737032531215,2022-08,-0.04282085399782265,-1.0,-0.042299546142208766,-1.0,-0.12476495962835965,-1.0,-1.0,1.0,ES=F,equity_index
2022-09-30 00:00:00+00:00,3601.5,-0.014435246630635556,0.23482094618799446,2022-09,-0.08972576772399843,-1.0,-0.04961076659189867,-1.0,-0.16200337385841423,-1.0,-1.0,1.0,ES=F,equity_index
2022-10-31 00:00:00+00:00,3883.0,-0.007222754873761561,0.24782171932419958,2022-10,0.07816187699569621,1.0,-0.0606023950647151,-1.0,-0.15531868609963018,-1.0,-0.3333333333333333,1.0,ES=F,equity_index
2022-11-30 00:00:00+00:00,4081.25,0.03009843513377075,0.24807560373606696,2022-11,0.05105588462528976,1.0,0.031530393024137515,1.0,-0.10621407062688204,-1.0,0.3333333333333333,1.0,ES=F,equity_index
2022-12-30 00:00:00+00:00,3861.0,-0.00277652224446312,0.23538690271964544,2022-12,-0.05396630934150082,-1.0,0.0720533111203665,1.0,-0.1886098560470737,-1.0,-0.3333333333333333,1.0,ES=F,equity_index
2023-01-31 00:00:00+00:00,4090.0,0.014259144451332917,0.21693084329504514,2023-01,0.05931105931105929,1.0,0.05330929693535924,1.0,-0.09196869623133708,-1.0,0.3333333333333333,1.0,ES=F,equity_index
2023-02-28 00:00:00+00:00,3975.5,-0.0031344032096288776,0.20284077092105618,2023-02,-0.027995110024449876,-1.0,-0.025911179173047527,-1.0,-0.08985805860805862,-1.0,-1.0,1.0,ES=F,equity_index
2023-03-31 00:00:00+00:00,4137.75,0.014154411764705888,0.1918482971477959,2023-03,0.04081247641806063,1.0,0.07167832167832167,1.0,-0.08674060585995691,-1.0,0.3333333333333333,1.0,ES=F,equity_index
2023-04-28 00:00:00+00:00,4188.5,0.008365934396629582,0.17659601971378966,2023-04,0.012265119932330482,1.0,0.024083129584351992,1.0,0.014778921865536088,1.0,1.0,1.0,ES=F,equity_index
2023-05-31 00:00:00+00:00,4190.5,-0.005812574139976268,0.16290827301176772,2023-05,0.0004774979109465338,1.0,0.054081247641805996,1.0,0.014341906202723242,1.0,1.0,1.0,ES=F,equity_index
2023-06-30 00:00:00+00:00,4488.25,0.011835653497153764,0.1485010308251995,2023-06,0.07105357355924125,1.0,0.08470787263609458,1.0,0.18439108061749576,1.0,1.0,1.0,ES=F,equity_index
2023-07-31 00:00:00+00:00,4614.5,0.0017366764354715958,0.13484327689544992,2023-07,0.02812900350916281,1.0,0.10170705503163413,1.0,0.11636627555340517,1.0,1.0,1.0,ES=F,equity_index
2023-08-31 00:00:00+00:00,4516.0,-0.001823506658562235,0.13136089649743937,2023-08,-0.021345757936937937,-1.0,0.07767569502446015,1.0,0.14141286490585103,1.0,0.3333333333333333,1.0,ES=F,equity_index
2023-09-29 00:00:00+00:00,4325.5,-0.0027665706051873684,0.12539191883998244,2023-09,-0.04218334809565982,-1.0,-0.036261349078148486,-1.0,0.20102734971539626,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2023-10-31 00:00:00+00:00,4212.25,0.006331004001672413,0.12993792198791598,2023-10,-0.026181944283897862,-1.0,-0.08717087441759674,-1.0,0.0847926860674737,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2023-11-30 00:00:00+00:00,4576.75,0.0038383506059109784,0.12728144945726663,2023-11,0.08653332541990633,1.0,0.013452170062001834,1.0,0.12140888208269529,1.0,1.0,1.0,ES=F,equity_index
2023-12-29 00:00:00+00:00,4820.0,-0.00253505095969786,0.12679402196719575,2023-12,0.053149068662260435,1.0,0.1143220436943706,1.0,0.24838124838124842,1.0,1.0,1.0,ES=F,equity_index
2024-01-31 00:00:00+00:00,4870.5,-0.016259341547162243,0.11797246240827794,2024-01,0.010477178423236477,1.0,0.15627040180426133,1.0,0.19083129584352077,1.0,1.0,1.0,ES=F,equity_index
2024-02-29 00:00:00+00:00,5103.75,0.004477465065931829,0.12239079698991255,2024-02,0.04789036033261462,1.0,0.1151472114491725,1.0,0.28380077977612883,1.0,1.0,1.0,ES=F,equity_index
2024-03-28 00:00:00+00:00,5308.5,4.709650072998173e-05,0.12356966284735935,2024-03,0.04011756061719329,1.0,0.10134854771784241,1.0,0.2829436287837592,1.0,1.0,1.0,ES=F,equity_index
2024-04-30 00:00:00+00:00,5067.0,-0.015543034777540266,0.12337578375992624,2024-04,-0.045493077140435156,-1.0,0.040344933785032344,1.0,0.20974095738331155,1.0,0.3333333333333333,1.0,ES=F,equity_index
2024-05-31 00:00:00+00:00,5295.5,0.008090614886731462,0.11810005947054254,2024-05,0.04509571738701412,1.0,0.03757041391133975,1.0,0.26369168356997963,1.0,1.0,1.0,ES=F,equity_index
2024-06-28 00:00:00+00:00,5521.5,-0.004417598269022771,0.10825070304366824,2024-06,0.042677745255405464,1.0,0.040124328906470774,1.0,0.23021222079875225,1.0,1.0,1.0,ES=F,equity_index
2024-07-31 00:00:00+00:00,5558.0,0.015623572407492015,0.1161322425507836,2024-07,0.006610522502943139,1.0,0.09690151963686588,1.0,0.20446418896955243,1.0,1.0,1.0,ES=F,equity_index
2024-08-30 00:00:00+00:00,5661.0,0.009090909090909038,0.14089378445375753,2024-08,0.018531845987765472,1.0,0.0690208667736758,1.0,0.2535429583702391,1.0,1.0,1.0,ES=F,equity_index
2024-09-30 00:00:00+00:00,5814.25,0.003971508741636098,0.1413732595894713,2024-09,0.027071188835894766,1.0,0.05302001267771428,1.0,0.34417986359958386,1.0,1.0,1.0,ES=F,equity_index
2024-10-31 00:00:00+00:00,5738.5,-0.019395078605604965,0.1266248396011857,2024-10,-0.013028335554886694,-1.0,0.03247571068729749,1.0,0.3623360436821177,1.0,0.3333333333333333,1.0,ES=F,equity_index
2024-11-29 00:00:00+00:00,6051.5,0.006068162926018195,0.12944080231193889,2024-11,0.05454387034939434,1.0,0.06898074545133359,1.0,0.32222647074889377,1.0,1.0,1.0,ES=F,equity_index
2024-12-31 00:00:00+00:00,5935.75,-0.003859869939165095,0.14778232001724445,2024-12,-0.019127489052301105,-1.0,0.020896934256352973,1.0,0.23148340248962662,1.0,0.3333333333333333,1.0,ES=F,equity_index
2025-01-31 00:00:00+00:00,6067.25,-0.005246546706562327,0.1427199431219879,2025-01,0.02215389799098677,1.0,0.05728849002352532,1.0,0.2457139924032441,1.0,1.0,1.0,ES=F,equity_index
2025-02-28 00:00:00+00:00,5963.25,0.014805360561582548,0.13687975200957744,2025-02,-0.017141208949688957,-1.0,-0.014583161199702599,-1.0,0.1684055841293166,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2025-03-31 00:00:00+00:00,5653.25,0.005379690556642336,0.1727542348301798,2025-03,-0.051985075252588775,-1.0,-0.04759297477151159,-1.0,0.06494301591786766,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2025-04-30 00:00:00+00:00,5587.0,0.0005820461159615764,0.29113330012379174,2025-04,-0.011718922743554572,-1.0,-0.07915447690469324,-1.0,0.10262482731399247,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2025-05-30 00:00:00+00:00,5916.0,-0.0011396732936558296,0.26155771844244646,2025-05,0.058886701270807196,1.0,-0.007923531631241376,-1.0,0.11717495987158899,1.0,0.3333333333333333,1.0,ES=F,equity_index
2025-06-30 00:00:00+00:00,6253.75,0.004820245029122372,0.22903321443076913,2025-06,0.05709093982420543,1.0,0.10622208464157779,1.0,0.13261794802137095,1.0,1.0,1.0,ES=F,equity_index
2025-07-31 00:00:00+00:00,6374.25,-0.0034395153410201607,0.1924808523212982,2025-07,0.019268438936637988,1.0,0.14090746375514596,1.0,0.14686038143216984,1.0,1.0,1.0,ES=F,equity_index
2025-08-29 00:00:00+00:00,6472.75,-0.006866129650939801,0.17299701186311545,2025-08,0.015452798368435605,1.0,0.09410919540229878,1.0,0.1433933933933933,1.0,1.0,1.0,ES=F,equity_index
2025-09-30 00:00:00+00:00,6738.75,0.0037610784240709183,0.15320928138674766,2025-09,0.04109536132246716,1.0,0.07755346791924844,1.0,0.15900589069957438,1.0,1.0,1.0,ES=F,equity_index
2025-10-31 00:00:00+00:00,6874.0,0.0026985631974327795,0.14729747798202752,2025-10,0.020070487850120555,1.0,0.07840138055457513,1.0,0.19787400888733986,1.0,1.0,1.0,ES=F,equity_index
2025-11-28 00:00:00+00:00,6859.5,0.004613356766256516,0.14813192925679752,2025-11,-0.0021093977305789435,-1.0,0.05975049244911368,1.0,0.1335206147236223,1.0,0.3333333333333333,1.0,ES=F,equity_index
2025-12-31 00:00:00+00:00,6892.5,-0.007452208661842485,0.13570318413197277,2025-12,0.004810846271594116,1.0,0.02281580411797446,1.0,0.1611843490713052,1.0,1.0,1.0,ES=F,equity_index
2026-01-30 00:00:00+00:00,6965.75,-0.003861141896964737,0.12803027892017585,2026-01,0.010627493652520803,1.0,0.013347395984870447,1.0,0.1480901561663026,1.0,1.0,1.0,ES=F,equity_index
2026-02-27 00:00:00+00:00,6889.0,-0.004479768786127214,0.12850458208813625,2026-02,-0.011018196174137795,-1.0,0.004300605000364444,1.0,0.15524252714543252,1.0,0.3333333333333333,1.0,ES=F,equity_index
2026-03-31 00:00:00+00:00,6570.75,0.028568074198724203,0.13333283345238903,2026-03,-0.04619683553491072,-1.0,-0.04668117519042436,-1.0,0.1622960244107372,1.0,-0.3333333333333333,1.0,ES=F,equity_index
2026-04-30 00:00:00+00:00,7243.75,0.01056780133928581,0.14088003327894008,2026-04,0.10242361983030857,1.0,0.03990955747765845,1.0,0.29653660282799366,1.0,1.0,1.0,ES=F,equity_index
2026-05-29 00:00:00+00:00,7595.75,0.0018465393873445812,0.13226646441040338,2026-05,0.048593615185504646,1.0,0.10259108724052846,1.0,0.2839334009465855,1.0,1.0,1.0,ES=F,equity_index
2026-06-30 00:00:00+00:00,7548.25,0.006399786673777497,0.1430255003860727,2026-06,-0.006253497021360577,-1.0,0.14876536164060417,1.0,0.20699580251848881,1.0,0.3333333333333333,1.0,ES=F,equity_index
2026-07-31 00:00:00+00:00,7519.25,0.0062562730010036205,0.1365882708105536,2026-07,-0.0038419501208889484,-1.0,0.03803278688524592,1.0,0.1796289759579559,1.0,0.3333333333333333,1.0,ES=F,equity_index
2020-01-31 00:00:00+00:00,8997.75,-0.02370812423708124,,2020-01,,,,,,,,1.0,NQ=F,equity_index
2020-02-28 00:00:00+00:00,8454.0,0.008499597387492175,,2020-02,-0.06043177461031923,-1.0,,,,,,1.0,NQ=F,equity_index
2020-03-31 00:00:00+00:00,7786.25,-0.00872083770966614,0.4995905684365725,2020-03,-0.07898627868464636,-1.0,,,,,,1.0,NQ=F,equity_index
2020-04-30 00:00:00+00:00,8988.5,-0.005311791069551264,0.4734493176272679,2020-04,0.15440680687108688,1.0,-0.0010280347864743966,-1.0,,,,1.0,NQ=F,equity_index
2020-05-29 00:00:00+00:00,9560.25,0.01057054517586753,0.4165866172186349,2020-05,0.06360905601602052,1.0,0.13085521646557852,1.0,,,,1.0,NQ=F,equity_index
2020-06-30 00:00:00+00:00,10147.25,0.017395663616994517,0.37091074353683917,2020-06,0.06140006798985387,1.0,0.3032268421897575,1.0,,,,1.0,NQ=F,equity_index
2020-07-31 00:00:00+00:00,10890.5,0.008940151936260854,0.3356572416403087,2020-07,0.07324644608145059,1.0,0.21160371585915327,1.0,,,,1.0,NQ=F,equity_index
2020-08-31 00:00:00+00:00,12114.0,0.010194508724748363,0.29883396837104703,2020-08,0.11234562233138967,1.0,0.2671216756883972,1.0,,,,1.0,NQ=F,equity_index
2020-09-30 00:00:00+00:00,11407.25,0.006129964058124493,0.3117590333052758,2020-09,-0.05834158824500579,-1.0,0.12417157357904851,1.0,,,,1.0,NQ=F,equity_index
2020-10-30 00:00:00+00:00,11046.25,-0.026140045403451495,0.297916083610253,2020-10,-0.03164654057726446,-1.0,0.014301455396905638,1.0,,,,1.0,NQ=F,equity_index
2020-11-30 00:00:00+00:00,12277.0,0.0015908627370997408,0.2865190498949171,2020-11,0.11141790200294222,1.0,0.013455506026085473,1.0,,,,1.0,NQ=F,equity_index
2020-12-31 00:00:00+00:00,12885.5,0.0034263909979364016,0.24752394369856412,2020-12,0.04956422578805908,1.0,0.1295886388042693,1.0,,,,1.0,NQ=F,equity_index
2021-01-29 00:00:00+00:00,12911.25,-0.020836493250417143,0.23873154082461812,2021-01,0.001998370261146354,1.0,0.16883557768473456,1.0,0.43494206885054587,1.0,1.0,1.0,NQ=F,equity_index
2021-02-26 00:00:00+00:00,12911.0,0.006176086660042435,0.2346937121805298,2021-02,-1.93629586601185e-05,-1.0,0.05164128044310501,1.0,0.5272060563047078,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2021-03-31 00:00:00+00:00,13089.75,0.01642303884456342,0.2511185665673193,2021-03,0.013844783517930503,1.0,0.015851150518024104,1.0,0.6811366190399744,1.0,1.0,1.0,NQ=F,equity_index
2021-04-30 00:00:00+00:00,13850.0,-0.0074174938187551165,0.22877145911456825,2021-04,0.05807979525964968,1.0,0.07270790976861274,1.0,0.5408577626967792,1.0,1.0,1.0,NQ=F,equity_index
2021-05-28 00:00:00+00:00,13686.5,0.0015367165489736934,0.22114712451483892,2021-05,-0.011805054151624583,-1.0,0.06006506080086749,1.0,0.4316048220496327,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2021-06-30 00:00:00+00:00,14549.0,-0.0009613403831627565,0.195137420039385,2021-06,0.063018302707047,1.0,0.11148035676769985,1.0,0.4337874793663308,1.0,1.0,1.0,NQ=F,equity_index
2021-07-30 00:00:00+00:00,14955.75,-0.005452943425712009,0.17441709712766043,2021-07,0.027957247920819217,1.0,0.07983754512635377,1.0,0.37328405491024297,1.0,1.0,1.0,NQ=F,equity_index
2021-08-31 00:00:00+00:00,15582.5,-0.0009616925789389663,0.15750834535503744,2021-08,0.04190695886197626,1.0,0.13853066890731736,1.0,0.28632161135875855,1.0,1.0,1.0,NQ=F,equity_index
2021-09-30 00:00:00+00:00,14682.5,-0.0038840550212859704,0.1606434351664556,2021-09,-0.057757099310123516,-1.0,0.009175888377207952,1.0,0.28712003331214797,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2021-10-29 00:00:00+00:00,15838.5,0.004678158549929368,0.15638294279936532,2021-10,0.07873318576536703,1.0,0.05902412115741429,1.0,0.43383501188186036,1.0,1.0,1.0,NQ=F,equity_index
2021-11-30 00:00:00+00:00,16150.5,-0.014657657520247724,0.15580152256171012,2021-11,0.0196988351169618,1.0,0.03645114712016695,1.0,0.31550867475767697,1.0,1.0,1.0,NQ=F,equity_index
2021-12-31 00:00:00+00:00,16320.75,-0.006664536449536684,0.18261036729352376,2021-12,0.010541469304355955,1.0,0.11157840967137744,1.0,0.2665981141593263,1.0,1.0,1.0,NQ=F,equity_index
2022-01-31 00:00:00+00:00,14905.0,0.0327028337836901,0.21256679269556558,2022-01,-0.08674540079346849,-1.0,-0.05893866212078169,-1.0,0.15441959531416405,1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2022-02-28 00:00:00+00:00,14228.0,0.0033496703219209056,0.25491000433403554,2022-02,-0.04542099966454205,-1.0,-0.11903656233553139,-1.0,0.10200604136008051,1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2022-03-31 00:00:00+00:00,14868.75,-0.013452542878943707,0.27482958546854575,2022-03,0.04503443913410177,1.0,-0.08896649970130044,-1.0,0.13590786684237677,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2022-04-29 00:00:00+00:00,12852.0,-0.04479830543116747,0.28891021595813343,2022-04,-0.13563682219419926,-1.0,-0.13773901375377395,-1.0,-0.07205776173285194,-1.0,-1.0,1.0,NQ=F,equity_index
2022-05-31 00:00:00+00:00,12646.5,-0.002464948433278824,0.33876523135808095,2022-05,-0.015989729225023397,-1.0,-0.1111540624121451,-1.0,-0.0759872867424104,-1.0,-1.0,1.0,NQ=F,equity_index
2022-06-30 00:00:00+00:00,11529.5,-0.013814044991874108,0.35195302732046224,2022-06,-0.0883248329577353,-1.0,-0.22458175704077343,-1.0,-0.20754003711595304,-1.0,-1.0,1.0,NQ=F,equity_index
2022-07-29 00:00:00+00:00,12971.5,0.0183709519136408,0.33315210600051554,2022-07,0.1250704713994535,1.0,0.009298163709928309,1.0,-0.13267472376845024,-1.0,0.3333333333333333,1.0,NQ=F,equity_index
2022-08-31 00:00:00+00:00,12285.25,-0.005947203398401935,0.31188256285691623,2022-08,-0.052904444358786606,-1.0,-0.0285652156723204,-1.0,-0.21159955077811643,-1.0,-1.0,1.0,NQ=F,equity_index
2022-09-30 00:00:00+00:00,11035.5,-0.017166521942421964,0.307147666042512,2022-09,-0.10172768156936163,-1.0,-0.04284661086777397,-1.0,-0.24839094159713948,-1.0,-1.0,1.0,NQ=F,equity_index
2022-10-31 00:00:00+00:00,11447.25,-0.012060930352981836,0.31506613668811806,2022-10,0.037311404104934054,1.0,-0.11750761284354161,-1.0,-0.27725163367743155,-1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2022-11-30 00:00:00+00:00,12042.25,0.04490336015965646,0.3212370392797162,2022-11,0.05197754919303765,1.0,-0.019779817260536015,-1.0,-0.2543729296306616,-1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2022-12-30 00:00:00+00:00,11022.25,-0.0009517119485169534,0.3078936060286885,2022-12,-0.08470177915256705,-1.0,-0.0012006705631824044,-1.0,-0.3246480707075349,-1.0,-1.0,1.0,NQ=F,equity_index
2023-01-31 00:00:00+00:00,12152.0,0.015374331550802145,0.28765553499536434,2023-01,0.1024972215291795,1.0,0.06156500469545079,1.0,-0.1847031197584703,-1.0,0.3333333333333333,1.0,NQ=F,equity_index
2023-02-28 00:00:00+00:00,12072.25,-0.0009103511058696778,0.2784596795837361,2023-02,-0.006562705727452323,-1.0,0.002491228798604972,1.0,-0.1515146190610065,-1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2023-03-31 00:00:00+00:00,13301.75,0.016797890230851653,0.2564139148859561,2023-03,0.10184514071527673,1.0,0.20680895461452975,1.0,-0.1053888188314418,-1.0,0.3333333333333333,1.0,NQ=F,equity_index
2023-04-28 00:00:00+00:00,13320.25,0.0067264997638167845,0.23691271070221334,2023-04,0.0013907944443400932,1.0,0.09613643844634634,1.0,0.03643401805166513,1.0,1.0,1.0,NQ=F,equity_index
2023-05-31 00:00:00+00:00,14300.5,-0.006685536666261482,0.221985606309801,2023-05,0.07359096113060937,1.0,0.1845761974776865,1.0,0.1307871743170046,1.0,1.0,1.0,NQ=F,equity_index
2023-06-30 00:00:00+00:00,15337.0,0.015678548368404543,0.20662263008573778,2023-06,0.07247998321736993,1.0,0.1530061833969214,1.0,0.33023981959321747,1.0,1.0,1.0,NQ=F,equity_index
2023-07-31 00:00:00+00:00,15857.5,0.0006310143555765535,0.1935842089290257,2023-07,0.03393753667601218,1.0,0.1904806591467878,1.0,0.2224877616312686,1.0,1.0,1.0,NQ=F,equity_index
2023-08-31 00:00:00+00:00,15538.5,0.0024030320135473016,0.19026268315660108,2023-08,-0.020116664039098175,-1.0,0.08657039963637625,1.0,0.26480942593760814,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2023-09-29 00:00:00+00:00,14866.5,0.0004542472114268392,0.17623832007239695,2023-09,-0.04324741770441165,-1.0,-0.03067744669752881,-1.0,0.34715237189071635,1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2023-10-31 00:00:00+00:00,14490.25,0.005115666077064374,0.18041609999251756,2023-10,-0.025308579692597477,-1.0,-0.08622103105785905,-1.0,0.26582803730153537,1.0,-0.3333333333333333,1.0,NQ=F,equity_index
2023-11-30 00:00:00+00:00,15985.5,-0.0023870816756377256,0.17192494984173876,2023-11,0.1031900760856439,1.0,0.028767255526595203,1.0,0.3274512653366273,1.0,1.0,1.0,NQ=F,equity_index
2023-12-29 00:00:00+00:00,17023.5,-0.003920306603083623,0.1651586913971341,2023-12,0.06493384629820764,1.0,0.14509131268287767,1.0,0.5444668738234026,1.0,1.0,1.0,NQ=F,equity_index
2024-01-31 00:00:00+00:00,17242.25,-0.01968615856951983,0.15954804288011204,2024-01,0.01284988398390463,1.0,0.1899208088197235,1.0,0.4188816655694536,1.0,1.0,1.0,NQ=F,equity_index
2024-02-29 00:00:00+00:00,18082.75,0.009349576478140165,0.16426998032468865,2024-02,0.04874653829981579,1.0,0.1311970223014607,1.0,0.4978773633746816,1.0,1.0,1.0,NQ=F,equity_index
2024-03-28 00:00:00+00:00,18475.0,-0.0015537391069377904,0.16332694418993424,2024-03,0.02169194397975982,1.0,0.08526448732634306,1.0,0.3889149923882196,1.0,1.0,1.0,NQ=F,equity_index
2024-04-30 00:00:00+00:00,17571.25,-0.01859893600681406,0.16724073798064512,2024-04,-0.048917456021650874,-1.0,0.019081036407661456,1.0,0.31913815431392045,1.0,0.3333333333333333,1.0,NQ=F,equity_index
2024-05-31 00:00:00+00:00,18591.0,-0.0008330422164297691,0.15811046405595336,2024-05,0.05803514263356324,1.0,0.028106897457521596,1.0,0.30002447466871796,1.0,1.0,1.0,NQ=F,equity_index
2024-06-28 00:00:00+00:00,19927.25,-0.005601437161605882,0.1479689556041599,2024-06,0.07187617664461299,1.0,0.07860622462787559,1.0,0.299292560474669,1.0,1.0,1.0,NQ=F,equity_index
2024-07-31 00:00:00+00:00,19505.25,0.03004818799920783,0.17139621117383222,2024-07,-0.021177031451906303,-1.0,0.11006615920893514,1.0,0.23003310736244686,1.0,0.3333333333333333,1.0,NQ=F,equity_index
