ts,close,return,sigma_ann,month,return_12m,forecast_12m,forecast_always_long,symbol,asset_class,surface
2009-01-30 00:00:00+00:00,121.17079162597656,-0.01201954599212851,0.19594505897829817,2009-01,-0.11260355548652012,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-02-27 00:00:00+00:00,119.941162109375,-0.004709686458374107,0.18657766440911994,2009-02,-0.14155369827087882,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-03-31 00:00:00+00:00,125.74132537841797,0.006895831660892693,0.1863364679398237,2009-03,-0.13649067203513476,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-04-30 00:00:00+00:00,125.27269744873047,-0.0015093134429902122,0.173985991658905,2009-04,-0.13259158011112304,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-05-29 00:00:00+00:00,133.861328125,0.014131216090086829,0.16110789442774912,2009-05,-0.07295610151779608,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-06-30 00:00:00+00:00,132.87847900390625,-0.0034791108590530584,0.1536204016099952,2009-06,-0.09257911971778887,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-07-31 00:00:00+00:00,134.90672302246094,0.013300559288231595,0.14044539154614055,2009-07,-0.07370226074872432,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-08-31 00:00:00+00:00,135.68313598632812,0.002448138271787581,0.12757879910741748,2009-08,-0.012321366291016655,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-09-30 00:00:00+00:00,138.4671173095703,0.004395970985285436,0.11506085569626473,2009-09,0.049504917287676475,1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-10-30 00:00:00+00:00,139.21519470214844,-0.007627047482805627,0.10656802823084749,2009-10,0.1610888667665038,1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-11-30 00:00:00+00:00,141.96116638183594,0.003547528719309634,0.10594914776636435,2009-11,0.18385143347298483,1.0,1.0,FXE,currency,30_etf_fx_proxies
2009-12-31 00:00:00+00:00,135.3233642578125,-0.0014671934045991097,0.10085231546646303,2009-12,0.0252873440964847,1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-01-29 00:00:00+00:00,131.04322814941406,-0.0076731570418753225,0.09816919659386546,2010-01,0.08147538190483394,1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-02-26 00:00:00+00:00,128.63812255859375,0.00428724301886052,0.09705735292148854,2010-02,0.0725102233150614,1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-03-31 00:00:00+00:00,127.57756042480469,0.0067245629931096396,0.0967466116959442,2010-03,0.01460327414921525,1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-04-30 00:00:00+00:00,125.72161865234375,0.00529969015440912,0.09567410946602334,2010-04,0.003583551825384834,1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-05-28 00:00:00+00:00,115.87377166748047,-0.0068981178819328415,0.11892810561349323,2010-05,-0.13437455544085675,-1.0,1.0,FXE,currency,30_etf_fx_proxies
2010-06-30 00:00:00+00:00,115.40029907226562,0.0025502290937686745,0.11589466456289599,2010-06,-0.1315350692050502,-1.0,1.0,FXE,currency,30_etf_fx_proxies
