strategy,symbol,asset_class,gross_contribution,net_contribution_2bps,turnover,average_abs_position,surface
always_long,UUP,currency,0.12280646746365191,0.12236782462114719,2.1932142125235683,0.20365227602954786,30_etf_fx_proxies
always_long,WEAT,commodity,-0.043537614635080046,-0.04365571601730161,0.5905069111077914,0.05509897364702622,30_etf_fx_proxies
mop_tsmom,CORN,commodity,0.08459909644441428,0.08418877652787271,2.051599582707832,0.07120563283986675,30_etf_fx_proxies
mop_tsmom,DBA,commodity,0.06631742298530671,0.06564590312040638,3.3575993245016673,0.11144413502398948,30_etf_fx_proxies
mop_tsmom,DBC,commodity,0.08169141548328486,0.08072259758087802,4.844089512034237,0.08785517069837247,30_etf_fx_proxies
mop_tsmom,EEM,equity_index,0.07640189858166453,0.0756294023870794,3.8624809729256326,0.07278755671171802,30_etf_fx_proxies
mop_tsmom,EFA,equity_index,0.024702233485554972,0.023960230908222857,3.7100128866605893,0.09322936380899774,30_etf_fx_proxies
mop_tsmom,EWA,equity_index,-0.01720718459854822,-0.017981262407548406,3.870389045000927,0.07368679491852566,30_etf_fx_proxies
mop_tsmom,EWC,equity_index,-0.005092585896487287,-0.005986505861232693,4.469599823727022,0.08907692742159716,30_etf_fx_proxies
mop_tsmom,EWG,equity_index,0.04000595563021189,0.039433578332073935,2.8618864906898316,0.0752485389131741,30_etf_fx_proxies
mop_tsmom,EWJ,equity_index,0.059211709294444116,0.05852428892134921,3.4371018654745145,0.08440682281023175,30_etf_fx_proxies
mop_tsmom,EWU,equity_index,0.05147824234703066,0.05084806500206896,3.150886724808509,0.0886760883283922,30_etf_fx_proxies
mop_tsmom,FXA,currency,-0.06537954426039833,-0.06745312502659853,10.367903831001025,0.14088648479157012,30_etf_fx_proxies
mop_tsmom,FXB,currency,0.015234272927563236,0.013925573726870932,6.543496003461519,0.16581865099312643,30_etf_fx_proxies
mop_tsmom,FXC,currency,0.0062017096343722255,0.0036727815465029934,12.644640439346158,0.2037079208890668,30_etf_fx_proxies
mop_tsmom,FXE,currency,0.029668879886894428,0.02772396225078188,9.724588180562758,0.18500008952765348,30_etf_fx_proxies
mop_tsmom,FXF,currency,-0.06962002873012076,-0.07234972662083625,13.64848945357745,0.17295753511495285,30_etf_fx_proxies
mop_tsmom,FXY,currency,0.07577065805784494,0.07381900916765952,9.758244450927156,0.1562846252485059,30_etf_fx_proxies
mop_tsmom,GLD,commodity,0.05392165391437619,0.05276682677192797,5.774135712241115,0.09307248764664128,30_etf_fx_proxies
mop_tsmom,IEF,bond,0.034785894603746606,0.03317517986108839,8.053573713291074,0.2334401703418098,30_etf_fx_proxies
mop_tsmom,IWM,equity_index,0.01318602486360699,0.012591201510623916,2.974116764915385,0.07180441557861791,30_etf_fx_proxies
mop_tsmom,QQQ,equity_index,0.16525616284656217,0.16486249315285995,1.9683484685111852,0.07622582505501105,30_etf_fx_proxies
mop_tsmom,SHY,bond,0.22701116675506552,0.21440084123198153,63.05162761542011,1.420456706321263,30_etf_fx_proxies
mop_tsmom,SLV,commodity,0.03996614149327869,0.03929343981762804,3.363508378253281,0.054134960000062196,30_etf_fx_proxies
mop_tsmom,SOYB,commodity,-0.006609488434111661,-0.007472599826182194,4.315556960352664,0.08049609327756349,30_etf_fx_proxies
mop_tsmom,SPY,equity_index,0.13416607826498114,0.1336384548294206,2.638117177802572,0.09834734222203853,30_etf_fx_proxies
mop_tsmom,TIP,bond,0.02112883972498204,0.018414125249697984,13.573572376420268,0.2799991132966998,30_etf_fx_proxies
mop_tsmom,TLT,bond,-0.015616344326005931,-0.016708891064971962,5.462733694830153,0.10231989664190919,30_etf_fx_proxies
mop_tsmom,UNG,commodity,-0.005060988450450698,-0.0054020111356295085,1.7051134258940714,0.03023721353707156,30_etf_fx_proxies
mop_tsmom,USO,commodity,0.09630234756279193,0.09574024791112767,2.8104982583212754,0.0440119858877821,30_etf_fx_proxies
mop_tsmom,UUP,currency,0.008572730728964627,0.0063903711109278795,10.91179809018375,0.20365227602954786,30_etf_fx_proxies
mop_tsmom,WEAT,commodity,0.056469911018650204,0.056079289869241836,1.9531057470418465,0.05509897364702622,30_etf_fx_proxies
