month,strategy,label,cost_bps_one_way,net_return,gross_return,max_drawdown,turnover
2024-01,tsmom_3m,3M,2.0,-0.016430808946444442,-0.016001066316226775,-0.026335448639701498,2.1550928152953954
2024-02,tsmom_3m,3M,0.0,-0.004664491352766698,-0.004664491352766698,-0.03868558058259519,0.2266573250302337
2024-02,tsmom_3m,3M,2.0,-0.004709094130204927,-0.004664491352766698,-0.03868558058259519,0.2266573250302337
2024-03,tsmom_3m,3M,0.0,0.02052663468098359,0.02052663468098359,-0.01585294117419589,1.7940481637989651
2024-03,tsmom_3m,3M,2.0,0.020162640227741058,0.02052663468098359,-0.01585294117419589,1.7940481637989651
2024-04,tsmom_3m,3M,0.0,0.028077907312344053,0.028077907312344053,-0.010986574134052574,2.4375007271581124
2024-04,tsmom_3m,3M,2.0,0.027581592148482104,0.028077907312344053,-0.01098657413405224,2.4375007271581124
2024-05,tsmom_3m,3M,0.0,-0.016500529704116862,-0.016500529704116862,-0.015333748995534302,0.30807360767635394
2024-05,tsmom_3m,3M,2.0,-0.0165618495897204,-0.016500529704116862,-0.015333748995534413,0.30807360767635394
2024-06,tsmom_3m,3M,0.0,-0.02369932516945028,-0.02369932516945028,-0.023948771231613875,1.5571201348728436
2024-06,tsmom_3m,3M,2.0,-0.02400445921169836,-0.02369932516945028,-0.023948771231613764,1.5571201348728436
2024-07,tsmom_3m,3M,0.0,-0.024239801816850037,-0.024239801816850037,-0.03025472146714847,1.0489731474715276
2024-07,tsmom_3m,3M,2.0,-0.024443249168263903,-0.024239801816850037,-0.030254721467148693,1.0489731474715276
2024-08,tsmom_3m,3M,0.0,0.035203663550074094,0.035203663550074094,-0.025247128177918188,3.997926370202061
2024-08,tsmom_3m,3M,2.0,0.034375608757162945,0.035203663550074094,-0.025247128177918077,3.997926370202061
2024-09,tsmom_3m,3M,0.0,0.01527974152244016,0.01527974152244016,-0.010180961483129747,0.7445683287798708
2024-09,tsmom_3m,3M,2.0,0.015127535322859709,0.01527974152244016,-0.010180961483129969,0.7445683287798708
2024-10,tsmom_3m,3M,0.0,-0.06658374798322197,-0.06658374798322197,-0.06779862369862166,0.5463860859476376
2024-10,tsmom_3m,3M,2.0,-0.06668561635548431,-0.06658374798322197,-0.06779862369862155,0.5463860859476376
2024-11,tsmom_3m,3M,0.0,-0.010417529407225068,-0.010417529407225068,-0.0193529730835994,2.376415496281224
2024-11,tsmom_3m,3M,2.0,-0.010885731016630928,-0.010417529407225068,-0.019352973083599068,2.376415496281224
2024-12,tsmom_3m,3M,0.0,0.03342286141654949,0.03342286141654949,-0.011782029410425165,2.9836003146890975
2024-12,tsmom_3m,3M,2.0,0.032808619541828676,0.03342286141654949,-0.011782029410425054,2.9836003146890975
2025-01,tsmom_3m,3M,0.0,0.001414515348710621,0.001414515348710621,-0.024788731491661498,0.5028150571567737
2025-01,tsmom_3m,3M,2.0,0.0013143784941158643,0.001414515348710621,-0.024788731491662164,0.5028150571567737
2025-02,tsmom_3m,3M,0.0,-0.04001602327605891,-0.04001602327605891,-0.04546317217100748,0.28898595829357693
2025-02,tsmom_3m,3M,2.0,-0.040071481262179076,-0.04001602327605891,-0.045463172171007926,0.28898595829357693
2025-03,tsmom_3m,3M,0.0,0.022624471694814963,0.022624471694814963,-0.01629981167970429,3.708591088476196
2025-03,tsmom_3m,3M,2.0,0.02186814031825035,0.022624471694814963,-0.0162998116797044,3.708591088476196
2025-04,tsmom_3m,3M,0.0,0.038341435537579294,0.038341435537579294,-0.046613708466899384,2.2154341069245165
2025-04,tsmom_3m,3M,2.0,0.03788449517405401,0.038341435537579294,-0.046613708466899384,2.2154341069245165
2025-05,tsmom_3m,3M,0.0,-0.017034193273562037,-0.017034193273562037,-0.026766747569914595,1.4235115807255674
2025-05,tsmom_3m,3M,2.0,-0.017316159623168237,-0.017034193273562037,-0.026766747569914595,1.4235115807255674
2025-06,tsmom_3m,3M,0.0,0.00859297407551085,0.00859297407551085,-0.007866074559918057,0.8291307783501073
2025-06,tsmom_3m,3M,2.0,0.008426497680306566,0.00859297407551085,-0.007866074559918168,0.8291307783501073
2025-07,tsmom_3m,3M,0.0,-0.01839513559138506,-0.01839513559138506,-0.029481276359410336,0.8618055043810462
2025-07,tsmom_3m,3M,2.0,-0.018564233571155886,-0.01839513559138506,-0.029481276359410336,0.8618055043810462
2025-08,tsmom_3m,3M,0.0,-0.00804424099760026,-0.00804424099760026,-0.007589669343158523,3.397352149279482
2025-08,tsmom_3m,3M,2.0,-0.008730244961869693,-0.00804424099760026,-0.007589669343158745,3.397352149279482
2025-09,tsmom_3m,3M,0.0,0.03066231520750229,0.03066231520750229,-0.010340309146585236,3.5776709884727373
2025-09,tsmom_3m,3M,2.0,0.029921489281772295,0.03066231520750229,-0.010340309146585347,3.5776709884727373
2025-10,tsmom_3m,3M,0.0,0.02347337836903196,0.02347337836903196,-0.009851286217395172,0.9420290132526513
2025-10,tsmom_3m,3M,2.0,0.023281610482337678,0.02347337836903196,-0.009851286217395283,0.9420290132526513
2025-11,tsmom_3m,3M,0.0,0.012843455131136938,0.012843455131136938,-0.024093730630637133,0.8725145124095701
2025-11,tsmom_3m,3M,2.0,0.012667026561028027,0.012843455131136938,-0.024093730630637133,0.8725145124095701
2025-12,tsmom_3m,3M,0.0,-0.012710964832415073,-0.012710964832415073,-0.015008459096204518,0.5819275943117472
2025-12,tsmom_3m,3M,2.0,-0.012826708089830885,-0.012710964832415073,-0.01500845909620463,0.5819275943117472
2026-01,tsmom_3m,3M,0.0,0.021424291900081993,0.021424291900081993,-0.013186925835093288,1.990050655279347
2026-01,tsmom_3m,3M,2.0,0.021018781115317298,0.021424291900081993,-0.0131869258350934,1.990050655279347
2026-02,tsmom_3m,3M,0.0,-0.0072873634165683265,-0.0072873634165683265,-0.019704947385873917,1.5581856270222738
2026-02,tsmom_3m,3M,2.0,-0.0075978142249740754,-0.0072873634165683265,-0.019704947385873917,1.5581856270222738
2026-03,tsmom_3m,3M,0.0,-0.04878685531584159,-0.04878685531584159,-0.05350673004696904,2.1687633866807903
2026-03,tsmom_3m,3M,2.0,-0.0492046849880865,-0.04878685531584159,-0.05350673004696915,2.1687633866807903
2026-04,tsmom_3m,3M,0.0,-0.015437416118571745,-0.015437416118571745,-0.025964116533540027,5.103444564543124
2026-04,tsmom_3m,3M,2.0,-0.01644645358509389,-0.015437416118571745,-0.025964116533540027,5.103444564543124
2026-05,tsmom_3m,3M,0.0,0.02053978957667324,0.02053978957667324,-0.00944299877861643,1.054348590955262
2026-05,tsmom_3m,3M,2.0,0.020324607446639886,0.02053978957667324,-0.009442998778616207,1.054348590955262
2026-06,tsmom_3m,3M,0.0,0.01721823276656398,0.01721823276656398,-0.015467616494578174,0.5462719618817754
2026-06,tsmom_3m,3M,2.0,0.017107676541587846,0.01721823276656398,-0.015467616494578063,0.5462719618817754
2026-07,tsmom_3m,3M,0.0,0.002128633876914199,0.002128633876914199,-0.015354398941465286,0.5682061157309202
2026-07,tsmom_3m,3M,2.0,0.0020150354601000675,0.002128633876914199,-0.015354398941464953,0.5682061157309202
2022-01,tsmom_12m,12M,0.0,0.026683322960099787,0.026683322960099787,-0.018974452829053523,0.129319019864451
2022-01,tsmom_12m,12M,2.0,0.02665725014749576,0.026683322960099787,-0.018974452829053412,0.129319019864451
2022-02,tsmom_12m,12M,0.0,0.006461952663814774,0.006461952663814774,-0.011018069455374868,0.6590113138043618
2022-02,tsmom_12m,12M,2.0,0.006329429889955662,0.006461952663814774,-0.011018069455374868,0.6590113138043618
2022-03,tsmom_12m,12M,0.0,0.05606406974505007,0.05606406974505007,-0.014511671238857105,0.2726092865338219
2022-03,tsmom_12m,12M,2.0,0.05600635732076609,0.05606406974505007,-0.014511671238857216,0.2726092865338219
2022-04,tsmom_12m,12M,0.0,0.03214918569885383,0.03214918569885383,-0.011469079985770403,0.6958029985812839
2022-04,tsmom_12m,12M,2.0,0.0320062063132025,0.03214918569885383,-0.011469079985770514,0.6958029985812839
2022-05,tsmom_12m,12M,0.0,-0.01130304092744494,-0.01130304092744494,-0.040628794412219005,1.0859182253425517
2022-05,tsmom_12m,12M,2.0,-0.011516220158544255,-0.01130304092744494,-0.04062879441221867,1.0859182253425517
2022-06,tsmom_12m,12M,0.0,0.03379106024975509,0.03379106024975509,-0.03324675074915062,0.35685891106567136
2022-06,tsmom_12m,12M,2.0,0.03371764826045176,0.03379106024975509,-0.03324675074915062,0.35685891106567136
2022-07,tsmom_12m,12M,0.0,-0.02542081295569454,-0.02542081295569454,-0.03905164044835996,0.36804781305739614
2022-07,tsmom_12m,12M,2.0,-0.02549251940722208,-0.02542081295569454,-0.03905164044835996,0.36804781305739614
2022-08,tsmom_12m,12M,0.0,0.04324764389671043,0.04324764389671043,-0.01268406638318742,0.29243858719430804
2022-08,tsmom_12m,12M,2.0,0.04318632573715431,0.04324764389671043,-0.012684066383187309,0.29243858719430804
2022-09,tsmom_12m,12M,0.0,0.06099002694113831,0.06099002694113831,-0.02021123494163768,0.17292480005193023
2022-09,tsmom_12m,12M,2.0,0.06095363600117487,0.06099002694113831,-0.02021123494163768,0.17292480005193023
2022-10,tsmom_12m,12M,0.0,-0.0034940584489402404,-0.0034940584489402404,-0.026448422741206845,0.3063279532300934
2022-10,tsmom_12m,12M,2.0,-0.003555831664974085,-0.0034940584489402404,-0.026448422741206623,0.3063279532300934
