DATE,TSMOM,TSMOM^EQ,TSMOM^FX,TSMOM^FI,TSMOM^CM
1985-01-31,0.043456226781221075,0.15337570278299956,0.05604078960474839,-0.01562503862343783,-0.013041584236260083
1985-02-28,0.03765215356737468,0.043060846514589725,0.09931587683274647,-0.19381489732298973,0.046228734058128475
1985-03-29,-0.05196998546310775,0.032803406661819995,-0.11708537777213862,0.0710454105540114,-0.08157232330588625
1985-04-30,0.03941048973341262,0.024412726163017165,0.01950433616394415,0.047499610957570146,0.05949856209050384
1985-05-31,0.06454395827374501,0.12121608523347066,0.020146439272096504,0.1445235800753764,0.04706175816643475
1985-06-28,0.01304467900760237,0.006911611224904009,-0.03360962474841634,0.0015175697831361313,0.049775661897289866
1985-07-31,-0.02981619823377091,-0.022340544255779367,-0.13270442581235403,-0.011158157686903234,0.030891895263651475
1985-08-30,0.060064939174258626,0.0663177705499987,0.022996298522519,0.15859799757421258,0.05975471538755856
1985-09-30,0.01340135792923358,-0.009475354516874777,-0.04813712914004593,0.1455678374587692,0.036495043414132844
1985-10-31,0.010463696559356035,0.12472422145041369,0.019639183527406002,-0.18149966827923755,-0.010125031678518633
1985-11-29,0.04717054427337577,0.11208971706903485,0.059483418887001906,0.07423632469873458,0.0004877569274935292
1985-12-31,0.016517745244068578,0.10641665323687222,-0.026782937555012515,0.09593033734541165,-0.017211829575466533
1986-01-31,-0.025994003356729176,0.056682431245239945,0.01231905022051675,-0.030755298271864993,-0.09181619083918083
1986-02-28,0.08347645141357125,0.16633887878067352,0.07567481631249436,0.22201095772409063,0.01646088195062265
1986-03-31,0.08578082261719819,0.31665396142650587,-0.06637295033203951,0.2094179257430959,0.04648811807001356
1986-04-30,0.0054216117123398215,0.03637008307616588,0.09294305644658968,0.05534648993978741,-0.07765301829937968
1986-05-30,-0.043171227771832875,-0.003930103690472382,-0.0283469776809261,-0.1525135304089013,-0.04234752275276885
1986-06-30,0.03684569296454073,-0.026891669663670792,0.07989859896617969,0.06471411259582219,0.03251197156863699
1986-07-31,0.04413535318158159,-0.038624835521758355,0.10609328918743184,0.014236753310102374,0.052074272424594885
1986-08-29,0.023895583799044197,0.18623209626405124,-0.009240185921683514,0.09879767100032288,-0.051783879966362335
1986-09-30,-0.04079835507643564,-0.08130326243634083,-0.02069553726341997,-0.21466833071847669,0.011446920223204567
1986-10-31,-0.01212162407460912,0.02989622877263414,-0.08606203124683205,0.012381369668721193,0.008226230753013753
1986-11-28,0.037985842051973626,0.03245330664395354,0.06359410581301629,0.08229023143076178,0.012773826612275092
1986-12-31,-0.0031991054093356316,0.032360194370069637,0.025827955307699314,-0.014496598126499482,-0.035402840305822345
1987-01-30,0.06504340233865377,0.07399485883741229,0.11301605477343574,0.09590774987688537,0.022382524686160706
1987-02-27,0.03963961457335937,0.07147993611835546,0.005710538307861172,0.06230195978842704,0.040022472215763334
