day,net_return,gross_return,cost,funding,long_return,short_return,turnover,equity,variant
2020-03-14,-0.03617626278659503,-0.0360884294532617,0.0,-8.783333333333343e-05,-0.0966811134847069,0.0605926840314452,0.0,0.9737875505371829,all_listed_momentum
2020-03-15,-0.055892670041168734,-0.05692755337450207,0.0,0.0010348833333333333,0.01314462726744747,-0.07007218064194953,0.0,0.9193599642848103,all_listed_momentum
2020-03-16,-0.03640710997237339,-0.03672300997237339,0.0,0.0003158999999999998,-0.10899720066392093,0.07227419069154753,0.0,0.8858887249608959,all_listed_momentum
2020-03-17,0.0031444707427470218,0.0029391307427470217,0.0,0.00020533999999999998,0.04250001001702186,-0.03956087927427483,0.0,0.8886743761378649,all_listed_momentum
2020-03-18,0.01342272628038631,0.012645442947052978,0.0,0.0007772833333333333,0.02363681710680724,-0.010991374159754264,0.0,0.9006028090411565,all_listed_momentum
2020-03-19,-0.0020135078372037923,-0.001992964503870459,0.0,-2.054333333333333e-05,0.141250686409398,-0.14324365091326846,0.0,0.8987894382269445,all_listed_momentum
2020-03-20,0.00930807376533304,0.00903465376533304,0.0,0.00027341999999999997,-0.020441070506891736,0.02947572427222478,0.0,0.9071554366174631,all_listed_momentum
2020-03-21,-0.02272000026527109,-0.02282000026527109,0.0,0.0001,0.0033788437563606983,-0.026198844021631786,0.0,0.8865448648568722,all_listed_momentum
2020-03-22,-0.01717943510168957,-0.01741516510168957,0.0,0.00023572999999999997,-0.09183462528990893,0.07441946018821935,0.0,0.8713145248863274,all_listed_momentum
2020-03-23,0.024692963306237898,0.0243752733062379,0.0,0.00031769,0.1059688304850043,-0.0815935571787664,0.0,0.8928298624775376,all_listed_momentum
2020-03-24,-8.33861215434639e-05,-0.00020638945487679722,0.0,0.00012300333333333332,0.023523786068024258,-0.023730175522901055,0.0,0.8927554128581074,all_listed_momentum
2020-03-25,0.005317785041372656,0.005170121708039323,0.0,0.00014766333333333335,-0.01433095620273735,0.01950107791077667,0.0,0.8975028942382087,all_listed_momentum
2020-03-26,0.02390066784847396,0.023884884515140627,0.0,1.5783333333333342e-05,0.043449005847863154,-0.019564121332722523,0.0,0.9189538128064402,all_listed_momentum
2020-03-27,0.002896269701877074,0.0027962697018770744,0.0,0.0001,-0.04911213469004323,0.05190840439192031,0.0,0.9216153508918958,all_listed_momentum
2020-03-28,0.00955234433785598,0.009126081004522647,0.0,0.00042626333333333334,0.00400995627238924,0.005116124732133408,0.0,0.9304189380706692,all_listed_momentum
2020-03-29,-0.03398892157767089,-0.03476218824433756,0.0,0.0007732666666666666,-0.06056489410413875,0.02580270585980119,0.0,0.8987950017502054,all_listed_momentum
2020-03-30,0.007724148902093564,0.007258678902093564,0.0,0.00046547000000000005,0.05897189098875354,-0.05171321208665998,0.0,0.9057374281761815,all_listed_momentum
2020-03-31,0.033284232237067876,0.03289459223706788,0.0,0.00038964,0.02623034384850379,0.00666424838856409,0.0,0.9358842030814022,all_listed_momentum
2020-04-01,0.006302281856848017,0.011286058523514683,0.004666666666666666,-0.00031710999999999995,0.019392205917382332,-0.00827809672109366,3.333333333333333,0.9417824091145929,all_listed_momentum
2020-04-02,0.005643199308994833,0.005565442642328167,0.0,7.775666666666662e-05,0.023155309659371882,-0.017589867017043716,0.0,0.9470970749549319,all_listed_momentum
2020-04-03,-0.009725195772616631,-0.00984237577261663,0.0,0.00011717999999999996,-0.002023584635805579,-0.007818791136811054,0.0,0.9378863704853226,all_listed_momentum
2020-04-04,0.005380669698564322,0.005436813031897655,0.0,-5.6143333333333335e-05,0.014520856390695927,-0.009084043358798272,0.0,0.9429328272596895,all_listed_momentum
2020-04-05,0.001485977122903799,0.0014045404562371324,0.0,8.143666666666664e-05,-0.01633301512112595,0.01773755557736308,0.0,0.9443340038694324,all_listed_momentum
2020-04-06,-0.035498441483044554,-0.03593760814971122,0.0,0.0004391666666666667,0.09522576815882407,-0.13116337630853528,0.0,0.9108116184926242,all_listed_momentum
2020-04-07,-0.0548468450227916,-0.054504501689458265,0.0,-0.00034234333333333326,-0.02000667270265969,-0.034497828986798575,0.0,0.8608564748082013,all_listed_momentum
2020-04-08,-0.04760937918597174,-0.047562725852638404,0.0,-4.6653333333333336e-05,0.03974581205342057,-0.08730853790605897,0.0,0.8198716324743587,all_listed_momentum
2020-04-09,0.020125512985661325,0.019460942985661325,0.0,0.0006645700000000001,0.022107538735689377,-0.00264659575002805,0.0,0.8363719696602967,all_listed_momentum
2020-04-10,-0.006155908839312805,-0.005772635505979472,0.0,-0.0003832733333333333,-0.07271468443134073,0.06694204892536126,0.0,0.8312233400593114,all_listed_momentum
2020-04-11,-0.009645275915148195,-0.00910064924848153,0.0,-0.0005446266666666666,0.006143676489934894,-0.015244325738416423,0.0,0.8232059615973283,all_listed_momentum
2020-04-12,-0.011927359907849745,-0.012042529907849745,0.0,0.00011516999999999992,0.00024737443020261796,-0.012289904338052363,0.0,0.8133872878150694,all_listed_momentum
2020-04-13,0.010375474423307263,0.011716667756640596,0.0,-0.0013411933333333332,-0.01127147920058491,0.022988146957225508,0.0,0.8218265668160379,all_listed_momentum
2020-04-14,0.0013314434186709298,0.001579966752004263,0.0,-0.0002485233333333332,-0.0048001466745797305,0.006380113426583993,0.0,0.822920782389714,all_listed_momentum
2020-04-15,-0.009700672510356273,-0.00885268917702294,0.0,-0.0008479833333333331,-0.029643993681712888,0.020791304504689946,0.0,0.8149378973777852,all_listed_momentum
2020-04-16,-0.01442503397330952,-0.01378794397330952,0.0,-0.00063709,0.06836343583777922,-0.08215137981108873,0.0,0.8031823905219733,all_listed_momentum
2020-04-17,0.005350905026663355,0.005663005026663355,0.0,-0.0003121,-0.006181574804195308,0.011844579830858662,0.0,0.8074801432127447,all_listed_momentum
2020-04-18,-0.02333289318689913,-0.02365279318689913,0.0,0.00031989999999999997,0.03853105900774796,-0.062183852194647095,0.0,0.7886392952806197,all_listed_momentum
2020-04-19,0.017241613183571758,0.017160509850238426,0.0,8.11033333333333e-05,-0.01515271432435979,0.03231322417459821,0.0,0.8022367089512128,all_listed_momentum
2020-04-20,-0.0045993682019842465,-0.005196978201984247,0.0,0.0005976099999999999,-0.0519601667532736,0.04676318855128936,0.0,0.7985469269415981,all_listed_momentum
2020-04-21,0.0006783443868308702,0.0006053810534975369,0.0,7.296333333333329e-05,0.004432303849929653,-0.0038269227964321155,0.0,0.79908861676711,all_listed_momentum
2020-04-22,-0.00460114728271295,-0.004650780616046284,0.0,4.963333333333335e-05,0.05114193542713008,-0.055792716043176364,0.0,0.7954118923494251,all_listed_momentum
2020-04-23,0.004105252573976758,0.004012482573976758,0.0,9.277e-05,0.027088938089974292,-0.023076455515997536,0.0,0.7986772590678642,all_listed_momentum
2020-04-24,-0.029249166913290804,-0.030219326913290805,0.0,0.0009701600000000001,0.0022914016923513505,-0.03251072860564216,0.0,0.7753166146075386,all_listed_momentum
2020-04-25,0.0037717347417673226,0.002491268075100656,0.0,0.0012804666666666666,0.0208976399804639,-0.01840637190536324,0.0,0.7782409032187234,all_listed_momentum
2020-04-26,-0.0342014756448404,-0.03418809897817373,0.0,-1.3376666666666697e-05,0.0038393168846360126,-0.03802741586280974,0.0,0.7516239159214696,all_listed_momentum
2020-04-27,0.03109057905573652,0.030972625722403186,0.0,0.00011795333333333331,0.00043573063303577663,0.030536895089367407,0.0,0.7749923386996084,all_listed_momentum
2020-04-28,0.018098030253767047,0.01801233358710038,0.0,8.569666666666663e-05,0.02508532305601674,-0.007072989468916361,0.0,0.7890181734918316,all_listed_momentum
2020-04-29,-0.0019831618913502026,-0.0023076918913502026,0.0,0.00032452999999999996,0.07730780654419137,-0.07961549843554157,0.0,0.7874534227185799,all_listed_momentum
2020-04-30,0.01713517965515874,0.016111362988492074,0.0,0.0010238166666666666,-0.04670553866022567,0.06281690164871774,0.0,0.8009465785869323,all_listed_momentum
2020-05-01,0.008370340916263543,0.013702974249596876,0.0056,0.00026736666666666664,0.0366894542300454,-0.023630896069490426,4.0,0.8076507745054199,all_listed_momentum
2020-05-02,-0.013706749794380562,-0.013841069794380562,0.0,0.00013432,0.021751900417761538,-0.0355929702121421,0.0,0.7965805074180364,all_listed_momentum
2020-05-03,-0.0012459226153043095,-0.001555229281970976,0.0,0.00030930666666666666,-0.03227415951524626,0.030718930233275283,0.0,0.7955880297489337,all_listed_momentum
2020-05-04,0.02949506021338049,0.029810293546713825,0.0,-0.0003152333333333333,0.009714187536474645,0.02009610601023918,0.0,0.8190539465914233,all_listed_momentum
2020-05-05,-0.008184054443936634,-0.007801804443936633,0.0,-0.0003822499999999999,-0.014457977262462488,0.006656172818525855,0.0,0.8123507644999979,all_listed_momentum
2020-05-06,-0.0015728036810631813,-0.0006984770143965147,0.0,-0.0008743266666666668,-0.0313987984090901,0.030700321394693586,0.0,0.8110730962272779,all_listed_momentum
2020-05-07,-0.00972840338081597,-0.009125076714149305,0.0,-0.0006033266666666666,0.03634353299800012,-0.04546860971214942,0.0,0.8031826499758515,all_listed_momentum
2020-05-08,-0.0180816001135361,-0.016887716780202768,0.0,-0.0011938833333333333,0.009597535268622984,-0.026485252048825753,0.0,0.788659822480858,all_listed_momentum
2020-05-09,0.030982224090571837,0.030151230757238506,0.0,0.0008309933333333332,0.022083018855994247,0.008068211901244255,0.0,0.8130942578321906,all_listed_momentum
2020-05-10,0.022942677093713188,0.023386140427046523,0.0,-0.00044346333333333316,-0.08737407713438837,0.11076021756143489,0.0,0.8317488168363868,all_listed_momentum
2020-05-11,-0.0317214901036993,-0.03110964343703263,0.0,-0.0006118466666666666,-0.040953524962433686,0.009843881525401055,0.0,0.8053645049743478,all_listed_momentum
2020-05-12,0.0467520501028848,0.046787643436218135,0.0,-3.5593333333333344e-05,0.06313130118109944,-0.0163436577448813,0.0,0.8430169466619936,all_listed_momentum
2020-05-13,-0.01822736888745745,-0.01825256222079078,0.0,2.5193333333333335e-05,0.012009245548414907,-0.030261807769205687,0.0,0.8276509657968073,all_listed_momentum
2020-05-14,-0.013392135398290893,-0.01308238206495756,0.0,-0.0003097533333333333,-0.0013859890482990078,-0.011696393016658552,0.0,0.8165669520003302,all_listed_momentum
2020-05-15,-0.002662623696949091,-0.0022870570302824245,0.0,-0.00037556666666666667,-0.02952666696435039,0.027239609934067967,0.0,0.8143927414837886,all_listed_momentum
2020-05-16,0.021778678121934788,0.022024971455268123,0.0,-0.00024629333333333334,0.030222824754859857,-0.008197853299591735,0.0,0.832129138865404,all_listed_momentum
2020-05-17,-0.005078281651096377,-0.005416928317763044,0.0,0.0003386466666666667,0.005357758335039264,-0.010774686652802307,0.0,0.8279033527281612,all_listed_momentum
2020-05-18,-0.0023601968397075506,-0.001895660173040884,0.0,-0.0004645366666666666,0.03415516732345672,-0.03605082749649761,0.0,0.8259493378514688,all_listed_momentum
2020-05-19,0.01447187167006233,0.014597791670062329,0.0,-0.00012592,0.01141703750932288,0.003180754160739448,0.0,0.8379023706748282,all_listed_momentum
2020-05-20,0.037981626783275164,0.0380364501166085,0.0,-5.482333333333331e-05,0.016414438303506786,0.02162201181310171,0.0,0.8697272657986209,all_listed_momentum
2020-05-21,-0.03286234187248911,-0.032821811872489115,0.0,-4.052999999999999e-05,-0.06349079534785454,0.03066898347536543,0.0,0.8411459910541214,all_listed_momentum
2020-05-22,-0.02999376481869437,-0.029129161485361037,0.0,-0.0008646033333333332,0.049330098927868216,-0.07845926041322926,0.0,0.8159168560202565,all_listed_momentum
2020-05-23,-0.0007573596732146893,0.0003706836601186439,0.0,-0.0011280433333333332,-0.021146991429926116,0.02151767509004476,0.0,0.8152989134968107,all_listed_momentum
2020-05-24,0.0010967176174460098,0.001132960950779343,0.0,-3.6243333333333305e-05,-0.0417146808439498,0.04284764179472914,0.0,0.8161930661787273,all_listed_momentum
2020-05-25,-0.0603256028411486,-0.0601228528411486,0.0,-0.00020275,0.030314557594575943,-0.09043741043572455,0.0,0.7669557274267301,all_listed_momentum
2020-05-26,0.0035550154476124366,0.0070289121142791035,0.0,-0.003473896666666667,-0.012567222226372557,0.01959613434065166,0.0,0.769682266885367,all_listed_momentum
2020-05-27,-0.00920444695817999,-0.009136360291513324,0.0,-6.808666666666667e-05,0.007601469956463268,-0.016737830247976593,0.0,0.7625977672851689,all_listed_momentum
2020-05-28,0.018786584805647943,0.018992708138981275,0.0,-0.00020612333333333327,0.047353464974083284,-0.02836075683510201,0.0,0.7769243749128695,all_listed_momentum
2020-05-29,0.0005757422351136349,0.0007404855684469682,0.0,-0.0001647433333333333,-0.006968405640879379,0.007708891209326347,0.0,0.7773716830889961,all_listed_momentum
2020-05-30,-0.016379735947963166,-0.0163621492812965,0.0,-1.758666666666666e-05,0.04648787904826101,-0.06285002832955751,0.0,0.7646385401865746,all_listed_momentum
2020-05-31,0.008990650906743324,0.009139694240076657,0.0,-0.00014904333333333334,-0.026851713551547696,0.03599140779162435,0.0,0.7715131383712339,all_listed_momentum
2020-06-01,0.0225657320411105,0.027232398707777165,0.004666666666666666,-0.0,0.08358291975930246,-0.05622359982100862,3.333333333333333,0.7889228971179154,all_listed_momentum
2020-06-02,0.03426333682238323,0.03491144682238323,0.0,-0.0006481100000000001,0.0064781023369873125,0.028433344485395914,0.0,0.8159540280687569,all_listed_momentum
2020-06-03,0.02309201934541997,0.023716822678753302,0.0,-0.0006248033333333332,0.029165459974510588,-0.005448637295757286,0.0,0.8347960542698941,all_listed_momentum
2020-06-04,-0.01754282608546341,-0.017474366085463412,0.0,-6.846e-05,-0.008563761358774496,-0.00891060472668892,0.0,0.8201513722730063,all_listed_momentum
2020-06-05,-0.011453732532019274,-0.011278032532019273,0.0,-0.00017570000000000004,-0.0028338395464614355,-0.008444192985557836,0.0,0.8107575778192226,all_listed_momentum
2020-06-06,0.050174699741690296,0.050387369741690294,0.0,-0.00021266999999999998,0.04607373599643694,0.004313633745253361,0.0,0.8514370958496023,all_listed_momentum
2020-06-07,-0.011586841487464212,-0.011586841487464212,0.0,-0.0,-0.011732349592406467,0.00014550810494225652,0.0,0.841571629183446,all_listed_momentum
2020-06-08,0.032080930745955354,0.03222975741262202,0.0,-0.0001488266666666667,0.03165302820611127,0.0005767292065107506,0.0,0.8685700303370408,all_listed_momentum
2020-06-09,0.02021175315500484,0.019602419821671508,0.0,0.0006093333333333333,0.012289248078589035,0.0073131717430824725,0.0,0.8861253533880481,all_listed_momentum
2020-06-10,0.0442768088497312,0.04304354218306453,0.0,0.0012332666666666665,0.050805957281149366,-0.0077624150980848405,0.0,0.9253601562769111,all_listed_momentum
2020-06-11,0.008632746695695371,0.008197630029028704,0.0,0.0004351166666666667,-0.07554540658790206,0.08374303661693075,0.0,0.9333485561083389,all_listed_momentum
2020-06-12,0.06498916451578754,0.06473700784912087,0.0,0.00025215666666666666,0.0892144043143009,-0.024477396465180025,0.0,0.9940060989718366,all_listed_momentum
2020-06-13,0.016079863644117835,0.0156965203107845,0.0,0.00038334333333333334,0.020444153537197564,-0.004747633226413065,0.0,1.009989581504725,all_listed_momentum
2020-06-14,-0.05139203759350838,-0.05159829759350838,0.0,0.00020626000000000005,-0.06812057311755682,0.016522275524048426,0.0,0.9580841589629824,all_listed_momentum
2020-06-15,0.026573547040797778,0.026679473707464443,0.0,-0.00010592666666666663,0.015628883948106576,0.011050589759357871,0.0,0.9835438534302283,all_listed_momentum
2020-06-16,0.021033885773495346,0.02035221910682868,0.0,0.0006816666666666666,0.029790330307675562,-0.009438111200846883,0.0,1.0042316024965032,all_listed_momentum
2020-06-17,0.0006921846884741037,0.0004419080218074369,0.0,0.0002502766666666667,0.005292232026948656,-0.0048503240051412195,0.0,1.0049267162354332,all_listed_momentum
2020-06-18,-0.00520651223959443,-0.00569147223959443,0.0,0.00048495999999999994,-0.019936856077617117,0.014245383838022688,0.0,0.9996945529874579,all_listed_momentum
2020-06-19,0.0035886069003534683,0.0030011469003534685,0.0,0.0005874599999999999,-0.008699758669020247,0.011700905569373716,0.0,1.0032820637585544,all_listed_momentum
2020-06-20,0.00027589794084965057,3.4412741829839034e-06,0.0,0.00027245666666666666,0.004344267276234344,-0.00434082600205136,0.0,1.003558867214037,all_listed_momentum
2020-06-21,0.014636181558686586,0.014080211558686587,0.0,0.0005559699999999998,0.004400746251294607,0.00967946530739198,0.0,1.0182471369994115,all_listed_momentum
2020-06-22,0.058612155135082056,0.05545397513508206,0.0,0.00315818,0.09063350415032781,-0.03517952901524575,0.0,1.077928796159074,all_listed_momentum
2020-06-23,-0.031332974290997594,-0.032708064290997596,0.0,0.0013750899999999998,-0.026873457504721955,-0.0058346067862756375,0.0,1.0441540809014958,all_listed_momentum
2020-06-24,0.020826221643964103,0.02081025831063077,0.0,1.5963333333333357e-05,-0.006840936394939434,0.027651194705570203,0.0,1.0658998652207998,all_listed_momentum
2020-06-25,-0.009894324625909444,-0.009915844625909444,0.0,2.1520000000000038e-05,-0.019158462983243085,0.009242618357333641,0.0,1.055353505935592,all_listed_momentum
2020-06-26,0.0018760239078602764,0.0016700472411936098,0.0,0.00020597666666666666,-0.002786060844925238,0.0044561080861188485,0.0,1.0573333743439715,all_listed_momentum
2020-06-27,-0.00040856545259695097,-0.0005212921192636177,0.0,0.00011272666666666669,-0.059113889929198374,0.058592597809934754,0.0,1.0569013844553368,all_listed_momentum
2020-06-28,0.003934523797283427,0.003484550463950094,0.0,0.00044997333333333337,0.021943727431322037,-0.018459176967371944,0.0,1.0610597881038581,all_listed_momentum
2020-06-29,0.0036271497302438355,0.0025711963969105023,0.0,0.0010559533333333333,0.014574079723962814,-0.012002883327052311,0.0,1.0649084108280515,all_listed_momentum
2020-06-30,0.007595341978215539,0.006666568644882206,0.0,0.0009287733333333333,-0.003589836164398636,0.010256404809280842,0.0,1.0729967543837686,all_listed_momentum
2020-07-01,0.027200247574361146,0.030829144241027815,0.0037333333333333333,0.00010443666666666668,0.03834053367090284,-0.007349801700915296,2.6666666666666665,1.102182531749493,all_listed_momentum
2020-07-02,-0.01104015270018412,-0.01114674270018412,0.0,0.00010659000000000001,-0.027520061758163274,0.016373319057979153,0.0,1.0900142682955032,all_listed_momentum
2020-07-03,0.02963705099272206,0.029000180992722058,0.0,0.00063687,0.02405432678949711,0.004945854203224946,0.0,1.1223190767477715,all_listed_momentum
2020-07-04,0.08259014517659355,0.08068068184326022,0.0,0.0019094633333333329,0.09506941968281842,-0.014388737839558186,0.0,1.2150115722308306,all_listed_momentum
2020-07-05,0.13028721692609876,0.12849502692609877,0.0,0.00179219,0.11746160213331298,0.011033424792785795,0.0,1.373312048509789,all_listed_momentum
2020-07-06,-0.06955539273475098,-0.06958771273475098,0.0,3.2320000000000016e-05,0.0018252311125380367,-0.07141294384728902,0.0,1.2777907896283252,all_listed_momentum
2020-07-07,0.05164456340256914,0.05275012673590247,0.0,-0.001105563333333333,0.06235737517679318,-0.009607248440890706,0.0,1.343781737078504,all_listed_momentum
2020-07-08,-0.009468952604168052,-0.008571825937501385,0.0,-0.0008971266666666666,0.06957668162361119,-0.07814850756111258,0.0,1.331057531499761,all_listed_momentum
2020-07-09,-0.022625501371729386,-0.022525048038396053,0.0,-0.00010045333333333318,-0.04157264493880212,0.019047596900406066,0.0,1.3009416874949624,all_listed_momentum
2020-07-10,-0.012430777963833255,-0.012198934630499921,0.0,-0.0002318433333333333,-0.029981572954725512,0.017782638324225587,0.0,1.284769970233818,all_listed_momentum
2020-07-11,0.004746871383826171,0.004842854717159504,0.0,-9.59833333333333e-05,0.03334145396151126,-0.028498599244351754,0.0,1.29086860804032,all_listed_momentum
2020-07-12,-0.022324274215196557,-0.022059950881863223,0.0,-0.0002643233333333332,-0.007188949761164761,-0.014871001120698463,0.0,1.262050903258639,all_listed_momentum
2020-07-13,-0.007049945990110468,-0.006993299323443801,0.0,-5.6646666666667006e-05,-0.010109341189199263,0.003116041865755461,0.0,1.2531535125538953,all_listed_momentum
2020-07-14,-0.001156569009780184,-0.0012652823431135172,0.0,0.00010871333333333332,0.006976255057915658,-0.008241537401029175,0.0,1.2517041540367781,all_listed_momentum
2020-07-15,-0.021347326803289577,-0.02115445013662291,0.0,-0.00019287666666666656,-0.00027480966243716674,-0.020879640474185744,0.0,1.22498361639952,all_listed_momentum
2020-07-16,-0.0006229585259529564,-0.00015220185928628972,0.0,-0.00047075666666666666,-0.026905578079465916,0.026753376220179627,0.0,1.2242205024115314,all_listed_momentum
2020-07-17,0.008988519989119668,0.009105723322453001,0.0,-0.00011720333333333329,0.016289709671414077,-0.007183986348961076,0.0,1.2352244328685476,all_listed_momentum
2020-07-18,0.005604516360114271,0.005641503026780938,0.0,-3.6986666666666697e-05,-0.0006256941945753294,0.006267197221356267,0.0,1.242147268410972,all_listed_momentum
2020-07-19,0.01449405283034483,0.014290296163678162,0.0,0.00020375666666666662,0.013832138073653983,0.00045815809002417796,0.0,1.260151016542389,all_listed_momentum
2020-07-20,-0.024905077797778,-0.024776097797778,0.0,-0.0001289799999999999,-0.061146832315710636,0.036370734517932636,0.0,1.2287668574384518,all_listed_momentum
2020-07-21,-0.008873294110497297,-0.00881692744383063,0.0,-5.6366666666666663e-05,0.039027828473811255,-0.04784475591764188,0.0,1.2178636477191689,all_listed_momentum
2020-07-22,-0.0107687946701428,-0.010579698003476135,0.0,-0.00018909666666666668,0.01488632671679657,-0.025466024720272703,0.0,1.20474872416065,all_listed_momentum
2020-07-23,-0.02267412757567155,-0.02293870757567155,0.0,0.00026457999999999994,-0.0018504951508300596,-0.02108821242484149,0.0,1.177432097892404,all_listed_momentum
2020-07-24,0.0036868422326168685,0.003038785565950202,0.0,0.0006480566666666667,-0.030305189153469764,0.033343974719419966,0.0,1.1817731042769524,all_listed_momentum
2020-07-25,-0.005196079582000502,-0.0059702862486671684,0.0,0.0007742066666666665,0.03934454888294684,-0.04531483513161401,0.0,1.1756325171792614,all_listed_momentum
2020-07-26,-0.01913267232446695,-0.01997659232446695,0.0,0.0008439200000000002,-0.03066149507139389,0.010684902746926942,0.0,1.1531395254540824,all_listed_momentum
2020-07-27,-0.08852918700016399,-0.08908703700016399,0.0,0.0005578500000000001,-0.06880007658160132,-0.020286960418562667,0.0,1.0510530207678777,all_listed_momentum
2020-07-28,0.014840515890764846,0.013874762557431513,0.0,0.0009657533333333333,0.028172178667031623,-0.014297416109600112,0.0,1.0666511898246196,all_listed_momentum
2020-07-29,-0.03386169382421186,-0.03527116715754519,0.0,0.0014094733333333337,-0.02080453437867565,-0.01446663277886954,0.0,1.030532573817547,all_listed_momentum
2020-07-30,0.032857493844122204,0.03261426384412221,0.0,0.00024322999999999988,0.039811312921532685,-0.007197049077410478,0.0,1.0643932915179244,all_listed_momentum
2020-07-31,-0.013993519854812855,-0.015169049854812855,0.0,0.0011755299999999997,0.013067690356202514,-0.028236740211015368,0.0,1.0494986828597386,all_listed_momentum
2020-08-01,0.00630739010874326,0.00952180010874326,0.004666666666666666,0.0014522566666666664,0.037971530604469894,-0.02821948976811635,3.333333333333333,1.056118280471147,all_listed_momentum
2020-08-02,0.012886428440437372,0.013553808440437373,0.0,-0.0006673800000000002,-0.04766806250172132,0.061221870942158696,0.0,1.0697278731170763,all_listed_momentum
2020-08-03,0.05379474144059985,0.053912568107266516,0.0,-0.00011782666666666665,0.05763521761907353,-0.003722649511807008,0.0,1.1272736074632124,all_listed_momentum
2020-08-04,0.030950131274861264,0.031115547941527932,0.0,-0.0001654166666666668,0.07665393985490095,-0.045538391913373014,0.0,1.1621628735968852,all_listed_momentum
2020-08-05,-0.03380703241185797,-0.034153632411857975,0.0,0.00034659999999999997,-0.012233818408661778,-0.0219198140031962,0.0,1.1228735956613372,all_listed_momentum
2020-08-06,0.03112421652000646,0.029212349853339793,0.0,0.0019118666666666667,0.04634972201582258,-0.01713737216248279,0.0,1.1578221565772988,all_listed_momentum
2020-08-07,-0.09381673533869826,-0.09539842867203159,0.0,0.0015816933333333335,-0.03407164662613497,-0.06132678204589662,0.0,1.0491990617444056,all_listed_momentum
2020-08-08,0.0721603485749968,0.07095351190833013,0.0,0.0012068366666666667,0.14427305455462572,-0.07331954264629559,0.0,1.1249096317644416,all_listed_momentum
2020-08-09,0.0064883052489804775,0.005702915248980478,0.0,0.0007853899999999997,0.04135154419915769,-0.03564862895017721,0.0,1.1322083888328476,all_listed_momentum
2020-08-10,-0.05127071072035568,-0.051163197387022345,0.0,-0.00010751333333333354,-0.01780173287625138,-0.03336146451077097,0.0,1.0741592600538385,all_listed_momentum
2020-08-11,-0.06536993120587216,-0.06674090787253882,0.0,0.0013709766666666666,-0.051379951064081254,-0.015360956808457577,0.0,1.0039415431199685,all_listed_momentum
2020-08-12,0.040429416061285195,0.04587039939461853,0.0,-0.005440983333333334,0.09596304454121633,-0.050092645146597795,0.0,1.0445303134679744,all_listed_momentum
2020-08-13,0.027587740637625195,0.031023493970958528,0.0,-0.003435753333333333,0.008130945108900518,0.02289254886205801,0.0,1.0733465448440662,all_listed_momentum
2020-08-14,0.01811385244774981,0.01725551244774981,0.0,0.0008583400000000002,0.00816807699146919,0.00908743545628062,0.0,1.0927889857826736,all_listed_momentum
2020-08-15,0.04036557562411303,0.039951118957446366,0.0,0.0004144566666666671,0.029615377385519597,0.010335741571926774,0.0,1.136900042229482,all_listed_momentum
2020-08-16,-0.09452618314800518,-0.09433719314800518,0.0,-0.00018898999999999977,-0.0014369606891440065,-0.09290023245886117,0.0,1.0294332206167232,all_listed_momentum
2020-08-17,0.022137319226166557,0.022706529226166557,0.0,-0.0005692099999999999,-0.02834333527670404,0.05104986450287059,0.0,1.0522221124435363,all_listed_momentum
